code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
300059,东方财富,1.09,695.4,,66.42,,184857.12,1015.45,10派1转8,03-19,东方财富,-0.581,42.79,42.81,43.99,41.88,43.04,88717983,6.87068,39.2568807339,26.0744201835,0.0564522299884
002323,雅百特,1.4,1097.09,,60.25,,26619.05,2020.7,10派1.08转20,03-25,雅百特,-6.903,36.28,38.01,39.1,35.9,38.97,10774702,14.33872,25.9142857143,15.6133571429,0.0236209296542
300033,同花顺,1.78,709.09,,57.81,,95722.28,1483.35,10派7.4,02-05,同花顺,1.105,73.19,72.0,75.5,71.01,72.39,27522476,10.44017,41.1179775281,23.770302809,0.057986965728
600315,上海家化,3.31,147.01,,46.5,,220996.1,146.12,10派9.9,03-11,上海家化,-0.597,29.99,30.11,30.31,29.85,30.17,7404011,1.10331,9.06042296073,4.21309667674,0.0616313377371
002568,百润股份,0.56,55.56,,46.22,,50019.77,777.47,,03-17,百润股份,-3.396,24.75,25.63,25.8,24.42,25.62,5236955,2.40136,44.1964285714,20.4275892857,0.79547207652
000963,华东医药,2.53,45.4,,42.98,,109691.24,44.97,10派12.5,03-18,华东医药,-1.187,68.27,69.11,69.3,68.16,69.09,1225832,0.28241,26.9841897233,11.5978047431,0.594365412408
600889,南京化纤,1.49,8177.78,,39.45,,45750.64,8271.56,,03-22,南京化纤,-2.804,12.13,12.37,12.48,12.0,12.48,7768137,2.52977,8.14093959732,3.21160067114,0.000995495060679
000626,如意集团,1.52,32.34,,38.27,,30808.15,32.46,,03-01,如意集团,1.109,69.26,68.5,69.68,66.7,68.5,11031772,5.45324,45.5657894737,17.4380276316,1.40896071347
600074,保千里,0.18,520.69,,33.53,,37347.54,1313.6,,02-27,保千里,6.447,15.85,14.9,15.9,14.65,14.89,96792089,10.80291,88.0555555556,29.5250277778,0.169113206621
600753,东方银星,0.3,9966.67,,32.0,,3861.34,10714.27,,02-26,东方银星,-4.367,29.78,31.24,31.24,29.47,31.14,1743796,1.36234,99.2666666667,31.7653333333,0.00995986288968
300484,蓝海华腾,1.82,40.0,,31.97,,7093.91,39.95,,03-09,蓝海华腾,9.992,43.48,43.48,43.48,43.48,39.53,5800,0.04462,23.8901098901,7.63766813187,0.597252747253
000712,锦龙股份,1.02,136.33,,30.74,,91322.06,136.12,10派1,03-29,锦龙股份,-1.885,21.34,21.51,21.98,21.01,21.75,26259040,3.10207,20.9215686275,6.43129019608,0.153462690732
