		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
002352	鼎泰新材			2016-03-03	37.36	316	264.43	持有	136.15
600148	长春一东			2016-02-02	49.04	346	125.37	持有	110.52
000912	泸天化			2016-06-20	14.43	172	111.23	持有	30.48
300411	金盾股份			2016-02-03	41.56	345	91.07	持有	79.41
002656	摩登大道			2016-03-02	35.81	317	89.7	持有	67.93
300309	吉艾科技			2016-05-04	53.42	254	88.32	持有	100.60
600173	卧龙地产			2016-03-02	13.69	294	75.68	持有	24.05
603558	健盛集团			2016-06-24	67.04	143	75.27	持有	117.50
600110	诺德股份			2016-02-02	86.76	346	74.0	持有	150.96
300268	万福生科			2016-06-29	36.71	198	70.34	持有	62.53
002709	天赐材料			2016-03-08	66.30	311	69.89	持有	112.64
002455	百川股份			2016-03-02	42.25	317	68.97	持有	71.39
300076	GQY视讯			2016-03-14	74.89	214	68.9	持有	126.49
000839	中信国安			2016-03-08	130.50	311	67.75	持有	218.91
000993	闽东电力			2016-05-27	14.99	231	62.78	持有	24.40
002759	天际股份			2016-03-14	37.43	305	60.38	持有	60.03
000514	渝 开 发			2016-11-01	40.72	73	58.72	持有	64.63
002618	丹邦科技			2016-03-03	31.45	316	57.23	持有	49.45
603009	北特科技			2016-09-07	40.11	128	57.02	持有	62.98
002040	南 京 港			2016-03-09	26.89	310	57.01	持有	42.22
002697	红旗连锁			2016-03-03	38.35	316	52.86	持有	58.62
002365	永安药业			2016-03-04	32.65	315	52.34	持有	49.74
000333	美的集团			2016-03-02	78.39	317	50.77	持有	118.19
600322	天房发展			2016-06-29	14.15	198	50.39	持有	21.28
600249	两面针			2016-05-31	32.15	227	49.86	持有	48.18
300308	中际装备			2016-10-10	49.34	95	48.84	持有	73.44
000923	河北宣工			2016-03-14	21.32	305	47.7	持有	31.49
300327	中颖电子			2016-03-15	37.22	304	44.12	持有	53.64
300082	奥克股份			2016-05-24	39.31	234	43.93	持有	56.58
600098	广州发展			2016-05-05	41.52	253	43.62	持有	59.63
600734	实达集团			2016-03-14	51.66	252	43.24	持有	74.00
600481	双良节能			2016-05-30	48.66	228	43.24	持有	69.70
000059	华锦股份			2016-09-30	13.63	105	42.92	持有	19.48
600768	宁波富邦			2016-02-03	55.73	56	42.62	持有	79.48
600649	城投控股			2016-05-20	295.19	199	40.37	持有	414.37
002591	恒大高新			2016-03-03	39.74	314	40.01	持有	55.64
600857	宁波中百			2016-08-09	79.98	157	38.36	持有	110.66
300391	康跃科技			2016-03-03	39.90	316	38.32	持有	55.19
002163	中航三鑫			2016-06-28	32.32	199	37.84	持有	44.55
000524	岭南控股			2016-03-11	53.14	308	37.07	持有	72.84
600318	新力金融			2016-02-01	33.42	347	36.98	持有	45.78
300376	易事特			2016-08-24	161.44	142	36.63	持有	220.57
600346	*ST橡塑			2016-05-20	39.86	165	36.38	持有	54.36
600475	华光股份			2016-03-15	33.27	304	36.19	持有	45.31
600638	新黄浦			2016-11-11	227.66	63	36.04	持有	309.70
600685	中船防务			2016-05-26	47.21	232	35.46	持有	63.95
600152	维科精华			2016-02-04	28.15	288	35.38	持有	38.11
300090	盛运环保			2016-03-01	63.20	318	34.56	持有	85.04
002423	*ST中特			2016-08-05	10.11	161	34.52	持有	13.60
000570	苏常柴Ａ			2016-02-03	41.34	345	32.27	持有	54.68
300377	赢时胜			2016-02-01	109.65	347	32.16	持有	144.91
600161	天坛生物			2016-03-21	153.99	259	31.9	持有	203.12
300323	华灿光电			2016-03-15	20.56	304	31.13	持有	26.96
000656	金科股份			2016-02-03	21.61	345	31.05	持有	28.32
300052	中青宝			2016-02-03	51.21	345	30.4	持有	66.78
000505	*ST珠江			2016-03-17	27.11	302	30.32	持有	35.33
600732	*ST新梅			2016-02-05	28.55	41	29.98	持有	37.11
000933	*ST神火			2016-09-29	57.12	106	29.39	持有	73.91
000518	四环生物			2016-08-16	54.80	150	29.25	持有	70.83
300065	海兰信			2016-05-23	115.31	198	29.03	持有	148.78
603268	松发股份			2016-03-07	38.72	312	28.62	持有	49.80
000791	甘肃电投			2016-08-04	26.74	162	28.61	持有	34.39
603998	方盛制药			2016-06-01	55.37	226	28.43	持有	71.11
600480	凌云股份			2016-05-31	24.42	227	28.09	持有	31.28
600178	东安动力			2016-08-08	20.25	158	27.75	持有	25.87
600814	杭州解百			2016-10-11	58.37	94	27.26	持有	74.28
601038	一拖股份			2016-03-07	10.28	312	27.04	持有	13.06
002503	搜于特			2016-06-29	213.02	198	26.91	持有	270.35
000042	中洲控股			2016-04-11	201.84	198	26.76	持有	255.85
000652	泰达股份			2016-05-26	119.69	232	26.64	持有	151.57
600629	华建集团			2016-03-14	75.28	305	26.33	持有	95.10
600308	华泰股份			2016-06-01	28.03	226	26.29	持有	35.40
000506	中润资源			2016-07-04	23.35	193	26.25	持有	29.48
002323	雅百特			2016-06-21	49.70	206	26.24	持有	62.74
002141	蓉胜超微			2016-05-23	59.23	235	26.2	持有	74.75
603338	浙江鼎力			2016-03-15	91.01	304	26.18	持有	114.84
000785	武汉中商			2016-03-08	68.08	311	25.48	持有	85.43
002584	西陇科学			2016-02-04	34.01	218	24.82	持有	42.45
000972	中基健康			2016-06-01	19.93	226	24.74	持有	24.86
600319	*ST亚星			2016-03-07	11.54	312	24.44	持有	14.36
000519	江南红箭			2016-05-05	102.79	253	23.84	持有	127.29
601699	潞安环能			2016-01-06	36.61	373	23.82	持有	45.33
300264	佳创视讯			2016-03-08	35.09	311	23.23	持有	43.24
600853	龙建股份			2016-05-31	10.77	227	23.21	持有	13.27
300423	鲁亿通			2016-03-14	32.35	305	23.15	持有	39.84
002016	世荣兆业			2016-06-22	45.16	205	22.67	持有	55.40
000547	航天发展			2016-03-15	152.47	304	22.56	持有	186.86
000673	当代东方			2016-08-31	129.88	135	22.52	持有	159.13
000565	渝三峡Ａ			2016-03-18	75.38	301	22.41	持有	92.27
002265	西仪股份			2017-01-06	22.85	7	21.71	持有	27.81
002478	常宝股份			2016-03-02	11.94	317	20.6	持有	14.40
300208	恒顺众昇			2016-03-11	137.12	308	20.49	持有	165.22
000531	穗恒运Ａ			2016-05-27	110.48	231	20.41	持有	133.03
300026	红日药业			2016-03-07	205.66	312	20.33	持有	247.47
002156	通富微电			2016-03-14	24.59	305	20.21	持有	29.56
002366	台海核电			2016-03-17	49.35	302	20.08	持有	59.26
002370	亚太药业			2016-03-17	42.64	302	19.56	持有	50.98
300248	新开普			2016-09-29	150.38	106	19.12	持有	179.14
002617	露笑科技			2016-03-14	63.85	283	18.94	持有	75.94
002706	良信电器			2016-02-01	58.03	347	18.9	持有	69.00
002134	天津普林			2016-09-19	16.59	116	18.51	持有	19.66
600619	海立股份			2016-03-18	599.42	301	18.49	持有	710.25
002599	盛通股份			2016-09-08	34.52	127	18.42	持有	40.88
002054	德美化工			2016-05-24	30.36	234	18.31	持有	35.92
002059	云南旅游			2016-11-30	19.55	44	18.11	持有	23.09
600633	浙报传媒			2016-10-12	108.40	89	18.0	持有	127.91
000821	京山轻机			2016-03-16	33.69	261	17.9	持有	39.72
600626	申达股份			2016-05-31	114.86	227	17.67	持有	135.16
600466	蓝光发展			2016-11-09	36.78	65	17.29	持有	43.14
000611	*ST蒙发			2016-03-08	35.97	311	17.26	持有	42.18
002427	尤夫股份			2015-12-18	35.22	392	17.18	持有	41.27
002651	利君股份			2016-01-22	27.82	357	16.46	持有	32.40
000716	黑芝麻			2016-08-16	26.77	136	16.32	持有	31.14
002345	潮宏基			2016-06-24	64.09	203	15.81	持有	74.22
000099	中信海直			2016-02-03	38.92	345	15.47	持有	44.94
000976	春晖股份			2016-03-18	30.10	301	15.25	持有	34.69
603006	联明股份			2016-12-20	57.95	24	15.1	持有	66.70
300256	星星科技			2016-05-26	30.81	232	14.96	持有	35.42
002231	奥维通信			2016-10-12	41.75	93	14.83	持有	47.94
600673	东阳光科			2016-08-15	85.96	91	14.81	持有	98.69
300353	东土科技			2016-03-03	97.29	316	14.77	持有	111.66
300114	中航电测			2016-03-03	83.25	316	14.75	持有	95.53
002269	美邦服饰			2016-03-07	19.16	312	14.61	持有	21.96
002745	木林森			2016-05-31	32.14	45	14.56	持有	36.82
000560	昆百大Ａ			2016-06-28	35.64	65	14.45	持有	40.79
601600	中国铝业			2016-07-04	3.97	193	14.36	持有	4.54
002045	国光电器			2016-03-08	60.83	297	14.17	持有	69.45
000887	中鼎股份			2016-09-21	473.63	57	14.07	持有	540.27
002614	蒙发利			2016-03-02	54.67	317	14.07	持有	62.36
300192	科斯伍德			2016-08-15	42.19	151	13.91	持有	48.06
600156	华升股份			2016-08-15	18.76	151	13.75	持有	21.34
002255	海陆重工			2016-09-30	32.19	105	13.67	持有	36.59
600116	三峡水利			2016-08-15	46.64	151	13.57	持有	52.97
000615	京汉股份			2016-05-24	78.59	234	13.55	持有	89.24
300352	北信源			2016-03-08	119.46	311	13.4	持有	135.47
600327	大东方			2016-05-30	63.11	228	13.39	持有	71.56
300343	联创互联			2016-12-20	163.28	24	13.32	持有	185.03
601899	紫金矿业			2016-06-01	5.42	226	13.28	持有	6.14
600774	汉商集团			2016-03-08	92.07	311	13.27	持有	104.29
000428	华天酒店			2016-05-31	83.76	227	13.23	持有	94.84
000088	盐 田 港			2016-03-02	45.59	317	13.14	持有	51.58
000916	华北高速			2016-05-27	8.77	27	13.11	持有	9.92
600242	中昌海运			2016-08-29	16.32	42	13.11	持有	18.46
002359	齐星铁塔			2016-08-15	76.34	151	13.01	持有	86.27
600015	华夏银行			2016-07-04	33.54	193	13.0	持有	37.90
000899	赣能股份			2016-05-23	28.09	235	12.89	持有	31.71
300172	中电环保			2016-05-31	47.60	227	12.77	持有	53.68
601880	大连港			2016-10-12	6.17	93	12.64	持有	6.95
600409	三友化工			2016-12-08	49.36	36	12.54	持有	55.55
000623	吉林敖东			2016-05-06	397.70	252	12.52	持有	447.51
600255	鑫科材料			2016-02-02	52.89	346	12.4	持有	59.45
603601	再升科技			2016-12-22	79.41	22	12.37	持有	89.23
600435	DR北方导			2016-12-27	175.39	17	12.31	持有	196.98
601608	中信重工			2016-02-04	7.53	344	11.82	持有	8.42
002566	益盛药业			2016-05-31	35.72	227	11.76	持有	39.92
600379	宝光股份			2016-10-12	37.94	93	11.76	持有	42.40
600309	万华化学			2016-12-07	583.11	37	11.74	持有	651.55
300098	高新兴			2016-10-12	144.78	35	11.62	持有	161.61
300243	瑞丰高材			2016-06-23	58.38	204	11.58	持有	65.14
000676	智度投资			2016-08-15	156.93	93	11.53	持有	175.03
300450	先导智能			2016-09-21	184.43	54	11.22	持有	205.13
600875	东方电气			2016-10-10	29.08	59	11.11	持有	32.31
600970	中材国际			2016-02-03	73.97	345	11.1	持有	82.18
600780	通宝能源			2016-06-17	54.56	210	10.98	持有	60.55
600703	三安光电			2016-10-24	252.47	81	10.9	持有	279.98
600114	东睦股份			2016-09-07	58.44	128	10.88	持有	64.80
300033	同花顺			2016-01-29	504.83	350	10.78	持有	559.24
300224	正海磁材			2016-02-04	48.73	344	10.75	持有	53.97
000727	华东科技			2016-03-15	17.64	246	10.71	持有	19.53
300441	鲍斯股份			2016-03-17	69.23	302	10.62	持有	76.58
601933	永辉超市			2016-10-28	38.40	77	10.47	持有	42.42
002302	西部建设			2016-10-12	32.15	93	10.33	持有	35.47
600311	荣华实业			2016-09-21	28.74	114	10.33	持有	31.71
601908	京运通			2016-05-31	26.46	227	10.32	持有	29.19
600123	兰花科创			2016-06-17	49.47	210	10.29	持有	54.56
603600	永艺股份			2016-05-25	43.77	233	10.05	持有	48.17
600696	匹凸匹			2017-01-04	37.24	9	10.02	持有	40.97
600141	兴发集团			2015-10-20	36.61	451	9.86	持有	40.22
000697	炼石有色			2016-08-16	80.98	92	9.82	持有	88.93
600231	凌钢股份			2016-03-22	18.98	297	9.64	持有	20.81
002752	昇兴股份			2016-06-28	25.60	199	9.53	持有	28.04
600889	南京化纤			2016-02-02	51.43	346	9.51	持有	56.32
300257	开山股份			2016-10-10	96.59	95	9.47	持有	105.74
600256	广汇能源			2016-06-22	152.10	205	9.2	持有	166.10
601766	中国中车			2016-06-29	10.37	198	8.97	持有	11.30
002711	欧浦智网			2016-12-28	62.32	16	8.95	持有	67.90
002202	金风科技			2016-03-07	77.39	312	8.93	持有	84.30
002198	嘉应制药			2016-11-07	64.20	67	8.85	持有	69.88
600210	紫江企业			2016-05-25	34.58	233	8.76	持有	37.61
300131	英唐智控			2016-03-07	146.88	312	8.71	持有	159.68
002670	华声股份			2016-09-30	31.87	105	8.6	持有	34.61
000709	河钢股份			2016-11-10	30.00	64	8.57	持有	32.57
300334	津膜科技			2016-03-08	35.44	311	8.52	持有	38.46
600467	好当家			2016-10-10	35.82	95	8.46	持有	38.85
600701	*ST工新			2016-12-28	74.61	16	8.35	持有	80.84
002003	伟星股份			2016-03-08	102.11	311	8.28	持有	110.56
002433	太安堂			2016-03-03	39.19	316	8.24	持有	42.42
002505	大康农业			2016-03-04	49.09	315	8.17	持有	53.10
300449	汉邦高科			2016-05-26	89.81	168	8.12	持有	97.10
002107	沃华医药			2016-09-30	68.28	105	8.07	持有	73.79
002758	华通医药			2016-03-15	64.70	304	8.01	持有	69.88
300040	九洲电气			2016-12-26	46.91	18	7.97	持有	50.65
000816	智慧农业			2016-08-15	43.57	151	7.9	持有	47.01
002665	首航节能			2016-06-02	110.51	225	7.83	持有	119.16
600232	金鹰股份			2016-10-10	29.46	95	7.77	持有	31.75
000837	秦川机床			2016-12-26	33.88	18	7.76	持有	36.51
000039	中集集团			2016-08-11	334.88	155	7.7	持有	360.68
600826	兰生股份			2016-06-23	144.03	204	7.64	持有	155.03
000062	深圳华强			2016-09-07	119.74	128	7.63	持有	128.88
300226	上海钢联			2016-02-03	146.91	345	7.61	持有	158.09
300332	天壕环境			2016-02-02	17.39	346	7.53	持有	18.70
000963	华东医药			2016-09-20	226.17	115	7.5	持有	243.13
300394	天孚通信			2016-03-14	71.66	305	7.42	持有	76.98
300111	向日葵			2016-02-03	11.21	345	7.4	持有	12.04
600693	东百集团			2016-12-20	121.84	24	7.39	持有	130.84
600240	华业资本			2016-05-31	74.48	227	7.38	持有	79.98
300191	潜能恒信			2016-03-17	116.73	302	7.37	持有	125.33
600983	惠而浦			2016-10-10	27.07	95	7.35	持有	29.06
600961	株冶集团			2016-03-07	16.14	312	7.31	持有	17.32
601008	连云港			2016-08-12	8.13	154	7.26	持有	8.72
600029	南方航空			2016-02-15	11.05	333	7.24	持有	11.85
600758	红阳能源			2016-12-23	29.22	21	7.22	持有	31.33
600096	云天化			2016-08-10	20.19	156	7.08	持有	21.62
600420	现代制药			2016-10-10	127.43	95	6.98	持有	136.33
603766	隆鑫通用			2016-10-25	21.92	80	6.93	持有	23.44
600197	伊力特			2016-12-29	52.53	15	6.91	持有	56.16
600306	*ST商城			2015-12-15	25.29	395	6.88	持有	27.03
002203	海亮股份			2016-05-05	27.25	253	6.75	持有	29.09
600533	XD栖霞建			2016-08-08	43.98	158	6.75	持有	46.95
600860	京城股份			2016-10-11	16.66	94	6.66	持有	17.77
600246	万通地产			2016-03-07	71.45	310	6.63	持有	76.19
002166	莱茵生物			2016-02-01	69.06	347	6.55	持有	73.58
