		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
2709	天赐材料			2016-03-08	66.30	71	151.13	持有	166.50
300073	当升科技			2016-03-14	51.71	65	92.15	持有	99.36
600419	天润乳业			2016-03-02	35.31	77	86.58	持有	65.88
300327	中颖电子			2016-03-15	37.22	64	82.48	持有	67.92
2509	天广消防			2016-03-08	51.57	71	76.4	持有	90.97
503	海虹控股			2016-03-14	207.00	65	67.45	持有	346.62
2590	万安科技			2016-03-14	67.29	65	65.95	持有	111.67
2691	石中装备			2015-10-15	16.03	130	62.38	持有	26.03
603609	禾丰牧业			2016-03-04	15.21	75	57.2	持有	23.91
300368	汇金股份			2016-03-16	109.99	63	57.15	持有	172.85
600891	秋林集团			2016-03-02	35.88	77	54.46	持有	55.42
300420	五洋科技			2016-03-15	38.72	64	51.86	持有	58.80
300411	金盾股份			2016-02-03	41.56	83	51.2	持有	62.84
300323	华灿光电			2016-03-15	20.56	31	48.83	持有	30.60
2591	恒大高新			2016-03-03	39.74	42	48.79	持有	59.13
600149	廊坊发展			2016-02-03	32.60	69	48.19	持有	48.31
600075	新疆天业			2016-02-02	51.45	106	47.76	持有	76.02
300258	精锻科技			2016-03-08	35.75	71	45.45	持有	52.00
913	钱江摩托			2016-02-04	19.23	104	42.8	持有	27.46
600768	宁波富邦			2016-02-03	55.73	56	42.62	持有	79.48
300465	高伟达			2016-03-08	48.15	17	41.97	持有	68.36
300097	智云股份			2016-03-17	67.27	62	40.76	持有	94.69
300264	佳创视讯			2016-03-08	35.09	71	40.32	持有	49.24
600671	天目药业			2016-03-16	70.80	63	40.3	持有	99.33
2552	宝鼎重工			2016-03-22	40.69	57	40.21	持有	57.05
300441	鲍斯股份			2016-03-17	69.23	14	39.19	持有	96.36
2056	横店东磁			2016-03-03	40.52	76	37.83	持有	55.85
2643	万润股份			2016-03-21	71.68	58	37.03	持有	98.22
2340	格林美			2016-03-02	86.98	77	36.93	持有	119.10
2291	星期六			2016-03-07	17.54	25	36.66	持有	23.97
595	西北轴承			2016-02-04	23.38	104	35.93	持有	31.78
300429	强力新材			2016-03-14	75.59	65	35.56	持有	102.47
603306	华懋科技			2016-03-14	30.70	65	34.95	持有	41.43
300048	合康变频			2016-03-14	39.28	65	33.96	持有	52.62
2694	顾地科技			2016-03-14	28.47	53	33.75	持有	38.08
300252	金信诺			2016-03-11	75.23	68	33.5	持有	100.43
2746	仙坛股份			2016-01-29	27.15	110	33.15	持有	36.15
600570	恒生电子			2016-01-29	552.52	110	32.86	持有	734.07
2686	亿利达			2016-03-03	47.02	47	32.69	持有	62.39
2331	皖通科技			2016-03-09	66.51	37	32.67	持有	88.24
2157	正邦科技			2016-02-16	76.31	92	31.2	持有	100.12
570	苏常柴Ａ			2016-02-03	41.34	105	30.26	持有	53.85
600809	山西汾酒			2016-03-03	74.23	76	30.23	持有	96.67
600537	亿晶光电			2016-02-02	21.98	106	30.21	持有	28.62
8	神州高铁			2016-03-02	224.02	77	29.01	持有	289.01
300242	明家科技			2016-03-15	69.40	52	28.85	持有	89.42
2347	泰尔重工			2016-03-10	28.38	22	28.75	持有	36.54
723	美锦能源			2016-03-07	32.19	72	28.74	持有	41.44
2426	胜利精密			2016-03-14	37.83	65	28.6	持有	48.65
2364	中恒电气			2016-03-15	116.82	64	28.59	持有	150.22
2444	巨星科技			2016-03-15	59.66	64	27.94	持有	76.33
300224	正海磁材			2016-02-04	48.73	104	27.81	持有	62.28
300173	智慧松德			2016-01-29	67.28	70	27.68	持有	85.90
2618	丹邦科技			2016-03-03	31.45	76	27.31	持有	40.04
2712	思美传媒			2016-03-17	90.65	22	27.14	持有	115.25
300395	菲利华			2016-03-14	53.13	65	27.05	持有	67.50
2617	露笑科技			2016-03-14	63.85	53	26.83	持有	80.98
600173	卧龙地产			2016-03-02	13.69	51	26.73	持有	17.35
600318	巢东股份			2016-02-01	33.42	51	26.48	持有	42.27
2262	恩华药业			2016-03-03	77.06	76	26.25	持有	97.29
600455	博通股份			2016-03-16	44.04	49	26.09	持有	55.53
2352	鼎泰新材			2016-03-03	37.36	29	25.86	持有	47.02
2559	亚威股份			2016-01-27	47.95	112	25.69	持有	60.27
99	中信海直			2016-02-03	38.92	105	25.41	持有	48.81
953	河池化工			2016-02-04	28.16	64	25.07	持有	35.22
4	国农科技			2016-03-02	219.30	21	25.06	持有	274.25
880	潍柴重机			2016-03-17	36.54	62	25.04	持有	45.69
2169	智光电气			2016-03-15	53.02	64	24.73	持有	66.13
600777	新潮实业			2016-02-05	97.83	96	24.1	持有	121.41
2101	广东鸿图			2016-03-15	43.53	45	23.96	持有	53.96
300142	沃森生物			2016-02-01	129.55	49	23.45	持有	159.93
586	汇源通信			2016-03-16	65.45	63	23.3	持有	80.70
2284	亚太股份			2016-03-17	95.58	62	23.04	持有	117.60
839	中信国安			2016-03-08	130.50	71	22.92	持有	160.41
11	深物业A			2016-01-29	34.47	110	22.74	持有	42.31
300226	上海钢联			2016-02-03	146.91	21	22.65	持有	180.19
300373	扬杰科技			2016-02-02	69.16	106	22.59	持有	84.78
300279	和晶科技			2016-03-09	57.63	70	22.4	持有	70.54
2519	银河电子			2016-03-14	110.40	65	22.38	持有	135.11
2685	华东重机			2016-02-03	20.43	105	21.88	持有	24.90
923	河北宣工			2016-03-14	21.32	22	21.81	持有	25.97
2484	江海股份			2016-03-14	34.26	65	21.42	持有	41.60
300266	兴源环境			2016-03-15	182.43	64	21.2	持有	221.11
300377	赢时胜			2016-02-01	109.65	107	20.88	持有	132.55
2314	雅致股份			2016-02-03	12.41	30	20.63	持有	14.97
300011	鼎汉技术			2016-03-08	149.66	71	20.63	持有	180.54
300394	天孚通信			2016-03-14	71.66	65	20.61	持有	86.43
600702	沱牌舍得			2016-02-16	54.47	92	20.51	持有	65.64
600571	信雅达			2016-01-29	192.94	21	20.36	持有	232.22
300241	瑞丰光电			2016-03-14	22.21	65	19.86	持有	26.62
600358	国旅联合			2016-03-14	39.15	18	19.8	持有	46.90
600734	实达集团			2016-03-14	51.66	36	19.57	持有	61.77
2177	御银股份			2016-02-02	65.36	106	19.54	持有	78.13
300033	同花顺			2016-01-29	504.83	110	19.17	持有	601.60
2473	圣莱达			2016-03-09	41.64	70	19.07	持有	49.58
2735	王子新材			2016-03-11	34.90	21	18.4	持有	41.32
505	珠江控股			2016-03-17	27.11	43	17.96	持有	31.98
300386	飞天诚信			2016-02-02	83.98	106	17.89	持有	99.00
300216	千山药机			2016-03-03	124.91	76	17.86	持有	147.22
600506	香梨股份			2016-02-02	24.09	106	17.81	持有	28.38
300347	泰格医药			2016-01-20	214.08	119	17.65	持有	251.86
600114	东睦股份			2016-02-05	44.29	103	17.23	持有	51.92
788	北大医药			2016-03-03	38.28	76	17.19	持有	44.86
568	泸州老窖			2016-03-02	629.09	76	17.06	持有	736.44
955	欣龙控股			2016-03-07	17.98	31	17.02	持有	21.04
600313	农发种业			2016-03-17	18.17	62	17.01	持有	21.26
2510	天汽模			2016-03-02	23.60	77	16.91	持有	27.59
600839	四川长虹			2016-02-02	112.44	106	16.9	持有	131.44
300232	洲明科技			2016-02-04	83.68	104	16.83	持有	97.76
2706	良信电器			2016-02-01	58.03	107	16.51	持有	67.61
300426	唐德影视			2016-03-09	112.20	16	15.93	持有	130.07
2382	蓝帆医疗			2016-03-16	59.84	63	15.83	持有	69.31
2370	亚太药业			2016-03-17	42.64	62	15.74	持有	49.35
635	英 力 特			2016-03-02	41.58	40	15.44	持有	48.00
885	同力水泥			2016-01-20	22.14	119	15.36	持有	25.54
2705	新宝股份			2016-03-08	16.57	71	15.27	持有	19.10
300343	联创节能			2016-03-08	130.37	71	15.2	持有	150.19
600640	号百控股			2016-03-15	140.26	31	15.16	持有	161.52
