code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
000709,河北钢铁,0.05,2.13,,1.17,,50751.72,1.42,,10-29,河北钢铁,2.174,3.29,3.2,3.31,3.19,3.22,109421899,1.03064,65.8,0.76986
600123,兰花科创,0.09,466.23,,1.04,,9960.45,466.79,,10-28,兰花科创,3.665,7.92,7.63,7.93,7.62,7.64,24860162,2.17613,88.0,0.9152
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,0.309,6.49,6.47,6.51,6.41,6.47,72203810,0.18395,9.27142857143,0.983698571429
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,0.249,12.08,12.0,12.11,11.98,12.05,13324426,0.22105,5.92156862745,1.03686666667
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,-0.116,8.59,8.53,8.59,8.43,8.6,30227208,1.73444,9.54444444444,1.04702555556
601818,光大银行,0.51,2.0,4.21,12.62,,2387500.0,2.37,,10-31,光大银行,0.948,4.26,4.22,4.27,4.21,4.22,84053328,0.21113,8.35294117647,1.05414117647
000422,湖北宜化,0.04,90.0,,0.55,,3384.98,86.22,,10-27,湖北宜化,1.686,7.84,7.72,7.85,7.69,7.71,14263846,1.58873,196.0,1.078
601939,建设银行,0.77,1.32,5.5,14.59,,19155700.0,0.66,,10-30,建设银行,0.346,5.8,5.77,5.82,5.75,5.78,34744516,0.36216,7.53246753247,1.09898701299
000488,晨鸣纸业,0.29,61.11,,3.76,,56132.56,64.52,,10-23,晨鸣纸业,3.647,8.81,8.51,8.83,8.51,8.5,24531052,2.21993,30.3793103448,1.14226206897
600708,光明地产,0.32,54.17,,2.92,,18453.17,73.36,,10-31,光明地产,-0.234,12.79,12.85,12.93,12.57,12.82,6676561,1.31329,39.96875,1.1670875
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,0.766,9.21,9.1,9.3,9.07,9.14,123448307,0.41774,8.37272727273,1.21153363636
