code,name,open,high,low,close,volume,amount,MA_60,date,p_change
600680,上海普天,77.13,77.48,73.51,73.51,5415782.0,103275017.0,125.395301181,2017-04-10,70.5826434236
300028,金亚科技,25.83,25.85,23.9,24.14,18861245.0,193715703.0,34.7336962424,2017-04-10,43.8844086266
300359,全通教育,134.92,134.92,127.47,128.3,18437950.0,288309308.0,180.136991159,2017-04-10,40.4029549172
600696,匹凸匹,27.4,29.1,27.37,27.8,12113447.0,102435506.0,38.999234991,2017-04-10,40.2850179534
300017,网宿科技,309.27,311.12,298.07,299.0,30266027.0,1188325497.0,414.164335272,2017-04-10,38.5165000909
600576,万好万家,39.98,39.98,38.41,38.53,22249461.0,287036845.0,53.2011918166,2017-04-10,38.0773210916
300431,暴风科技,79.42,79.42,74.8,75.68,10579353.0,369781352.0,104.100778163,2017-04-10,37.5538823508
002490,山东墨龙,13.82,13.82,13.82,13.82,1127800.0,7623928.0,18.6029678736,2017-04-10,34.6090294764
200025,特  力Ｂ,14.48,14.61,14.29,14.33,270000.0,2842690.0,19.2826356845,2017-04-10,34.5613097313
002722,金轮股份,38.77,38.81,35.35,35.43,10014569.0,365746912.0,47.358291501,2017-04-10,33.6672071719
002052,同洲电子,58.6,58.67,55.39,55.67,19464067.0,161043313.0,73.9223000941,2017-04-10,32.7865997738
600758,红阳能源,24.98,25.0,23.76,23.84,27073368.0,249438423.0,31.5345432693,2017-04-10,32.2757687471
300234,开尔新材,51.31,51.91,49.79,49.93,5111073.0,76636080.0,65.8638922393,2017-04-10,31.9124619252
600275,武昌鱼,33.45,33.47,30.12,30.58,22893572.0,251107971.0,40.0671112752,2017-04-10,31.023908683
600191,华资实业,25.25,25.4,24.36,24.39,9758604.0,95799530.0,31.8994004846,2017-04-10,30.7888498752
600107,美尔雅,34.54,34.59,33.66,34.05,5610430.0,74101443.0,44.5108564695,2017-04-10,30.7220454316
300458,全志科技,66.89,66.89,62.48,62.48,3904756.0,249500750.0,81.4964932361,2017-04-10,30.436128739
300076,GQY视讯,86.87,87.7,83.3,84.3,18159650.0,186491110.0,109.642494246,2017-04-10,30.0622707544
002306,*ST云网,23.63,23.67,22.54,22.67,17683427.0,96590943.0,29.4845523897,2017-04-10,30.0597811633
600892,宝诚股份,77.99,78.61,75.02,75.02,2662101.0,133611652.0,96.3670544655,2017-04-10,28.455151247
000607,华媒控股,34.24,34.27,32.93,33.27,15015753.0,134984109.0,42.6641567646,2017-04-10,28.2361189198
300369,绿盟科技,110.73,111.45,104.25,104.25,8995334.0,236861308.0,133.598439524,2017-04-10,28.1519803585
002633,*ST申科,29.22,29.25,27.42,28.1,3006127.0,55848261.0,35.8186067238,2017-04-10,27.4683513304
603703,盛洋科技,63.98,64.98,63.65,64.05,4745443.0,121319083.0,81.3983137803,2017-04-10,27.0855796725
600767,运盛医疗,43.07,43.41,41.15,42.58,7722450.0,86653647.0,54.0581703638,2017-04-10,26.9567176228
600847,万里股份,38.09,38.09,36.66,36.71,3024732.0,60616554.0,46.5261992327,2017-04-10,26.7398508109
002582,好想你,55.46,55.71,52.85,53.04,3272164.0,86472198.0,67.0933942267,2017-04-10,26.4958413022
300380,安硕信息,62.42,62.46,58.51,59.27,2402074.0,72053078.0,74.956244779,2017-04-10,26.465741149
300250,初灵信息,92.02,93.78,88.83,88.83,7019447.0,154451844.0,112.316060142,2017-04-10,26.4393337186
000961,中南建设,40.21,40.21,38.75,39.02,45494916.0,329243010.0,49.2345014043,2017-04-10,26.1776048292
000502,绿景控股,54.16,54.19,53.09,53.23,4269091.0,66308544.0,67.0588641072,2017-04-10,25.9794553959
002657,中科金财,125.08,125.08,120.91,121.27,4904458.0,165264896.0,152.576777702,2017-04-10,25.8157645765
600652,游久游戏,11138.1,11212.64,10648.28,10680.22,15822052.0,161602715.0,13432.1786013,2017-04-10,25.7668718553
600623,双钱股份,309.66,309.66,302.45,303.79,5634841.0,64444100.0,381.416840477,2017-04-10,25.5527964966
300052,中青宝,55.08,55.1,51.07,51.58,10167936.0,200668477.0,64.5277816872,2017-04-10,25.1023297542
002751,易尚展示,78.55,78.55,75.87,76.47,2171348.0,83733273.0,95.6519973456,2017-04-10,25.0843433315
