code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
000709,河北钢铁,0.05,2.13,,1.17,,50751.72,1.42,,10-29,河北钢铁,-3.593,3.22,3.36,3.37,3.22,3.34,144899867,1.3648,64.4,0.75348
600123,兰花科创,0.09,466.23,,1.04,,9960.45,466.79,,10-28,兰花科创,-3.169,7.64,7.89,7.94,7.63,7.89,24243455,2.12215,84.8888888889,0.882844444444
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-2.707,6.47,6.66,6.67,6.45,6.65,130048616,0.33133,9.24285714286,0.980667142857
600308,华泰股份,0.06,3.51,,1.09,,6879.92,2.48,,10-24,华泰股份,-3.959,5.58,5.81,5.87,5.56,5.81,22327297,1.9123,93.0,1.0137
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,-0.741,12.05,12.18,12.24,12.01,12.14,24284481,0.40288,5.9068627451,1.03429166667
002545,东方铁塔,0.19,7.79,,1.68,,4825.49,7.78,,10-24,东方铁塔,-6.1,11.7,12.21,12.33,11.65,12.46,39999774,11.69584,61.5789473684,1.03452631579
601818,光大银行,0.51,2.0,4.21,12.62,,2387500.0,2.37,,10-31,光大银行,-2.765,4.22,4.34,4.35,4.21,4.34,202330024,0.50823,8.27450980392,1.04424313725
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,-1.826,8.6,8.8,8.89,8.6,8.76,26917720,1.54454,9.55555555556,1.04824444444
000422,湖北宜化,0.04,90.0,,0.55,,3384.98,86.22,,10-27,湖北宜化,-3.985,7.71,8.03,8.08,7.7,8.03,27672790,3.08224,192.75,1.060125
601939,建设银行,0.77,1.32,5.5,14.59,,19155700.0,0.66,,10-30,建设银行,-2.034,5.78,5.92,5.93,5.77,5.9,65670601,0.68452,7.50649350649,1.0951974026
000488,晨鸣纸业,0.29,61.11,,3.76,,56132.56,64.52,,10-23,晨鸣纸业,-4.709,8.5,8.95,9.06,8.5,8.92,26454875,2.39403,29.3103448276,1.10206896552
600708,光明地产,0.32,54.17,,2.92,,18453.17,73.36,,10-31,光明地产,-2.287,12.82,13.0,13.15,12.81,13.12,11651955,2.29197,40.0625,1.169825
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,-3.178,9.14,9.4,9.42,9.09,9.44,184243753,0.62346,8.30909090909,1.20232545455
601333,广深铁路,0.13,35.87,,3.27,,88281.66,35.86,,10-29,广深铁路,-2.724,5.0,5.14,5.19,5.0,5.14,34363269,0.60796,38.4615384615,1.25769230769
601668,中国建筑,0.6,5.26,5.36,11.8,-0.52,1904355.2,12.67,,10-30,中国建筑,-4.192,6.4,6.73,6.75,6.39,6.68,242863796,0.81224,10.6666666667,1.25866666667
000900,现代投资,0.33,13.79,,5.03,,33260.9,14.02,,10-31,现代投资,-3.027,8.33,8.65,8.68,8.32,8.59,16199202,1.6019,25.2424242424,1.26969393939
600000,浦发银行,1.99,6.75,14.49,14.37,15.8,3716200.0,6.79,,10-30,浦发银行,-3.209,18.7,19.37,19.43,18.62,19.32,49980698,0.26794,9.39698492462,1.35034673367
600036,招商银行,1.92,5.49,13.84,14.63,6.98,4850000.0,5.89,,10-30,招商银行,-2.673,17.84,18.35,18.39,17.8,18.33,48737935,0.23626,9.29166666667,1.35937083333
600104,上汽集团,1.93,4.16,,12.95,,2126200.08,4.18,,10-30,上汽集团,-2.929,21.21,21.91,22.0,21.11,21.85,16830054,0.15265,10.9896373057,1.42315803109
600642,申能股份,0.44,39.3,,8.4,,198313.51,39.38,,10-30,申能股份,-2.078,7.54,7.73,7.76,7.53,7.7,19479064,0.42792,17.1363636364,1.43945454545
002498,汉缆股份,0.23,27.78,,4.53,,24583.96,24.16,,10-28,汉缆股份,-1.958,7.51,7.68,7.74,7.5,7.66,36155143,1.08738,32.652173913,1.47914347826
000402,金融街,0.34,78.95,,4.18,,101339.44,74.56,,10-31,金 融 街,-4.222,12.25,12.76,12.84,12.18,12.79,111066403,3.71833,36.0294117647,1.50602941176
300193,佳士科技,0.32,18.52,8.87,3.63,0.36,7142.63,20.04,,10-24,佳士科技,-5.199,13.31,14.06,14.14,13.29,14.04,14786873,4.35593,41.59375,1.509853125
601186,中国铁建,0.67,9.84,,7.67,,811441.9,8.23,,10-31,中国铁建,-3.24,13.44,13.96,13.96,13.41,13.89,32912077,0.32074,20.0597014925,1.53857910448
000830,鲁西化工,0.24,16.02,,5.45,,35030.39,15.94,,10-27,鲁西化工,-2.539,6.91,7.13,7.17,6.89,7.09,36535524,2.49563,28.7916666667,1.56914583333
601009,南京银行,1.67,19.29,13.16,14.77,23.08,517819.1,24.48,,10-29,南京银行,-5.008,18.02,18.96,18.96,17.96,18.97,51381853,1.73065,10.7904191617,1.59374491018
601588,北辰实业,0.16,60.0,,4.81,,53252.21,65.91,,10-29,北辰实业,-3.95,5.35,5.57,5.63,5.33,5.57,53066161,1.99497,33.4375,1.60834375
600320,振华重工,0.04,100.0,,1.11,,16451.61,104.25,,10-31,振华重工,-2.455,5.96,6.11,6.15,5.93,6.11,17981325,0.64954,149.0,1.6539
600221,海南航空,0.2,31.61,,8.49,,248979.9,31.89,,10-30,海南航空,-1.515,3.9,3.96,4.0,3.89,3.96,84033689,0.71142,19.5,1.65555
000089,深圳机场,0.18,59.96,,3.79,,33688.5,75.59,,10-28,深圳机场,-2.356,8.29,8.54,8.63,8.28,8.49,16030876,0.78174,46.0555555556,1.74550555556
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,-2.116,8.79,9.01,9.05,8.78,8.98,16780811,0.15982,9.55434782609,1.758
000429,粤高速A,0.31,29.17,,7.83,,39329.06,30.66,,10-30,粤高速Ａ,-2.378,6.98,7.13,7.29,6.93,7.15,20689664,4.41473,22.5161290323,1.76301290323
600741,华域汽车,1.41,4.92,,14.91,,363407.92,4.89,,10-29,华域汽车,-3.196,16.96,17.58,17.68,16.93,17.52,18727498,0.72497,12.0283687943,1.79342978723
600004,白云机场,0.81,25.0,,10.48,,92627.73,24.35,,10-31,白云机场,-2.911,14.01,14.59,14.59,13.99,14.43,18989742,1.65128,17.2962962963,1.81265185185
601111,中国国航,0.51,96.15,,10.82,,628049.8,98.94,,10-30,中国国航,-2.503,8.57,8.81,8.91,8.54,8.79,31208170,0.37468,16.8039215686,1.81818431373
601607,上海医药,0.81,13.92,,7.63,,217882.27,13.92,,10-30,上海医药,-2.719,19.32,19.93,19.98,19.3,19.86,11829250,0.61517,23.8518518519,1.8198962963
600048,保利地产,0.6,5.26,,10.16,,646972.86,6.42,,10-30,保利地产,-5.0,10.83,11.42,11.45,10.75,11.4,112746210,1.04829,18.05,1.83388
000623,吉林敖东,2.26,120.76,,13.76,,201805.95,120.77,,10-31,吉林敖东,-3.947,30.42,31.9,32.15,30.41,31.67,33132195,4.10596,13.4601769912,1.85212035398
000903,云内动力,0.17,10.39,,3.78,,13607.95,30.14,,10-23,云内动力,-3.588,8.33,8.66,8.69,8.33,8.64,12750271,1.61273,49.0,1.8522
600027,华电国际,0.68,24.13,,18.45,,606858.8,42.74,,10-28,华电国际,-1.574,6.88,7.01,7.06,6.88,6.99,22758120,0.38313,10.1176470588,1.86670588235
600533,栖霞建设,0.15,98.78,,4.26,,15378.69,98.66,,10-28,栖霞建设,-4.493,6.59,6.92,7.05,6.58,6.9,37723440,3.59271,43.9333333333,1.87156
600089,特变电工,0.5,12.56,,8.0,,161472.74,17.07,,10-28,特变电工,-2.824,11.7,12.09,12.13,11.66,12.04,49987384,1.57286,23.4,1.872
600020,中原高速,0.49,106.63,,13.44,,109999.09,106.65,,10-28,中原高速,-1.012,6.85,6.95,7.26,6.83,6.92,84046694,3.73978,13.9795918367,1.87885714286
600325,华发股份,0.38,14.8,,4.36,,30647.49,13.19,,10-31,华发股份,-1.024,16.43,16.58,17.25,16.2,16.6,22208004,2.71809,43.2368421053,1.88512631579
600064,南京高科,0.93,62.72,,9.04,,72266.15,143.96,,10-24,南京高科,-5.534,19.46,20.81,20.9,19.38,20.6,23888089,3.08501,20.9247311828,1.89159569892
600509,天富能源,0.33,5.81,,6.57,,29671.33,7.3,,10-31,天富能源,-2.234,9.63,9.83,9.97,9.62,9.85,16430712,1.95908,29.1818181818,1.91724545455
002526,山东矿机,0.01,171.43,,0.16,,303.93,171.21,,10-28,山东矿机,9.991,12.0,11.4,12.0,11.4,10.91,60978723,14.61204,1200.0,1.92
600837,海通证券,1.06,103.85,,13.04,,1106492.21,123.58,,10-29,海通证券,-4.657,15.97,17.0,17.09,15.9,16.75,132720161,1.64011,15.0660377358,1.96461132075
600023,浙能电力,0.44,22.22,,11.55,,562677.3,32.5,,10-29,浙能电力,-2.347,7.49,7.67,7.67,7.48,7.67,40356123,1.57996,17.0227272727,1.966125
600426,华鲁恒升,0.81,23.62,,11.06,,76855.13,23.65,,10-30,华鲁恒升,-4.878,14.43,15.24,15.27,14.42,15.17,18551925,1.94541,17.8148148148,1.97031851852
600030,中信证券,1.4,141.38,,14.11,,1598595.8,151.16,,10-30,中信证券,-5.916,19.56,20.98,21.05,19.5,20.79,405044396,4.12693,13.9714285714,1.97136857143
601233,桐昆股份,0.1,400.0,,1.46,,10017.0,487.24,,10-28,桐昆股份,-5.895,13.57,14.48,14.54,13.5,14.42,15826384,1.64242,135.7,1.98122
600827,百联股份,0.68,33.33,,7.58,,117590.79,33.72,,10-30,百联股份,-2.197,17.81,18.26,18.53,17.78,18.21,20266338,1.31363,26.1911764706,1.98529117647
600208,新湖中宝,0.07,2.82,,2.94,,59399.85,33.25,,10-24,新湖中宝,-1.867,4.73,4.82,4.85,4.71,4.82,85450446,1.05015,67.5714285714,1.9866
600383,金地集团,0.19,90.0,,2.62,,83263.33,87.0,,10-30,金地集团,-5.421,14.48,15.2,15.22,14.38,15.31,67448149,1.49898,76.2105263158,1.99671578947
600377,宁沪高速,0.49,19.29,,11.12,,246710.92,19.29,,10-31,宁沪高速,0.565,8.9,8.89,9.18,8.83,8.85,16648542,0.43835,18.1632653061,2.01975510204
600177,雅戈尔,1.46,65.91,,18.32,,325243.25,65.81,,10-30,雅戈尔,-4.633,16.26,17.15,17.19,16.21,17.05,52342117,2.35075,11.1369863014,2.04029589041
601199,江南水务,0.79,58.0,9.04,8.78,1.12,18496.91,57.45,,10-27,江南水务,-2.892,18.47,19.02,19.1,18.44,19.02,6871506,1.46953,23.3797468354,2.05274177215
600051,宁波联合,0.38,21.16,,6.14,,11518.87,20.26,,10-28,宁波联合,-0.696,12.85,12.98,13.36,12.8,12.94,13569684,4.43755,33.8157894737,2.07628947368
600567,山鹰纸业,0.06,10.0,,3.41,,20619.41,19.21,,10-30,山鹰纸业,-2.133,3.67,3.75,3.77,3.66,3.75,41389042,1.90187,61.1666666667,2.08578333333
000883,湖北能源,0.33,57.14,,11.61,,178327.87,56.92,,10-30,湖北能源,-0.972,6.11,6.21,6.27,6.11,6.17,38855503,0.7268,18.5151515152,2.14960909091
601601,中国太保,1.66,67.68,14.02,12.3,2.68,1503600.0,67.81,,10-31,中国太保,-3.849,29.23,30.4,30.4,29.15,30.4,23884638,0.37992,17.6084337349,2.1658373494
000581,威孚高科,1.27,4.96,,11.42,,129386.42,4.39,,10-27,威孚高科,-2.167,24.38,24.91,25.5,24.21,24.92,22317696,2.66818,19.1968503937,2.19228031496
600062,华润双鹤,0.75,0.04,,7.29,,42978.75,0.04,,10-30,华润双鹤,-3.459,22.61,23.53,23.7,22.44,23.42,7626802,1.33407,30.1466666667,2.197692
002394,联发股份,0.55,1.85,,6.64,,17779.46,2.08,,10-30,联发股份,-3.975,18.36,19.25,19.3,18.3,19.12,5782110,1.78626,33.3818181818,2.21655272727
002060,粤水电,0.11,1.64,,2.65,,6723.61,1.34,,10-28,粤 水 电,-3.253,9.22,9.54,9.64,9.2,9.53,15573487,2.59099,83.8181818182,2.22118181818
601669,中国电建,0.36,4.07,,10.11,,495849.44,49.1,,10-31,中国电建,-3.182,7.91,8.19,8.24,7.9,8.17,49061992,1.48673,21.9722222222,2.22139166667
002511,中顺洁柔,0.14,4.54,,2.78,,6613.11,29.78,,10-21,中顺洁柔,-0.883,11.23,11.51,11.94,11.21,11.33,16109596,3.3187,80.2142857143,2.22995714286
