code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-0.475,6.28,6.32,6.32,6.27,6.31,9418131,0.69097,6.9010989011,1.22149450549,0.000766788766789
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,0.113,17.75,17.73,17.85,17.73,17.73,2309801,0.54107,7.85398230088,5.7035619469,0.0180195069538
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,-0.785,13.91,14.02,14.06,13.89,14.02,22743208,1.03478,8.32934131737,2.02736167665,0.0201293924874
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,-0.144,13.88,13.91,14.0,13.88,13.9,5905100,0.26521,10.5954198473,1.50454961832,13.760285516
601166,兴业银行,1.49,2.76,15.88,9.46,1.46,2944100.0,6.12,,08-30,兴业银行,0.122,16.41,16.4,16.45,16.35,16.39,28600024,0.15011,11.0134228188,1.04186979866,3.99037058652
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-0.524,11.38,11.44,11.48,11.36,11.44,17440679,0.16322,12.3695652174,0.992039130435,2.15122873346
002714,牧原股份,2.07,1970.0,,26.43,,107242.89,2189.93,,07-21,牧原股份,1.183,26.52,26.21,26.72,26.08,26.21,7687492,1.2768,12.8115942029,3.38610434783,0.00650334731112
600036,招商银行,1.4,6.87,15.0,9.54,-11.91,3523100.0,6.84,,08-19,招商银行,-0.735,18.91,19.02,19.05,18.83,19.05,20905258,0.10134,13.5071428571,1.28858142857,1.96610521938
601992,金隅股份,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅股份,0.428,4.69,4.67,4.7,4.65,4.67,48602912,0.68039,13.7941176471,0.644185294118,0.252871084272
600366,宁波韵升,1.38,216.3,,17.71,,74221.25,226.41,,08-31,宁波韵升,-0.697,19.95,20.03,20.2,19.95,20.09,5731601,1.08351,14.4565217391,2.56025,0.0668355142817
000600,建投能源,0.64,5.4,,10.6,,115464.8,5.5,,08-10,建投能源,1.963,9.35,9.16,9.39,9.15,9.17,12778730,1.17231,14.609375,1.54859375,2.70543981481
