code,name,open,high,low,close,volume,amount,MA_60,date,p_change
300372,欣泰电气,5.26,5.46,5.2,5.4,7549741.0,20088140.0,22.5302261339,2016-08-17,317.226409888
600018,上港集团,6.89,6.89,6.8,6.87,29178330.0,153084366.0,14.6501899192,2016-08-17,113.24876156
600381,青海春天,14.66,15.42,14.59,15.42,5508505.0,62512117.0,21.9792570209,2016-08-17,42.5373347662
600581,八一钢铁,14.88,15.63,14.74,15.63,21360540.0,100500061.0,21.56130598,2016-08-17,37.9482148432
002015,*ST霞客,46.43,46.63,45.93,45.98,3332259.0,30959196.0,61.2443337085,2016-08-17,33.197767961
300028,金亚科技,35.48,36.69,35.34,35.89,24838284.0,371557641.0,46.4425010005,2016-08-17,29.4023432726
601918,国投新集,6.48,6.49,6.27,6.28,55136906.0,231294925.0,7.96354623405,2016-08-17,26.8080610517
002312,三泰控股,198.1,202.3,197.56,200.47,33259659.0,364418884.0,250.696661672,2016-08-17,25.0544528719
600485,信威集团,48.2,48.22,47.59,47.84,30064887.0,520649179.0,58.7298984114,2016-08-17,22.7631655757
000962,东方钽业,31.51,31.81,31.27,31.54,7379912.0,68780634.0,38.4581139475,2016-08-17,21.9344132769
000831,五矿稀土,50.74,50.83,50.45,50.62,7873431.0,96045592.0,60.8902905344,2016-08-17,20.2889974997
