code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
000709,河北钢铁,0.05,2.13,,1.17,,50751.72,1.42,,10-29,河北钢铁,0.912,3.32,3.29,3.38,3.28,3.29,139298558,1.31205,66.4,0.77688
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-0.462,6.46,6.49,6.49,6.41,6.49,81941308,0.20876,9.22857142857,0.979151428571
002545,东方铁塔,0.19,7.79,,1.68,,4825.49,7.78,,10-24,东方铁塔,-3.647,11.36,11.78,11.79,11.28,11.79,26604997,7.77924,59.7894736842,1.00446315789
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,0.166,12.1,12.09,12.14,12.01,12.08,15047062,0.24963,5.93137254902,1.03858333333
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,0.116,8.6,8.59,8.65,8.52,8.59,21199420,1.21642,9.55555555556,1.04824444444
600308,华泰股份,0.06,3.51,,1.09,,6879.92,2.48,,10-24,华泰股份,1.045,5.8,5.73,5.88,5.67,5.74,28512149,2.44203,96.6666666667,1.05366666667
000488,晨鸣纸业,0.29,61.11,,3.76,,56132.56,64.52,,10-23,晨鸣纸业,1.135,8.91,8.83,9.05,8.31,8.81,22100660,1.99999,30.724137931,1.15522758621
600708,光明地产,0.32,54.17,,2.92,,18453.17,73.36,,10-31,光明地产,2.033,13.05,12.83,13.1,12.8,12.79,7644325,1.50366,40.78125,1.1908125
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,2.389,9.43,9.17,9.48,9.07,9.21,205522210,0.69546,8.57272727273,1.24047363636
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,0.137,7.32,7.27,7.33,7.22,7.31,44786607,0.14037,10.4571428571,1.24649142857
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,-0.289,17.24,17.23,17.33,17.11,17.29,97355406,0.60172,7.98148148148,1.25708333333
601668,中国建筑,0.6,5.26,5.36,11.8,-0.52,1904355.2,12.67,,10-30,中国建筑,-0.464,6.43,6.46,6.48,6.37,6.46,104491860,0.34946,10.7166666667,1.26456666667
601333,广深铁路,0.13,35.87,,3.27,,88281.66,35.86,,10-29,广深铁路,0.197,5.09,5.07,5.13,5.04,5.08,25194761,0.44575,39.1538461538,1.28033076923
