code,name,open,high,low,close,volume,amount,MA_60,date,p_change
000511,烯碳新材,101.51,102.37,99.11,99.11,58236892.0,338174199.0,138.902258345,2017-01-11,40.1495896935
002458,益生股份,80.43,80.43,78.27,78.86,5731856.0,167260028.0,109.912110516,2017-01-11,39.3762497027
200025,特  力Ｂ,17.97,17.98,17.57,17.75,82100.0,1065756.0,24.1768900086,2017-01-11,36.2078310343
300383,光环新网,238.1,240.21,234.58,234.68,5778213.0,135822196.0,319.492199983,2017-01-11,36.1395091117
002234,民和股份,40.09,40.15,39.17,39.7,8701889.0,165677692.0,53.587364857,2017-01-11,34.9807679019
600623,双钱股份,355.85,357.18,350.24,350.51,11179269.0,147920342.0,464.542719419,2017-01-11,32.5333712073
002299,圣农发展,38.93,38.93,38.12,38.31,14512033.0,269007905.0,50.0468486798,2017-01-11,30.6365144343
600432,吉恩镍业,30.02,30.46,29.82,29.97,27785874.0,169988378.0,39.0199525468,2017-01-11,30.1967051944
002312,三泰控股,156.33,157.24,152.5,152.5,26065898.0,220941871.0,198.479420407,2017-01-11,30.1504396108
300242,明家科技,65.32,65.83,63.94,63.94,10938039.0,138433988.0,83.0886955803,2017-01-11,29.9479130127
300392,腾信股份,101.5,102.59,100.54,100.6,2163320.0,36476334.0,130.524363007,2017-01-11,29.7458876806
002288,超华科技,60.85,60.92,59.2,59.2,19143356.0,153639334.0,76.7395387941,2017-01-11,29.6275993143
300299,富春通信,84.41,85.61,82.6,85.12,6640906.0,135489151.0,109.311779828,2017-01-11,28.4207939712
603019,中科曙光,51.94,51.98,49.81,49.87,13250791.0,335196905.0,63.5130976571,2017-01-11,27.3573243575
002280,联络互动,189.91,190.85,185.34,185.88,13835107.0,193416027.0,236.721369176,2017-01-11,27.3517157179
300359,全通教育,164.8,166.45,163.06,163.64,5659107.0,112439581.0,208.086854539,2017-01-11,27.1613630766
300311,任子行,80.06,80.55,78.06,79.04,4931906.0,80063680.0,99.7760410383,2017-01-11,26.2348697347
300431,暴风科技,99.24,102.81,98.14,100.34,8207263.0,374951099.0,126.627892104,2017-01-11,26.1988161289
300429,强力新材,95.67,95.98,92.34,92.34,1560045.0,46894552.0,115.492219735,2017-01-11,25.0727959013
000555,神州信息,68.16,68.41,66.6,67.04,3863249.0,83552698.0,83.2848444842,2017-01-11,24.2315699347
600076,青鸟华光,30.03,30.03,29.56,29.59,9005722.0,85556867.0,36.6716011711,2017-01-11,23.9324135555
600018,上港集团,6.83,6.84,6.75,6.75,8887899.0,46374270.0,8.36278326759,2017-01-11,23.8930854458
603166,福达股份,19.54,19.54,18.6,18.73,4367870.0,68551291.0,23.2013519064,2017-01-11,23.8726743533
002751,易尚展示,91.39,92.77,90.44,91.73,2152553.0,98607629.0,113.558610365,2017-01-11,23.7965882105
002577,雷柏科技,71.53,71.86,70.83,70.92,1812420.0,54929251.0,87.7885823676,2017-01-11,23.7853671286
300302,同有科技,153.7,154.18,151.29,152.46,2668122.0,59278193.0,187.365286613,2017-01-11,22.8947177048
300419,浩丰科技,109.31,109.35,107.56,107.67,863350.0,24507098.0,132.11616968,2017-01-11,22.7047178227
000718,苏宁环球,56.06,56.06,51.4,52.57,44723510.0,348818579.0,64.3895232483,2017-01-11,22.4833997495
300238,冠昊生物,135.73,136.59,133.83,134.24,1769958.0,59013817.0,164.010213066,2017-01-11,22.1768571708
002194,武汉凡谷,38.69,38.69,37.87,37.99,5354946.0,67711191.0,46.3695624113,2017-01-11,22.0572845784
002070,众和股份,68.68,69.33,67.74,67.97,7445371.0,108483886.0,82.8444392865,2017-01-11,21.8838300522
601558,华锐风电,14.27,14.33,13.96,13.96,337053719.0,759273954.0,17.0089306306,2017-01-11,21.8404772964
300418,昆仑万维,83.13,83.33,81.91,82.02,5186359.0,108447249.0,99.912517931,2017-01-11,21.8148231297
300166,东方国信,222.82,225.95,221.54,223.74,3409152.0,65712011.0,272.471696536,2017-01-11,21.7805026084
300288,朗玛信息,156.28,159.19,155.68,156.89,3075118.0,79953688.0,190.741662756,2017-01-11,21.5766860576
002055,得润电子,138.21,139.22,137.38,137.8,3190925.0,74461983.0,167.468152202,2017-01-11,21.5298637168
002739,万达院线,112.97,113.67,111.36,111.44,3600745.0,201123584.0,135.277097382,2017-01-11,21.3900730281
300409,道氏技术,103.34,103.38,101.38,101.99,1222947.0,41378543.0,123.656106747,2017-01-11,21.2433638076
002467,二六三,68.06,68.38,66.51,66.77,8502700.0,88752541.0,80.7656847218,2017-01-11,20.9610374746
600570,恒生电子,634.72,645.43,629.15,631.93,10416227.0,476036296.0,763.776276072,2017-01-11,20.8640634361
000034,深信泰丰,64.7,64.88,62.95,63.4,2887325.0,61805840.0,76.5945451957,2017-01-11,20.8115854821
300163,先锋新材,65.12,65.37,62.52,63.22,7065311.0,71320382.0,76.3300699044,2017-01-11,20.7372190833
002517,泰亚股份,66.26,66.75,65.62,65.77,1111932.0,35862342.0,79.3798951785,2017-01-11,20.6931658485
300380,安硕信息,72.13,72.47,71.42,71.83,1227200.0,43800877.0,86.6517488426,2017-01-11,20.6344825876
002192,*ST融捷,68.67,69.59,67.85,68.18,1956962.0,43996571.0,82.2452370748,2017-01-11,20.629564498
002292,奥飞动漫,179.65,179.73,177.36,177.36,5410244.0,122112836.0,213.872110465,2017-01-11,20.5864402712
300133,华策影视,285.74,286.75,279.2,279.2,8703772.0,97556790.0,336.217119515,2017-01-11,20.4216044107
