code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,0.0,2.76,2.76,2.78,2.75,2.76,11510214,0.41986,30.6666666667,0.6624,0.613333333333
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,-0.162,6.17,6.26,6.29,6.16,6.18,13732971,0.50193,13.7111111111,0.759595555556,0.0278386890098
000898,鞍钢股份,0.04,95.24,,0.69,,30000.0,93.55,,08-30,鞍钢股份,0.818,4.93,4.91,4.96,4.9,4.89,16628068,0.27042,123.25,0.850425,1.29409911802
600019,宝钢股份,0.21,10.53,,3.03,,346848.28,9.26,,08-31,宝钢股份,0.855,5.9,5.87,5.92,5.86,5.85,36190915,0.16393,28.0952380952,0.851285714286,2.66811377922
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,0.92,4.39,4.37,4.42,4.36,4.35,7692368,0.56358,4.82417582418,0.853879120879,0.00053601953602
300026,红日药业,0.31,10.71,5.55,5.75,0.15,31142.14,25.7,10转20,08-26,红日药业,0.873,4.62,4.58,4.66,4.57,4.58,10689083,0.47837,14.9032258065,0.856935483871,1.39152435168
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-0.759,10.46,10.53,10.6,10.46,10.54,26073019,0.244,11.3695652174,0.911839130435,1.97731568998
600308,华泰股份,0.06,22.0,,1.11,,7066.91,20.47,,08-20,华泰股份,0.392,5.12,5.1,5.17,5.08,5.1,8159798,0.69888,85.3333333333,0.9472,3.87878787879
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,1.974,10.85,10.65,10.93,10.63,10.64,4026817,0.55718,27.125,0.9548,0.0142763157895
601166,兴业银行,1.49,2.76,15.88,9.46,1.46,2944100.0,6.12,,08-30,兴业银行,-0.188,15.89,15.97,16.18,15.88,15.92,69398670,0.36425,10.6644295302,1.00885503356,3.86392374283
000709,河钢股份,0.04,14.71,,0.93,,40900.49,14.57,,08-31,河钢股份,-0.229,4.36,4.36,4.42,4.33,4.37,252553278,2.37879,109.0,1.0137,7.40992522094
601333,广深铁路,0.1,42.86,,2.46,,68182.27,46.71,,08-25,广深铁路,0.235,4.26,4.27,4.32,4.26,4.25,40533601,0.71712,42.6,1.04796,0.993933737751
000425,徐工机械,0.02,500.0,,0.62,,12701.26,1474.08,,08-12,徐工机械,-0.571,3.48,3.54,3.56,3.48,3.5,46237451,0.66114,174.0,1.0788,0.348
601107,四川成渝,0.22,21.44,,5.25,,67544.57,21.44,,08-31,四川成渝,0.436,4.61,4.6,4.65,4.59,4.59,4107397,0.18992,20.9545454545,1.10011363636,0.977357530529
600221,海南航空,0.14,4.18,,4.88,,167333.9,4.42,,08-30,海南航空,-0.313,3.19,3.2,3.22,3.18,3.2,39841470,0.33729,22.7857142857,1.11194285714,5.45112781955
300420,五洋科技,0.35,157.93,11.18,3.86,-0.16,3209.54,223.09,,08-03,五洋科技,2.227,10.1,9.93,10.3,9.9,9.88,11115632,6.05597,28.8571428571,1.11388571429,0.18272109705
000825,太钢不锈,0.05,381.82,,1.41,,30155.27,371.75,,08-27,太钢不锈,0.0,4.06,4.07,4.1,4.06,4.06,13121532,0.23036,81.2,1.14492,0.212665653973
600266,北京城建,0.28,48.95,,2.25,,43486.71,48.96,,08-13,北京城建,4.441,14.58,13.92,14.88,13.9,13.96,44802021,2.95325,52.0714285714,1.17160714286,1.06376769298
000926,福星股份,0.36,2.86,,3.61,,34017.61,36.42,,07-28,福星股份,0.677,11.9,11.82,11.92,11.76,11.82,6218414,0.65571,33.0555555556,1.19330555556,11.5578865579
000761,本钢板材,0.06,50.0,,1.52,,18253.82,42.6,,08-25,本钢板材,-0.207,4.83,4.85,4.89,4.81,4.84,6361893,0.23253,80.5,1.2236,1.61
000900,现代投资,0.34,41.0,,4.81,,34238.88,43.29,,08-27,现代投资,0.115,8.67,8.68,8.73,8.64,8.66,3274519,0.32407,25.5,1.22655,0.621951219512
600033,福建高速,0.13,7.02,,4.2,,34299.56,6.99,,08-31,福建高速,-0.257,3.88,3.89,3.93,3.87,3.89,25237643,0.91961,29.8461538462,1.25353846154,4.25158886697
600039,四川路桥,0.12,10.6,,3.7,,35911.91,10.62,,08-31,四川路桥,0.0,4.07,4.08,4.12,4.05,4.07,12033619,0.3985,33.9166666667,1.25491666667,3.19968553459
600350,山东高速,0.26,28.78,,5.43,,126972.81,29.04,,08-05,山东高速,0.839,6.01,5.98,6.03,5.97,5.96,5335979,0.11091,23.1153846154,1.25516538462,0.80317528198
600064,南京高科,0.99,48.13,,8.36,,76297.95,47.65,,07-28,南京高科,0.0,14.99,14.96,15.09,14.96,14.99,1977388,0.25598,15.1414141414,1.26582222222,0.314594102253
600216,浙江医药,0.21,45.83,,2.89,,19210.72,42.45,,08-29,浙江医药,0.325,9.25,9.25,9.35,9.23,9.22,4823210,0.51524,44.0476190476,1.27297619048,0.961108859865
000882,华联股份,0.02,29.38,,0.68,,4602.94,28.96,,08-12,华联股份,1.072,3.77,3.75,3.82,3.73,3.73,18088960,0.95979,188.5,1.2818,6.41592920354
002354,天神娱乐,0.69,7.81,,4.01,,20196.94,41.5,,08-31,天神娱乐,1.468,22.12,21.6,22.42,21.6,21.8,8550566,2.01013,32.0579710145,1.28552463768,4.10473380467
600188,兖州煤业,0.12,19.43,,1.5,,59242.2,-5.85,,08-29,兖州煤业,0.583,10.35,10.25,10.39,10.23,10.29,4330110,0.1463,86.25,1.29375,4.43901183736
000056,皇庭国际,0.09,202.01,,1.01,,5076.38,541.65,,08-27,皇庭国际,3.059,11.79,11.47,11.99,11.36,11.44,2330726,0.81462,131.0,1.3231,0.648482748379
000667,美好置业,0.11,646.15,,4.54,,27323.28,648.7,,07-20,美好置业,0.625,3.22,3.17,3.25,3.16,3.2,15445892,0.60813,29.2727272727,1.32898181818,0.0453032999655
000619,海螺型材,0.16,28.72,,2.32,,5663.13,28.72,,08-23,海螺型材,0.874,9.23,9.14,9.28,9.1,9.15,2119400,0.58872,57.6875,1.33835,2.00861768802
000338,潍柴动力,0.26,8.33,,3.28,,105151.6,8.5,10派1,08-31,潍柴动力,0.936,10.78,10.74,10.83,10.73,10.68,18614598,0.862,41.4615384615,1.35993846154,4.97737556561
600077,宋都股份,0.08,1460.0,,2.72,,10447.83,1360.56,,08-30,宋都股份,0.754,4.01,3.97,4.04,3.94,3.98,7109847,0.53054,50.125,1.3634,0.0343321917808
002436,兴森科技,0.14,40.0,,3.13,,6971.8,39.18,10派0.03转20,08-23,兴森科技,2.322,6.17,6.08,6.2,6.05,6.03,7154759,0.73514,44.0714285714,1.37943571429,1.10178571429
600795,国电电力,0.18,5.81,,7.24,,365591.31,6.66,,08-30,国电电力,0.882,3.43,3.41,3.44,3.36,3.4,84868911,0.43189,19.0555555556,1.37962222222,3.27978580991
600810,神马股份,0.09,800.0,,1.61,,3890.88,586.05,,08-20,神马股份,-0.387,7.73,7.76,7.85,7.72,7.76,2688998,0.60799,85.8888888889,1.38281111111,0.107361111111
002421,达实智能,0.13,69.71,,3.08,,7945.72,80.61,10转20,08-26,达实智能,0.342,5.86,5.9,5.96,5.86,5.84,13375660,0.94866,45.0769230769,1.38836923077,0.64663496022
002585,双星新材,0.11,22.22,,1.53,,8073.01,21.05,,08-24,双星新材,0.803,10.04,10.0,10.08,9.98,9.96,2740601,0.51229,91.2727272727,1.39647272727,4.10768349562
000708,大冶特钢,0.32,4.85,,4.1,,14563.72,4.95,,08-11,大冶特钢,-0.818,10.91,11.02,11.09,10.91,11.0,2180994,0.4853,34.09375,1.39784375,7.02963917526
600036,招商银行,1.4,6.87,15.0,9.54,-11.91,3523100.0,6.84,,08-19,招商银行,1.622,20.67,20.45,21.1,20.42,20.34,83559057,0.40506,14.7642857143,1.40851285714,2.14909544604
300189,神农基因,0.01,264.29,1.39,0.37,-0.16,519.94,784.48,,08-27,神农基因,0.526,3.82,3.83,3.85,3.82,3.8,4162253,0.47208,382.0,1.4134,1.44538196678
300242,明家联合,0.36,200.0,6.51,5.61,-0.56,11325.97,971.26,10转10,08-26,明家联合,-0.546,9.1,9.18,9.24,9.09,9.15,3006775,0.9436,25.2777777778,1.41808333333,0.126388888889
600919,江苏银行,0.54,14.89,,8.26,,560953.4,14.06,,08-01,江苏银行,-0.745,9.33,9.35,9.43,9.31,9.4,34534847,2.99145,17.2777777778,1.42714444444,1.16036116708
002206,海利得,0.33,26.92,,6.79,,14641.42,26.61,,08-24,海 利 得,1.158,6.99,6.87,7.03,6.8,6.91,8675136,1.0005,21.1818181818,1.43824545455,0.786843171687
600284,浦东建设,0.21,0.19,,2.85,,14462.84,0.21,,08-30,浦东建设,0.66,10.67,10.57,10.71,10.57,10.6,2751984,0.39709,50.8095238095,1.44807142857,267.418546366
000732,泰禾集团,0.62,11.88,,5.7,,77480.07,36.87,,08-20,泰禾集团,-0.063,15.88,15.8,15.92,15.75,15.89,3084040,0.2481,25.6129032258,1.45993548387,2.155968285
000488,晨鸣纸业,0.45,221.43,,5.89,,93916.49,239.8,,08-25,晨鸣纸业,0.993,11.19,11.14,11.28,11.05,11.08,18497305,1.67307,24.8666666667,1.46464666667,0.11230035075
300362,天翔环境,0.15,4.06,11.92,1.26,-0.9,2108.55,43.77,,08-26,天翔环境,-0.172,17.44,17.49,17.63,17.33,17.47,1476955,0.78364,116.266666667,1.46496,28.6371100164
600060,海信电器,0.57,18.41,,6.05,,74098.66,18.53,,08-12,海信电器,-0.719,13.81,13.93,13.98,13.76,13.91,14318118,1.09425,24.2280701754,1.46579824561,1.31602771187
600548,深高速,0.28,14.17,,4.9,,61490.4,14.09,,08-20,深高速,0.475,8.46,8.39,8.65,8.39,8.42,2466341,0.17208,30.2142857143,1.4805,2.13227139833
000957,中通客车,0.98,390.0,,12.78,,29183.11,504.73,,08-19,中通客车,-1.9,11.36,11.61,11.68,11.34,11.58,4751864,0.99625,11.5918367347,1.48143673469,0.0297226582941
600356,恒丰纸业,0.13,18.18,,1.98,,3877.48,30.7,,08-06,恒丰纸业,0.305,9.85,9.8,9.95,9.75,9.82,1630718,0.54588,75.7692307692,1.50023076923,4.16772446475
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,-0.144,13.89,13.91,13.98,13.89,13.91,5394887,0.21089,10.6030534351,1.50563358779,13.7701992664
002580,圣阳股份,0.12,33.33,,2.35,,2705.2,45.31,,08-26,圣阳股份,0.783,7.72,7.69,7.74,7.63,7.66,3658309,1.28441,64.3333333333,1.51183333333,1.9301930193
001896,豫能控股,0.38,64.08,,7.94,,32193.18,64.11,,08-20,豫能控股,-1.362,7.24,7.36,7.39,7.23,7.34,5712400,0.863,19.0526315789,1.51277894737,0.297325711282
300381,溢多利,0.27,7.1,13.51,2.44,-0.65,3230.85,26.9,10派1转20,08-27,溢多利,-0.297,16.76,16.81,17.0,16.62,16.81,823965,0.27628,62.0740740741,1.51460740741,8.74282733438
600089,特变电工,0.37,9.02,,5.65,,121315.8,9.26,,08-30,特变电工,-1.665,10.04,10.34,10.45,9.99,10.21,39013685,1.21932,27.1351351351,1.53313513514,3.0083298376
600383,金地集团,0.17,41.67,,2.34,,77797.34,49.39,,08-20,金地集团,1.541,11.2,11.04,11.24,11.0,11.03,13622017,0.3018,65.8823529412,1.54164705882,1.58104998659
000420,吉林化纤,0.01,22.08,,0.49,,757.47,37.23,10转10,08-31,吉林化纤,-1.25,3.16,3.21,3.22,3.15,3.2,6738116,1.05843,316.0,1.5484,14.3115942029
000636,风华高科,0.09,80.0,,1.69,,8071.72,92.47,,08-23,风华高科,0.0,8.27,8.28,8.33,8.14,8.27,6901732,0.84939,91.8888888889,1.55292222222,1.14861111111
002087,新野纺织,0.13,60.25,,3.45,,6788.92,60.22,10转3,08-30,新野纺织,1.709,5.95,5.86,5.97,5.86,5.85,4165223,0.6175,45.7692307692,1.57903846154,0.759655282477
600891,秋林集团,0.23,155.56,,5.06,,14263.99,374.87,,08-20,秋林集团,1.264,7.21,7.1,7.25,7.1,7.12,4148990,1.08031,31.347826087,1.5862,0.201515981531
600101,明星电力,0.15,2.8,,2.48,,4774.21,3.08,,08-19,明星电力,-0.414,9.63,9.68,9.79,9.62,9.67,1664100,0.51333,64.2,1.59216,22.9285714286
002281,光迅科技,0.73,32.73,,5.68,,15304.81,33.67,,08-26,光迅科技,0.737,20.5,20.45,20.75,20.38,20.35,5485097,0.88985,28.0821917808,1.59506849315,0.857995471458
600966,博汇纸业,0.05,30.16,,1.66,,6571.24,30.13,,08-23,博汇纸业,-0.206,4.84,4.85,4.89,4.78,4.85,17143018,1.28235,96.8,1.60688,3.20954907162
