code,name,open,high,low,close,volume,amount,MA_20,date
600841,上柴股份,41.5,42.67,41.17,41.58,3496263.0,53747354.0,41.54,2017-07-07
603338,浙江鼎力,156.88,163.04,156.78,161.26,1000244.0,64209563.0,159.6715,2017-07-07
002353,杰瑞股份,128.79,129.68,127.59,129.44,6412511.0,102409807.0,129.168,2017-07-07
002438,江苏神通,34.5,36.79,34.34,35.48,8115173.0,70773209.0,34.792,2017-07-07
000078,海王生物,123.54,128.17,123.54,126.16,34595444.0,216886394.0,122.153,2017-07-07
002166,莱茵生物,66.39,67.78,66.15,67.72,7947609.0,88269659.0,66.5025,2017-07-07
002644,佛慈制药,51.07,51.63,50.96,51.46,2133443.0,19719002.0,51.263,2017-07-07
300233,金城医药,44.06,44.88,43.91,44.8,1308937.0,27489732.0,44.572,2017-07-07
002623,亚玛顿,28.21,29.95,28.17,29.46,4844654.0,138266432.0,28.1775,2017-07-07
002321,华英农业,21.9,22.35,21.52,22.35,10383843.0,111188858.0,22.221,2017-07-07
002679,福建金森,23.45,25.2,23.24,24.27,3838553.0,90974023.0,24.015,2017-07-07
002746,仙坛股份,30.72,31.54,30.69,30.98,1627317.0,50297932.0,30.957,2017-07-07
600512,腾达建设,30.73,32.04,30.73,31.73,21421736.0,108109192.0,30.7645,2017-07-07
000055,方大集团,67.66,68.3,67.01,68.21,15875820.0,116372959.0,67.6395,2017-07-07
600729,重庆百货,76.11,76.98,75.91,76.9,2923043.0,77215618.0,76.507,2017-07-07
600833,第一医药,151.73,154.33,151.01,153.97,2025537.0,34620536.0,153.034,2017-07-07
002589,瑞康医药,140.65,142.24,139.72,141.68,6839292.0,103586267.0,141.313,2017-07-07
600689,上海三毛,34.86,37.6,34.71,37.33,11830163.0,170671739.0,35.5975,2017-07-07
000018,中冠A,55.42,56.84,55.21,56.34,24070651.0,189689459.0,55.923,2017-07-07
000158,常山股份,35.63,37.27,35.25,35.45,47843075.0,767484837.0,35.2935,2017-07-07
600768,宁波富邦,51.76,54.36,51.76,53.77,1896992.0,30999993.0,52.364,2017-07-07
000806,银河生物,111.31,113.86,110.89,112.93,65541671.0,869723556.0,112.594,2017-07-07
600695,绿庭投资,15.22,15.38,15.18,15.34,2780275.0,18530010.0,15.275,2017-07-07
002330,得利斯,18.41,18.68,18.27,18.68,3475876.0,31481523.0,18.5425,2017-07-07
002672,东江环保,98.75,100.32,98.4,100.2,6358352.0,109133753.0,99.574,2017-07-07
600779,*ST水井,153.44,160.42,152.75,159.43,8219128.0,207948249.0,155.1895,2017-07-07
000995,*ST皇台,22.92,23.17,22.35,23.14,3569085.0,47821660.0,23.0015,2017-07-07
600551,时代出版,54.49,54.84,54.04,54.77,2447116.0,38522927.0,54.6795,2017-07-07
600825,新华传媒,88.15,89.52,87.53,89.15,6399295.0,45399659.0,88.3195,2017-07-07
600053,中江地产,73.25,75.16,73.03,74.92,1130703.0,38433460.0,74.8565,2017-07-07
600683,京投银泰,42.81,45.12,42.52,44.39,9593297.0,74506232.0,43.759,2017-07-07
600030,中信证券,86.27,88.19,85.86,87.67,89463500.0,1504217923.0,86.824,2017-07-07
600369,西南证券,25.15,25.75,25.1,25.7,23161065.0,128320737.0,25.258,2017-07-07
600705,中航资本,512.86,516.48,511.05,513.77,20352918.0,115180903.0,513.222,2017-07-07
600999,招商证券,25.42,26.06,25.27,25.97,16866215.0,287957663.0,25.604,2017-07-07
601555,东吴证券,12.38,12.77,12.29,12.69,32752209.0,370281460.0,12.4235,2017-07-07
601688,华泰证券,19.63,20.05,19.4,19.86,28713410.0,508902104.0,19.715,2017-07-07
000728,国元证券,27.54,28.6,27.31,28.42,55988009.0,696067687.0,28.1445,2017-07-07
000750,国海证券,61.49,63.07,61.27,62.96,43009271.0,237697828.0,62.0085,2017-07-07
200017,深中华B,7.75,7.94,7.75,7.91,377652.0,1258376.0,7.798,2017-07-07
200726,鲁  泰Ｂ,97.01,97.46,96.89,97.46,106538.0,912100.0,97.223,2017-07-07
300453,三鑫医疗,49.38,49.38,45.67,46.45,1368744.0,32066315.0,46.027,2017-07-07
600571,信雅达,158.49,158.49,158.49,158.49,8333322.0,130249823.0,145.9665,2017-07-07
600601,方正科技,17769.66,18438.41,17674.12,18390.64,55450495.0,211345567.0,17772.0655,2017-07-07
002151,北斗星通,163.72,167.2,162.73,166.16,5528888.0,157736759.0,163.801,2017-07-07
002354,天神娱乐,60.97,62.21,60.97,61.58,5691853.0,122328560.0,61.438,2017-07-07
300028,金亚科技,19.75,19.82,19.55,19.82,4820711.0,39286057.0,19.806,2017-07-07
300366,创意信息,100.89,100.95,98.23,100.47,4450685.0,73353347.0,100.431,2017-07-07
300380,安硕信息,50.55,51.34,50.37,51.28,1449408.0,36702536.0,50.8975,2017-07-07
300390,天华超净,35.22,35.67,35.1,35.6,1598227.0,14959026.0,35.2505,2017-07-07
600207,安彩高科,11.59,11.99,11.5,11.72,3821711.0,29116222.0,11.6865,2017-07-07
300046,台基股份,53.19,53.65,52.48,53.65,1465198.0,27192835.0,53.507,2017-07-07
600642,申能股份,65.33,67.12,65.23,67.02,30084885.0,190103012.0,65.8825,2017-07-07
600303,曙光股份,63.09,65.27,63.09,64.89,23946920.0,247755603.0,64.098,2017-07-07
002213,特 尔 佳,46.88,47.62,45.33,46.78,1578020.0,35164073.0,46.546,2017-07-07
600731,湖南海利,54.41,55.11,54.03,55.05,3430623.0,29632853.0,54.716,2017-07-07
002470,金正大,30.64,31.1,30.6,31.1,7173026.0,53173051.0,30.859,2017-07-07
002734,利民股份,38.85,40.02,38.72,39.98,3848816.0,113569967.0,38.8825,2017-07-07
600593,大连圣亚,36.28,36.82,35.92,36.59,573269.0,15623738.0,36.4205,2017-07-07
601007,金陵饭店,12.03,12.16,11.99,12.16,1986451.0,22901670.0,12.1275,2017-07-07
603099,长白山,15.42,15.51,15.33,15.48,777143.0,11908762.0,15.466,2017-07-07
600826,兰生股份,103.58,113.51,103.47,113.51,11168494.0,217970537.0,104.754,2017-07-07
603519,立霸股份,44.99,48.16,44.56,46.66,1650404.0,37628185.0,45.2645,2017-07-07
