code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,1.931,4.75,4.68,4.78,4.63,4.66,7991542,0.37357,37538975,9.135,0.923901098901,1108499.31717,1016149.53645,5.21978021978,0.000579975579976
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,0.41,9.79,9.74,9.81,9.72,9.75,7090760,0.32262,69320378,6.744,1.42687784431,2901657.07303,2151726.711,5.8622754491,0.0141672719232
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,0.41,9.79,9.74,9.81,9.72,9.75,7090760,0.32262,69320378,6.744,1.42687784431,2901657.07303,2151726.711,5.8622754491,0.0141672719232
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,0.41,9.79,9.74,9.81,9.72,9.75,7090760,0.32262,69320378,6.744,1.42687784431,2901657.07303,2151726.711,5.8622754491,0.0141672719232
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-0.418,14.3,14.36,14.48,13.89,14.36,1230496,0.28824,17432373,7.15,4.59498230088,796353.76392,610458.42,6.32743362832,0.0145171239121
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-0.418,14.3,14.36,14.48,13.89,14.36,1230496,0.28824,17432373,7.15,4.59498230088,796353.76392,610458.42,6.32743362832,0.0145171239121
600826,兰生股份,1.68,66.34,,20.31,,70617.65,65.43,,08-20,兰生股份,-0.264,11.33,11.35,11.38,11.3,11.36,696300,0.16553,7883554,5.665,1.36971607143,476587.712304,476587.712304,6.74404761905,0.101658842615
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,0.504,3.99,3.98,4.01,3.95,3.97,3831104,0.19126,15236146,10.252,1.04131176471,1103647.0884,799217.865306,7.82352941176,0.00754620632917
000957,中通客车,0.98,390.0,,12.78,,29183.11,504.73,,08-19,中通客车,-0.112,8.91,8.98,9.02,8.9,8.92,1566396,0.32839,14004895,9.0,1.16193673469,528277.406976,425005.811406,9.09183673469,0.0233124018838
000958,东方能源,0.44,22.22,,9.93,,24295.63,39.2,,08-17,东方能源,0.484,4.15,4.11,4.18,4.11,4.13,4771800,0.71601,19781359,8.137,0.936579545455,457443.38879,276575.25683,9.43181818182,0.424474265608
000600,建投能源,0.64,5.4,,10.6,,115464.8,5.5,,08-10,建投能源,0.643,6.26,6.25,6.28,6.19,6.22,5896668,0.54096,36821142,7.719,1.0368125,1121558.11138,682367.622876,9.78125,1.81134259259
000625,长安汽车,1.18,8.26,,15.43,,549098.86,7.98,,08-30,长安汽车,-1.349,11.7,11.89,11.91,11.64,11.86,15046042,0.40007,176171654,5.342,1.52992372881,5619098.75787,4400230.84722,9.91525423729,1.20039397546
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,0.0,9.29,9.27,9.32,9.22,9.29,15773449,0.12301,146215981,5.049,0.809845652174,11912275.9006,11912275.9006,10.097826087,1.7561436673
603118,共进股份,0.6,20.0,,7.49,,17945.79,31.83,,08-16,共进股份,0.877,6.9,6.85,6.91,6.8,6.84,1923297,0.50948,13193885,6.509,0.86135,539453.72448,260474.2272,11.5,0.575
600366,宁波韵升,1.38,216.3,,17.71,,74221.25,226.41,,08-31,宁波韵升,-0.125,15.98,16.0,16.11,15.96,16.0,2193717,0.40561,35108784,10.79,2.05076666667,890200.93615,864259.849492,11.5797101449,0.0535354144472
600366,宁波韵升,1.38,216.3,,17.71,,74221.25,226.41,,08-31,宁波韵升,-0.125,15.98,16.0,16.11,15.96,16.0,2193717,0.40561,35108784,10.79,2.05076666667,890200.93615,864259.849492,11.5797101449,0.0535354144472
601166,兴业银行,1.49,2.76,15.88,9.46,1.46,2944100.0,6.12,,08-30,兴业银行,-0.449,17.72,17.82,17.89,17.62,17.8,91348589,0.47946,1619002339,6.397,1.12504161074,36811866.0108,33760740.7228,11.8926174497,4.30891936582
601166,兴业银行,1.49,2.76,15.88,9.46,1.46,2944100.0,6.12,,08-30,兴业银行,-0.449,17.72,17.82,17.89,17.62,17.8,91348589,0.47946,1619002339,6.397,1.12504161074,36811866.0108,33760740.7228,11.8926174497,4.30891936582
300026,红日药业,0.31,10.71,5.55,5.75,0.15,31142.14,25.7,10转20,08-26,红日药业,-0.529,3.76,3.76,3.79,3.74,3.78,4624439,0.19369,17363140,17.091,0.697419354839,1132156.60217,897720.489368,12.1290322581,1.13249600916
603766,隆鑫通用,0.51,16.71,,7.84,,42705.66,22.16,,08-16,隆鑫通用,-0.626,6.35,6.36,6.42,6.3,6.39,7902103,0.38033,50222971,6.106,0.976156862745,1341804.11725,1319326.14912,12.4509803922,0.74512150761
001896,豫能控股,0.38,64.08,,7.94,,32193.18,64.11,,08-20,豫能控股,0.63,4.79,4.76,4.8,4.73,4.76,1573719,0.184,7506193,8.91,1.00085789474,551131.578713,409673.600004,12.6052631579,0.196711347658
600724,宁波富达,0.26,719.68,,14.11,,37316.04,719.28,,08-23,宁波富达,0.912,3.32,3.3,3.34,3.28,3.29,1359781,0.09411,4505775,37.684,1.80173846154,479820.035572,479720.964448,12.7692307692,0.017742928481
600724,宁波富达,0.26,719.68,,14.11,,37316.04,719.28,,08-23,宁波富达,0.912,3.32,3.3,3.34,3.28,3.29,1359781,0.09411,4505775,37.684,1.80173846154,479820.035572,479720.964448,12.7692307692,0.017742928481
601872,招商轮船,0.3,150.8,,10.75,,157217.12,181.58,,08-29,招商轮船,0.256,3.92,3.91,3.93,3.89,3.91,3053780,0.06469,11940947,11.879,1.40466666667,2077387.5799,1850601.34913,13.0666666667,0.0866489832007
600064,南京高科,0.99,48.13,,8.36,,76297.95,47.65,,07-28,南京高科,-0.299,13.34,13.34,13.43,13.25,13.38,1422450,0.18414,18962879,11.126,1.12648888889,1030479.05537,1030479.05537,13.4747474747,0.27996566538
600919,江苏银行,0.54,14.89,,8.26,,560953.4,14.06,,08-01,江苏银行,-1.197,7.43,7.52,7.52,7.39,7.52,46359865,0.78258,344312579,7.582,1.13651481481,8577526.35,4401515.53958,13.7592592593,0.924060393503
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,0.42,4.78,4.78,4.79,4.72,4.76,23534959,0.28893,112138231,19.12,0.656547058824,5103974.60205,3893538.97156,14.0588235294,0.257723621071
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,0.42,4.78,4.78,4.79,4.72,4.76,23534959,0.28893,112138231,19.12,0.656547058824,5103974.60205,3893538.97156,14.0588235294,0.257723621071
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,0.42,4.78,4.78,4.79,4.72,4.76,23534959,0.28893,112138231,19.12,0.656547058824,5103974.60205,3893538.97156,14.0588235294,0.257723621071
600074,ST保千里,0.15,150.0,,20.75,,33624.47,226.98,,08-24,ST保千里,-3.62,2.13,2.14,2.23,2.1,2.21,89880784,8.75986,191646952,6.086,2.9465,519269.728437,218549.317116,14.2,0.0946666666667
300017,网宿科技,0.78,69.38,8.24,12.81,0.65,58581.28,81.78,,07-29,网宿科技,-0.179,11.13,11.16,11.23,11.01,11.15,21436072,1.33528,238080434,6.881,1.82788846154,2705472.07142,1786763.48516,14.2692307692,0.205667782779
002206,海利得,0.33,26.92,,6.79,,14641.42,26.61,,08-24,海 利 得,1.237,4.91,4.87,4.93,4.85,4.85,4622685,0.48635,22661668,9.093,1.01026969697,600507.064695,466687.045471,14.8787878788,0.552703858796
