		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
002352	鼎泰新材			2016-03-03	37.36	482	359.93	持有	171.83
000923	河北宣工			2016-03-14	21.32	471	127.06	持有	48.41
300268	万福生科			2016-06-29	36.71	250	94.91	持有	71.55
000839	中信国安			2016-03-08	130.50	477	78.84	持有	233.39
000088	盐 田 港			2016-03-02	45.59	483	75.52	持有	80.02
300411	金盾股份			2016-02-03	41.56	511	75.34	持有	72.87
002759	天际股份			2016-03-14	37.43	471	71.95	持有	64.36
600008	首创股份			2016-06-01	29.12	392	69.02	持有	49.22
000615	京汉股份			2016-05-24	78.59	400	68.37	持有	132.32
600480	凌云股份			2016-05-31	24.42	393	67.73	持有	40.96
300450	先导智能			2016-09-21	184.43	280	62.36	持有	299.44
002236	大华股份			2016-11-16	593.07	224	59.69	持有	947.06
300334	津膜科技			2016-03-08	35.44	477	59.11	持有	56.39
000063	中兴通讯			2016-10-10	256.56	261	57.92	持有	405.17
002656	摩登大道			2016-03-02	35.81	483	55.82	持有	55.80
000022	深赤湾Ａ			2015-12-07	78.68	569	53.71	持有	120.94
300309	吉艾科技			2016-05-04	53.42	420	52.0	持有	81.20
002008	大族激光			2017-01-20	279.88	159	51.54	持有	424.12
600475	华光股份			2016-03-15	33.27	470	50.26	持有	49.99
000912	泸天化			2016-06-20	14.43	373	48.09	持有	21.37
002040	南 京 港			2016-03-09	26.89	476	48.08	持有	39.82
300289	利德曼			2017-01-25	29.19	154	47.89	持有	43.17
600741	华域汽车			2017-01-20	632.34	159	46.86	持有	928.63
601992	金隅股份			2016-10-25	9.28	246	45.91	持有	13.54
601008	连云港			2016-08-12	8.13	320	44.03	持有	11.71
002035	华帝股份			2017-01-20	161.82	159	41.35	持有	228.74
300083	劲胜精密			2017-01-26	54.81	153	41.09	持有	77.33
600148	长春一东			2016-02-02	49.04	512	39.97	持有	68.64
000158	常山股份			2017-01-26	25.55	153	39.26	持有	35.58
600116	三峡水利			2016-08-15	46.64	317	38.59	持有	64.64
600970	中材国际			2016-02-03	73.97	511	38.45	持有	102.41
002072	凯瑞德			2017-03-17	26.69	103	38.37	持有	36.93
000709	河钢股份			2016-11-10	30.00	230	36.4	持有	40.92
600291	西水股份			2017-04-07	48.81	82	36.28	持有	66.52
600346	*ST橡塑			2016-05-20	39.86	404	36.0	持有	54.21
002350	北京科锐			2017-02-03	43.97	145	34.32	持有	59.06
600319	*ST亚星			2016-03-07	11.54	478	34.14	持有	15.48
300327	中颖电子			2016-03-15	37.22	470	33.5	持有	49.69
002455	百川股份			2016-03-02	42.25	483	31.69	持有	55.64
000504	*ST生物			2016-03-08	56.18	477	30.54	持有	73.34
601000	唐山港			2017-01-25	14.41	154	30.4	持有	18.79
600338	西藏珠峰			2017-01-23	37.31	156	30.05	持有	48.52
600036	招商银行			2017-04-25	85.55	64	29.89	持有	111.12
300117	嘉寓股份			2017-02-06	41.98	142	29.59	持有	54.40
600231	凌钢股份			2016-03-22	18.98	463	29.29	持有	24.54
300065	海兰信			2016-05-23	115.31	198	29.03	持有	148.78
002148	北纬通信			2017-01-25	85.72	154	28.94	持有	110.53
000910	大亚科技			2016-12-30	45.55	180	28.65	持有	58.60
002016	世荣兆业			2016-06-22	45.16	371	27.5	持有	57.58
600507	方大特钢			2017-04-28	67.95	61	27.49	持有	86.63
000905	厦门港务			2017-01-25	24.91	154	27.26	持有	31.70
300423	鲁亿通			2016-03-14	32.35	347	26.68	持有	40.98
002485	希努尔			2017-05-08	35.86	51	26.35	持有	45.31
300376	易事特			2016-08-24	161.44	308	26.05	持有	203.50
300035	中科电气			2017-05-16	57.06	43	25.8	持有	71.78
600885	宏发股份			2016-09-08	86.44	293	24.87	持有	107.94
002510	天汽模			2017-02-03	26.23	145	24.32	持有	32.61
000951	中国重汽			2017-05-18	36.22	41	24.19	持有	44.98
000916	华北高速			2016-05-27	8.77	397	24.06	持有	10.88
300192	科斯伍德			2016-08-15	42.19	200	23.61	持有	52.15
002011	盾安环境			2017-01-24	57.28	155	23.53	持有	70.76
002423	*ST中特			2016-08-05	10.11	327	23.24	持有	12.46
002642	荣之联			2016-12-28	94.25	100	23.02	持有	115.95
300122	智飞生物			2017-01-25	62.56	154	22.7	持有	76.76
000692	惠天热电			2017-02-07	77.88	141	22.43	持有	95.35
601880	大连港			2016-10-12	6.17	259	22.04	持有	7.53
002617	露笑科技			2016-03-14	63.85	471	22.04	持有	77.92
600133	东湖高新			2017-02-06	31.18	142	21.84	持有	37.99
600373	中文传媒			2016-01-27	77.12	518	21.78	持有	93.92
002043	兔 宝 宝			2017-01-20	74.55	159	21.57	持有	90.63
600732	*ST新梅			2016-02-05	28.55	509	21.54	持有	34.70
600031	三一重工			2017-05-23	303.33	36	21.49	持有	368.52
601336	新华保险			2017-04-20	43.53	69	21.36	持有	52.83
000019	深深宝Ａ			2017-06-07	55.60	21	20.9	持有	67.22
601601	中国太保			2017-03-10	32.39	110	20.65	持有	39.08
300407	凯发电气			2017-01-26	69.48	153	20.51	持有	83.73
600375	*ST星马			2017-02-03	25.44	26	20.28	持有	30.60
000673	当代东方			2016-08-31	129.88	139	19.96	持有	155.80
000611	*ST蒙发			2016-03-08	35.97	476	19.91	持有	43.13
603997	继峰股份			2017-01-26	18.55	153	19.84	持有	22.23
300255	常山药业			2017-01-26	58.88	153	19.23	持有	70.20
000505	*ST珠江			2016-03-17	27.11	461	18.92	持有	32.24
000652	泰达股份			2016-05-26	119.69	398	18.79	持有	142.18
300082	奥克股份			2016-05-24	39.31	400	18.75	持有	46.68
002361	神剑股份			2017-06-06	54.64	22	18.47	持有	64.73
603788	宁波高发			2017-02-03	37.90	145	18.42	持有	44.88
002515	金字火腿			2017-06-02	88.66	26	18.18	持有	104.78
601901	方正证券			2017-05-17	8.86	42	17.95	持有	10.45
002163	中航三鑫			2016-06-28	32.32	365	17.91	持有	38.11
000488	晨鸣纸业			2017-05-19	60.61	40	17.74	持有	71.36
002086	东方海洋			2017-03-07	44.32	113	17.69	持有	52.16
600760	*ST黑豹			2017-05-25	141.16	34	17.67	持有	166.10
002340	格林美			2017-02-08	113.67	140	17.6	持有	133.68
000623	吉林敖东			2016-05-06	397.70	418	17.53	持有	467.41
002591	恒大高新			2017-05-16	43.84	43	17.29	持有	51.42
600015	华夏银行			2016-07-04	33.54	359	17.14	持有	39.29
000822	山东海化			2017-04-06	14.70	83	16.73	持有	17.16
600249	两面针			2016-05-31	32.15	393	16.55	持有	37.47
600176	中国巨石			2016-09-22	107.46	279	16.54	持有	125.23
002336	*ST人乐			2017-05-25	10.54	34	16.51	持有	12.28
002080	中材科技			2017-05-31	36.81	28	16.46	持有	42.87
000716	黑芝麻			2016-08-16	26.77	136	16.32	持有	31.14
601699	潞安环能			2016-01-06	36.61	539	15.73	持有	42.37
600782	新钢股份			2017-05-16	32.38	43	15.57	持有	37.42
002126	银轮股份			2016-09-29	45.86	272	15.33	持有	52.89
002745	木林森			2016-05-31	32.14	393	15.21	持有	37.03
600879	航天电子			2017-06-02	270.66	26	15.17	持有	311.72
002676	顺威股份			2017-04-10	72.27	79	15.17	持有	83.23
600501	航天晨光			2017-06-07	62.20	21	15.13	持有	71.61
002085	万丰奥威			2017-01-18	115.97	161	14.9	持有	133.25
600830	香溢融通			2017-06-06	96.19	22	14.89	持有	110.51
600212	*ST江泉			2017-05-16	20.82	43	14.89	持有	23.92
600242	中昌海运			2016-08-29	16.32	303	14.89	持有	18.75
600780	通宝能源			2017-06-20	63.05	8	14.86	持有	72.42
600808	马钢股份			2017-05-18	5.74	41	14.81	持有	6.59
600673	东阳光科			2016-08-15	85.96	91	14.81	持有	98.69
002517	恺英网络			2017-01-26	61.57	153	14.6	持有	70.56
600085	同仁堂			2017-01-23	329.49	156	14.51	持有	377.30
002618	丹邦科技			2016-03-03	31.45	482	14.37	持有	35.97
300142	沃森生物			2017-01-26	155.91	153	14.35	持有	178.28
600497	驰宏锌锗			2017-05-16	113.91	43	14.31	持有	130.21
002046	轴研科技			2017-06-05	48.73	16	14.2	持有	55.65
300401	花园生物			2017-03-07	66.16	113	14.18	持有	75.54
300099	尤洛卡			2017-05-31	115.44	28	14.17	持有	131.80
000518	四环生物			2016-08-16	54.80	316	14.09	持有	62.52
603828	柯利达			2017-05-31	27.99	28	14.04	持有	31.92
600251	冠农股份			2017-05-22	60.86	37	14.0	持有	69.38
600463	空港股份			2017-02-06	43.15	142	13.93	持有	49.16
601116	三江购物			2017-06-01	26.27	27	13.89	持有	29.92
600486	扬农化工			2017-05-16	129.46	43	13.87	持有	147.41
601101	昊华能源			2017-05-18	20.96	41	13.79	持有	23.85
300208	恒顺众昇			2016-03-11	137.12	474	13.76	持有	155.99
002647	宏磊股份			2017-05-19	76.48	40	13.65	持有	86.92
002142	宁波银行			2017-05-11	25.81	48	13.6	持有	29.32
002742	三圣特材			2017-01-09	54.09	170	13.46	持有	61.37
600322	天房发展			2016-06-29	14.15	364	13.43	持有	16.05
