		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
2352	鼎泰新材			2016-03-03	37.36	117	279.1	持有	141.63
2709	天赐材料			2016-03-08	66.30	112	167.1	持有	177.09
2618	丹邦科技			2016-03-03	31.45	117	119.68	持有	69.09
600018	上港集团			2016-02-04	17.05	145	99.06	持有	33.94
2340	格林美			2016-03-02	86.98	118	78.54	持有	155.29
600242	中昌海运			2015-12-04	9.38	207	69.94	持有	15.94
2643	万润股份			2016-03-21	71.68	99	69.88	持有	121.77
913	*ST钱江			2016-02-04	19.23	145	65.0	持有	31.73
600110	诺德股份			2016-02-02	86.76	147	63.17	持有	141.57
2691	冀凯股份			2015-10-15	16.03	130	62.38	持有	26.03
2351	漫步者			2016-02-01	35.72	148	60.89	持有	57.47
2156	通富微电			2016-03-14	24.59	106	59.66	持有	39.26
2239	奥特佳			2016-03-02	34.90	118	56.96	持有	54.78
839	中信国安			2016-03-08	130.50	112	53.03	持有	199.71
2591	恒大高新			2016-03-03	39.74	42	48.79	持有	59.13
600149	廊坊发展			2016-02-03	32.60	69	48.19	持有	48.31
600198	大唐电信			2016-03-14	26.00	106	47.69	持有	38.40
600460	士兰微			2016-03-02	82.04	118	46.43	持有	120.13
600702	沱牌舍得			2016-02-16	54.47	133	45.07	持有	79.02
600537	亿晶光电			2016-02-02	21.98	147	44.72	持有	31.81
568	泸州老窖			2016-03-02	629.09	118	44.52	持有	909.15
2639	雪人股份			2016-03-15	25.94	105	43.83	持有	37.31
601003	柳钢股份			2016-02-05	11.28	144	42.73	持有	16.10
600768	宁波富邦			2016-02-03	55.73	56	42.62	持有	79.48
600446	金证股份			2016-03-08	414.78	112	41.44	持有	586.67
2405	四维图新			2016-03-15	46.78	105	41.34	持有	66.12
600571	信雅达			2016-01-29	192.94	151	41.11	持有	272.26
603600	永艺股份			2016-05-25	43.77	34	41.06	持有	61.74
11	深物业A			2016-01-29	34.47	151	40.18	持有	48.32
21	深科技			2016-02-01	121.76	148	39.92	持有	170.37
2455	百川股份			2016-03-02	42.25	118	39.22	持有	58.82
600777	新潮实业			2016-02-05	97.83	144	38.67	持有	135.66
2291	星期六			2016-03-07	17.54	25	36.66	持有	23.97
603021	山东华鹏			2016-02-02	33.36	147	36.57	持有	45.56
2438	江苏神通			2016-03-08	33.47	112	36.06	持有	45.54
2075	沙钢股份			2016-05-13	28.55	46	36.04	持有	38.84
2185	华天科技			2016-03-14	43.62	106	36.02	持有	59.33
2446	盛路通信			2016-03-16	68.84	104	35.85	持有	93.52
2139	拓邦股份			2016-03-02	76.70	118	35.03	持有	103.57
2045	国光电器			2016-03-08	60.83	112	34.36	持有	81.73
603678	火炬电子			2016-05-31	57.87	28	33.94	持有	77.51
603199	九华旅游			2016-03-08	33.81	112	33.22	持有	45.04
2727	一心堂			2016-03-09	38.22	111	32.73	持有	50.73
2686	亿利达			2016-03-03	47.02	47	32.69	持有	62.39
2331	皖通科技			2016-03-09	66.51	37	32.67	持有	88.24
2656	摩登大道			2016-03-02	35.81	118	32.56	持有	47.47
2121	科陆电子			2016-02-16	141.47	133	31.84	持有	186.51
531	穗恒运Ａ			2016-05-27	110.48	32	31.16	持有	144.91
601313	江南嘉捷			2016-03-02	22.06	118	30.6	持有	28.81
783	长江证券			2016-02-17	49.85	132	30.29	持有	64.95
600732	*ST新梅			2016-02-05	28.55	41	29.98	持有	37.11
2232	启明信息			2016-03-08	36.40	112	29.73	持有	47.22
600188	兖州煤业			2016-02-18	22.49	131	29.7	持有	29.17
2706	良信电器			2016-02-01	58.03	148	29.52	持有	75.16
2287	奇正藏药			2016-03-08	32.81	112	29.38	持有	42.45
2725	跃岭股份			2016-03-08	29.31	112	28.9	持有	37.78
2049	紫光国芯			2016-05-20	152.85	39	28.83	持有	196.91
2347	泰尔重工			2016-03-10	28.38	22	28.75	持有	36.54
2479	富春环保			2016-02-02	31.85	147	28.41	持有	40.90
2040	南 京 港			2016-03-09	26.89	111	28.3	持有	34.50
600203	福日电子			2016-03-08	17.16	112	27.97	持有	21.96
2023	海特高新			2016-03-14	134.05	106	27.7	持有	171.18
2249	大洋电机			2016-05-17	108.03	21	27.62	持有	137.87
99	中信海直			2016-02-03	38.92	146	27.47	持有	49.61
2430	杭氧股份			2016-05-25	14.98	34	27.3	持有	19.07
2712	思美传媒			2016-03-17	90.65	22	27.14	持有	115.25
603338	浙江鼎力			2016-03-15	91.01	105	27.07	持有	115.65
2617	露笑科技			2016-03-14	63.85	53	26.83	持有	80.98
600173	卧龙地产			2016-03-02	13.69	51	26.73	持有	17.35
603766	隆鑫通用			2016-03-15	17.25	105	26.72	持有	21.86
2298	中电鑫龙			2016-01-29	39.84	151	26.51	持有	50.40
600318	新力金融			2016-02-01	33.42	51	26.48	持有	42.27
600455	博通股份			2016-03-16	44.04	49	26.09	持有	55.53
858	五 粮 液			2015-12-03	423.91	208	26.01	持有	534.15
2361	神剑股份			2016-02-02	51.39	147	25.96	持有	64.73
2374	丽鹏股份			2016-02-01	36.38	148	25.92	持有	45.81
886	海南高速			2016-02-04	15.44	145	25.91	持有	19.44
2366	台海核电			2016-03-17	49.35	103	25.88	持有	62.12
601777	力帆股份			2016-03-14	10.93	106	25.8	持有	13.75
600206	有研新材			2016-05-20	43.47	39	25.33	持有	54.48
600589	广东榕泰			2016-03-15	33.34	105	25.28	持有	41.77
2685	华东重机			2016-02-03	20.43	107	25.21	持有	25.58
953	河池化工			2016-02-04	28.16	64	25.07	持有	35.22
4	国农科技			2016-03-02	219.30	21	25.06	持有	274.25
711	京蓝科技			2016-03-21	72.91	99	24.77	持有	90.97
333	美的集团			2016-03-02	78.39	118	24.76	持有	97.80
2401	中海科技			2016-03-14	85.73	106	24.54	持有	106.77
600579	天华院			2016-03-03	20.07	117	24.51	持有	24.99
2335	科华恒盛			2016-02-16	115.58	133	24.42	持有	143.81
600393	粤泰股份			2016-03-25	41.17	95	24.36	持有	51.20
2101	广东鸿图			2016-03-15	43.53	45	23.96	持有	53.96
601908	京运通			2016-05-31	26.46	28	23.85	持有	32.77
2384	东山精密			2016-03-11	78.52	109	23.75	持有	97.17
2026	山东威达			2016-03-14	35.40	106	23.67	持有	43.78
603636	南威软件			2016-03-14	56.72	106	23.61	持有	70.11
2507	涪陵榨菜			2016-02-02	33.78	147	23.56	持有	41.74
600730	中国高科			2016-03-09	63.09	111	23.52	持有	77.93
601231	环旭电子			2016-03-08	18.42	112	23.45	持有	22.74
600148	长春一东			2016-02-02	49.04	147	23.37	持有	60.50
687	华讯方舟			2016-03-15	54.48	105	23.22	持有	67.13
2370	亚太药业			2016-03-17	42.64	103	23.05	持有	52.47
2556	辉隆股份			2016-02-02	42.51	147	23.03	持有	52.30
2338	奥普光电			2016-03-14	79.06	106	22.89	持有	97.16
600355	精伦电子			2016-03-15	35.97	105	22.71	持有	44.14
2027	分众传媒			2016-03-17	104.08	103	22.64	持有	127.64
2505	大康农业			2016-03-04	49.09	116	22.41	持有	60.09
2171	楚江新材			2016-03-02	34.57	118	22.22	持有	42.25
570	苏常柴Ａ			2016-02-03	41.34	146	22.16	持有	50.50
601965	中国汽研			2016-03-03	12.28	117	22.15	持有	15.00
2275	桂林三金			2016-03-02	23.21	118	22.1	持有	28.34
600993	马应龙			2016-05-04	190.87	55	22.07	持有	232.99
923	河北宣工			2016-03-14	21.32	22	21.81	持有	25.97
600722	金牛化工			2016-03-11	35.29	109	21.71	持有	42.95
532	力合股份			2016-03-17	72.34	103	21.66	持有	88.01
2178	延华智能			2016-05-26	59.24	33	21.37	持有	71.90
49	德赛电池			2016-03-08	184.98	112	21.34	持有	224.46
600846	同济科技			2016-02-02	152.43	147	21.32	持有	184.93
2530	丰东股份			2016-06-16	46.01	12	21.23	持有	55.78
990	诚志股份			2016-03-11	42.94	109	21.12	持有	52.01
601555	东吴证券			2016-05-25	12.20	34	20.98	持有	14.76
2376	新北洋			2016-03-11	48.07	109	20.93	持有	58.13
600527	江南高纤			2016-01-21	68.03	159	20.92	持有	82.26
2365	永安药业			2016-03-04	32.65	116	20.83	持有	39.45
2558	世纪游轮			2016-03-22	146.56	98	20.82	持有	177.08
2314	南山控股			2016-02-03	12.41	30	20.63	持有	14.97
2339	积成电子			2016-05-23	63.12	36	20.28	持有	75.92
600086	东方金钰			2016-01-29	78.34	151	20.17	持有	94.14
2230	科大讯飞			2016-03-10	242.90	110	19.96	持有	291.38
2173	*ST创疗			2016-03-16	50.86	104	19.88	持有	60.97
600358	国旅联合			2016-03-14	39.15	18	19.8	持有	46.90
600633	浙报传媒			2016-02-02	91.32	147	19.67	持有	109.28
600734	实达集团			2016-03-14	51.66	36	19.57	持有	61.77
2414	高德红外			2016-05-30	45.34	29	19.54	持有	54.20
2054	德美化工			2016-05-24	30.36	35	19.37	持有	36.24
601311	骆驼股份			2016-05-20	34.11	39	19.32	持有	40.70
2003	伟星股份			2016-03-08	102.11	112	19.29	持有	121.81
600499	科达洁能			2016-05-27	198.94	32	19.26	持有	237.26
2218	拓日新能			2016-03-03	21.11	117	19.19	持有	25.16
2749	国光股份			2016-03-08	72.75	112	19.05	持有	86.61
2728	台城制药			2016-03-14	42.96	106	18.97	持有	51.11
603366	日出东方			2016-03-02	16.38	118	18.86	持有	19.47
933	*ST神火			2016-05-24	47.34	35	18.86	持有	56.27
712	锦龙股份			2016-05-20	231.55	39	18.7	持有	274.86
792	盐湖股份			2016-03-03	93.90	117	18.66	持有	111.42
600557	康缘药业			2016-03-09	124.63	111	18.45	持有	147.62
2735	王子新材			2016-03-11	34.90	21	18.4	持有	41.32
2009	天奇股份			2016-03-14	74.19	106	18.25	持有	87.73
600152	维科精华			2016-02-04	28.15	145	18.15	持有	33.26
600593	大连圣亚			2016-03-10	34.65	110	18.04	持有	40.90
505	*ST珠江			2016-03-17	27.11	43	17.96	持有	31.98
2382	蓝帆医疗			2016-03-16	59.84	104	17.91	持有	70.56
555	神州信息			2016-03-08	86.78	112	17.85	持有	102.27
600111	北方稀土			2016-02-05	219.37	144	17.81	持有	258.45
662	天夏智慧			2016-02-02	83.66	147	17.42	持有	98.23
600109	国金证券			2016-02-02	100.11	147	17.26	持有	117.39
600771	广誉远			2016-05-23	129.83	36	17.24	持有	152.21
600882	华联矿业			2016-03-03	21.20	117	17.22	持有	24.85
2141	蓉胜超微			2016-05-23	59.23	36	17.15	持有	69.39
600992	贵绳股份			2016-03-08	16.39	112	17.14	持有	19.20
955	欣龙控股			2016-03-07	17.98	31	17.02	持有	21.04
600629	华建集团			2016-03-14	75.28	106	16.98	持有	88.06
601028	玉龙股份			2016-03-03	14.65	117	16.93	持有	17.13
601198	东兴证券			2016-03-03	20.94	117	16.81	持有	24.46
600257	大湖股份			2016-03-03	61.38	117	16.72	持有	71.64
603020	爱普股份			2016-03-02	40.78	118	16.72	持有	47.60
600210	紫江企业			2016-05-25	34.58	34	16.66	持有	40.34
603005	晶方科技			2016-03-17	33.15	103	16.53	持有	38.63
2439	启明星辰			2016-02-02	184.44	147	16.38	持有	214.65
2115	三维通信			2016-05-30	46.67	29	16.22	持有	54.24
903	云内动力			2016-05-26	37.92	33	16.22	持有	44.07
2592	八菱科技			2016-01-27	70.20	153	16.17	持有	81.55
603606	东方电缆			2016-02-02	26.37	140	15.93	持有	30.57
603001	奥康国际			2016-03-11	20.34	109	15.88	持有	23.57
2297	博云新材			2016-05-20	34.04	28	15.86	持有	39.44
601515	东风股份			2016-05-26	22.81	33	15.78	持有	26.41
2194	武汉凡谷			2016-03-02	33.25	118	15.7	持有	38.47
2574	明牌珠宝			2016-03-02	25.64	114	15.64	持有	29.65
2214	大立科技			2016-03-11	45.00	109	15.62	持有	52.03
2473	圣莱达			2016-03-09	41.64	111	15.61	持有	48.14
600444	国机通用			2016-03-14	33.72	106	15.57	持有	38.97
2421	达实智能			2016-06-21	88.68	7	15.48	持有	102.41
780	平庄能源			2016-02-17	21.79	132	15.47	持有	25.16
2268	卫 士 通			2016-03-14	165.04	106	15.43	持有	190.51
2022	科华生物			2016-03-08	225.19	112	15.21	持有	259.45
2043	兔 宝 宝			2016-06-24	56.75	4	15.17	持有	65.36
600640	号百控股			2016-03-15	140.26	31	15.16	持有	161.52
20	深华发Ａ			2016-05-27	47.86	32	15.06	持有	55.07
423	东阿阿胶			2016-05-31	433.55	28	14.77	持有	497.60
2662	京威股份			2016-03-17	30.92	103	14.65	持有	35.45
2623	亚玛顿			2016-03-14	31.17	106	14.53	持有	35.70
821	京山轻机			2016-03-16	33.69	104	14.51	持有	38.58
976	春晖股份			2016-03-18	30.10	102	14.39	持有	34.43
2184	海得控制			2016-03-15	49.98	105	14.37	持有	57.16
2711	欧浦智网			2016-05-25	59.97	34	14.32	持有	68.56
2642	荣之联			2016-03-14	106.71	106	14.25	持有	121.92
2010	传化股份			2016-05-13	137.91	46	14.23	持有	157.54
600055	DR华润万			2016-03-04	150.93	116	14.18	持有	172.33
547	航天发展			2016-03-15	152.47	34	14.08	持有	173.94
600735	新华锦			2016-03-14	66.44	106	13.88	持有	75.66
600137	浪莎股份			2016-02-04	38.15	145	13.87	持有	43.44
413	东旭光电			2016-05-25	32.57	34	13.72	持有	37.04
2175	东方网络			2016-02-03	100.81	93	13.6	持有	114.52
600416	湘电股份			2016-05-30	36.21	29	13.59	持有	41.13
599	青岛双星			2016-03-02	35.86	118	13.55	持有	40.72
600058	五矿发展			2016-05-05	78.41	54	13.3	持有	88.84
603808	歌力思			2016-03-03	39.03	47	13.25	持有	44.20
916	华北高速			2016-05-27	8.77	27	13.11	持有	9.92
2755	东方新星			2016-03-16	33.65	104	13.11	持有	38.06
524	岭南控股			2016-03-11	53.14	21	13.1	持有	60.10
546	金圆股份			2016-05-31	17.76	15	13.01	持有	20.07
2449	国星光电			2016-05-23	25.42	36	12.94	持有	28.71
2190	成飞集成			2016-03-15	82.17	36	12.86	持有	92.74
2552	宝鼎科技			2016-03-22	40.69	98	12.85	持有	45.92
600298	安琪酵母			2016-06-03	119.76	25	12.83	持有	135.12
25	特 力Ａ			2016-03-15	123.47	105	12.79	持有	139.26
2658	雪迪龙			2016-05-25	70.95	34	12.68	持有	79.95
2063	远光软件			2016-02-02	75.98	147	12.53	持有	85.50
2066	瑞泰科技			2016-05-24	47.75	35	12.48	持有	53.71
600267	海正药业			2016-03-02	72.98	118	12.47	持有	82.08
603268	松发股份			2016-03-07	38.72	113	12.47	持有	43.55
922	佳电股份			2016-02-03	19.64	146	12.42	持有	22.08
768	中航飞机			2016-05-27	140.22	32	12.17	持有	157.28
2604	龙力生物			2016-02-02	26.80	147	12.13	持有	30.05
600433	冠豪高新			2016-02-02	48.23	147	12.11	持有	54.07
600510	黑牡丹			2016-05-24	40.97	35	12.08	持有	45.92
600844	丹化科技			2016-05-27	40.31	32	12.06	持有	45.17
601608	中信重工			2016-02-04	7.53	145	11.95	持有	8.43
2152	广电运通			2016-02-03	151.65	146	11.93	持有	169.74
600290	华仪电气			2016-05-25	44.11	34	11.9	持有	49.36
600850	华东电脑			2016-03-14	168.45	106	11.9	持有	188.50
601801	皖新传媒			2016-03-16	22.16	104	11.87	持有	24.79
600337	美克家居			2016-05-26	65.36	33	11.83	持有	73.09
663	永安林业			2016-03-03	50.47	117	11.81	持有	56.43
600319	*ST亚星			2016-03-07	11.54	113	11.79	持有	12.90
2323	雅百特			2016-06-21	49.70	7	11.75	持有	55.54
600711	盛屯矿业			2016-01-25	62.52	155	11.74	持有	69.86
2472	双环传动			2016-05-26	52.76	33	11.71	持有	58.94
628	高新发展			2016-03-18	37.45	102	11.7	持有	41.83
2462	嘉事堂			2016-03-15	52.27	105	11.69	持有	58.38
2566	益盛药业			2016-05-31	35.72	28	11.59	持有	39.86
2410	广联达			2016-06-01	157.03	27	11.55	持有	175.16
603030	全筑股份			2016-02-01	24.63	148	11.49	持有	27.46
600723	首商股份			2016-03-02	22.47	118	11.44	持有	25.04
2364	中恒电气			2016-06-16	160.62	12	11.41	持有	178.94
600785	新华百货			2016-02-04	107.17	145	11.3	持有	119.28
601899	紫金矿业			2016-06-01	5.42	27	11.25	持有	6.03
564	西安民生			2016-05-27	33.40	32	11.23	持有	37.15
2363	隆基机械			2016-03-14	28.24	106	11.23	持有	31.41
2343	慈文传媒			2016-03-15	98.69	105	11.22	持有	109.76
600308	华泰股份			2016-06-01	28.03	27	11.17	持有	31.16
2670	华声股份			2016-03-07	27.69	113	11.09	持有	30.76
682	东方电子			2016-05-26	76.11	33	11.09	持有	84.55
977	浪潮信息			2016-03-03	116.92	117	11.08	持有	129.88
2356	赫美集团			2016-01-27	70.56	153	11.05	持有	78.36
2417	三元达			2016-02-03	31.79	146	10.92	持有	35.26
2551	尚荣医疗			2016-05-23	117.04	36	10.89	持有	129.78
678	襄阳轴承			2016-03-03	31.30	117	10.83	持有	34.69
2368	太极股份			2016-03-14	119.90	106	10.78	持有	132.82
576	广东甘化			2016-05-27	83.84	32	10.73	持有	92.84
2697	红旗连锁			2016-03-03	38.35	117	10.64	持有	42.43
2406	远东传动			2016-05-25	25.79	34	10.62	持有	28.53
600312	平高电气			2016-03-02	84.41	118	10.5	持有	93.27
