code,name,open,high,low,close,volume,amount,MA_60,date,p_change
600845,宝信软件,37.14,37.97,37.14,37.33,3338283.0,59015240.0,87.1392358151,2016-05-23,133.429509282
600422,昆药集团,61.43,61.99,61.2,61.48,5822066.0,76033382.0,130.550891442,2016-05-23,112.346928175
603889,新澳股份,17.53,18.1,17.47,17.88,3387227.0,40142888.0,36.4723429868,2016-05-23,103.984021179
601918,国投新集,5.89,5.95,5.86,5.9,28584476.0,111272206.0,10.5586642221,2016-05-23,78.9604105443
600485,信威集团,47.46,49.45,47.21,48.78,60726259.0,1061555025.0,75.6484871846,2016-05-23,55.0809495379
600432,吉恩镍业,33.85,34.1,33.27,33.61,13934589.0,95314838.0,50.2127783086,2016-05-23,49.3983287969
600871,石化油服,9.95,10.02,9.85,9.97,35003538.0,138308643.0,14.8428521112,2016-05-23,48.8751465512
600806,昆明机床,19.16,20.11,18.92,20.11,6343142.0,41124452.0,29.4668912337,2016-05-23,46.528549148
002312,三泰控股,216.5,219.29,212.5,217.83,44640394.0,793821345.0,317.716643421,2016-05-23,45.855319938
600760,中航黑豹,40.09,40.58,39.6,40.39,5352111.0,43953978.0,58.2731530995,2016-05-23,44.2761898973
600375,华菱星马,19.88,20.24,19.84,20.13,8337914.0,45629644.0,28.3909193976,2016-05-23,41.0378509569
300028,金亚科技,42.31,43.69,42.05,43.33,29594030.0,525922329.0,60.0822730716,2016-05-23,38.6620657088
200771,杭汽轮Ｂ,37.47,38.85,37.47,38.57,967912.0,6454382.0,53.4035846325,2016-05-23,38.4588660424
600546,山煤国际,24.57,24.73,24.49,24.65,14981299.0,45648919.0,33.9768842924,2016-05-23,37.8372587928
000748,长城信息,118.27,121.83,118.2,120.19,20377883.0,343703836.0,164.570596641,2016-05-23,36.9253653721
600745,中茵股份,50.82,52.44,50.49,51.85,17669152.0,389202940.0,69.8174602711,2016-05-23,34.6527681216
002568,百润股份,95.88,97.29,95.49,96.48,7955702.0,178710560.0,129.579794192,2016-05-23,34.3074152073
000622,恒立实业,65.87,69.17,65.4,69.17,9233375.0,79069049.0,92.85152235,2016-05-23,34.236695605
001896,豫能控股,11.45,11.55,11.44,11.49,6214128.0,51667242.0,15.3717852187,2016-05-23,33.7840314944
000712,锦龙股份,231.29,233.99,227.69,230.26,17181211.0,308643197.0,307.907741675,2016-05-23,33.7217674261
600701,工大高新,66.73,67.83,66.68,67.28,5461095.0,66737751.0,89.9088588307,2016-05-23,33.6338567638
000925,众合科技,36.77,37.84,36.77,37.61,8814474.0,132669482.0,50.1146673174,2016-05-23,33.2482513092
200625,长  安Ｂ,59.12,60.09,58.67,59.86,3203491.0,33559772.0,79.4554569323,2016-05-23,32.7354776684
600490,鹏欣资源,101.03,103.83,100.75,101.87,48876511.0,356071635.0,134.793175485,2016-05-23,32.318813669
000972,新中基,19.47,19.83,19.34,19.77,18554414.0,111584975.0,26.0901468118,2016-05-23,31.9683703174
002423,中原特钢,10.48,10.52,10.38,10.48,4391426.0,45138501.0,13.7530214159,2016-05-23,31.2311203812
300392,腾信股份,154.95,161.61,154.95,158.61,7119153.0,187719825.0,207.995769932,2016-05-23,31.1366054678
000669,金鸿能源,39.73,40.53,39.58,40.25,5660505.0,88586915.0,52.7006234961,2016-05-23,30.9332260772
600306,商业城,21.07,22.04,20.84,21.68,7472860.0,94761566.0,28.2576572366,2016-05-23,30.3397474011
600234,山水文化,29.7,30.97,29.68,30.53,6958521.0,89521745.0,39.711186196,2016-05-23,30.0726701475
000837,秦川机床,32.14,32.42,31.86,32.34,7795544.0,62054721.0,42.0520095867,2016-05-23,30.0309511031
200706,瓦  轴Ｂ,7.29,7.54,7.29,7.45,308118.0,1441480.0,9.66472860306,2016-05-23,29.7279007122
002037,久联发展,59.06,59.86,59.06,59.3,2508451.0,37405491.0,76.7649847942,2016-05-23,29.4519136496
000933,神火股份,47.82,48.18,47.46,48.06,23538350.0,93445768.0,62.2082931358,2016-05-23,29.4388121843
002757,南兴装备,38.18,39.0,38.11,38.81,1870523.0,72312938.0,50.2125606466,2016-05-23,29.3804706173
601919,中国远洋,5.45,5.61,5.42,5.5,24061824.0,126575478.0,7.09956040022,2016-05-23,29.0829163676
300443,金雷风电,122.2,125.27,122.2,124.13,2486191.0,153752755.0,160.023482219,2016-05-23,28.9160414233
600744,华银电力,21.63,22.12,21.63,22.0,9714263.0,51853590.0,28.2706848679,2016-05-23,28.5031130359
300378,鼎捷软件,58.83,59.04,57.84,58.7,1866767.0,63909145.0,75.2215560284,2016-05-23,28.1457513261
600428,中远航运,35.7,36.64,35.52,36.39,24232279.0,140064474.0,46.6160001438,2016-05-23,28.1011270783
600466,蓝光发展,35.35,35.81,35.35,35.68,7479530.0,57384868.0,45.6958473434,2016-05-23,28.0713210298
002751,易尚展示,131.51,133.17,128.99,130.17,7399836.0,483190969.0,166.09559501,2016-05-23,27.5989821078
000901,航天科技,118.36,119.7,117.78,119.09,6385994.0,209280959.0,151.830763956,2016-05-23,27.492454409
300164,通源石油,43.37,44.33,43.37,44.15,4612784.0,33965658.0,56.2252538727,2016-05-23,27.350518398
300380,安硕信息,80.14,82.36,80.14,81.37,4039849.0,163674803.0,103.47575123,2016-05-23,27.1669549347
000939,凯迪生态,72.86,74.57,72.68,74.1,9257580.0,72159244.0,94.2114162876,2016-05-23,27.1409126688
601717,郑煤机,12.36,12.45,12.32,12.45,11977964.0,66657261.0,15.8182915206,2016-05-23,27.054550366
300257,开山股份,86.94,88.95,86.44,87.63,8619887.0,120879362.0,111.293440372,2016-05-23,27.0038119051
000066,长城电脑,117.8,121.28,116.45,119.26,16953986.0,179568210.0,151.45242955,2016-05-23,26.993484446
000566,海南海药,98.72,99.94,98.24,99.06,6435671.0,130946337.0,125.628837776,2016-05-23,26.8209547506
600982,宁波热电,17.6,18.01,17.6,17.9,6040454.0,28565167.0,22.6989353255,2016-05-23,26.8096945557
300212,易华录,123.56,125.97,123.08,123.94,6093509.0,157127164.0,157.090989612,2016-05-23,26.7476114345
000629,攀钢钒钛,19.14,19.22,18.99,19.14,46670167.0,114143322.0,24.2092782191,2016-05-23,26.4852571531
600725,云维股份,18.13,18.41,18.0,18.29,2590483.0,11622465.0,23.1332050018,2016-05-23,26.4800710871
200550,江  铃Ｂ,31.98,32.49,31.98,32.45,18805.0,338188.0,40.9728984618,2016-05-23,26.2647102057
300316,晶盛机电,56.69,58.21,56.69,57.93,9711371.0,80719060.0,73.1446361745,2016-05-23,26.2638290601
000782,美达股份,27.31,28.44,27.31,27.94,8119874.0,68188396.0,35.2455452624,2016-05-23,26.1472629292
603600,永艺股份,43.07,44.59,42.99,44.01,1778402.0,77917573.0,55.5140127334,2016-05-23,26.1395426798
600170,上海建工,43.85,44.2,43.85,44.2,19428418.0,75145990.0,55.729066556,2016-05-23,26.0838609864
600588,用友网络,434.13,441.84,432.63,437.36,10098321.0,177094082.0,551.293107635,2016-05-23,26.0501892343
600346,大橡塑,39.94,40.46,39.87,40.33,5587785.0,34361152.0,50.7389731134,2016-05-23,25.8095043725
002285,世联行,107.09,108.23,106.38,106.95,14161352.0,106521129.0,134.491248378,2016-05-23,25.7515178852
600643,爱建集团,70.29,71.06,70.06,70.6,14565030.0,133562599.0,88.7339803777,2016-05-23,25.6855246143
601989,中国重工,10.15,10.19,10.02,10.09,68573907.0,412595153.0,12.6815662623,2016-05-23,25.6845021041
601636,旗滨集团,8.18,8.29,8.16,8.23,14904552.0,46197672.0,10.326082965,2016-05-23,25.4688088096
600180,瑞茂通,38.11,38.8,38.09,38.42,3836854.0,53522586.0,48.1894534653,2016-05-23,25.4280412944
601618,中国中冶,4.0,4.03,3.99,4.01,24749953.0,91564152.0,5.02596093734,2016-05-23,25.335684223
600881,亚泰集团,237.26,241.38,237.26,239.84,13298645.0,61946577.0,300.589311211,2016-05-23,25.3290990704
002228,合兴包装,50.52,52.44,50.52,51.71,18069182.0,101990873.0,64.8039504232,2016-05-23,25.3218921353
300309,吉艾科技,44.55,44.95,44.35,44.67,4492437.0,49488504.0,55.976101364,2016-05-23,25.3102784062
600160,巨化股份,77.49,77.56,75.08,75.68,25595513.0,257783528.0,94.7008797437,2016-05-23,25.1332977585
000767,漳泽电力,41.22,41.65,41.22,41.54,6121101.0,23394217.0,51.9593638036,2016-05-23,25.0827246114
600545,新疆城建,27.86,28.46,27.82,28.3,6718144.0,47084859.0,35.3926498284,2016-05-23,25.0623668849
600291,西水股份,63.11,65.69,62.88,64.53,5271617.0,105392087.0,80.6980325225,2016-05-23,25.0550635713
600202,哈空调,44.41,45.34,44.41,44.95,7126552.0,65378964.0,56.1836772711,2016-05-23,24.9914955976
002163,中航三鑫,29.38,29.89,28.91,29.89,22463475.0,140952888.0,37.3311182433,2016-05-23,24.8950091778
