code,name,open,high,low,close,volume,amount,MA_20,date
000301,东方市场,8.76,9.23,8.74,8.97,20369299.0,87195664.0,8.8555,2016-06-17
600269,赣粤高速,44.59,45.21,44.59,44.7,8526509.0,37247751.0,44.5835,2016-06-17
600368,五洲交通,11.34,11.52,11.31,11.43,5890584.0,29044595.0,11.3365,2016-06-17
601188,龙江交通,4.2,4.25,4.18,4.23,4585115.0,18411445.0,4.203,2016-06-17
000782,美达股份,27.94,29.04,27.84,28.87,17590456.0,151943059.0,28.401,2016-06-17
000949,新乡化纤,18.41,18.59,18.22,18.5,10631665.0,42096231.0,18.4735,2016-06-17
600031,三一重工,224.59,226.85,224.59,226.85,19304921.0,96714933.0,225.2,2016-06-17
601226,华电重工,13.84,14.04,13.8,13.89,4300319.0,39749976.0,13.801,2016-06-17
000039,中集集团,325.99,334.38,325.99,329.02,7885854.0,111635889.0,326.0485,2016-06-17
000528,柳    工,63.25,63.95,63.05,63.35,7802497.0,49829882.0,63.2645,2016-06-17
000530,大冷股份,73.96,77.52,73.89,77.16,10313728.0,107553300.0,75.429,2016-06-17
000678,襄阳轴承,34.86,35.71,34.51,35.09,4969328.0,39379163.0,34.9965,2016-06-17
002342,巨力索具,13.99,14.21,13.91,14.04,9844902.0,55784097.0,14.039,2016-06-17
002472,双环传动,51.62,55.33,51.3,54.28,6481804.0,140058093.0,51.979,2016-06-17
002690,美亚光电,72.5,76.34,72.5,74.42,2726254.0,58172957.0,73.424,2016-06-17
300090,盛运环保,57.93,58.22,56.91,57.2,10938463.0,86545695.0,57.1705,2016-06-17
300151,昌红科技,98.58,108.1,98.58,108.1,10022295.0,134010612.0,101.367,2016-06-17
300260,新莱应材,43.94,47.09,43.94,46.39,2350624.0,70495544.0,45.0675,2016-06-17
300272,开能环保,45.1,48.42,45.1,47.55,6006973.0,90820871.0,46.568,2016-06-17
300368,汇金股份,217.02,234.27,217.02,234.27,31184155.0,888989227.0,217.2355,2016-06-17
300421,力星股份,28.66,29.51,28.66,29.02,1732894.0,49421121.0,29.009,2016-06-17
600216,浙江医药,72.92,75.99,72.65,75.72,32515947.0,436482486.0,74.6265,2016-06-17
600422,昆药集团,59.08,60.87,58.98,60.73,10256705.0,130542131.0,60.6915,2016-06-17
600436,片仔癀,243.92,251.4,243.92,251.14,5867880.0,225690057.0,246.142,2016-06-17
600613,神奇制药,381.53,388.66,380.43,383.72,2306898.0,32378577.0,382.145,2016-06-17
600664,哈药股份,73.72,74.89,73.17,74.44,10943901.0,90292777.0,74.0985,2016-06-17
600771,广誉远,127.72,135.21,127.56,135.06,5544739.0,139474668.0,129.7205,2016-06-17
600781,辅仁药业,35.22,35.78,35.22,35.55,2285045.0,39115311.0,35.54,2016-06-17
603998,方盛制药,50.78,53.37,50.78,52.31,6480227.0,86607701.0,51.311,2016-06-17
000153,丰原药业,52.4,54.16,52.4,53.5,4969680.0,48317114.0,52.793,2016-06-17
000739,普洛药业,73.04,73.99,72.92,73.63,5965632.0,36743409.0,73.0255,2016-06-17
002001,新 和 成,292.68,304.59,291.48,304.44,32474154.0,647062658.0,297.4665,2016-06-17
002030,达安基因,304.8,328.1,304.8,328.1,53655614.0,1606839419.0,303.9185,2016-06-17
002038,双鹭药业,388.35,402.82,388.35,395.58,7156352.0,207924936.0,393.5055,2016-06-17
002099,海翔药业,56.24,57.86,56.24,56.82,10778775.0,95023993.0,56.5005,2016-06-17
002166,莱茵生物,65.84,69.05,65.24,68.2,18246684.0,205416124.0,65.4215,2016-06-17
002198,嘉应制药,47.98,49.3,47.98,48.44,4024667.0,38632755.0,47.991,2016-06-17
002275,桂林三金,27.96,29.45,27.9,28.5,5399681.0,101255423.0,28.0435,2016-06-17
002393,力生制药,38.36,38.89,38.3,38.6,1729403.0,59764006.0,38.3865,2016-06-17
002399,海普瑞,61.66,64.98,61.62,63.45,7033489.0,122896738.0,61.662,2016-06-17
002412,汉森制药,68.53,69.99,68.45,69.49,2598610.0,43351231.0,69.414,2016-06-17
002424,贵州百灵,168.47,173.75,168.37,169.61,8640881.0,143061293.0,168.806,2016-06-17
002603,以岭药业,40.04,40.78,39.83,40.15,9096881.0,138521265.0,39.612,2016-06-17
002693,双成药业,31.71,32.55,31.46,32.17,5270246.0,48363083.0,32.0985,2016-06-17
002737,葵花药业,68.65,70.08,68.47,69.65,2546993.0,88308293.0,68.52,2016-06-17
300016,北陆药业,93.95,102.49,93.95,102.49,11068497.0,233607745.0,97.6495,2016-06-17
300039,上海凯宝,79.37,81.27,79.37,80.28,8540429.0,83039026.0,79.6085,2016-06-17
300086,康芝药业,50.33,52.58,50.33,51.29,9057257.0,97985227.0,50.859,2016-06-17
300147,香雪制药,70.16,73.07,69.64,71.56,13404043.0,185616937.0,70.9605,2016-06-17
300406,九强生物,79.56,81.99,78.67,80.21,2804175.0,55912952.0,79.087,2016-06-17
600529,山东药玻,65.33,66.54,65.14,66.03,4085861.0,69355370.0,66.0095,2016-06-17
002338,奥普光电,80.42,82.2,80.42,81.23,1232692.0,62956619.0,80.3745,2016-06-17
300099,尤洛卡,103.66,112.82,103.66,112.82,31023819.0,253854795.0,112.323,2016-06-17
300354,东华测试,71.15,75.81,71.12,72.68,3368673.0,77820287.0,71.3825,2016-06-17
300417,南华仪器,75.91,79.12,75.91,78.8,1337693.0,52057534.0,77.4855,2016-06-17
600029,南方航空,11.39,11.81,11.39,11.51,78180917.0,560517438.0,11.2705,2016-06-17
600119,长江投资,41.92,42.88,41.72,42.06,4592497.0,66785321.0,42.0335,2016-06-17
600180,瑞茂通,37.78,39.63,37.7,39.47,6827580.0,95732825.0,38.2465,2016-06-17
600717,天津港,146.59,150.46,146.59,150.3,7683680.0,67813274.0,148.2235,2016-06-17
600897,厦门空港,85.19,87.01,84.9,86.1,1379819.0,28764016.0,85.2205,2016-06-17
000022,深赤湾Ａ,57.14,58.21,57.14,57.75,1939027.0,29461242.0,57.74,2016-06-17
000088,盐 田 港,46.45,47.11,45.88,46.24,6544147.0,41901466.0,45.825,2016-06-17
000089,深圳机场,57.25,57.67,56.49,57.32,7918527.0,65195038.0,56.8975,2016-06-17
002040,南 京 港,26.25,28.49,26.25,28.24,11319985.0,136722652.0,27.2625,2016-06-17
600038,中直股份,115.27,117.11,114.32,115.45,5625930.0,218673638.0,114.857,2016-06-17
600316,洪都航空,97.68,99.08,97.63,98.59,6928310.0,127171379.0,97.613,2016-06-17
600893,中航动力,118.92,121.08,118.61,119.67,6550694.0,222371072.0,119.0475,2016-06-17
600108,亚盛集团,48.05,49.11,48.05,48.63,18266511.0,91764484.0,48.3965,2016-06-17
601996,丰林集团,15.14,15.87,15.12,15.62,9461722.0,70942763.0,15.228,2016-06-17
300189,神农大丰,34.11,35.48,34.05,34.63,21144831.0,112953731.0,34.3995,2016-06-17
600512,腾达建设,24.66,24.97,24.66,24.84,6057580.0,24302441.0,24.7715,2016-06-17
000090,天健集团,36.53,36.86,36.24,36.57,7078481.0,62456034.0,36.3135,2016-06-17
002047,宝鹰股份,30.38,31.43,30.38,31.43,8689851.0,85131641.0,30.7615,2016-06-17
002392,北京利尔,39.47,40.55,39.47,40.3,8598992.0,41796942.0,40.297,2016-06-17
600056,中国医药,125.51,134.08,125.51,131.83,17728653.0,269046276.0,130.885,2016-06-17
600280,中央商场,72.95,74.07,71.83,73.4,6509664.0,42533755.0,73.331,2016-06-17
600361,华联综超,29.25,29.92,29.25,29.73,2960153.0,18277163.0,29.371,2016-06-17
600682,南京新百,347.44,357.38,342.6,354.29,6873216.0,179938318.0,347.5155,2016-06-17
600723,首商股份,23.55,23.8,23.43,23.6,2938145.0,24648282.0,23.421,2016-06-17
600833,第一医药,135.79,140.07,135.79,138.91,2159856.0,33534009.0,138.3315,2016-06-17
600859,王府井,61.26,62.27,61.26,61.95,3961966.0,60360053.0,61.5495,2016-06-17
000062,深圳华强,115.98,127.31,115.98,127.31,13957258.0,364857122.0,118.461,2016-06-17
000417,合肥百货,128.27,132.79,128.1,132.29,13687097.0,106687652.0,128.66,2016-06-17
000785,武汉中商,66.77,69.27,66.77,67.83,4014946.0,43781081.0,66.672,2016-06-17
000906,物产中拓,28.39,29.43,28.39,28.82,2978060.0,34021600.0,28.6985,2016-06-17
002024,苏宁云商,935.55,948.35,928.72,933.84,46288501.0,509156598.0,932.985,2016-06-17
002187,广百股份,24.87,25.46,24.87,25.25,2942120.0,35008230.0,25.0395,2016-06-17
002462,嘉事堂,55.32,56.19,55.32,55.73,1071338.0,38022173.0,55.1315,2016-06-17
600448,华纺股份,11.71,11.95,11.55,11.84,6617890.0,43070685.0,11.744,2016-06-17
002042,华孚色纺,38.92,39.96,38.92,39.67,4484420.0,42850370.0,39.5095,2016-06-17
002394,联发股份,50.15,51.43,50.01,50.86,3430098.0,48876128.0,50.167,2016-06-17
600055,华润万东,161.63,168.57,161.03,163.88,4073816.0,110511111.0,163.278,2016-06-17
002223,鱼跃医疗,174.48,180.01,174.08,179.03,8879694.0,274911835.0,178.166,2016-06-17
002614,蒙发利,53.54,55.45,53.45,54.66,4604410.0,53986632.0,54.0455,2016-06-17
300003,乐普医疗,74.42,77.44,74.21,77.34,5805090.0,210108641.0,74.446,2016-06-17
300171,东富龙,144.12,157.86,144.12,154.3,21307298.0,396953397.0,146.005,2016-06-17
300206,理邦仪器,64.81,70.77,64.81,68.87,42164229.0,475305755.0,65.1585,2016-06-17
300244,迪安诊断,281.45,301.94,281.45,292.12,8868196.0,277063440.0,288.9115,2016-06-17
300314,戴维医疗,83.12,90.97,83.12,87.69,12097444.0,290295132.0,84.585,2016-06-17
300318,博晖创新,61.65,64.46,61.65,62.52,7222146.0,140998090.0,62.145,2016-06-17
300326,凯利泰,126.82,135.87,126.57,132.81,7426841.0,160558535.0,127.77,2016-06-17
300396,迪瑞医疗,87.01,95.59,87.01,95.59,4933102.0,183012551.0,89.8845,2016-06-17
300412,迦南科技,68.75,74.16,68.75,72.98,3404835.0,109761665.0,68.8415,2016-06-17
601600,中国铝业,4.0,4.12,3.98,4.09,69288754.0,277814782.0,4.039,2016-06-17
600333,长春燃气,21.18,22.65,21.18,22.21,11390177.0,96792352.0,21.26,2016-06-17
600617,国新能源,484.97,506.15,484.13,491.75,3082081.0,36188876.0,487.3235,2016-06-17
600758,红阳能源,26.27,27.32,26.11,26.48,6320514.0,63990366.0,26.257,2016-06-17
600917,重庆燃气,9.77,9.89,9.73,9.81,4409179.0,43130991.0,9.744,2016-06-17
000692,惠天热电,66.27,68.14,66.27,67.39,6407374.0,34660913.0,66.782,2016-06-17
002267,陕天然气,22.52,22.79,22.52,22.63,4329975.0,43902781.0,22.565,2016-06-17
603333,明星电缆,11.03,11.4,11.03,11.09,3323244.0,24540708.0,11.0515,2016-06-17
300018,中元华电,70.79,73.62,70.34,71.56,11126852.0,124758048.0,70.933,2016-06-17
300341,麦迪电气,57.01,61.49,57.01,59.28,3213788.0,94506340.0,57.384,2016-06-17
600966,博汇纸业,21.04,21.7,21.04,21.43,23452488.0,76180684.0,21.3395,2016-06-17
600123,兰花科创,47.94,50.45,47.87,49.47,27049395.0,191084774.0,49.1605,2016-06-17
600348,阳泉煤业,46.97,49.43,46.97,48.95,25512915.0,156302624.0,47.989,2016-06-17
600397,安源煤业,16.93,18.02,16.93,17.66,22845550.0,100001417.0,17.253,2016-06-17
600725,云维股份,18.9,19.51,18.9,19.27,2121280.0,10036257.0,19.1375,2016-06-17
600740,山西焦化,39.09,41.47,38.94,40.2,11546860.0,62611854.0,39.3405,2016-06-17
600971,恒源煤电,33.43,36.52,33.43,35.55,43382334.0,235188146.0,34.183,2016-06-17
601225,陕西煤业,4.58,4.84,4.54,4.76,34547993.0,156847011.0,4.595,2016-06-17
601666,平煤股份,9.83,10.36,9.83,10.16,20570736.0,82570658.0,10.039,2016-06-17
601898,中煤能源,5.3,5.52,5.3,5.48,19416924.0,92983014.0,5.362,2016-06-17
000552,靖远煤电,20.84,22.0,20.66,21.33,37261120.0,129674732.0,21.166,2016-06-17
000780,平庄能源,21.51,23.68,21.46,23.68,34975144.0,174062770.0,21.9145,2016-06-17
000933,神火股份,46.73,48.91,46.73,48.67,54890135.0,220078016.0,47.9965,2016-06-17
000983,西山煤电,42.52,45.74,42.46,45.06,56151113.0,402603189.0,44.281,2016-06-17
002128,露天煤业,16.58,17.66,16.58,17.32,25616269.0,184754999.0,16.8655,2016-06-17
600186,莲花味精,26.95,27.55,26.9,27.15,13341572.0,72026380.0,27.0405,2016-06-17
600872,中炬高新,131.41,135.72,131.19,135.17,13731494.0,165826380.0,131.9285,2016-06-17
000019,深深宝Ａ,51.14,55.96,51.11,54.66,24292824.0,402884032.0,52.9315,2016-06-17
002286,保龄宝,49.53,50.68,49.08,49.5,3065427.0,44013176.0,49.3875,2016-06-17
002557,洽洽食品,56.23,58.04,56.23,58.04,6827357.0,131399826.0,57.428,2016-06-17
002626,金达威,101.94,106.87,101.46,106.8,16474466.0,252551424.0,104.3445,2016-06-17
300401,花园生物,45.12,49.21,44.76,49.21,10960660.0,261211010.0,45.8335,2016-06-17
600399,抚顺特钢,20.42,22.32,20.42,21.65,43472278.0,276545368.0,21.3485,2016-06-17
600808,马钢股份,4.31,4.62,4.31,4.48,66743475.0,163010009.0,4.4415,2016-06-17
601969,海南矿业,11.35,12.03,11.35,11.38,7009295.0,80543221.0,10.975,2016-06-17
000655,金岭矿业,44.4,46.27,44.34,46.27,15129873.0,119085896.0,42.3855,2016-06-17
000825,太钢不锈,20.91,21.37,20.84,21.04,18127315.0,57606702.0,20.9425,2016-06-17
002132,恒星科技,23.77,24.1,23.65,23.82,9243619.0,39422961.0,23.81,2016-06-17
002487,大金重工,38.38,39.56,38.19,39.52,9358323.0,80095089.0,38.8205,2016-06-17
300345,红宇新材,42.27,46.16,42.14,44.92,20240555.0,211476398.0,42.666,2016-06-17
600292,中电远达,51.55,52.25,51.1,51.43,6841442.0,85487268.0,51.3655,2016-06-17
603126,中材节能,15.89,16.28,15.89,16.05,4659969.0,49684589.0,16.0245,2016-06-17
000544,中原环保,28.16,28.76,27.88,28.51,2434551.0,32115330.0,28.098,2016-06-17
002200,云投生态,32.33,33.09,32.25,32.69,3111442.0,56250277.0,32.382,2016-06-17
300197,铁汉生态,176.48,178.7,174.81,175.92,4921295.0,62595381.0,175.6635,2016-06-17
300422,博世科,60.4,62.63,60.16,61.56,2329297.0,71683754.0,61.387,2016-06-17
600573,惠泉啤酒,17.0,18.14,16.93,17.46,4604752.0,63146649.0,17.096,2016-06-17
600037,歌华有线,72.72,74.0,72.42,73.11,15013919.0,224002017.0,72.868,2016-06-17
600160,巨化股份,76.17,82.18,76.09,79.14,52133644.0,543072909.0,75.7275,2016-06-17
600281,太化股份,11.33,11.78,11.31,11.76,6688118.0,39605217.0,11.4,2016-06-17
601118,海南橡胶,5.5,5.75,5.5,5.69,50992790.0,278065734.0,5.5355,2016-06-17
000627,天茂集团,206.86,215.0,206.57,213.31,19418466.0,146315552.0,210.2105,2016-06-17
000737,南风化工,21.13,21.64,21.13,21.29,6614101.0,35749806.0,21.1215,2016-06-17
002217,合力泰,42.47,43.75,41.32,42.74,27353751.0,416478439.0,42.4105,2016-06-17
002408,齐翔腾达,31.57,32.4,31.27,31.87,17144384.0,92232019.0,31.719,2016-06-17
002584,西陇化工,34.7,36.67,34.7,35.66,8506343.0,114040294.0,34.887,2016-06-17
002597,金禾实业,56.51,59.02,56.51,58.44,16105406.0,208887581.0,58.33,2016-06-17
002648,卫星石化,35.85,36.27,35.47,36.19,4078799.0,34785165.0,35.701,2016-06-17
300031,宝通科技,146.43,158.0,146.43,157.35,7854843.0,184131755.0,150.3,2016-06-17
300072,三聚环保,267.31,273.9,266.49,270.81,8790061.0,230519384.0,267.109,2016-06-17
300192,科斯伍德,40.21,41.61,39.94,40.86,7106926.0,85557591.0,40.247,2016-06-17
300320,海达股份,50.09,51.32,50.0,50.32,3720764.0,41353840.0,50.2,2016-06-17
600082,海泰发展,33.2,33.85,33.2,33.62,5228787.0,29770855.0,33.61,2016-06-17
600159,大龙地产,21.59,22.25,21.49,21.92,7283622.0,33491461.0,21.808,2016-06-17
600162,香江控股,28.04,28.48,28.04,28.17,3879333.0,24979295.0,28.152,2016-06-17
600240,华业资本,73.18,76.65,73.18,76.27,26764282.0,262611966.0,73.4805,2016-06-17
600510,黑牡丹,41.18,41.92,41.07,41.6,4164795.0,32876976.0,41.434,2016-06-17
000006,深振业Ａ,298.21,312.6,296.94,305.83,20560315.0,147449101.0,303.311,2016-06-17
000011,深物业A,42.58,44.69,42.58,44.02,8688413.0,107717195.0,43.477,2016-06-17
000029,深深房Ａ,21.08,22.32,21.08,22.17,14269043.0,143263505.0,21.7115,2016-06-17
000043,中航地产,68.83,70.95,68.65,69.75,9147235.0,69691307.0,69.1545,2016-06-17
