code,name,open,high,low,close,volume,amount,MA_20,date
000615,湖北金环,70.86,77.06,70.86,77.06,22043532.0,354522848.0,71.0545,2016-01-22
000933,神火股份,63.4,64.61,60.62,62.07,91997488.0,478401696.0,60.8445,2016-01-22
000761,本钢板材,10.47,11.22,10.47,11.22,20571262.0,120022400.0,10.6255,2016-01-22
002624,完美环球,57.05,57.05,57.05,57.05,169206.0,4734384.0,53.496,2016-01-22
002192,*ST融捷,87.6,89.67,86.91,89.67,6825175.0,299232896.0,87.4055,2016-01-22
002077,大港股份,24.16,26.01,23.39,25.52,7905224.0,133637496.0,24.949,2016-01-22
300310,宜通世纪,143.35,153.59,136.72,149.57,3881135.0,212144896.0,146.529,2016-01-22
300342,天银机电,77.66,80.13,73.04,80.07,4845479.0,177448800.0,77.0835,2016-01-22
600116,三峡水利,38.52,39.1,35.84,38.95,17938771.0,349445836.0,38.2455,2016-01-22
600995,文山电力,67.87,73.45,66.74,73.21,14362251.0,124928126.0,69.385,2016-01-22
