code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,-1.087,7.28,7.4,7.43,7.2,7.36,13169536,0.75577,14.56,0.532896,1.67356321839
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,-0.746,2.66,2.68,2.69,2.64,2.68,23317200,0.85055,29.5555555556,0.6384,0.591111111111
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,0.156,6.41,6.45,6.47,6.38,6.4,15694725,0.57363,14.2444444444,0.789142222222,0.028921555357
002670,国盛金控,0.31,110.48,,1.65,,9840.46,239.28,,08-25,国盛金控,0.062,16.21,16.28,16.48,16.06,16.2,2587758,0.5255,52.2903225806,0.862790322581,0.473301254351
300292,吴通控股,0.41,64.0,7.92,5.3,-0.19,13040.17,125.59,10转30,08-27,吴通控股,1.048,6.75,6.67,6.76,6.63,6.68,9215335,1.30578,16.4634146341,0.87256097561,0.257240853659
600269,赣粤高速,0.32,77.78,,5.58,,73900.78,73.48,,08-09,赣粤高速,0.0,5.16,5.16,5.17,5.13,5.16,12128071,0.51931,16.125,0.899775,0.207315505271
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-0.644,4.63,4.65,4.68,4.61,4.66,8158712,0.59773,5.08791208791,0.90056043956,0.000565323565324
000903,云内动力,0.14,13.22,,2.95,,10956.45,13.72,,08-29,云内动力,0.0,4.32,4.32,4.35,4.28,4.32,13615849,0.86111,30.8571428571,0.910285714286,2.33412578344
300194,福安药业,0.3,200.0,9.01,3.86,0.4,8380.58,206.36,,08-27,福安药业,-0.281,7.1,7.13,7.15,7.06,7.12,4374441,0.86392,23.6666666667,0.913533333333,0.118333333333
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,0.187,10.72,10.74,10.75,10.64,10.7,24277613,0.2272,11.652173913,0.934504347826,2.02646502836
000898,鞍钢股份,0.04,95.24,,0.69,,30000.0,93.55,,08-30,鞍钢股份,1.115,5.44,5.44,5.48,5.39,5.38,23692945,0.38531,136.0,0.9384,1.42797144057
300420,五洋科技,0.35,157.93,11.18,3.86,-0.16,3209.54,223.09,,08-03,五洋科技,-1.16,8.52,8.63,8.66,8.43,8.62,6641386,3.61833,24.3428571429,0.939634285714,0.15413700464
601992,金隅股份,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅股份,1.445,7.02,6.95,7.02,6.87,6.92,195053914,2.3947,20.6470588235,0.964217647059,0.378497870276
600308,华泰股份,0.06,22.0,,1.11,,7066.91,20.47,,08-20,华泰股份,0.561,5.38,5.35,5.39,5.31,5.35,8790601,0.7529,89.6666666667,0.9953,4.07575757576
601166,兴业银行,1.49,2.76,15.88,9.46,1.46,2944100.0,6.12,,08-30,兴业银行,0.378,15.94,15.97,16.0,15.85,15.88,55499443,0.2913,10.6979865772,1.0120295302,3.87608209318
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,0.261,11.51,11.48,11.55,11.4,11.48,3008345,0.41625,28.775,1.01288,0.0151447368421
000709,河钢股份,0.04,14.71,,0.93,,40900.49,14.57,,08-31,河钢股份,1.395,4.36,4.33,4.39,4.3,4.3,194331582,1.8304,109.0,1.0137,7.40992522094
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,-0.099,10.07,10.1,10.12,9.94,10.08,32675064,0.91234,7.68702290076,1.09155725191,9.98314662437
000425,徐工机械,0.02,500.0,,0.62,,12701.26,1474.08,,08-12,徐工机械,-0.281,3.55,3.58,3.59,3.53,3.56,40470890,0.57869,177.5,1.1005,0.355
601333,广深铁路,0.1,42.86,,2.46,,68182.27,46.71,,08-25,广深铁路,0.0,4.48,4.5,4.51,4.45,4.48,23713823,0.41955,44.8,1.10208,1.04526364909
603766,隆鑫通用,0.51,16.71,,7.84,,42705.66,22.16,,08-16,隆鑫通用,2.279,7.18,7.04,7.19,7.01,7.02,19506826,0.93895,14.0784313725,1.10374901961,0.842515342463
600221,海航控股,0.14,4.18,,4.88,,167333.9,4.42,,08-30,海航控股,0.31,3.24,3.24,3.25,3.22,3.23,32765266,0.27739,23.1428571429,1.12937142857,5.53656869446
002483,润邦股份,0.16,100.0,,2.81,,6667.97,146.44,,08-11,润邦股份,0.0,6.78,6.78,6.87,6.72,6.78,4029164,0.70099,42.375,1.1907375,0.42375
600266,北京城建,0.28,48.95,,2.25,,43486.71,48.96,,08-13,北京城建,2.387,15.01,14.71,15.08,14.6,14.66,29745794,1.96078,53.6071428571,1.20616071429,1.09514081424
000825,太钢不锈,0.05,381.82,,1.41,,30155.27,371.75,,08-27,太钢不锈,1.663,4.28,4.23,4.35,4.2,4.21,44808142,0.78665,85.6,1.20696,0.224189408622
000926,福星股份,0.36,2.86,,3.61,,34017.61,36.42,,07-28,福星股份,-0.331,12.04,12.1,12.1,11.94,12.08,6370536,0.67175,33.4444444444,1.20734444444,11.6938616939
002472,双环传动,0.25,13.64,,2.86,,8263.9,34.29,10转10,08-16,双环传动,2.955,10.8,10.51,10.91,10.51,10.49,6135801,1.13867,43.2,1.23552,3.16715542522
002425,凯撒文化,0.1,156.41,,1.32,,4448.96,179.56,10派0.5,08-25,凯撒文化,0.213,9.4,9.46,9.49,9.31,9.38,4900487,0.65201,94.0,1.2408,0.600984591778
300189,神农基因,0.01,264.29,1.39,0.37,-0.16,519.94,784.48,,08-27,神农基因,1.807,3.38,3.34,3.39,3.31,3.32,28490239,3.23133,338.0,1.2506,1.27889818003
000761,本钢板材,0.06,50.0,,1.52,,18253.82,42.6,,08-25,本钢板材,-0.8,4.96,5.03,5.06,4.95,5.0,5285086,0.19317,82.6666666667,1.25653333333,1.65333333333
600064,南京高科,0.99,48.13,,8.36,,76297.95,47.65,,07-28,南京高科,0.54,14.9,14.82,14.92,14.82,14.82,3898187,0.50464,15.0505050505,1.25822222222,0.312705278423
000900,现代投资,0.34,41.0,,4.81,,34238.88,43.29,,08-27,现代投资,-0.446,8.93,8.98,8.99,8.88,8.97,5737762,0.56786,26.2647058824,1.26333235294,0.640602582496
000882,华联股份,0.02,29.38,,0.68,,4602.94,28.96,,08-12,华联股份,-0.532,3.74,3.77,3.77,3.72,3.76,8389300,0.44513,187.0,1.2716,6.36487406399
002347,泰尔股份,0.05,27.86,,0.85,,1031.22,27.82,10转10,08-20,泰尔股份,3.962,7.61,7.34,7.92,7.31,7.32,23113705,7.05481,152.2,1.2937,5.46302943288
601339,百隆东方,0.2,11.11,,4.38,,30034.31,12.35,,08-09,百隆东方,0.51,5.91,5.91,5.92,5.87,5.88,3097024,0.20647,29.55,1.29429,2.6597659766
600350,山东高速,0.26,28.78,,5.43,,126972.81,29.04,,08-05,山东高速,0.643,6.26,6.22,6.26,6.21,6.22,5121800,0.10646,24.0769230769,1.30737692308,0.836585235473
002502,骅威文化,0.21,200.0,,2.83,,8875.77,263.72,10转10,08-20,骅威文化,-1.119,9.72,9.86,9.86,9.64,9.83,11269171,2.22762,46.2857142857,1.30988571429,0.231428571429
000056,皇庭国际,0.09,202.01,,1.01,,5076.38,541.65,,08-27,皇庭国际,0.0,11.75,11.79,11.83,11.67,11.75,551500,0.19276,130.555555556,1.31861111111,0.646282637273
600216,浙江医药,0.21,45.83,,2.89,,19210.72,42.45,,08-29,浙江医药,2.583,9.93,9.67,9.93,9.67,9.68,11987139,1.28054,47.2857142857,1.36655714286,1.03176334902
000667,美好置业,0.11,646.15,,4.54,,27323.28,648.7,,07-20,美好置业,-0.297,3.36,3.38,3.38,3.35,3.37,15606753,0.61446,30.5454545455,1.38676363636,0.0472730086597
600810,神马股份,0.09,800.0,,1.61,,3890.88,586.05,,08-20,神马股份,0.512,7.86,7.83,7.89,7.78,7.82,3665801,0.82884,87.3333333333,1.40606666667,0.109166666667
002421,达实智能,0.13,69.71,,3.08,,7945.72,80.61,10转20,08-26,达实智能,2.414,5.94,5.8,5.96,5.78,5.8,17162423,1.21723,45.6923076923,1.40732307692,0.655462741247
600919,江苏银行,0.54,14.89,,8.26,,560953.4,14.06,,08-01,江苏银行,0.218,9.21,9.23,9.26,9.16,9.19,17812701,1.54296,17.0555555556,1.40878888889,1.14543690769
002585,双星新材,0.11,22.22,,1.53,,8073.01,21.05,,08-24,双星新材,-0.393,10.14,10.22,10.22,10.07,10.18,3434653,0.64202,92.1818181818,1.41038181818,4.14859667785
600172,黄河旋风,0.23,45.59,,3.94,,18193.81,72.67,,08-10,黄河旋风,0.362,8.31,8.29,8.4,8.26,8.28,8664799,0.74542,36.1304347826,1.42353913043,0.7925078917
600036,招商银行,1.4,6.87,15.0,9.54,-11.91,3523100.0,6.84,,08-19,招商银行,1.091,21.31,21.29,21.35,20.84,21.08,50786321,0.24619,15.2214285714,1.45212428571,2.21563734664
000708,大冶特钢,0.32,4.85,,4.1,,14563.72,4.95,,08-11,大冶特钢,0.531,11.36,11.29,11.46,11.26,11.3,3050819,0.67885,35.5,1.4555,7.31958762887
001896,豫能控股,0.38,64.08,,7.94,,32193.18,64.11,,08-20,豫能控股,-0.427,6.99,7.04,7.09,6.91,7.02,9539704,1.44121,18.3947368421,1.46054210526,0.287058939484
600188,兖州煤业,0.12,19.43,,1.5,,59242.2,-5.85,,08-29,兖州煤业,-0.34,11.74,11.81,11.81,11.61,11.78,4438292,0.14995,97.8333333333,1.4675,5.03516898267
300362,天翔环境,0.15,4.06,11.92,1.26,-0.9,2108.55,43.77,,08-26,天翔环境,0.229,17.5,17.47,17.63,17.34,17.46,934505,0.49047,116.666666667,1.47,28.7356321839
600106,重庆路桥,0.18,10.43,,5.09,,16538.19,11.76,,08-03,重庆路桥,0.578,5.22,5.2,5.23,5.16,5.19,11954096,1.19719,29.0,1.4761,2.78044103547
600383,金地集团,0.17,41.67,,2.34,,77797.34,49.39,,08-20,金地集团,1.511,10.75,10.64,10.8,10.57,10.59,12672308,0.28076,63.2352941176,1.47970588235,1.51752565677
002206,海利得,0.33,26.92,,6.79,,14641.42,26.61,,08-24,海 利 得,-0.138,7.24,7.25,7.33,7.22,7.25,4620700,0.5329,21.9393939394,1.48968484848,0.814984916025
600284,浦东建设,0.21,0.19,,2.85,,14462.84,0.21,,08-30,浦东建设,0.918,10.99,10.91,11.01,10.85,10.89,6256388,0.90275,52.3333333333,1.4915,275.438596491
600089,特变电工,0.37,9.02,,5.65,,121315.8,9.26,,08-30,特变电工,0.61,9.89,9.91,9.92,9.81,9.83,24082808,0.75268,26.7297297297,1.51022972973,2.9633846707
300242,明家联合,0.36,200.0,6.51,5.61,-0.56,11325.97,971.26,10转10,08-26,明家联合,-1.121,9.7,9.88,9.98,9.5,9.81,15073370,4.13569,26.9444444444,1.51158333333,0.134722222222
000338,潍柴动力,0.26,8.33,,3.28,,105151.6,8.5,10派1,08-31,潍柴动力,1.261,12.05,11.96,12.05,11.83,11.9,30649712,1.41933,46.3461538462,1.52015384615,5.56376396713
000732,泰禾集团,0.62,11.88,,5.7,,77480.07,36.87,,08-20,泰禾集团,0.608,16.56,16.57,16.73,16.37,16.46,3751257,0.30178,26.7096774194,1.5224516129,2.24828934506
000420,吉林化纤,0.01,22.08,,0.49,,757.47,37.23,10转10,08-31,吉林化纤,0.647,3.11,3.09,3.11,3.08,3.09,6846206,0.69391,311.0,1.5239,14.0851449275
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,-0.171,5.84,5.86,5.88,5.81,5.85,3436395,0.27639,11.4509803922,1.5241254902,0.0110450739254
601179,中国西电,0.09,13.75,,2.53,,46373.25,12.93,,08-30,中国西电,0.737,5.47,5.43,5.48,5.43,5.43,9474224,0.18483,60.7777777778,1.53767777778,4.4202020202
600548,深高速,0.28,14.17,,4.9,,61490.4,14.09,,08-20,深高速,-0.673,8.85,8.93,8.93,8.81,8.91,4141814,0.28898,31.6071428571,1.54875,2.23056759754
300304,云意电气,0.3,30.43,6.76,5.21,0.21,6168.63,31.44,,07-29,云意电气,-0.329,9.08,9.18,9.2,8.92,9.11,24240247,2.89043,30.2666666667,1.57689333333,0.994632489867
601668,中国建筑,0.51,18.6,,8.63,,1610031.0,17.24,,08-24,中国建筑,0.323,9.32,9.36,9.38,9.21,9.29,120365443,0.40545,18.2745098039,1.57709019608,0.982500527093
002088,鲁阳节能,0.11,83.33,,1.59,,2573.23,93.9,,08-24,鲁阳节能,0.459,10.95,10.9,10.98,10.8,10.9,1456988,0.69666,99.5454545455,1.58277272727,1.19459323827
