		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
002352	鼎泰新材			2016-03-03	37.36	372	474.3	持有	214.56
300308	中际装备			2016-10-10	49.34	151	129.37	持有	113.17
000912	泸天化			2016-06-20	14.43	172	111.23	持有	30.48
600110	诺德股份			2016-02-02	86.76	402	107.6	持有	180.11
002709	天赐材料			2016-03-08	66.30	367	105.51	持有	136.25
002455	百川股份			2016-03-02	42.25	373	101.16	持有	84.99
000839	中信国安			2016-03-08	130.50	367	101.03	持有	262.35
300268	万福生科			2016-06-29	36.71	250	94.91	持有	71.55
600148	长春一东			2016-02-02	49.04	402	94.45	持有	95.36
300309	吉艾科技			2016-05-04	53.42	281	90.6	持有	101.82
300376	易事特			2016-08-24	161.44	198	89.62	持有	306.12
300411	金盾股份			2016-02-03	41.56	401	88.57	持有	78.37
000333	美的集团			2016-03-02	78.39	373	82.83	持有	143.32
002759	天际股份			2016-03-14	37.43	361	77.32	持有	66.37
600173	卧龙地产			2016-03-02	13.69	294	75.68	持有	24.05
300327	中颖电子			2016-03-15	37.22	360	72.62	持有	64.25
000923	河北宣工			2016-03-14	21.32	361	68.86	持有	36.00
002656	摩登大道			2016-03-02	35.81	373	66.63	持有	59.67
002040	南 京 港			2016-03-09	26.89	366	62.44	持有	43.68
002651	利君股份			2016-01-22	27.82	413	59.02	持有	44.24
603558	健盛集团			2016-06-24	67.04	259	57.73	持有	105.74
002618	丹邦科技			2016-03-03	31.45	372	54.88	持有	48.71
600249	两面针			2016-05-31	32.15	283	54.43	持有	49.65
600319	*ST亚星			2016-03-07	11.54	368	53.47	持有	17.71
300082	奥克股份			2016-05-24	39.31	290	52.18	持有	59.82
002323	雅百特			2016-06-21	49.70	262	51.19	持有	75.14
000656	金科股份			2016-02-03	21.61	401	50.25	持有	32.47
002163	中航三鑫			2016-06-28	32.32	255	49.13	持有	48.20
600318	新力金融			2016-02-01	33.42	403	48.26	持有	49.55
600475	华光股份			2016-03-15	33.27	360	47.94	持有	49.22
002478	常宝股份			2016-03-02	11.94	373	45.98	持有	17.43
002365	永安药业			2016-03-04	32.65	371	45.51	持有	47.51
603338	浙江鼎力			2016-03-15	91.01	360	45.38	持有	132.31
002697	红旗连锁			2016-03-03	38.35	372	45.14	持有	55.66
000615	京汉股份			2016-05-24	78.59	290	44.92	持有	113.89
300377	赢时胜			2016-02-01	109.65	403	43.78	持有	157.65
600768	宁波富邦			2016-02-03	55.73	56	42.62	持有	79.48
600322	天房发展			2016-06-29	14.15	254	41.7	持有	20.05
600649	城投控股			2016-05-20	295.19	199	40.37	持有	414.37
002423	*ST中特			2016-08-05	10.11	217	40.26	持有	14.18
002302	西部建设			2016-10-12	32.15	149	37.88	持有	44.33
300391	康跃科技			2016-03-03	39.90	372	36.82	持有	54.59
600346	*ST橡塑			2016-05-20	39.86	165	36.38	持有	54.36
300450	先导智能			2016-09-21	184.43	170	35.47	持有	249.85
600152	维科精华			2016-02-04	28.15	288	35.38	持有	38.11
600480	凌云股份			2016-05-31	24.42	283	34.11	持有	32.75
002340	格林美			2017-02-08	113.67	30	33.76	持有	152.04
002747	埃斯顿			2017-02-03	62.40	12	33.57	持有	83.35
000611	*ST蒙发			2016-03-08	35.97	365	33.17	持有	47.90
300076	GQY视讯			2016-03-14	74.89	361	32.49	持有	99.22
000652	泰达股份			2016-05-26	119.69	288	32.46	持有	158.54
000505	*ST珠江			2016-03-17	27.11	358	32.35	持有	35.88
300099	尤洛卡			2017-01-23	123.19	46	31.91	持有	162.50
600161	天坛生物			2016-03-21	153.99	259	31.9	持有	203.12
000859	国风塑业			2017-02-07	20.80	31	31.63	持有	27.38
000506	中润资源			2016-07-04	23.35	249	30.62	持有	30.50
000524	岭南控股			2016-03-11	53.14	364	30.6	持有	69.40
600231	凌钢股份			2016-03-22	18.98	353	30.08	持有	24.69
600732	*ST新梅			2016-02-05	28.55	41	29.98	持有	37.11
600178	东安动力			2016-08-08	20.25	214	29.09	持有	26.14
601991	大唐发电			2016-06-21	9.02	262	29.05	持有	11.64
300065	海兰信			2016-05-23	115.31	198	29.03	持有	148.78
600853	龙建股份			2016-05-31	10.77	283	28.51	持有	13.84
300264	佳创视讯			2016-03-08	35.09	367	28.18	持有	44.98
000565	渝三峡Ａ			2016-03-18	75.38	357	27.91	持有	96.42
002059	云南旅游			2016-11-30	19.55	100	27.67	持有	24.96
603268	松发股份			2016-03-07	38.72	354	27.48	持有	49.36
002045	国光电器			2016-03-08	60.83	367	27.21	持有	77.38
002035	华帝股份			2017-01-20	161.82	49	27.15	持有	205.75
000042	中洲控股			2016-04-11	201.84	198	26.76	持有	255.85
300423	鲁亿通			2016-03-14	32.35	347	26.68	持有	40.98
002370	亚太药业			2016-03-17	42.64	358	26.64	持有	54.00
300353	东土科技			2016-03-03	97.29	372	26.56	持有	123.13
601699	潞安环能			2016-01-06	36.61	429	26.47	持有	46.30
000596	古井贡酒			2016-09-09	139.35	182	26.36	持有	176.08
000836	鑫茂科技			2016-08-03	56.18	219	25.93	持有	70.75
000785	武汉中商			2016-03-08	68.08	367	25.85	持有	85.68
002584	西陇科学			2016-02-04	34.01	400	25.76	持有	42.77
000570	苏常柴Ａ			2016-02-03	41.34	401	25.47	持有	51.87
002230	科大讯飞			2016-03-10	242.90	365	25.19	持有	304.08
