code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,1.426,28.45,27.82,29.06,27.8,28.05,1022226,0.27235,29262070,17.115,4.92814182692,1274004.87507,1067812.23973,13.6778846154,0.00016420818065
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,7.833,12.94,12.19,13.09,12.14,12.0,80040638,1.3791,1016057973,24.885,9.85740444444,15827647.5686,7510139.4995,28.7555555556,0.000512120312655
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,2.439,6.3,6.1,6.32,6.09,6.15,22473718,1.20466,139287687,12.115,1.22538461538,1470202.75899,1175308.29801,6.92307692308,0.000769230769231
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,0.89,5.67,5.62,5.7,5.61,5.62,2022700,0.356,11459327,77.671,2.140425,322156.838682,322156.838682,47.25,0.00407327586207
002137,麦达数字,0.23,5971.05,2.76,9.12,,13037.66,7311.04,,08-23,麦达数字,1.42,7.14,7.07,7.17,7.01,7.04,2661369,0.91553,18909811,27.148,2.83116521739,413703.255336,207553.574634,31.0434782609,0.00519899820984
002137,麦达数字,0.23,5971.05,2.76,9.12,,13037.66,7311.04,,08-23,麦达数字,1.42,7.14,7.07,7.17,7.01,7.04,2661369,0.91553,18909811,27.148,2.83116521739,413703.255336,207553.574634,31.0434782609,0.00519899820984
002558,巨人网络,1.03,5050.0,,16.18,,49967.2,42634.19,10转20,08-18,巨人网络,0.405,39.7,39.3,40.29,39.25,39.54,3193940,0.91797,127519719,58.382,6.23636893204,8036788.33004,1381299.0122,38.5436893204,0.00763241372681
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,1.199,5.91,5.86,5.95,5.84,5.84,3530055,0.86057,20867271,12.064,0.832539130435,429318.32745,242426.792238,25.6956521739,0.00844351814971
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,0.402,5.0,4.97,5.02,4.91,4.98,4207002,0.21003,20914015,12.847,1.30490196078,1383016.4015,1001526.147,9.80392156863,0.00945639890873
600629,华建集团,0.26,6470.0,,11.96,,9436.39,6508.51,,08-10,华建集团,0.739,16.36,16.25,16.42,16.18,16.24,535180,0.15379,8730375,24.334,7.5256,707092.503952,569327.694068,62.9230769231,0.00972535964808
600246,万通地产,0.22,1684.43,,8.67,,26490.33,1689.53,,08-31,万通地产,0.505,3.98,3.96,3.99,3.94,3.96,1815040,0.14917,7205550,56.374,1.56848181818,817495.702196,484286.4,18.0909090909,0.0107400777064
600246,万通地产,0.22,1684.43,,8.67,,26490.33,1689.53,,08-31,万通地产,0.505,3.98,3.96,3.99,3.94,3.96,1815040,0.14917,7205550,56.374,1.56848181818,817495.702196,484286.4,18.0909090909,0.0107400777064
002714,牧原股份,2.07,1970.0,,26.43,,107242.89,2189.93,,07-21,牧原股份,0.256,47.07,46.74,48.39,46.28,46.95,6815919,1.13204,323751683,20.92,6.00995217391,5452887.4921,2834035.24355,22.7391304348,0.0115427058045
600318,新力金融,0.33,3200.0,,6.72,,7987.88,3855.13,,08-26,新力金融,-1.661,12.43,12.55,12.7,12.3,12.64,2664676,0.55055,33128460,18.552,2.5312,601612.0,601612.0,37.6666666667,0.0117708333333
002477,雏鹰农牧,0.14,2686.54,,9.83,,45423.2,8694.1,,08-12,雏鹰农牧,0.873,4.62,4.58,4.65,4.57,4.58,29687432,1.59088,136881492,16.5,3.2439,1448443.74906,862137.993486,33.0,0.0122834575327
600075,新疆天业,0.59,883.33,3.56,11.56,,26873.39,926.48,,08-30,新疆天业,0.253,7.94,7.94,7.95,7.86,7.92,4038975,0.48522,31976619,8.921,1.55570169492,772182.747488,660925.344332,13.4576271186,0.0152351070592
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,0.723,11.15,11.06,11.23,11.02,11.07,17643945,0.80277,196808208,7.681,1.62509580838,3304747.33036,2450638.69537,6.67664670659,0.016135350556
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-2.128,16.1,16.37,16.5,16.02,16.45,1396330,0.32709,22603394,8.05,5.17337168142,687299.34,687299.34,7.12389380531,0.0163444541947
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,0.32,12.54,12.45,12.58,12.45,12.5,2928292,0.40518,36631091,20.226,1.10352,906288.372,906288.372,31.35,0.0165
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,0.32,12.54,12.45,12.58,12.45,12.5,2928292,0.40518,36631091,20.226,1.10352,906288.372,906288.372,31.35,0.0165
601966,玲珑轮胎,0.56,1300.0,,11.95,,55673.7,1379.04,,08-24,玲珑轮胎,0.526,17.21,17.14,17.23,17.02,17.12,2256139,0.57204,38719640,18.707,3.67249107143,2065200.0,678762.4,30.7321428571,0.0236401098901
601966,玲珑轮胎,0.56,1300.0,,11.95,,55673.7,1379.04,,08-24,玲珑轮胎,0.526,17.21,17.14,17.23,17.02,17.12,2256139,0.57204,38719640,18.707,3.67249107143,2065200.0,678762.4,30.7321428571,0.0236401098901
000687,华讯方舟,0.15,2990.0,,10.0,,11699.11,2985.21,,08-17,华讯方舟,2.24,11.41,11.21,11.44,11.2,11.16,5036963,0.9483,56946723,53.644,7.60666666667,874233.472042,606051.321358,76.0666666667,0.0254403567447
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,1.498,6.1,6.02,6.12,6.02,6.01,9806778,0.35843,59688245,12.794,0.750977777778,2459540.04521,1668980.04521,13.5555555556,0.0275228529919
000957,中通客车,0.98,390.0,,12.78,,29183.11,504.73,,08-19,中通客车,1.758,11.0,10.8,11.09,10.8,10.81,6263745,1.31316,68618232,11.111,1.43448979592,652194.3296,524698.5326,11.2244897959,0.0287807430665
