code,name,open,high,low,close,volume,amount,MA_20,date
600701,工大高新,77.7,80.07,77.64,78.64,8454250.0,122167964.0,76.4795,2016-08-24
600114,东睦股份,59.77,60.34,59.01,59.96,2697418.0,42286832.0,59.8975,2016-08-24
600499,科达洁能,224.02,228.89,223.16,225.45,18363948.0,145317716.0,223.5805,2016-08-24
600761,安徽合力,123.49,128.32,122.74,126.5,9881379.0,116142223.0,125.251,2016-08-24
002444,巨星科技,75.18,76.3,75.01,75.53,7468533.0,131568504.0,75.162,2016-08-24
002532,新界泵业,59.11,60.17,58.98,59.52,2253549.0,32731277.0,59.4375,2016-08-24
300309,吉艾科技,57.57,63.78,57.28,63.78,28272459.0,429352221.0,58.1705,2016-08-24
603998,方盛制药,60.08,62.2,60.08,61.41,5309671.0,83041477.0,60.5245,2016-08-24
000661,长春高新,397.73,404.51,397.73,401.56,1985201.0,208213484.0,398.7995,2016-08-24
300158,振东制药,38.56,39.34,38.41,39.17,1828507.0,33135604.0,38.9265,2016-08-24
300363,博腾股份,85.39,88.85,85.08,87.61,4722695.0,109507101.0,84.6105,2016-08-24
000059,*ST华锦,14.17,14.22,14.1,14.17,8472707.0,77824905.0,14.1665,2016-08-24
600751,天海投资,57.34,61.67,57.28,58.36,107793441.0,1018834706.0,57.889,2016-08-24
300240,飞力达,36.35,37.2,36.35,36.88,5312463.0,55392529.0,36.2805,2016-08-24
600893,中航动力,125.57,129.69,125.43,127.7,8021228.0,287579587.0,125.909,2016-08-24
600275,武昌鱼,23.2,24.3,22.94,24.25,13459498.0,112040566.0,23.6255,2016-08-24
002567,唐人神,42.9,44.83,42.58,44.22,16149444.0,220299211.0,43.913,2016-08-24
002717,岭南园林,110.44,120.7,109.76,120.7,19608432.0,604204585.0,109.7545,2016-08-24
002324,普利特,61.16,62.16,60.42,62.12,1391374.0,40830102.0,61.4295,2016-08-24
600655,豫园商城,2792.13,2856.37,2773.78,2828.84,9959362.0,122163092.0,2792.936,2016-08-24
600232,金鹰股份,29.48,30.24,29.48,30.11,6524204.0,75019447.0,29.8595,2016-08-24
002070,众和股份,93.38,97.32,92.87,95.68,24400123.0,498393512.0,94.1735,2016-08-24
000960,锡业股份,43.41,45.04,43.38,44.67,29767807.0,388391021.0,44.025,2016-08-24
002578,闽发铝业,25.0,25.48,24.95,25.3,2288451.0,22539071.0,25.0325,2016-08-24
000815,*ST美利,80.55,81.98,79.91,81.16,2187016.0,49743708.0,80.1285,2016-08-24
002303,美盈森,108.58,110.62,108.58,109.89,6301665.0,84977169.0,108.993,2016-08-24
002521,齐峰新材,30.25,30.84,30.25,30.59,9391570.0,92255373.0,30.464,2016-08-24
000723,美锦能源,49.69,50.62,49.69,50.19,1609128.0,22561758.0,49.979,2016-08-24
603020,爱普股份,49.58,50.77,49.23,50.13,3508217.0,86084870.0,49.273,2016-08-24
002702,海欣食品,78.39,79.41,77.98,78.84,7207241.0,139352391.0,78.4975,2016-08-24
300409,道氏技术,152.35,154.79,151.11,152.95,2179892.0,110562500.0,152.676,2016-08-24
600610,中毅达,876.67,890.79,874.75,881.17,10165090.0,139735850.0,877.156,2016-08-24
002487,大金重工,40.75,40.8,40.29,40.57,2661251.0,23593012.0,40.517,2016-08-24
603686,龙马环卫,69.36,70.93,69.26,70.13,2074425.0,72245502.0,69.753,2016-08-24
300055,万邦达,138.52,139.23,138.12,138.52,3949471.0,68948659.0,138.3115,2016-08-24
000752,西藏发展,81.38,84.05,81.12,83.09,7935546.0,131061556.0,81.7725,2016-08-24
600885,宏发股份,86.0,86.98,85.84,86.87,873347.0,27794950.0,86.627,2016-08-24
603606,东方电缆,30.02,31.52,30.02,31.3,6417198.0,90279595.0,30.081,2016-08-24
600373,中文传媒,90.43,94.06,90.43,92.68,9345148.0,219668297.0,90.864,2016-08-24
002201,九鼎新材,40.84,44.19,40.84,42.89,10018708.0,148381018.0,40.862,2016-08-24
300054,鼎龙股份,166.55,170.58,164.78,169.38,2090998.0,49682941.0,169.029,2016-08-24
000620,新华联,30.07,32.18,29.41,31.61,112954700.0,1181959241.0,29.2605,2016-08-24
000718,苏宁环球,63.53,64.36,63.4,64.36,12542384.0,116908312.0,63.9365,2016-08-24
002757,南兴装备,40.22,41.36,40.2,41.04,1638872.0,66865106.0,40.3825,2016-08-24
200570,苏常柴Ｂ,8.89,8.97,8.89,8.95,106150.0,513397.0,8.8975,2016-08-24
300453,三鑫医疗,50.73,52.11,50.37,51.71,2810961.0,72250233.0,50.284,2016-08-24
600522,中天科技,99.39,101.99,99.39,101.02,56983675.0,706327209.0,100.7185,2016-08-24
002151,北斗星通,191.14,194.09,191.14,192.59,2679847.0,89288240.0,192.076,2016-08-24
002231,奥维通信,43.02,44.04,43.02,44.04,4512035.0,63612702.0,43.3085,2016-08-24
002491,通鼎互联,65.91,68.69,65.91,68.44,22873604.0,375643174.0,67.308,2016-08-24
300045,华力创通,138.83,145.69,138.83,143.48,8338145.0,145912470.0,139.1805,2016-08-24
300098,高新兴,148.45,152.43,146.92,151.0,17588571.0,259000388.0,147.499,2016-08-24
300177,中海达,124.74,129.87,124.5,127.75,7899648.0,123654851.0,125.1095,2016-08-24
300209,天泽信息,79.04,82.19,78.62,81.56,5907458.0,160060224.0,79.158,2016-08-24
300212,易华录,152.24,158.92,151.66,157.18,8113651.0,262008762.0,154.088,2016-08-24
300213,佳讯飞鸿,76.97,78.2,76.91,77.37,1828097.0,46343021.0,77.047,2016-08-24
300311,任子行,101.33,108.75,100.6,105.97,16046157.0,346250077.0,101.4535,2016-08-24
300312,邦讯技术,46.24,50.73,46.24,50.73,8506363.0,139669635.0,46.88,2016-08-24
300322,硕贝德,79.39,81.63,79.39,80.93,5881563.0,108671168.0,80.017,2016-08-24
300399,京天利,68.66,72.64,68.61,71.86,4363377.0,162754890.0,68.6725,2016-08-24
002425,凯撒股份,58.32,61.16,58.32,61.0,10210361.0,232872576.0,59.6005,2016-08-24
002674,兴业科技,18.61,19.0,18.39,18.84,3954219.0,70741509.0,18.652,2016-08-24
600207,安彩高科,15.94,16.17,15.8,16.05,4714503.0,48797196.0,16.015,2016-08-24
601231,环旭电子,21.93,22.93,21.74,22.86,14362004.0,158774860.0,22.199,2016-08-24
603118,共进股份,37.9,38.54,37.8,38.24,2656424.0,100356019.0,38.048,2016-08-24
002504,弘高创意,34.18,35.47,33.91,35.13,26297352.0,269724210.0,34.0405,2016-08-24
300224,正海磁材,61.71,62.48,61.15,61.95,2810253.0,58781505.0,61.8465,2016-08-24
300256,星星科技,43.96,48.41,43.81,48.41,37332025.0,573034578.0,45.268,2016-08-24
300317,珈伟股份,47.98,49.1,47.78,48.71,1556804.0,49715619.0,48.3345,2016-08-24
300408,三环集团,66.56,68.02,66.56,67.62,8008432.0,132839832.0,67.563,2016-08-24
600674,川投能源,165.25,166.49,164.89,165.6,12119939.0,113133426.0,165.551,2016-08-24
600726,华电能源,20.09,21.39,20.05,20.53,34674606.0,193173717.0,20.368,2016-08-24
601689,拓普集团,31.26,31.38,29.67,30.09,21484784.0,630655770.0,28.899,2016-08-24
002213,特 尔 佳,49.61,52.42,49.02,52.23,5202521.0,127355195.0,49.696,2016-08-24
002265,西仪股份,14.07,14.53,14.07,14.43,2825181.0,40309698.0,14.1475,2016-08-24
002454,松芝股份,31.08,31.39,30.92,31.19,1801925.0,30628255.0,31.188,2016-08-24
002607,亚夏汽车,48.53,49.79,48.19,49.16,7851446.0,91546367.0,48.2905,2016-08-24
603599,广信股份,36.91,37.74,36.53,37.46,5789432.0,107278666.0,36.257,2016-08-24
601888,中国国旅,47.59,48.15,47.44,47.84,2487971.0,113183043.0,47.5815,2016-08-24
002707,众信旅游,239.25,246.0,238.05,242.27,4561823.0,91723849.0,240.3985,2016-08-24
600247,*ST成城,61.81,62.32,60.87,61.71,3816946.0,50193780.0,61.6145,2016-08-24
600250,南纺股份,36.06,39.67,36.06,39.67,12189407.0,172839515.0,36.577,2016-08-24
000541,佛山照明,266.35,268.25,264.68,265.87,8664085.0,96983191.0,265.7905,2016-08-24
