		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
002352	鼎泰新材			2016-03-03	37.36	501	349.04	持有	167.76
300450	先导智能			2016-09-21	184.43	299	103.97	持有	376.19
000916	华北高速			2016-05-27	8.77	416	102.17	持有	17.73
300268	万福生科			2016-06-29	36.71	250	94.91	持有	71.55
000923	河北宣工			2016-03-14	21.32	490	88.84	持有	40.26
600291	西水股份			2017-04-07	48.81	101	86.44	持有	91.00
002759	天际股份			2016-03-14	37.43	490	81.81	持有	68.05
300411	金盾股份			2016-02-03	41.56	530	73.2	持有	71.98
000839	中信国安			2016-03-08	130.50	496	67.93	持有	219.15
000912	泸天化			2016-06-20	14.43	392	59.94	持有	23.08
600148	长春一东			2016-02-02	49.04	531	54.73	持有	75.88
300309	吉艾科技			2016-05-04	53.42	439	53.97	持有	82.25
000063	中兴通讯			2016-10-10	256.56	280	51.76	持有	389.35
000088	盐 田 港			2016-03-02	45.59	502	47.84	持有	67.40
002656	摩登大道			2016-03-02	35.81	502	45.85	持有	52.23
601336	新华保险			2017-04-20	43.53	88	45.78	持有	63.46
600480	凌云股份			2016-05-31	24.42	412	44.35	持有	35.25
002455	百川股份			2016-03-02	42.25	502	43.72	持有	60.72
600741	华域汽车			2017-01-20	632.34	178	43.35	持有	906.45
002040	南 京 港			2016-03-09	26.89	495	40.68	持有	37.83
600008	首创股份			2016-06-01	29.12	411	39.22	持有	40.54
000022	深赤湾Ａ			2015-12-07	78.68	588	38.83	持有	109.23
600507	方大特钢			2017-04-28	67.95	80	36.16	持有	92.52
000905	厦门港务			2017-01-25	24.91	173	36.09	持有	33.90
000709	河钢股份			2016-11-10	30.00	249	35.73	持有	40.72
600782	新钢股份			2017-05-16	32.38	62	35.05	持有	43.73
600475	华光股份			2016-03-15	33.27	489	34.81	持有	44.85
000615	京汉股份			2016-05-24	78.59	419	34.52	持有	105.72
600346	*ST橡塑			2016-05-20	39.86	423	34.17	持有	53.48
000488	晨鸣纸业			2017-05-19	60.61	59	33.38	持有	80.84
600801	华新水泥			2017-05-31	50.03	47	32.6	持有	66.34
600970	中材国际			2016-02-03	73.97	530	31.32	持有	97.14
000951	中国重汽			2017-05-18	36.22	60	30.92	持有	47.42
601601	中国太保			2017-03-10	32.39	129	30.66	持有	42.32
601992	金隅股份			2016-10-25	9.28	265	30.5	持有	12.11
000831	*ST五稀			2017-06-13	42.69	34	30.15	持有	55.56
601008	连云港			2016-08-12	8.13	339	30.14	持有	10.58
000627	天茂集团			2016-01-29	209.41	535	29.92	持有	272.06
600015	华夏银行			2016-07-04	33.54	378	29.79	持有	43.53
002072	凯瑞德			2017-03-17	26.69	122	29.67	持有	34.61
600338	西藏珠峰			2017-01-23	37.31	175	28.92	持有	48.10
002340	格林美			2017-02-08	113.67	159	28.74	持有	146.34
002043	兔 宝 宝			2017-01-20	74.55	178	28.64	持有	95.90
600808	马钢股份			2017-05-18	5.74	60	28.57	持有	7.38
601101	昊华能源			2017-05-18	20.96	60	28.39	持有	26.91
600231	凌钢股份			2016-03-22	18.98	482	28.13	持有	24.32
000910	大亚科技			2016-12-30	45.55	199	27.33	持有	58.00
600319	*ST亚星			2016-03-07	11.54	497	27.21	持有	14.68
600885	宏发股份			2016-09-08	86.44	312	27.06	持有	109.83
300423	鲁亿通			2016-03-14	32.35	347	26.68	持有	40.98
600497	驰宏锌锗			2017-05-16	113.91	62	25.76	持有	143.25
002142	宁波银行			2017-05-11	25.81	67	25.46	持有	32.38
300334	津膜科技			2016-03-08	35.44	496	24.83	持有	44.24
601699	潞安环能			2016-01-06	36.61	558	24.5	持有	45.58
600259	广晟有色			2017-06-09	39.29	38	24.2	持有	48.80
002460	赣锋锂业			2017-06-14	261.80	33	24.19	持有	325.13
300122	智飞生物			2017-01-25	62.56	173	23.96	持有	77.55
002485	希努尔			2017-05-08	35.86	70	23.79	持有	44.39
300192	科斯伍德			2016-08-15	42.19	200	23.61	持有	52.15
300083	劲胜精密			2017-01-26	54.81	172	23.52	持有	67.70
600966	博汇纸业			2017-06-08	30.61	39	23.39	持有	37.77
002068	黑猫股份			2017-05-17	39.22	61	23.38	持有	48.39
002336	*ST人乐			2017-05-25	10.54	53	22.77	持有	12.94
601000	唐山港			2017-01-25	14.41	173	22.62	持有	17.67
300376	易事特			2016-08-24	161.44	321	22.25	持有	197.36
000158	常山股份			2017-01-26	25.55	172	22.15	持有	31.21
600116	三峡水利			2016-08-15	46.64	336	22.04	持有	56.92
600698	湖南天雁			2017-05-25	51.60	53	21.41	持有	62.65
000703	恒逸石化			2017-04-20	64.63	88	21.15	持有	78.30
600375	*ST星马			2017-02-03	25.44	26	20.28	持有	30.60
000001	平安银行			2017-04-28	1025.41	80	20.24	持有	1233.00
000673	当代东方			2016-08-31	129.88	139	19.96	持有	155.80
600884	杉杉股份			2016-12-05	339.93	224	19.42	持有	405.94
600282	南钢股份			2017-05-25	17.20	53	19.19	持有	20.50
601899	紫金矿业			2016-06-01	5.42	411	19.0	持有	6.45
002708	光洋股份			2017-06-06	26.33	36	18.91	持有	31.31
601880	大连港			2016-10-12	6.17	278	18.8	持有	7.33
300082	奥克股份			2016-05-24	39.31	419	18.75	持有	46.68
000799	酒鬼酒			2017-06-08	36.56	39	18.54	持有	43.34
002080	中材科技			2017-05-31	36.81	47	18.45	持有	43.60
600031	三一重工			2017-05-23	303.33	55	18.36	持有	359.01
002148	北纬通信			2017-01-25	85.72	173	18.23	持有	101.35
600295	鄂尔多斯			2017-01-23	30.04	175	17.44	持有	35.28
600212	*ST江泉			2017-05-16	20.82	62	16.86	持有	24.33
002092	中泰化学			2017-06-06	35.95	41	16.86	持有	42.01
002350	北京科锐			2017-02-03	43.97	164	16.56	持有	51.25
000716	黑芝麻			2016-08-16	26.77	136	16.32	持有	31.14
600449	宁夏建材			2017-06-06	32.20	41	16.09	持有	37.38
002478	常宝股份			2016-03-02	11.94	502	15.91	持有	13.84
601678	滨化股份			2017-05-25	18.82	53	15.83	持有	21.80
000759	中百集团			2017-05-02	57.58	76	15.7	持有	66.62
002745	木林森			2016-05-31	32.14	412	15.59	持有	37.15
000505	*ST珠江			2016-03-17	27.11	487	15.46	持有	31.30
300327	中颖电子			2016-03-15	37.22	489	15.1	持有	42.84
600123	兰花科创			2016-06-17	49.47	395	14.86	持有	56.82
600673	东阳光科			2016-08-15	85.96	91	14.81	持有	98.69
000970	中科三环			2017-06-09	202.90	38	14.57	持有	232.46
600242	中昌海运			2016-08-29	16.32	317	14.52	持有	18.69
600000	浦发银行			2016-07-04	148.69	378	14.4	持有	170.10
002617	露笑科技			2016-03-14	63.85	490	14.13	持有	72.87
002515	金字火腿			2017-06-02	88.66	45	14.12	持有	101.18
000518	四环生物			2016-08-16	54.80	335	14.09	持有	62.52
