code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
000709,河北钢铁,0.05,2.13,,1.17,,50751.72,1.42,,10-29,河北钢铁,-0.29,3.44,3.48,3.49,3.37,3.45,268651243,2.53041,68.8,0.80496
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-0.897,6.63,6.67,6.69,6.6,6.69,96636242,0.2462,9.47142857143,1.00491857143
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,-0.162,12.33,12.36,12.54,12.22,12.35,29902989,0.49609,6.04411764706,1.058325
000422,湖北宜化,0.04,90.0,,0.55,,3384.98,86.22,,10-27,湖北宜化,0.766,7.89,7.86,7.93,7.76,7.83,24178674,2.69306,197.25,1.084875
601939,建设银行,0.77,1.32,5.5,14.59,,19155700.0,0.66,,10-30,建设银行,-0.676,5.88,5.9,5.93,5.84,5.92,63728943,0.66428,7.63636363636,1.11414545455
000488,晨鸣纸业,0.29,61.11,,3.76,,56132.56,64.52,,10-23,晨鸣纸业,5.663,9.33,8.81,9.49,8.81,8.83,44601155,4.03617,32.1724137931,1.20968275862
600708,光明地产,0.32,54.17,,2.92,,18453.17,73.36,,10-31,光明地产,1.345,13.56,13.43,13.73,13.3,13.38,16130930,3.17299,42.375,1.23735
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,1.898,17.18,16.86,17.35,16.82,16.86,224835598,1.38962,7.9537037037,1.25270833333
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,-3.912,9.58,9.84,9.86,9.5,9.97,372075202,1.25906,8.70909090909,1.26020545455
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,-1.316,7.5,7.53,7.58,7.42,7.6,93634694,0.29348,10.7142857143,1.27714285714
