300130	新国都	457.82	289.26	-11.96	3	5	4	132	114.74	60.00	20150810	2	20110623,20120726,20130418,20141124,20150810	20110831,20130312,20130829,20150608
300022	吉峰农机	185.36	230.13	-49.04	3	5	4	248	92.90	60.00	20150806	2	20100208,20110131,20130503,20140514,20150806	20100329,20130124,20140226,20150616
000880	潍柴重机	1683.28	2690.64	-48.59	9	15	14	212	313.12	60.00	20150806	2	19980626,19990107,20001018,20011029,20030109,20030703,20040622,20051219,20080902,20100713,20110510,20120910,20140115,20141215,20150806	19981113,19991126,20010207,20020418,20030324,20040318,20050923,20071018,20090219,20101014,20120604,20130924,20140815,20150312
002491	通鼎互联	31.20	40.80	-20.82	3	5	4	166	20.63	60.00	20150807	2	20110511,20120524,20131114,20140604,20150807	20120314,20130530,20140109,20140814
000517	荣安地产	3534.88	373.08	-44.30	10	17	16	302	79.26	58.82	20150730	2	19931110,19940623,19941215,19960125,19970825,19980901,19991124,20001221,20011024,20040216,20050722,20060208,20110823,20130319,20131118,20150121,20150730	19940324,19940930,19950823,19960521,19980223,19990413,20000405,20010425,20020110,20041210,20050926,20110425,20121113,20130605,20140305,20150618
600612	老凤祥	419.70	86.05	-43.03	10	17	16	217	36.69	58.82	20150807	2	19930401,19941103,19970714,19981211,19991028,20010809,20020920,20030109,20030414,20040719,20051215,20061009,20071205,20120111,20130703,20140116,20150807	19940920,19960506,19970915,19990318,20001212,20020415,20021009,20030221,20040318,20050830,20060607,20070126,20090227,20130206,20131206,20140725
600079	人福医药	1313.66	143.57	-40.31	10	17	16	183	51.63	58.82	20150804	2	19970827,19981230,20010608,20020919,20030708,20040601,20050124,20061124,20080702,20081023,20100223,20110314,20111014,20130506,20131225,20141015,20150804	19971106,20000310,20020515,20030407,20040225,20041210,20060608,20070322,20080822,20090226,20100326,20110726,20120327,20130815,20140711,20150507
000421	南京中北	1072.36	467.99	-44.62	10	17	16	179	73.03	58.82	20150804	2	19960925,19970925,19990108,19991111,20000120,20020821,20030108,20051108,20071204,20080425,20100708,20110105,20110824,20120720,20130507,20150122,20150804	19961216,19980616,19990813,19991223,20000804,20020909,20041230,20070316,20080312,20081223,20101102,20110317,20120315,20130219,20131018,20150420
600818	中路股份	1229.63	110.02	-30.09	11	19	18	259	47.52	57.89	20150812	2	19940801,19950322,19960716,19971009,20000214,20030717,20040702,20050527,20070717,20071019,20080624,20080829,20090701,20091014,20110105,20120719,20121011,20140716,20150812	19940920,19960503,19970417,19990408,20030224,20040226,20050418,20051027,20070914,20080327,20080716,20090212,20090814,20100820,20120328,20120917,20130304,20150311
000521	美菱电器	37.94	48.30	-52.98	8	14	13	263	27.31	57.14	20150807	2	19940713,19970714,19971210,19991118,20010918,20021022,20030904,20060509,20071114,20080416,20100225,20120907,20141125,20150807	19950919,19970901,19990825,20001103,20011212,20030228,20051117,20060713,20080313,20090811,20120524,20131029,20150430
601318	中国平安	-25.98	88.59	-61.58	4	7	6	231	26.53	57.14	20150812	2	20071224,20081203,20100203,20110921,20130329,20140321,20150812	20080905,20081226,20110425,20120229,20140127,20150109
002142	宁波银行	-37.46	51.11	-58.69	4	7	6	231	16.18	57.14	20150811	2	20071016,20100609,20110214,20110815,20121009,20131126,20150811	20090402,20100826,20110419,20120306,20131105,20141224
300016	北陆药业	218.17	97.92	-18.20	4	7	6	175	47.06	57.14	20150810	2	20100210,20110131,20110513,20130524,20140514,20150113,20150810	20100917,20110426,20120326,20140312,20140813,20150422
600692	亚通股份	208.90	91.21	-30.88	9	16	15	295	27.42	56.25	20150805	2	19940204,19961128,19970804,20000107,20020920,20030707,20040526,20061212,20080529,20090706,20100525,20101221,20110613,20140121,20140625,20150805	19960910,19970508,19990831,20000703,20021211,20040412,20050919,20061226,20090302,20091124,20100903,20110426,20121108,20140321,20140801
000623	吉林敖东	187.18	287.54	-53.11	9	16	15	231	57.19	56.25	20150805	2	19970224,19971010,19981029,20000105,20000913,20010607,20021129,20040621,20051109,20080219,20091012,20100329,20101011,20120712,20140122,20150805	19970910,19980507,19990713,20000614,20001228,20020425,20031231,20050523,20060922,20090225,20091215,20100917,20120315,20130923,20140916
000055	方大集团	459.31	110.54	-19.69	9	16	15	154	31.39	56.25	20150804	2	19971008,19990305,19991027,20000214,20010904,20020612,20040702,20050218,20070712,20080909,20100713,20110624,20120712,20131010,20150213,20150804	19971226,19990702,19991214,20000720,20011228,20030210,20041206,20050922,20080131,20090219,20101112,20120423,20130124,20140523,20150617
600986	科达股份	174.26	206.95	-28.96	5	9	8	204	65.10	55.56	20150810	2	20040831,20050124,20051116,20061215,20080428,20110126,20110624,20130507,20150810	20041123,20050922,20060216,20070413,20090121,20110328,20130116,20150306
002152	广电运通	192.19	152.53	-14.89	5	9	8	121	38.19	55.56	20150806	2	20080428,20100713,20110314,20111028,20120903,20130516,20140521,20140930,20150806	20090226,20100805,20110823,20120326,20130308,20130830,20140710,20150529
600666	西南药业	51.46	86.93	-41.52	10	18	17	155	28.57	55.56	20150810	2	19940617,19941215,19970603,19980407,19990303,19991109,20010925,20020618,20021101,20030410,20040601,20071113,20100712,20110609,20120704,20140122,20150108,20150810	19940913,19961122,19971111,19980609,19990325,20000508,20020422,20020905,20030313,20040223,20051028,20090113,20100916,20120521,20130227,20140421,20150415
600352	浙江龙盛	170.06	72.48	-37.70	5	9	8	156	39.90	55.56	20150804	2	20040706,20050107,20080602,20081105,20100712,20110412,20120531,20140725,20150804	20041029,20050923,20080619,20090218,20100921,20120323,20130304,20150225
600570	恒生电子	637.28	101.32	-37.25	6	11	10	157	58.48	54.55	20150806	2	20040527,20050222,20060405,20070710,20080825,20100719,20110419,20120725,20130417,20131226,20150806	20041207,20050330,20060710,20080201,20090218,20101130,20120418,20121017,20130829,20140710
600016	民生银行	57.02	45.32	-29.22	6	11	10	227	21.00	54.55	20150805	2	20010212,20020508,20021219,20040429,20041216,20071224,20100212,20110131,20110812,20131129,20150805	20010612,20020829,20031230,20040827,20050420,20090626,20100824,20110701,20111110,20150427
000425	徐工机械	449.65	856.70	-71.97	7	13	12	263	156.90	53.85	20150805	2	19981103,20001018,20020911,20030109,20040108,20051216,20070712,20080429,20100115,20111028,20120801,20130419,20150805	19990810,20010903,20021108,20031217,20051111,20070302,20071019,20080807,20110718,20120229,20130219,20141013
000927	*ST夏利	150.68	104.80	-54.53	7	13	12	204	44.17	53.85	20150806	2	19991130,20010921,20021017,20031023,20040615,20050513,20080422,20091013,20100330,20110210,20120810,20140116,20150806	20000612,20020516,20030603,20040308,20050304,20051025,20090120,20091124,20100915,20120315,20130219,20150320
600185	格力地产	-58.35	37.17	-56.54	7	13	12	74	22.78	53.85	20150810	2	19990824,20001018,20010904,20040602,20051115,20070717,20080411,20100318,20110104,20110526,20121009,20140627,20150810	19991021,20001229,20040106,20050921,20060328,20070911,20090424,20101112,20110223,20120510,20130116,20140820
