code,name,open,high,low,close,volume,amount,MA_60,date,p_change
600018,上港集团,6.79,6.82,6.75,6.82,14029014.0,73049625.0,14.030567576,2016-08-24,105.726797302
600381,青海春天,15.45,15.62,15.37,15.45,4676130.0,53790304.0,21.4660084964,2016-08-24,38.9385663198
000633,合金投资,69.65,69.8,66.59,66.89,12407745.0,112735442.0,92.9181276286,2016-08-24,38.9118367896
600581,八一钢铁,15.67,16.16,15.53,15.77,14446664.0,69643902.0,21.1143833631,2016-08-24,33.889558422
002015,*ST霞客,45.54,45.73,45.04,45.24,2732209.0,24924853.0,60.0010657694,2016-08-24,32.628350507
300028,金亚科技,34.28,34.61,34.16,34.54,12250534.0,174564963.0,45.5491526501,2016-08-24,31.8736324554
601918,国投新集,6.1,6.14,6.05,6.08,14416536.0,58033372.0,7.81954601868,2016-08-24,28.6109542546
002312,三泰控股,204.31,205.4,200.84,201.02,24112660.0,268309993.0,247.059641991,2016-08-24,22.9030156157
000962,东方钽业,30.97,31.34,30.9,31.0,3415640.0,31363949.0,37.8758284271,2016-08-24,22.1800917002
000831,五矿稀土,49.25,49.5,49.12,49.29,7337667.0,86999514.0,60.020320351,2016-08-24,21.7697714568
600485,信威集团,47.26,48.47,47.15,47.95,44138749.0,767900014.0,57.8587316975,2016-08-24,20.6647167831
