code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
300059,东方财富,1.09,695.4,,66.42,,184857.12,1015.45,10派1转8,03-19,东方财富,0.341,20.58,20.4,20.67,20.13,20.51,81607113,3.50575,18.880733945,12.5405834862,0.0271508972461
002323,雅百特,1.4,1097.09,,60.25,,26619.05,2020.7,10派1.08转20,03-25,雅百特,-0.347,11.48,11.4,11.49,11.1,11.52,9328228,3.56867,8.2,4.9405,0.00747431842419
300033,同花顺,1.78,709.09,,57.81,,95722.28,1483.35,10派7.4,02-05,同花顺,0.37,75.96,75.49,77.0,74.5,75.68,8604517,3.26397,42.6741573034,24.6699303371,0.0601815810452
603868,飞科电器,1.28,34.74,,55.23,1.08,50171.14,35.33,,03-28,飞科电器,0.911,47.64,46.19,48.15,46.19,47.21,4433404,10.16836,37.21875,20.555915625,1.07135146805
600315,上海家化,3.31,147.01,,46.5,,220996.1,146.12,10派9.9,03-11,上海家化,0.112,26.74,26.63,26.92,26.6,26.71,4153389,0.61892,8.07854984894,3.75652567976,0.054952383164
000963,华东医药,2.53,45.4,,42.98,,109691.24,44.97,10派12.5,03-18,华东医药,2.043,65.92,64.31,65.98,64.2,64.6,2109563,0.48601,26.0553359684,11.1985833992,0.573906078599
600185,格力地产,2.37,338.89,,40.12,,137076.5,337.72,10派2转18,04-19,格力地产,-1.701,5.78,5.86,5.91,5.72,5.88,17996530,1.1126,2.4388185654,0.978454008439,0.00719649020449
600894,广日股份,2.49,206.88,,39.86,,214472.3,217.89,10派7.5,04-08,广日股份,0.226,13.31,13.22,13.38,13.22,13.28,4875134,0.56691,5.3453815261,2.13066907631,0.0258380777557
600889,南京化纤,1.49,8177.78,,39.45,,45750.64,8271.56,10派0.35,03-22,南京化纤,-0.494,10.08,10.06,10.18,9.94,10.13,5286081,1.72146,6.76510067114,2.66883221477,0.000827253933359
000626,如意集团,1.52,32.34,,38.27,,30808.15,32.46,,03-01,如意集团,1.292,51.76,51.11,52.93,51.11,51.1,4424035,2.1869,34.0526315789,13.0319421053,1.05295706799
002130,沃尔核材,1.0,316.67,,34.69,,56987.33,316.98,10派1.1,04-12,沃尔核材,-1.441,14.36,14.49,14.77,14.14,14.57,12527541,3.22908,14.36,4.981484,0.0453468910854
000966,长源电力,1.72,37.96,,34.54,,95223.88,37.96,10派2.6转10,04-28,长源电力,0.076,13.25,13.23,13.35,13.08,13.24,6165437,1.11261,7.70348837209,2.66078488372,0.202936996104
000018,神州长城,1.5,5805.51,,34.52,,34664.87,7978.68,10转28,04-15,神州长城,-1.074,10.13,10.09,10.35,10.0,10.24,16683281,4.4117,6.75333333333,2.33125066667,0.00116326271651
002736,国信证券,1.7,142.86,,33.86,,1394903.4,183.08,10派6,04-18,国信证券,5.748,16.19,15.29,16.35,15.18,15.31,50066602,2.28088,9.52352941176,3.22466705882,0.0666633726149
300431,暴风集团,0.7,48.94,,33.84,,17331.37,313.23,,04-19,暴风集团,-4.866,57.09,57.39,58.88,55.61,60.01,21420497,11.41557,81.5571428571,27.5989371429,1.66647206492
600074,保千里,0.18,520.69,,33.53,,37347.54,1313.6,,02-27,保千里,4.111,15.45,14.6,15.5,14.55,14.84,50841686,5.67441,85.8333333333,28.7799166667,0.164845365445
000625,长安汽车,2.13,31.48,,33.14,,995271.42,31.63,10派6.4,04-19,长安汽车,-0.358,13.9,13.95,14.02,13.81,13.95,15975808,0.47161,6.52582159624,2.162657277,0.207300558966
000048,康达尔,0.52,79.31,,33.05,,20398.44,79.25,10派1.066,04-26,康达尔,-2.196,32.96,33.8,33.94,32.8,33.7,1517626,0.3973,63.3846153846,20.9486153846,0.799200799201
002270,法因数控,0.72,620.0,,32.94,,20330.33,1006.41,,04-15,法因数控,2.401,14.93,14.54,14.96,14.52,14.58,4733021,3.3957,20.7361111111,6.830475,0.0334453405018
600753,东方银星,0.3,9966.67,,32.0,,3861.34,10714.27,,02-26,东方银星,-1.821,27.49,27.6,28.01,27.03,28.0,1857264,1.45099,91.6333333333,29.3226666667,0.0091939768582
300484,蓝海华腾,1.82,40.0,,31.97,,7093.91,39.95,10派3转10,04-19,蓝海华腾,-1.407,104.38,104.77,106.0,102.04,105.87,4406001,16.94616,57.3516483516,18.335321978,1.43379120879
600452,涪陵电力,1.16,157.78,,30.85,,18610.36,158.62,10派3.5,03-30,涪陵电力,0.092,32.79,32.55,33.49,32.2,32.76,1257248,0.78578,28.2672413793,8.72044396552,0.179156048798
000712,锦龙股份,1.02,136.33,,30.74,,91322.06,136.12,10派1,03-29,锦龙股份,1.046,18.35,18.08,18.45,17.83,18.16,11987121,1.41608,17.9901960784,5.53018627451,0.13196065487
