code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,1.07,3.78,3.66,3.83,3.62,3.74,21437948,1.00142,80556848,16.435,0.735230769231,882132.088194,809207.821296,4.15384615385,0.000461538461538
600366,宁波韵升,1.38,216.3,,17.71,,74221.25,226.41,,08-31,宁波韵升,-3.183,5.78,5.9,5.91,5.71,5.97,5795111,0.58643,33657913,7.465,0.741766666667,579459.54537,571177.991426,4.1884057971,0.0193638733107
000626,远大控股,1.44,42.03,,22.69,,31436.44,53.35,10派3.33转10,08-31,远大控股,-4.52,6.76,6.97,6.97,6.68,7.08,2893643,0.71519,19660762,-21.125,1.06516944444,404676.947688,273506.22,4.69444444444,0.111692706268
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,-3.383,2.57,2.64,2.65,2.55,2.66,8783946,0.43853,22788034,34.683,0.670719607843,710870.430371,514784.855898,5.03921568627,0.00486058903909
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,-3.383,2.57,2.64,2.65,2.55,2.66,8783946,0.43853,22788034,34.683,0.670719607843,710870.430371,514784.855898,5.03921568627,0.00486058903909
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,-2.016,8.75,8.85,8.88,8.47,8.93,7887113,0.26611,69048587,250.0,1.2752994012,2593411.58213,2593411.58213,5.23952095808,0.0126622706157
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-2.087,12.2,12.23,12.5,11.95,12.46,2054279,0.48122,25024445,53.043,3.92019469027,679406.70768,520810.68,5.3982300885,0.0123852385823
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,-2.426,7.24,7.36,7.36,7.19,7.42,3671837,0.10252,26688207,90.5,0.78479389313,2592967.88357,2592967.88357,5.52671755725,7.17755526916
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,-2.426,7.24,7.36,7.36,7.19,7.42,3671837,0.10252,26688207,90.5,0.78479389313,2592967.88357,2592967.88357,5.52671755725,7.17755526916
000957,中通客车,0.98,390.0,,12.78,,29183.11,504.73,,08-19,中通客车,-3.354,6.34,6.47,6.47,6.2,6.56,5442767,1.14104,34562027,19.813,0.826787755102,375901.095424,302417.154244,6.4693877551,0.016588173731
000625,长安汽车,1.18,8.26,,15.43,,549098.86,7.98,,08-30,长安汽车,-3.341,8.1,8.3,8.3,8.01,8.38,12032230,0.31993,97767818,5.436,1.0591779661,3890145.29391,3046313.66346,6.86440677966,0.83104198301
000625,长安汽车,1.18,8.26,,15.43,,549098.86,7.98,,08-30,长安汽车,-3.341,8.1,8.3,8.3,8.01,8.38,12032230,0.31993,97767818,5.436,1.0591779661,3890145.29391,3046313.66346,6.86440677966,0.83104198301
600064,南京高科,0.99,48.13,,8.36,,76297.95,47.65,,07-28,南京高科,-2.446,7.18,7.28,7.28,7.13,7.36,3064892,0.24798,22050373,5.861,0.606311111111,887417.045584,887417.045584,7.25252525253,0.150686167723
000958,东方能源,0.44,22.22,,9.93,,24295.63,39.2,,08-17,东方能源,-3.216,3.31,3.38,3.38,3.26,3.42,6918491,1.03812,22941517,41.375,0.747006818182,364852.437806,220593.759062,7.52272727273,0.338556582931
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-2.313,7.18,7.25,7.25,7.12,7.35,21386440,0.16679,153753404,4.851,0.625908695652,9206689.01685,9206689.01685,7.80434782609,1.3572778828
