code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
600185,格力地产,2.37,338.89,,40.12,,137076.5,337.72,10派2转18,04-19,格力地产,-5.802,6.17,6.33,6.36,6.15,6.55,47415239,2.93136,2.60337552743,1.0444742616,0.00768206653317
002027,分众传媒,7.55,37650.0,,73.2,,338914.2,51318.56,10派2.5转10,04-22,分众传媒,-0.918,28.05,28.08,28.45,27.79,28.31,3082626,1.5045,3.71523178808,2.71954966887,9.86781351416e-05
600894,广日股份,2.49,206.88,,39.86,,214472.3,217.89,10派7.5,04-08,广日股份,0.074,13.55,13.46,13.6,13.38,13.54,6006790,0.69851,5.44176706827,2.16908835341,0.0263039784816
601818,光大银行,0.63,1.61,4.36,15.5,4.53,2952800.0,2.23,,03-30,光大银行,0.0,3.55,3.55,3.56,3.53,3.55,29314976,0.07364,5.63492063492,0.873412698413,3.49995070492
601166,兴业银行,2.63,6.48,15.1,18.89,42.97,5020700.0,6.51,10派6.1,04-28,兴业银行,-0.127,15.77,15.8,15.82,15.76,15.79,18146514,0.09525,5.99619771863,1.13268174905,0.92533915411
600027,华电国际,0.84,14.4,,21.0,,769388.0,30.36,10派3,03-25,华电国际,0.0,5.12,5.13,5.14,5.11,5.12,3851038,0.06483,6.09523809524,1.28,0.42328042328
601668,中国建筑,0.84,12.0,,16.0,,2606189.8,15.47,,04-19,中国建筑,0.19,5.28,5.26,5.29,5.25,5.27,35523388,0.11881,6.28571428571,1.00571428571,0.52380952381
601998,中信银行,0.88,1.15,6.49,14.55,-0.43,4115800.0,1.15,,03-24,中信银行,0.911,5.54,5.49,5.58,5.48,5.49,20031285,0.06278,6.29545454545,0.915988636364,5.4743083004
000625,长安汽车,2.13,31.48,,33.14,,995271.42,31.63,10派6.4,04-19,长安汽车,-0.282,14.12,14.11,14.19,14.08,14.16,13084633,0.38626,6.62910798122,2.19688638498,0.210581575007
600000,浦发银行,2.67,5.71,15.29,18.82,19.24,5060400.0,7.61,,04-07,浦发银行,0.226,17.74,17.69,17.77,17.63,17.7,11621242,0.0623,6.64419475655,1.25043745318,1.16360678749
600889,南京化纤,1.49,8177.78,,39.45,,45750.64,8271.56,10派0.35,03-22,南京化纤,0.391,10.26,10.16,10.32,10.15,10.22,3121726,1.01662,6.88590604027,2.71648993289,0.000842026325026
601000,唐山港,0.56,3.7,,13.44,,119979.03,10.17,,03-31,唐山港,-1.0,3.96,4.0,4.0,3.94,4.0,14118369,0.38631,7.07142857143,0.9504,1.9111969112
600048,保利地产,1.15,0.88,,18.63,,1234757.9,1.21,,04-15,保利地产,0.122,8.23,8.22,8.3,8.18,8.22,21628773,0.20107,7.15652173913,1.33326,8.13241106719
601788,光大证券,2.14,252.9,,23.67,,764651.61,269.7,,02-27,光大证券,-0.515,15.44,15.41,15.6,15.35,15.52,13887741,0.40631,7.21495327103,1.70777943925,0.0285288780982
600104,上汽集团,2.7,6.5,,17.91,,2979379.07,6.51,10派13.6,04-22,上汽集团,0.0,19.75,19.7,19.79,19.67,19.75,5214006,0.04729,7.31481481481,1.31008333333,1.12535612536
600578,京能电力,0.57,3.64,,17.27,,261496.42,2.51,10派2,04-09,京能电力,-0.708,4.21,4.22,4.23,4.19,4.24,6284679,0.13611,7.38596491228,1.27555614035,2.02911123964
600177,雅戈尔,1.96,38.03,,23.96,,437149.74,38.23,10派8,04-29,雅戈尔,2.768,14.85,14.46,15.05,14.4,14.45,27612517,1.24011,7.57653061224,1.81533673469,0.199225101558
000966,长源电力,1.72,37.96,,34.54,,95223.88,37.96,10派2.6转10,04-28,长源电力,-0.303,13.17,13.18,13.24,13.09,13.21,4360222,0.78684,7.65697674419,2.64471976744,0.201711716127
601009,南京银行,2.21,16.93,14.01,17.59,25.58,700057.6,24.82,10派4转8,04-28,南京银行,-0.466,17.1,17.18,17.18,17.09,17.18,6164013,0.20762,7.73755656109,1.3610361991,0.457032283585
600741,华域汽车,1.85,7.36,,18.89,,478338.23,7.35,10派8.1,03-25,华域汽车,0.278,14.45,14.4,14.53,14.3,14.41,4937807,0.19115,7.81081081081,1.47546216216,1.06125146886
600315,上海家化,3.31,147.01,,46.5,,220996.1,146.12,10派9.9,03-11,上海家化,-0.404,27.1,27.15,27.23,27.04,27.21,3138177,0.46764,8.18731117825,3.80709969789,0.0556922058244
000776,广发证券,1.87,120.0,,21.14,,1320101.41,162.83,10派8,03-19,广发证券,0.131,15.33,15.31,15.42,15.2,15.31,24865055,0.42007,8.19786096257,1.73302780749,0.0683155080214
600999,招商证券,1.88,159.99,,23.95,,1090874.88,183.29,10派2.47,03-01,招商证券,-0.513,15.51,15.59,15.66,15.4,15.59,7330754,0.15263,8.25,1.975875,0.0515657228577
000623,吉林敖东,2.9,83.54,,17.33,,259358.93,83.85,10派3,03-29,吉林敖东,0.082,24.29,24.2,24.38,24.18,24.27,4597888,0.5698,8.37586206897,1.45153689655,0.100261695822
000686,东北证券,1.34,148.15,,26.21,-2.0,263005.89,148.11,10派2,04-27,东北证券,-0.262,11.42,11.41,11.52,11.35,11.45,13116536,0.62744,8.5223880597,2.23371791045,0.0575254003355
002736,国信证券,1.7,142.86,,33.86,,1394903.4,183.08,10派6,04-18,国信证券,1.387,14.62,14.42,14.75,14.35,14.42,8668987,0.39493,8.6,2.91196,0.0601987960241
600020,中原高速,0.51,28.55,,13.86,,114453.84,28.55,10派1.6,04-28,中原高速,0.457,4.4,4.37,4.41,4.33,4.38,8135882,0.36202,8.62745098039,1.19576470588,0.302187424882
