code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,-0.459,2.17,2.17,2.18,2.16,2.18,11151616,0.40678,24190256,31.0,0.5208,709100.432376,594890.239692,24.1111111111,0.482222222222
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,-1.648,7.16,7.2,7.25,7.13,7.28,13019841,0.74447,93240997,18.359,0.524112,1264235.3424,1252187.64,14.32,1.64597701149
000903,云内动力,0.14,13.22,,2.95,,10956.45,13.72,,08-29,云内动力,0.0,2.95,2.95,2.97,2.94,2.95,3977215,0.22848,11759056,10.536,0.621607142857,581386.252815,513509.9633,21.0714285714,1.59390533823
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,-1.483,4.65,4.7,4.7,4.63,4.72,30251307,0.37139,141176936,17.222,0.638691176471,4965163.57731,3787647.7443,13.6764705882,0.250714401251
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,-1.483,4.65,4.7,4.7,4.63,4.72,30251307,0.37139,141176936,17.222,0.638691176471,4965163.57731,3787647.7443,13.6764705882,0.250714401251
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,0.0,4.61,4.59,4.65,4.55,4.61,4155740,1.01311,19113505,9.41,0.649408695652,334882.82395,189101.101898,20.0434782609,0.00658622989343
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,-0.924,5.36,5.4,5.4,5.35,5.41,4372821,0.15982,23492460,12.235,0.659875555556,2161169.6135,1466513.6135,11.9111111111,0.0241840150879
300292,吴通控股,0.41,64.0,7.92,5.3,-0.19,13040.17,125.59,10转30,08-27,吴通控股,3.024,5.11,5.0,5.19,4.96,4.96,19955805,2.41865,102122618,28.389,0.66056097561,651448.593236,421616.841191,12.4634146341,0.194740853659
300292,吴通控股,0.41,64.0,7.92,5.3,-0.19,13040.17,125.59,10转30,08-27,吴通控股,3.024,5.11,5.0,5.19,4.96,4.96,19955805,2.41865,102122618,28.389,0.66056097561,651448.593236,421616.841191,12.4634146341,0.194740853659
300194,福安药业,0.3,200.0,9.01,3.86,0.4,8380.58,206.36,,08-27,福安药业,1.88,5.42,5.3,5.46,5.27,5.32,4450260,0.76016,23897020,22.583,0.697373333333,644824.111044,317305.123936,18.0666666667,0.0903333333333
600401,*ST海润,0.01,18.42,,0.85,,4246.44,18.71,,08-20,*ST海润,0.0,0.87,0.0,0.0,0.0,0.87,0,0.0,0,-3.486,0.7395,411069.358224,411069.358224,87.0,4.72312703583
000591,太阳能,0.2,183.67,,2.87,,22038.33,1059.61,,08-16,太阳能,-2.075,5.19,5.29,5.29,5.13,5.3,14547225,0.7869,75600957,19.366,0.744765,1560683.87861,959462.307354,25.95,0.141286002069
300026,红日药业,0.31,10.71,5.55,5.75,0.15,31142.14,25.7,10转20,08-26,红日药业,1.259,4.02,3.98,4.02,3.95,3.97,7544245,0.31514,30077552,26.8,0.74564516129,1210444.02679,962367.973566,12.9677419355,1.21080690341
300026,红日药业,0.31,10.71,5.55,5.75,0.15,31142.14,25.7,10转20,08-26,红日药业,1.259,4.02,3.98,4.02,3.95,3.97,7544245,0.31514,30077552,26.8,0.74564516129,1210444.02679,962367.973566,12.9677419355,1.21080690341
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-0.906,8.75,8.8,8.84,8.73,8.83,15210387,0.11862,133451235,5.912,0.76277173913,11219850.8214,11219850.8214,9.51086956522,1.65406427221
000709,河钢股份,0.04,14.71,,0.93,,40900.49,14.57,,08-31,河钢股份,-0.896,3.32,3.33,3.34,3.31,3.35,32140687,0.30273,106803408,19.529,0.7719,3525377.80686,3524810.04536,83.0,5.64242012237
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,0.752,4.02,3.98,4.04,3.95,3.99,7964500,0.37231,31785742,17.478,0.781912087912,938140.474746,859965.005664,4.41758241758,0.000490842490842
600269,赣粤高速,0.32,77.78,,5.58,,73900.78,73.48,,08-09,赣粤高速,-0.43,4.63,4.64,4.65,4.62,4.65,6825424,0.29226,31587624,11.024,0.80735625,1081293.44748,1081293.44748,14.46875,0.186021470815
