code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,-0.342,29.15,29.25,29.51,29.11,29.25,1486300,0.396,43640107,17.536,5.04939663462,1305351.21645,1094085.30011,14.0144230769,0.00016824845223
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,-1.0,13.86,14.01,14.04,13.65,14.0,25569189,0.44056,352943385,26.654,10.55824,16952951.7234,8044090.68494,30.8,0.000548530721282
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-1.689,5.82,5.9,5.95,5.75,5.92,22241768,1.19222,129574364,11.192,1.13202197802,1358187.31069,1085760.99911,6.3956043956,0.000710622710623
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,-0.359,5.55,5.54,5.58,5.54,5.57,618000,0.10877,3436227,76.027,2.095125,315338.70453,315338.70453,46.25,0.00398706896552
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,-0.359,5.55,5.58,5.59,5.53,5.57,2614705,0.63743,14519706,11.329,0.781826086957,403166.95725,227659.67799,24.1304347826,0.00792919217104
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,-0.645,4.62,4.64,4.65,4.62,4.65,3264580,0.16298,15117799,11.871,1.20572941176,1277907.15499,925410.159828,9.05882352941,0.00873771259167
600629,华建集团,0.26,6470.0,,11.96,,9436.39,6508.51,,08-10,华建集团,-1.982,15.33,15.48,15.54,15.29,15.64,566723,0.16285,8719555,22.802,7.0518,662575.066356,533483.713329,58.9615384615,0.0091130662228
600318,新力金融,0.33,3200.0,,6.72,,7987.88,3855.13,,08-26,新力金融,0.0,12.01,0.0,0.0,0.0,12.01,0,0.0,0,17.925,2.44567272727,581284.0,581284.0,36.3939393939,0.0113731060606
002477,雏鹰农牧,0.14,2686.54,,9.83,,45423.2,8694.1,,08-12,雏鹰农牧,0.218,4.6,4.58,4.63,4.56,4.59,14689849,0.7872,67463852,16.429,3.22985714286,1442173.4298,858405.79438,32.8571428571,0.0122302823919
002714,牧原股份,2.07,1970.0,,26.43,,107242.89,2189.93,,07-21,牧原股份,-2.02,53.84,54.51,55.28,53.65,54.95,3151733,0.52347,170847065,23.929,6.87435362319,6237167.25249,3241649.83031,26.0096618357,0.0132028740283
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,-0.501,9.94,9.99,10.03,9.94,9.99,6053503,0.27542,60411854,6.848,1.44874011976,2946115.55729,2184694.94457,5.95209580838,0.0143843394195
600075,新疆天业,0.59,883.33,3.56,11.56,,26873.39,926.48,,08-30,新疆天业,0.793,7.63,7.51,7.66,7.51,7.57,2375414,0.28537,18061808,8.573,1.49496271186,742034.554576,635120.954314,12.9322033898,0.014640285499
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,1.504,12.15,11.96,12.17,11.92,11.97,2927750,0.4051,35325203,19.597,1.0692,878102.37,878102.37,30.375,0.0159868421053
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-1.652,16.07,16.38,16.45,16.07,16.34,1574501,0.36883,25638037,8.035,5.16373185841,686018.658,686018.658,7.11061946903,0.01631399869
600724,宁波富达,0.26,719.68,,14.11,,37316.04,719.28,,08-23,宁波富达,0.531,3.79,3.76,3.8,3.75,3.77,584100,0.04042,2209534,43.019,2.05680384615,547746.365909,547633.269656,14.5769230769,0.0202547285973
000687,华讯方舟,0.15,2990.0,,10.0,,11699.11,2985.21,,08-17,华讯方舟,-1.037,10.5,10.6,10.7,10.47,10.61,4038744,0.76037,42476322,49.365,7.0,804509.3301,557715.9399,70.0,0.0234113712375
601966,玲珑轮胎,0.56,1300.0,,11.95,,55673.7,1379.04,,08-24,玲珑轮胎,1.054,17.25,17.0,17.38,16.97,17.07,3133300,0.79445,54118667,18.75,3.68102678571,2070000.0,680340.0,30.8035714286,0.0236950549451
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,1.846,6.07,5.96,6.11,5.95,5.96,12075958,0.44137,73163510,12.731,0.747284444444,2447443.94663,1660771.94663,13.4888888889,0.0273874946985
000863,三湘印象,0.48,380.0,,13.7,,46074.84,421.51,10派1.00419,08-30,三湘印象,-1.136,5.22,5.26,5.28,5.18,5.28,1433915,0.15641,7483280,9.0,1.489875,721274.854068,478542.142278,10.875,0.0286184210526
600077,宋都股份,0.08,1460.0,,2.72,,10447.83,1360.56,,08-30,宋都股份,-0.552,3.6,3.61,3.62,3.58,3.62,1264411,0.09435,4544128,-24.0,1.224,482444.03736,482444.03736,45.0,0.0308219178082
002411,必康股份,0.35,2189.47,,7.31,,48488.29,9082.55,,08-26,必康股份,0.303,26.48,26.4,26.55,26.33,26.4,688300,0.23972,18219222,40.613,5.53053714286,4057487.79103,760303.0942,75.6571428571,0.0345550032004
002411,必康股份,0.35,2189.47,,7.31,,48488.29,9082.55,,08-26,必康股份,0.303,26.48,26.4,26.55,26.33,26.4,688300,0.23972,18219222,40.613,5.53053714286,4057487.79103,760303.0942,75.6571428571,0.0345550032004
002270,华明装备,0.18,1400.0,,5.4,,9299.35,3952.71,,08-26,华明装备,-0.92,9.69,9.8,9.8,9.63,9.78,597731,0.25807,5784255,20.617,2.907,490468.47798,224435.392368,53.8333333333,0.0384523809524
000667,美好置业,0.11,646.15,,4.54,,27323.28,648.7,,07-20,美好置业,-0.66,3.01,3.04,3.05,3.01,3.03,5492400,0.21624,16608635,11.586,1.24230909091,770437.291932,764515.417631,27.3636363636,0.0423487369243
002092,中泰化学,0.18,1656.0,,2.81,,27223.92,1785.8,,08-19,中泰化学,0.152,13.19,13.13,13.32,13.11,13.17,10794646,0.53061,142595780,13.903,2.05910555556,2831167.01976,2683353.72531,73.2777777778,0.0442498658078
