code,name,open,high,low,close,volume,amount,MA_60,date,p_change
002571,德力股份,29.3,29.86,29.05,29.58,6444989.0,47019839.0,51.2227206427,2017-06-19,73.1667364526
600275,武昌鱼,17.57,17.77,17.49,17.66,3998888.0,24842728.0,29.476633046,2017-06-19,66.9118519026
600680,上海普天,53.19,53.74,52.84,53.23,1535739.0,21021154.0,88.16739744,2017-06-19,65.634787601
002207,准油股份,18.12,18.39,18.08,18.2,4836601.0,42884671.0,28.4485252387,2017-06-19,56.3105782348
600767,运盛医疗,25.97,27.29,25.97,27.07,7049260.0,50098112.0,41.432304104,2017-06-19,53.0561658811
002490,山东墨龙,9.28,9.42,9.22,9.42,4679465.0,21350328.0,13.9285783988,2017-06-19,47.8617664417
002248,华东数控,13.39,13.65,13.37,13.59,3983611.0,26521989.0,19.9843253689,2017-06-19,47.0516951352
600149,廊坊发展,37.16,37.39,36.58,37.01,8133835.0,103370731.0,54.4136325761,2017-06-19,47.0241355744
600747,大连控股,41.04,41.52,40.41,40.57,12495520.0,32168608.0,59.5810499669,2017-06-19,46.8598717449
000595,宝塔实业,22.94,23.92,22.84,23.45,16329900.0,74209923.0,34.2251874623,2017-06-19,45.949626705
600538,国发股份,22.29,22.7,22.1,22.64,5390049.0,38433721.0,33.0429087373,2017-06-19,45.9492435394
600425,青松建化,18.16,18.8,18.11,18.69,21957410.0,69753713.0,27.2677242861,2017-06-19,45.8947259823
601005,重庆钢铁,1.91,1.95,1.91,1.95,22999475.0,42181613.0,2.82145097146,2017-06-19,44.6897934082
000004,国农科技,195.39,214.31,195.39,201.05,12437818.0,333828297.0,288.995379596,2017-06-19,43.7430388439
600139,西部资源,68.96,69.05,67.71,68.33,15454433.0,117662161.0,97.6896887523,2017-06-19,42.9674941495
603268,松发股份,32.83,33.18,32.58,32.98,1108201.0,36185716.0,47.0306654488,2017-06-19,42.6035944477
000893,东凌粮油,18.96,19.24,18.9,19.08,11234887.0,105170923.0,26.9517986852,2017-06-19,41.2568065263
600401,*ST海润,25.91,26.1,25.73,26.1,21365046.0,30178055.0,36.7457007084,2017-06-19,40.7881253194
603636,南威软件,49.97,53.16,49.37,51.5,16228900.0,206647669.0,71.7791800925,2017-06-19,39.3770487233
600696,匹凸匹,22.97,23.17,22.87,23.0,1723200.0,11887372.0,31.8866309543,2017-06-19,38.6375258882
601519,大智慧,12.07,12.27,11.95,12.12,8653258.0,36103642.0,16.7686541845,2017-06-19,38.355232545
600608,*ST沪科,822.74,837.38,813.33,833.2,2021173.0,16022908.0,1150.42855758,2017-06-19,38.0735186728
000410,沈阳机床,21.45,21.63,21.25,21.45,5183720.0,38377785.0,29.3222674768,2017-06-19,36.7005476775
002524,光正集团,31.78,32.56,31.64,32.24,11745212.0,82469049.0,43.8607308314,2017-06-19,36.0444504695
601558,华锐风电,9.14,9.2,9.07,9.2,27955115.0,40832701.0,12.4662343104,2017-06-19,35.5025468521
000670,盈方微,52.43,53.48,52.43,53.16,11106734.0,56184038.0,71.8323619929,2017-06-19,35.1248344486
600735,新华锦,60.38,61.17,60.33,60.96,9706523.0,111818245.0,82.1585054628,2017-06-19,34.7744512185
300189,神农大丰,21.36,22.21,21.3,21.69,30768382.0,103037533.0,29.2294485369,2017-06-19,34.7600209169
600112,天成控股,26.48,26.96,26.44,26.76,4108652.0,27228623.0,35.7999667805,2017-06-19,33.7816396879
002306,*ST云网,17.51,17.89,17.34,17.47,6956575.0,29172420.0,23.3520384691,2017-06-19,33.6693673104
002278,神开股份,22.36,22.81,22.15,22.6,3397579.0,35611160.0,30.1767667393,2017-06-19,33.5255165454
600645,中源协和,449.86,462.29,447.13,453.23,10583467.0,228203084.0,603.965588089,2017-06-19,33.2580782581
300379,东方通,82.63,85.54,82.27,83.68,8363534.0,173353259.0,111.356838455,2017-06-19,33.0746157446
601106,中国一重,3.09,3.12,3.08,3.1,17925102.0,54874236.0,4.10759185993,2017-06-19,32.5029632234
300465,高伟达,35.13,35.83,34.74,35.41,8989065.0,98805974.0,46.9192118182,2017-06-19,32.5027162334
600540,新赛股份,17.5,17.91,17.5,17.81,3799627.0,19616166.0,23.5944839943,2017-06-19,32.478854544
600592,龙溪股份,32.0,32.55,31.84,32.18,14663746.0,151627876.0,42.527500172,2017-06-19,32.1550657924
002364,中恒电气,85.3,85.61,83.98,84.67,2904950.0,39123594.0,111.68608497,2017-06-19,31.9075055741
300312,邦讯技术,32.7,33.18,31.52,33.18,9954326.0,106389274.0,43.5833454499,2017-06-19,31.3542659732
000972,新中基,13.2,13.39,13.2,13.39,4001500.0,16338453.0,17.5827503471,2017-06-19,31.3125492689
600730,中国高科,43.45,43.72,43.23,43.72,5784766.0,46608550.0,57.2375829197,2017-06-19,30.918533668
002655,共达电声,27.7,28.1,27.58,27.98,10818399.0,99019049.0,36.6079918577,2017-06-19,30.8362825507
002052,同洲电子,44.4,45.01,44.05,44.87,8596411.0,56181047.0,58.6591683056,2017-06-19,30.7313757647
600234,山水文化,28.41,28.57,28.27,28.46,400500.0,4842704.0,37.2025543814,2017-06-19,30.7187434342
600807,天业股份,58.31,58.95,58.24,58.5,8770684.0,80639455.0,76.462034064,2017-06-19,30.7043317333
300175,朗源股份,37.02,37.69,36.89,37.51,11598979.0,97484436.0,48.9342323009,2017-06-19,30.4564977364
300235,方直科技,62.31,62.9,62.02,62.72,1965301.0,33308205.0,81.7518391318,2017-06-19,30.3441312688
603021,山东华鹏,30.78,31.22,30.22,31.17,3786443.0,44310222.0,40.6203222823,2017-06-19,30.3186470398
600576,万好万家,31.68,32.65,31.32,32.14,14746960.0,155861741.0,41.8333196083,2017-06-19,30.1596751969
600815,厦工股份,27.4,27.53,26.97,27.4,5396260.0,24056502.0,35.6425777468,2017-06-19,30.0824005359
000922,佳电股份,16.53,16.57,16.15,16.22,8271454.0,60313277.0,21.0230323928,2017-06-19,29.6117903379
000911,南宁糖业,22.01,22.01,21.58,21.97,10358095.0,119403237.0,28.4715926957,2017-06-19,29.5930482282
600423,柳化股份,16.8,17.2,16.54,16.97,5876920.0,30176738.0,21.9835467184,2017-06-19,29.5435870265
600847,万里股份,28.6,28.97,28.6,28.95,370476.0,5722349.0,37.465574102,2017-06-19,29.4147637376
600313,农发种业,18.29,18.42,18.16,18.38,6677925.0,27886602.0,23.7791604447,2017-06-19,29.375192844
600083,博信股份,12.93,13.22,12.89,13.16,1940069.0,25517464.0,17.0148625616,2017-06-19,29.2922687054
300028,金亚科技,20.04,21.19,19.72,20.83,20758392.0,175366051.0,26.9275918633,2017-06-19,29.2731246437
002323,雅百特,42.07,43.74,41.43,43.62,17323224.0,172756891.0,56.3725758116,2017-06-19,29.2356162576
603166,福达股份,13.68,13.72,13.38,13.67,4307412.0,47171669.0,17.5923795314,2017-06-19,28.6933396588
300359,全通教育,113.4,114.14,112.4,113.73,6585443.0,90105378.0,146.23470316,2017-06-19,28.5805883757
002134,天津普林,14.52,14.52,14.52,14.52,91400.0,1060240.0,18.6329118748,2017-06-19,28.3258393584
603703,盛洋科技,44.38,48.76,44.38,48.76,16757046.0,312405203.0,62.4499878084,2017-06-19,28.0762670394
603003,龙宇燃油,15.4,15.74,15.35,15.72,4151323.0,64362839.0,20.1328794593,2017-06-19,28.0717522855
600379,宝光股份,26.6,26.72,26.11,26.58,2004400.0,27794181.0,33.9775288662,2017-06-19,27.8311845982
001896,豫能控股,9.6,9.78,9.59,9.74,7315984.0,51367589.0,12.4335977284,2017-06-19,27.6550074788
300093,金刚玻璃,27.97,28.48,27.7,28.37,2133992.0,33044850.0,36.2011302074,2017-06-19,27.6035608297
300420,五洋科技,43.2,43.55,42.3,43.2,7149398.0,61179469.0,55.1115359063,2017-06-19,27.5729997831
000526,银润投资,77.55,77.55,77.55,77.55,164300.0,5155734.0,98.8573127396,2017-06-19,27.4755805797
200054,建摩B,2.32,2.37,2.32,2.37,14600.0,127302.0,3.01790002094,2017-06-19,27.3375536261
300404,博济医药,46.6,46.64,45.86,46.2,1000595.0,23076268.0,58.7028529099,2017-06-19,27.0624521859
000635,英 力 特,66.5,66.98,65.24,65.95,5250856.0,87582911.0,83.6895347994,2017-06-19,26.8984606511
600751,天海投资,37.34,37.53,37.14,37.46,7068528.0,41466930.0,47.5201176427,2017-06-19,26.8556263819
300025,华星创业,67.95,69.53,67.63,67.95,7410663.0,63994814.0,86.1364720236,2017-06-19,26.7644915727
000952,广济药业,28.73,29.1,28.73,29.0,2321699.0,32287917.0,36.7513049042,2017-06-19,26.7286376007
002234,民和股份,27.4,28.05,27.34,27.53,5835243.0,77476744.0,34.8758106642,2017-06-19,26.6829301279
300051,三五互联,74.3,77.63,73.73,76.5,10033308.0,120625787.0,96.8716322068,2017-06-19,26.6295845841
600712,南宁百货,45.12,46.47,44.93,45.96,3767529.0,26973725.0,58.1698158113,2017-06-19,26.5661788758
002740,爱迪尔,32.56,33.07,32.25,33.01,2048620.0,22259079.0,41.738689068,2017-06-19,26.4425600363
000819,岳阳兴长,127.27,129.82,126.73,128.35,1737359.0,28902789.0,162.261748733,2017-06-19,26.4213079334
600775,南京熊猫,14.77,15.14,14.74,14.97,5246126.0,54804280.0,18.911175022,2017-06-19,26.3271544553
002296,辉煌科技,55.21,56.18,54.54,55.82,4925077.0,53414485.0,70.4301127987,2017-06-19,26.1736166226
300417,南华仪器,57.2,58.6,57.04,58.16,1266601.0,36296442.0,73.3745255261,2017-06-19,26.1597756639
002629,仁智油服,28.18,28.48,27.88,28.33,4283551.0,32335384.0,35.7295719431,2017-06-19,26.1192091178
000502,绿景控股,44.8,45.77,43.94,45.21,7384794.0,95966110.0,57.0165600461,2017-06-19,26.1149304271
002400,省广股份,148.62,150.09,148.25,148.81,11634750.0,94153569.0,187.58512958,2017-06-19,26.0568036958
300449,汉邦高科,53.74,54.02,52.72,53.02,2376750.0,63143519.0,66.8215534192,2017-06-19,26.0308438686
002380,科远股份,57.14,57.86,56.73,57.67,1326486.0,24216396.0,72.6630218529,2017-06-19,25.9979570885
300442,普丽盛,30.11,30.2,29.18,29.44,1737219.0,51080593.0,37.0635187895,2017-06-19,25.895104584
600649,城投控股,219.2,221.65,219.2,220.43,15872670.0,171599937.0,277.286557659,2017-06-19,25.793475325
600826,兰生股份,105.91,106.93,105.11,106.7,1805453.0,33895009.0,133.979483579,2017-06-19,25.5665263163
300431,暴风科技,65.54,65.87,64.48,65.6,10353066.0,306944403.0,82.3606655396,2017-06-19,25.5497950299
000547,航天发展,121.01,124.31,118.96,120.78,31073749.0,331132818.0,151.589242043,2017-06-19,25.5085627111
