code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,1.994,10.23,10.0,10.25,9.77,10.03,1229718,0.28806,12302051,44.478,3.28717964602,569699.231112,436712.562,4.52654867257,0.0103853271063
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,-10.013,13.39,14.06,14.4,13.39,14.88,1853060,0.32188,25292314,34.395,2.31943125,839455.021353,770872.096124,6.4375,7.72846235113e-05
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,2.046,7.48,7.34,7.48,6.82,7.33,115609087,1.65988,830480493,15.265,5.69809777778,10979054.4494,5209736.86878,16.6222222222,0.000296032452756
