code,name,open,high,low,close,volume,amount,MA_60,date,p_change
600845,宝信软件,41.7,41.77,40.49,40.79,4541139.0,87836152.0,80.4733474983,2016-06-03,97.2869514546
600422,昆药集团,61.9,62.8,61.43,62.23,10630716.0,140301138.0,120.928817217,2016-06-03,94.3255941132
603889,新澳股份,19.27,20.22,19.2,19.79,4211561.0,54839579.0,33.9347944937,2016-06-03,71.4744542379
601918,国投新集,5.89,5.92,5.84,5.89,28903344.0,112374554.0,9.90312256899,2016-06-03,68.1345088114
600485,信威集团,49.84,50.03,49.12,49.42,52182848.0,934720597.0,71.7738368465,2016-06-03,45.2323691753
600871,石化油服,10.1,10.15,10.02,10.1,39416175.0,157914915.0,14.162594056,2016-06-03,40.2237035248
600432,吉恩镍业,34.45,34.74,34.2,34.3,10553811.0,73741706.0,47.8988479659,2016-06-03,39.6467870727
002312,三泰控股,223.05,232.75,220.99,226.57,71922992.0,1338172847.0,303.436334611,2016-06-03,33.926086689
600806,昆明机床,21.02,21.21,20.84,21.09,5346805.0,36878783.0,28.2402280493,2016-06-03,33.9034046908
600375,华菱星马,20.98,21.01,20.68,20.86,7460639.0,42513004.0,27.2713739683,2016-06-03,30.735253923
600546,山煤国际,25.14,25.3,24.89,25.14,19161449.0,59483416.0,32.6859492496,2016-06-03,30.015709028
600760,中航黑豹,43.23,43.52,42.64,43.08,5675876.0,49774219.0,55.9106116148,2016-06-03,29.7832210185
300028,金亚科技,44.66,45.33,43.47,44.7,39546341.0,727151362.0,57.6748777052,2016-06-03,29.0265720473
200771,杭汽轮Ｂ,39.72,40.81,39.43,40.47,818152.0,5721916.0,51.3810819711,2016-06-03,26.960914186
002568,百润股份,99.26,100.94,97.38,98.45,15890509.0,366223345.0,124.84989865,2016-06-03,26.8155395129
000748,长城信息,127.02,127.66,125.17,125.96,24083040.0,427405654.0,158.678645519,2016-06-03,25.9754251498
000972,新中基,19.93,20.09,19.73,20.03,22484979.0,137245973.0,25.185103992,2016-06-03,25.7369145883
601919,中国远洋,5.53,5.58,5.52,5.53,25274315.0,134287584.0,6.87083850327,2016-06-03,24.2466275456
200625,长  安Ｂ,61.67,62.35,61.5,62.01,1648416.0,18030716.0,76.9599682644,2016-06-03,24.1089634968
000939,凯迪生态,74.19,74.76,73.34,74.19,10725485.0,83954518.0,91.2674154554,2016-06-03,23.0184869327
600179,黑化股份,15.92,17.19,15.92,16.87,15274190.0,156015303.0,20.683827766,2016-06-03,22.607159253
002423,中原特钢,10.59,11.1,10.59,10.87,19743467.0,213248889.0,13.298495914,2016-06-03,22.3412687582
600701,工大高新,69.76,71.47,68.88,71.08,10858329.0,138056030.0,86.9098236043,2016-06-03,22.2704327578
600170,上海建工,44.42,44.54,43.97,44.31,30823911.0,119655870.0,54.0781909152,2016-06-03,22.0451160352
002703,浙江世宝,25.29,26.55,24.91,26.55,15801377.0,402562824.0,32.3786463794,2016-06-03,21.9534703557
000933,神火股份,49.15,49.75,49.03,49.51,29559296.0,120930432.0,60.2879352917,2016-06-03,21.76920883
600346,大橡塑,40.33,40.59,40.2,40.52,5859797.0,36283357.0,49.2886916316,2016-06-03,21.6404038292
600490,鹏欣资源,102.15,112.53,101.45,107.06,129198727.0,997307144.0,130.077311092,2016-06-03,21.4994499267
000767,漳泽电力,41.54,41.76,41.32,41.65,10425222.0,39945255.0,50.4559399735,2016-06-03,21.1427130217
600428,中远航运,37.01,37.45,36.76,37.32,16674699.0,99436247.0,45.1735533405,2016-06-03,21.0438192403
600873,梅花生物,39.26,39.89,38.85,39.54,136451607.0,934205267.0,47.8367638626,2016-06-03,20.9832166478
000796,凯撒旅游,70.64,71.03,69.52,70.08,9262748.0,162779813.0,84.6847932652,2016-06-03,20.8401730383
601018,宁波港,6.14,6.15,6.11,6.14,24266112.0,132995543.0,7.39945944984,2016-06-03,20.51236889
600582,天地科技,168.93,169.28,167.5,168.93,20433097.0,96655759.0,203.543052974,2016-06-03,20.4895832442
600291,西水股份,64.56,65.3,64.27,65.04,4790742.0,96095918.0,78.3445963483,2016-06-03,20.4560214458
600247,*ST成城,61.57,62.18,61.01,61.81,4419590.0,58116283.0,74.3550039686,2016-06-03,20.296075018
600744,华银电力,22.82,22.99,22.49,22.82,12433190.0,68653977.0,27.4467475268,2016-06-03,20.2749672517
600643,爱建集团,71.76,72.83,71.06,71.68,27808028.0,259486358.0,86.17389199,2016-06-03,20.2202734235
600307,酒钢宏兴,10.71,10.76,10.63,10.67,41283372.0,105043631.0,12.8176277336,2016-06-03,20.1277200895
