		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
600460	士兰微			2016-10-12	98.57	426	117.77	持有	214.66
600507	方大特钢			2017-04-28	67.95	228	112.52	持有	144.41
600782	新钢股份			2017-05-16	32.38	210	112.26	持有	68.73
000916	华北高速			2016-05-27	8.77	556	104.9	持有	17.97
600346	*ST橡塑			2016-05-20	39.86	565	96.66	持有	78.39
600438	通威股份			2017-02-22	63.67	293	85.94	持有	118.39
002517	恺英网络			2017-01-26	61.57	320	82.1	持有	112.12
300411	金盾股份			2016-02-03	41.56	678	77.12	持有	73.61
002460	赣锋锂业			2017-06-14	261.80	181	75.32	持有	459.00
300223	北京君正			2017-06-08	49.90	187	68.2	持有	83.93
600291	西水股份			2017-04-07	48.81	249	56.57	持有	76.42
600282	南钢股份			2017-05-25	17.20	201	53.95	持有	26.48
600206	有研新材			2017-05-31	34.57	195	49.84	持有	51.80
601699	潞安环能			2016-01-06	36.61	706	45.92	持有	53.42
002049	紫光国芯			2016-05-20	152.85	571	44.93	持有	221.52
002278	神开股份			2017-06-13	22.43	182	43.25	持有	32.13
600319	*ST亚星			2016-03-07	11.54	645	42.2	持有	16.41
002222	福晶科技			2017-08-04	36.49	130	41.3	持有	51.56
600703	三安光电			2017-08-11	405.86	123	39.85	持有	567.59
600970	中材国际			2016-02-03	73.97	678	37.97	持有	102.06
000513	丽珠集团			2017-08-14	232.63	120	37.81	持有	320.58
600148	长春一东			2016-02-02	49.04	679	36.97	持有	67.17
600690	青岛海尔			2017-08-22	528.66	112	35.24	持有	714.96
601877	正泰电器			2017-05-25	30.08	201	34.97	持有	40.60
600083	博信股份			2017-05-05	14.06	221	34.5	持有	18.91
300130	新国都			2017-05-04	76.37	222	34.24	持有	102.52
002493	荣盛石化			2017-04-18	63.73	238	34.21	持有	85.53
002294	信立泰			2017-09-06	325.98	97	34.05	持有	436.97
002485	希努尔			2017-05-08	35.86	218	33.46	持有	47.86
300229	拓尔思			2017-06-05	42.15	190	33.12	持有	56.11
