code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-0.712,15.33,15.43,15.48,15.26,15.44,1896041,0.44415,29077358,7.665,4.92594955752,654428.502,654428.502,6.78318584071,0.0155627629071
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-2.34,6.26,6.41,6.44,6.18,6.41,43725130,2.3438,275809834,12.038,1.2176043956,1460868.1383,1167846.0231,6.87912087912,0.000764346764347
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,0.647,9.34,9.31,9.39,9.28,9.28,8897085,0.24842,83139462,6.185,1.01242748092,3345071.8277,3345071.8277,7.12977099237,9.25944284723
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,0.0,4.67,4.65,4.71,4.65,4.67,7038745,0.3514,32953716,11.999,1.21877843137,1291737.319,935425.421298,9.1568627451,0.00883227658076
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-1.173,9.27,9.35,9.36,9.27,9.38,22269275,0.17367,207160208,5.038,0.808102173913,11886630.5273,11886630.5273,10.0760869565,1.75236294896
000957,中通客车,0.98,390.0,,12.78,,29183.11,504.73,,08-19,中通客车,1.764,10.96,10.79,11.02,10.79,10.77,4214452,0.88354,46103394,11.071,1.42927346939,649822.713856,522790.537936,11.1836734694,0.0286760858189
000600,建投能源,0.64,5.4,,10.6,,115464.8,5.5,,08-10,建投能源,0.0,7.9,7.9,8.0,7.84,7.9,8955449,0.82157,70929040,9.741,1.3084375,1415384.83704,861134.85954,12.34375,2.28587962963
300017,网宿科技,0.78,69.38,8.24,12.81,0.65,58581.28,81.78,,07-29,网宿科技,-1.083,10.05,10.08,10.42,10.03,10.16,69145281,4.34544,706521545,6.213,1.65051923077,2423204.89374,1599171.23982,12.8846153846,0.185710801162
300253,卫宁健康,0.53,394.77,2.71,26.23,-0.07,42345.27,624.16,,08-27,卫宁健康,1.173,6.9,6.8,7.01,6.79,6.82,7906341,0.68995,54666678,10.759,3.4148490566,1105904.96925,790688.72472,13.0188679245,0.0329783618931
603766,隆鑫通用,0.51,16.71,,7.84,,42705.66,22.16,,08-16,隆鑫通用,1.048,6.75,6.7,6.78,6.64,6.68,8698572,0.41867,58507624,6.49,1.03764705882,1426327.21125,1402433.30812,13.2352941176,0.792058295491
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,0.071,28.1,28.03,28.49,27.82,28.08,796910,0.21232,22420055,16.904,4.86751442308,1258331.70437,1054675.70954,13.5096153846,0.000162188044859
600064,南京高科,0.99,48.13,,8.36,,76297.95,47.65,,07-28,南京高科,0.498,14.13,14.05,14.14,14.05,14.06,1341859,0.17371,18926970,11.785,1.1932,1091504.42672,1091504.42672,14.2727272727,0.296545341216
600919,江苏银行,0.54,14.89,,8.26,,560953.4,14.06,,08-01,江苏银行,0.765,7.9,7.88,7.92,7.83,7.84,61711729,1.04404,485981175,8.061,1.20840740741,9120115.5,4669568.38266,14.6296296296,0.982513742756
600919,江苏银行,0.54,14.89,,8.26,,560953.4,14.06,,08-01,江苏银行,0.765,7.9,7.88,7.92,7.83,7.84,61711729,1.04404,485981175,8.061,1.20840740741,9120115.5,4669568.38266,14.6296296296,0.982513742756
600724,宁波富达,0.26,719.68,,14.11,,37316.04,719.28,,08-23,宁波富达,1.061,3.81,3.76,3.82,3.75,3.77,1424981,0.09862,5411281,43.246,2.06765769231,550636.848051,550523.154984,14.6538461538,0.0203616137087
600724,宁波富达,0.26,719.68,,14.11,,37316.04,719.28,,08-23,宁波富达,1.061,3.81,3.76,3.82,3.75,3.77,1424981,0.09862,5411281,43.246,2.06765769231,550636.848051,550523.154984,14.6538461538,0.0203616137087
601872,招商轮船,0.3,150.8,,10.75,,157217.12,181.58,,08-29,招商轮船,0.456,4.41,4.37,4.43,4.37,4.39,6394769,0.13546,28158224,13.364,1.58025,2337061.02739,2081926.51777,14.7,0.0974801061008
000587,金洲慈航,0.46,253.85,,6.26,,48933.42,581.92,,08-24,金洲慈航,0.594,6.77,6.68,6.81,6.64,6.73,32356243,2.80813,217908934,6.908,0.921308695652,1437778.29641,780061.418748,14.7173913043,0.0579767236728
000587,金洲慈航,0.46,253.85,,6.26,,48933.42,581.92,,08-24,金洲慈航,0.594,6.77,6.68,6.81,6.64,6.73,32356243,2.80813,217908934,6.908,0.921308695652,1437778.29641,780061.418748,14.7173913043,0.0579767236728
