		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
002352	鼎泰新材			2016-03-03	37.36	512	349.3	持有	167.86
600291	西水股份			2017-04-07	48.81	112	125.12	持有	109.88
300450	先导智能			2016-09-21	184.43	310	114.31	持有	395.26
000916	华北高速			2016-05-27	8.77	427	108.89	持有	18.32
000923	河北宣工			2016-03-14	21.32	501	103.94	持有	43.48
600148	长春一东			2016-02-02	49.04	542	92.58	持有	94.44
002759	天际股份			2016-03-14	37.43	501	81.49	持有	67.93
000839	中信国安			2016-03-08	130.50	507	77.15	持有	231.18
000912	泸天化			2016-06-20	14.43	403	74.98	持有	25.25
300411	金盾股份			2016-02-03	41.56	541	74.04	持有	72.33
000709	河钢股份			2016-11-10	30.00	260	65.83	持有	49.75
600507	方大特钢			2017-04-28	67.95	91	65.15	持有	112.22
002455	百川股份			2016-03-02	42.25	513	62.34	持有	68.59
601101	昊华能源			2017-05-18	20.96	71	59.59	持有	33.45
002068	黑猫股份			2017-05-17	39.22	72	58.24	持有	62.06
600338	西藏珠峰			2017-01-23	37.31	186	58.03	持有	58.96
300309	吉艾科技			2016-05-04	53.42	450	57.84	持有	84.32
002460	赣锋锂业			2017-06-14	261.80	44	56.07	持有	408.59
600480	凌云股份			2016-05-31	24.42	423	55.94	持有	38.08
000905	厦门港务			2017-01-25	24.91	184	54.56	持有	38.50
002656	摩登大道			2016-03-02	35.81	513	54.34	持有	55.27
000063	中兴通讯			2016-10-10	256.56	291	54.08	持有	395.30
000831	*ST五稀			2017-06-13	42.69	45	53.88	持有	65.69
600346	*ST橡塑			2016-05-20	39.86	434	51.56	持有	60.41
600801	华新水泥			2017-05-31	50.03	58	51.23	持有	75.66
600295	鄂尔多斯			2017-01-23	30.04	186	50.93	持有	45.34
000088	盐 田 港			2016-03-02	45.59	513	47.36	持有	67.18
300268	万福生科			2016-06-29	36.71	394	46.96	持有	53.95
600008	首创股份			2016-06-01	29.12	422	46.81	持有	42.75
000488	晨鸣纸业			2017-05-19	60.61	70	46.05	持有	88.52
600475	华光股份			2016-03-15	33.27	500	45.45	持有	48.39
600782	新钢股份			2017-05-16	32.38	73	44.63	持有	46.83
002040	南 京 港			2016-03-09	26.89	506	44.44	持有	38.84
002092	中泰化学			2017-06-06	35.95	52	43.73	持有	51.67
002430	杭氧股份			2016-09-07	17.52	324	42.58	持有	24.98
601336	新华保险			2017-04-20	43.53	99	41.4	持有	61.55
300083	劲胜精密			2017-01-26	54.81	183	40.96	持有	77.26
600117	西宁特钢			2017-01-24	15.42	185	40.6	持有	21.68
600282	南钢股份			2017-05-25	17.20	64	40.23	持有	24.12
600808	马钢股份			2017-05-18	5.74	71	39.72	持有	8.02
000022	深赤湾Ａ			2015-12-07	78.68	599	39.57	持有	109.81
600111	北方稀土			2017-01-25	234.32	184	39.5	持有	326.88
600741	华域汽车			2017-01-20	632.34	189	39.23	持有	880.40
