code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,-0.439,4.54,4.63,4.66,4.52,4.56,8497449,0.48588,38899957,11.641,0.332328,801496.212186,793986.598186,9.08,1.04367816092
000587,金洲慈航,0.46,253.85,,6.26,,48933.42,581.92,,08-24,金洲慈航,-3.833,2.76,2.9,2.91,2.74,2.87,28605700,2.35824,80586288,5.75,0.3756,586154.81508,334791.2706,6.0,0.0236360055151
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,-1.124,1.76,1.79,1.8,1.76,1.78,9004480,0.32846,16025728,25.143,0.4224,575122.931328,482491.622976,19.5555555556,0.391111111111
002354,天神娱乐,0.69,7.81,,4.01,,20196.94,41.5,,08-31,天神娱乐,-0.27,7.39,7.46,7.54,7.31,7.41,7339482,1.29431,54258633,6.294,0.429476811594,692329.8591,419055.000326,10.7101449275,1.37133737869
002354,天神娱乐,0.69,7.81,,4.01,,20196.94,41.5,,08-31,天神娱乐,-0.27,7.39,7.46,7.54,7.31,7.41,7339482,1.29431,54258633,6.294,0.429476811594,692329.8591,419055.000326,10.7101449275,1.37133737869
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,-2.09,3.28,3.36,3.4,3.22,3.35,6840150,1.66579,22667883,-7.791,0.462052173913,238268.0396,134684.683152,14.2608695652,0.00468608113892
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,-2.09,3.28,3.36,3.4,3.22,3.35,6840150,1.66579,22667883,-7.791,0.462052173913,238268.0396,134684.683152,14.2608695652,0.00468608113892
300420,五洋停车,0.35,157.93,11.18,3.86,-0.16,3209.54,223.09,,08-03,五洋停车,-1.856,4.23,4.31,4.34,4.16,4.31,2198680,0.62784,9323798,26.438,0.466508571429,302711.696847,148132.776447,12.0857142857,0.0765257663884
000591,太阳能,0.2,183.67,,2.87,,22038.33,1059.61,,08-16,太阳能,-1.765,3.34,3.43,3.45,3.33,3.4,9501768,0.46644,32170131,12.463,0.47929,1004370.74269,680391.042286,16.7,0.0909239396744
000591,太阳能,0.2,183.67,,2.87,,22038.33,1059.61,,08-16,太阳能,-1.765,3.34,3.43,3.45,3.33,3.4,9501768,0.46644,32170131,12.463,0.47929,1004370.74269,680391.042286,16.7,0.0909239396744
