code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,3.77,18.44,17.79,18.45,17.65,17.77,19705320,3.8863,40.9777777778,14.0471822222,0.000729791233798
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,1.081,7.48,7.47,7.52,7.44,7.4,19464183,1.6697,8.21978021978,1.4549010989,0.000913308913309
002714,牧原股份,2.07,1970.0,,26.43,,107242.89,2189.93,,07-21,牧原股份,0.698,24.52,24.48,24.64,24.46,24.35,5331802,1.73646,11.845410628,3.13074202899,0.00601289879595
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,0.091,10.95,11.13,11.48,10.86,10.94,42504803,8.55893,91.25,4.133625,0.00786637931034
600629,华建集团,0.26,6470.0,,11.96,,9436.39,6508.51,,08-10,华建集团,2.694,18.68,18.3,18.7,18.3,18.19,2220835,0.63817,71.8461538462,8.5928,0.011104506004
002558,世纪游轮,1.03,5050.0,,16.18,,49967.2,42634.19,10转20,08-18,世纪游轮,-0.251,67.43,68.51,70.18,66.06,67.6,13187896,20.47921,65.4660194175,10.5924019417,0.0129635682015
002477,雏鹰农牧,0.14,2686.54,,9.83,,45423.2,8694.1,,08-12,雏鹰农牧,2.111,5.32,5.23,5.39,5.23,5.21,42802522,2.25109,38.0,3.7354,0.0141445874619
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,0.535,11.27,11.25,11.41,11.18,11.21,10436106,1.44401,28.175,0.99176,0.0148289473684
600246,万通地产,0.22,1684.43,,8.67,,26490.33,1689.53,,08-31,万通地产,-0.316,6.31,6.4,6.44,6.28,6.33,19627449,1.61304,28.6818181818,2.48671363636,0.0170276106349
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,0.834,19.35,19.32,19.4,19.26,19.19,4983289,1.16734,8.56194690265,6.21768584071,0.0196438005384
