		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
002607	亚夏汽车			2017-01-25	43.61	503	139.78	持有	104.57
300168	万达信息			2017-11-28	104.41	196	108.92	持有	218.13
300107	建新股份			2017-10-11	57.14	244	105.81	持有	117.60
000916	华北高速			2016-05-27	8.77	556	104.9	持有	17.97
600810	神马股份			2017-06-05	22.74	372	85.84	持有	42.26
600600	青岛啤酒			2017-08-28	53.68	288	50.63	持有	80.86
002460	赣锋锂业			2017-06-14	261.80	363	49.16	持有	390.49
600282	南钢股份			2017-05-25	17.20	383	46.69	持有	25.23
601699	潞安环能			2016-01-06	36.61	888	46.65	持有	53.69
600559	老白干酒			2016-10-11	83.51	609	43.06	持有	119.47
601877	正泰电器			2017-05-25	30.08	383	34.77	持有	40.54
002304	洋河股份			2018-04-04	438.54	69	34.15	持有	588.32
000736	中房地产			2017-08-01	24.95	315	33.79	持有	33.38
600197	伊力特			2018-04-09	70.81	64	33.41	持有	94.47
002563	森马服饰			2016-10-11	50.07	609	31.08	持有	65.63
600760	*ST黑豹			2017-05-25	141.16	383	30.59	持有	184.34
600789	鲁抗医药			2017-11-14	17.05	210	26.69	持有	21.60
300047	天源迪科			2017-11-29	37.36	195	25.35	持有	46.83
300037	新宙邦			2017-12-11	66.26	183	24.39	持有	82.42
600466	蓝光发展			2016-11-09	36.78	580	23.74	持有	45.51
600309	万华化学			2018-06-04	1407.15	8	23.6	持有	1739.28
600048	保利地产			2017-11-16	218.17	208	22.9	持有	268.13
600004	白云机场			2018-05-03	38.69	40	22.82	持有	47.52
300423	鲁亿通			2017-11-29	33.04	195	22.7	持有	40.54
300223	北京君正			2017-06-08	49.90	369	22.55	持有	61.15
002024	苏宁云商			2018-02-27	1072.33	105	22.44	持有	1312.93
600438	通威股份			2017-02-22	63.67	475	22.13	持有	77.76
000022	深赤湾Ａ			2015-12-07	78.68	711	21.86	持有	95.88
300146	汤臣倍健			2017-11-08	369.98	83	21.27	持有	448.69
600258	首旅酒店			2018-05-07	56.77	36	20.57	持有	68.45
600486	扬农化工			2018-04-24	183.61	49	20.5	持有	221.25
000553	沙隆达Ａ			2018-03-30	59.25	74	20.22	持有	71.23
600702	沱牌舍得			2018-04-09	126.19	64	19.61	持有	150.94
600690	青岛海尔			2018-04-13	700.63	60	19.48	持有	837.10
600085	同仁堂			2017-12-29	352.14	165	18.89	持有	418.66
000961	中南建设			2017-07-03	35.82	344	18.59	持有	42.48
300463	迈克生物			2018-01-23	67.20	140	18.59	持有	79.69
600529	山东药玻			2017-08-31	85.86	285	18.24	持有	101.52
601566	九牧王			2018-01-22	18.30	141	17.27	持有	21.46
600569	安阳钢铁			2018-06-01	8.25	11	17.21	持有	9.67
600681	百川能源			2018-04-10	55.47	63	17.2	持有	65.01
600884	杉杉股份			2017-12-11	408.58	183	17.13	持有	478.59
002485	希努尔			2017-05-08	35.86	393	17.09	持有	41.99
600203	福日电子			2017-05-16	14.90	392	16.91	持有	17.42
002693	双成药业			2017-12-11	22.53	183	16.47	持有	26.24
002309	中利科技			2017-05-19	46.21	259	15.91	持有	53.56
600262	北方股份			2018-01-05	29.82	158	15.79	持有	34.53
600740	山西焦化			2017-12-18	71.95	176	15.77	持有	83.30
600115	东方航空			2018-04-11	9.77	62	14.94	持有	11.23
600859	王府井			2018-04-26	86.38	47	14.83	持有	99.19
600519	贵州茅台			2018-05-07	4736.84	36	14.47	持有	5422.21
000418	小天鹅Ａ			2018-05-31	193.66	12	14.42	持有	221.59
603636	南威软件			2018-02-26	40.46	91	14.41	持有	46.29
002683	宏大爆破			2017-07-24	23.96	323	14.27	持有	27.38
000921	海信科龙			2018-04-25	13.16	48	13.91	持有	14.99
002147	新光圆成			2017-11-29	44.75	49	13.45	持有	50.77
601021	春秋航空			2018-02-22	71.17	110	13.35	持有	80.67
300412	迦南科技			2017-12-08	46.81	186	13.31	持有	53.04
600645	中源协和			2018-05-22	481.67	21	13.07	持有	544.64
000532	力合股份			2017-12-13	52.50	181	12.95	持有	59.30
600207	安彩高科			2017-06-14	11.81	363	12.87	持有	13.33
002264	新 华 都			2017-03-10	49.91	459	12.78	持有	56.29
002228	合兴包装			2017-05-31	41.37	377	12.76	持有	46.65
600339	*ST天利			2018-04-04	16.02	69	12.36	持有	18.00
300439	美康生物			2018-01-22	58.23	141	11.97	持有	65.20
600098	广州发展			2018-04-11	32.36	62	11.71	持有	36.15
600585	海螺水泥			2018-04-03	141.46	70	11.69	持有	158.00
300395	菲利华			2018-02-22	62.24	110	11.66	持有	69.50
600641	万业企业			2017-01-24	232.89	447	11.63	持有	259.98
603338	浙江鼎力			2018-04-24	164.15	49	11.39	持有	182.85
300420	五洋科技			2018-02-26	31.96	106	11.2	持有	35.54
601231	环旭电子			2018-05-16	20.48	27	11.08	持有	22.75
600129	太极集团			2018-05-03	44.86	40	11.01	持有	49.80
603009	北特科技			2017-12-08	25.06	186	10.93	持有	27.80
600236	桂冠电力			2017-12-20	26.14	174	10.75	持有	28.95
600337	美克家居			2018-02-22	71.45	110	10.62	持有	79.04
300010	立思辰			2017-11-09	61.94	215	10.56	持有	68.48
600008	首创股份			2016-06-01	29.12	741	10.51	持有	32.18
603021	山东华鹏			2018-04-12	23.04	50	10.42	持有	25.44
002511	中顺洁柔			2018-05-10	72.61	33	10.41	持有	80.17
002579	中京电子			2018-03-29	31.45	75	10.4	持有	34.72
601519	大智慧			2018-04-02	11.46	71	10.38	持有	12.65
300101	振芯科技			2018-02-13	106.06	119	10.31	持有	116.99
600323	瀚蓝环境			2018-04-03	50.44	70	9.89	持有	55.43
600660	福耀玻璃			2018-04-24	1698.13	49	9.83	持有	1865.12
002629	仁智油服			2018-02-14	19.38	118	9.65	持有	21.25
300136	信维通信			2018-05-08	434.09	35	9.46	持有	475.16
002153	石基信息			2018-02-08	455.84	124	9.24	持有	497.94
002256	彩虹精化			2017-12-14	63.21	77	9.03	持有	68.92
300036	超图软件			2017-11-09	89.41	215	8.9	持有	97.37
002035	华帝股份			2018-04-04	281.75	69	8.88	持有	306.77
000717	*ST韶钢			2018-04-10	30.78	63	8.84	持有	33.50
000425	徐工机械			2018-04-10	166.57	63	8.84	持有	181.30
600801	华新水泥			2018-06-05	89.14	7	8.84	持有	97.02
002154	报 喜 鸟			2018-04-25	34.27	48	8.58	持有	37.21
600536	中国软件			2017-11-09	99.09	215	8.52	持有	107.53
600738	兰州民百			2018-01-03	45.62	160	8.42	持有	49.46
002028	思源电气			2017-07-20	316.95	327	8.19	持有	342.90
002204	大连重工			2018-03-28	19.16	76	8.14	持有	20.72
002299	圣农发展			2017-11-16	32.44	208	7.95	持有	35.02
603456	九洲药业			2017-11-28	32.88	188	7.88	持有	35.47
000672	上峰水泥			2018-06-05	54.22	7	7.88	持有	58.49
600764	中电广通			2017-05-12	238.97	336	7.88	持有	257.79
002146	荣盛发展			2017-11-29	86.44	195	7.81	持有	93.19
002362	汉王科技			2017-05-18	41.40	390	7.68	持有	44.58
600148	长春一东			2016-02-02	49.04	741	7.67	持有	52.80
000910	大亚科技			2016-12-30	45.55	529	7.51	持有	48.97
600019	宝钢股份			2018-06-04	19.01	8	7.1	持有	20.36
002475	立讯精密			2018-01-05	363.81	158	7.04	持有	389.44
600887	伊利股份			2018-04-04	2320.73	69	6.99	持有	2482.98
002753	永东股份			2017-11-30	47.77	194	6.74	持有	50.99
000526	银润投资			2018-02-23	65.27	26	6.7	持有	69.64
600088	中视传媒			2018-01-19	35.68	144	6.59	持有	38.03
002012	凯恩股份			2018-05-09	33.94	34	6.25	持有	36.06
300393	中来股份			2018-02-12	53.50	120	6.17	持有	56.80
000050	深天马Ａ			2018-02-23	133.05	109	6.06	持有	141.11
600152	维科精华			2018-05-08	17.77	35	6.02	持有	18.84
600346	*ST橡塑			2018-04-24	99.03	49	5.99	持有	104.96
002408	齐翔腾达			2018-02-23	76.19	109	5.96	持有	80.73
000333	美的集团			2018-06-04	238.02	8	5.93	持有	252.13
601225	陕西煤业			2017-12-28	8.68	166	5.76	持有	9.18
002110	三钢闽光			2018-04-23	18.62	50	5.75	持有	19.69
002019	亿帆鑫富			2017-04-28	231.24	410	5.75	持有	244.53
000726	鲁 泰Ａ			2018-02-28	76.59	104	5.73	持有	80.98
600077	宋都股份			2017-11-30	30.84	194	5.71	持有	32.60
002749	国光股份			2018-02-27	65.08	105	5.65	持有	68.76
600508	上海能源			2018-04-13	32.94	60	5.53	持有	34.76
600029	南方航空			2018-04-25	16.67	48	5.52	持有	17.59
600273	嘉化能源			2018-06-08	12.37	4	5.5	持有	13.05
000651	格力电器			2018-04-12	7756.51	61	5.44	持有	8178.41
002178	延华智能			2018-05-25	43.52	18	5.4	持有	45.87
000633	*ST合金			2018-04-20	61.57	53	5.36	持有	64.87
601579	会稽山			2018-04-10	11.28	63	5.14	持有	11.86
600409	三友化工			2018-04-04	54.06	69	5.11	持有	56.82
300333	兆日科技			2017-12-01	30.77	193	5.1	持有	32.34
600703	三安光电			2017-08-11	405.86	305	5.08	持有	426.46
002697	红旗连锁			2016-03-03	38.35	831	4.93	持有	40.24
600318	新力金融			2016-02-01	33.42	780	4.85	持有	35.04
000848	承德露露			2017-04-05	227.01	433	4.83	持有	237.97
000019	深深宝Ａ			2017-06-07	55.60	370	4.82	持有	58.28
002235	安妮股份			2017-06-08	35.92	369	4.79	持有	37.64
600888	新疆众和			2017-01-24	61.57	504	4.76	持有	64.50
002050	三花股份			2018-04-13	146.66	60	4.62	持有	153.44
600674	XD川投能			2018-04-27	161.93	46	4.53	持有	169.26
600348	阳泉煤业			2017-11-23	54.50	201	4.5	持有	56.95
002242	九阳股份			2018-05-31	73.98	12	4.5	持有	77.31
600750	江中药业			2018-02-26	172.33	60	4.5	持有	180.09
601006	大秦铁路			2018-06-05	13.88	7	4.47	持有	14.50
600648	外高桥			2017-10-11	118.53	244	4.36	持有	123.70
000550	江铃汽车			2018-06-04	37.65	8	4.36	持有	39.29
002039	黔源电力			2018-05-07	32.99	36	4.24	持有	34.39
002466	天齐锂业			2018-01-30	342.68	120	4.08	持有	356.65
603611	诺力股份			2017-12-14	44.99	180	4.02	持有	46.80
600057	象屿股份			2017-12-08	50.72	186	3.94	持有	52.72
600548	深高速			2018-04-24	17.30	49	3.93	持有	17.98
000960	锡业股份			2017-11-29	45.08	195	3.77	持有	46.78
002621	三垒股份			2017-02-17	64.68	474	3.77	持有	67.12
300261	雅本化学			2018-03-30	47.38	74	3.69	持有	49.13
600176	中国巨石			2018-05-03	168.11	40	3.52	持有	174.02
300085	银之杰			2018-06-05	162.44	7	3.39	持有	167.94
300045	华力创通			2018-02-23	77.92	109	3.36	持有	80.54
300251	光线传媒			2017-12-07	257.26	187	3.35	持有	265.88
000708	大冶特钢			2018-06-06	19.32	6	3.26	持有	19.95
002230	科大讯飞			2017-10-31	477.86	224	3.14	持有	492.85
002508	老板电器			2018-03-28	231.21	76	3.14	持有	238.46
000996	中国中期			2018-05-29	50.13	14	3.07	持有	51.67
002119	康强电子			2018-02-06	34.92	126	2.86	持有	35.92
002029	七 匹 狼			2018-05-08	84.03	35	2.81	持有	86.39
600487	亨通光电			2018-05-03	244.56	40	2.78	持有	251.36
300179	四方达			2017-12-06	37.09	188	2.64	持有	38.07
600188	兖州煤业			2018-06-06	37.93	6	2.56	持有	38.90
000951	中国重汽			2018-04-12	42.40	61	2.55	持有	43.48
600185	格力地产			2018-03-29	36.11	75	2.55	持有	37.03
601088	中国神华			2018-04-19	31.66	54	2.5	持有	32.45
002751	易尚展示			2018-01-10	77.30	153	2.42	持有	79.17
603222	济民制药			2018-06-04	18.11	8	2.32	持有	18.53
002490	山东墨龙			2018-01-22	9.93	141	2.32	持有	10.16
002600	江粉磁材			2018-05-02	27.73	41	2.27	持有	28.36
000031	中粮地产			2018-06-06	121.41	6	2.23	持有	124.12
002128	露天煤业			2018-04-19	23.19	54	2.2	持有	23.70
600490	鹏欣资源			2018-02-23	119.12	49	2.12	持有	121.65
600325	华发股份			2018-04-10	60.35	63	1.94	持有	61.52
002456	欧菲光			2018-02-02	389.81	130	1.83	持有	396.93
002102	冠福股份			2017-11-13	36.43	199	1.76	持有	37.07
601857	中国石油			2018-04-11	9.86	62	1.72	持有	10.03
000759	中百集团			2018-05-07	55.72	36	1.65	持有	56.64
600886	国投电力			2018-01-02	337.32	161	1.61	持有	342.76
601678	滨化股份			2018-05-07	26.88	36	1.6	持有	27.31
600803	新奥股份			2018-03-01	76.33	103	1.55	持有	77.51
002313	日海通讯			2018-06-04	76.50	8	1.52	持有	77.66
000530	大冷股份			2018-06-07	48.32	5	1.49	持有	49.04
300166	东方国信			2018-06-08	258.77	4	1.36	持有	262.30
000665	湖北广电			2017-11-30	42.83	194	1.31	持有	43.39
002651	利君股份			2018-02-28	18.75	104	1.23	持有	18.98
002701	奥瑞金			2018-03-26	49.18	78	1.2	持有	49.77
600725	*ST云维			2018-06-07	20.73	5	1.16	持有	20.97
300124	汇川技术			2018-06-05	521.03	7	1.13	持有	526.92
000411	英特集团			2017-03-31	60.47	438	0.93	持有	61.03
601168	西部矿业			2018-04-10	7.75	63	0.9	持有	7.82
600015	华夏银行			2016-07-04	33.54	708	0.83	持有	33.82
600520	*ST中发			2017-11-01	41.37	223	0.8	持有	41.70
600597	光明乳业			2018-05-10	27.43	33	0.69	持有	27.62
002393	力生制药			2018-05-03	31.40	40	0.67	持有	31.61
002157	正邦科技			2018-04-03	70.23	70	0.64	持有	70.68
600054	DR黄山旅			2018-03-30	55.38	74	0.61	持有	55.72
002668	奥马电器			2018-05-31	63.08	12	0.59	持有	63.45
000030	富奥股份			2018-04-10	15.90	63	0.57	持有	15.99
002193	山东如意			2018-06-01	32.60	11	0.55	持有	32.78
600736	苏州高新			2018-06-04	179.23	8	0.45	持有	180.04
300418	昆仑万维			2018-06-11	82.28	1	0.43	持有	82.63
002237	恒邦股份			2016-12-29	93.69	530	0.35	持有	94.02
000627	天茂集团			2016-01-29	209.41	865	0.32	持有	210.09
002638	勤上光电			2018-06-11	19.13	1	0.26	持有	19.18
000709	河钢股份			2016-11-10	30.00	579	0.2	持有	30.06
002643	万润股份			2018-05-14	46.91	29	0.15	持有	46.98
002043	兔 宝 宝			2018-06-11	58.46	1	0.12	持有	58.53
000786	北新建材			2018-06-06	242.81	6	0.05	持有	242.94
002729	好利来			2018-06-01	29.31	11	0.03	持有	29.32
002263	大 东 南			2018-02-23	13.38	0	0.0	持有	13.38
002659	中泰桥梁			2017-05-11	30.32	397	0.0	持有	30.32
600893	中航动力			2018-06-12	85.76	0	0.0	持有	85.76
002661	克明面业			2017-09-20	49.08	265	0.0	持有	49.08
002138	顺络电子			2018-06-12	110.09	0	0.0	持有	110.09
000537	广宇发展			2018-05-03	73.64	40	0.0	持有	73.64
300158	振东制药			2018-06-12	27.71	0	0.0	持有	27.71
000882	华联股份			2018-06-12	8.53	0	0.0	持有	8.53
002589	瑞康医药			2018-06-12	133.47	0	0.0	持有	133.47
601111	中国国航			2018-04-25	12.82	48	0.0	持有	12.82
300462	华铭智能			2018-06-12	52.79	0	0.0	持有	52.79
600279	重庆港九			2018-06-11	12.51	1	0.0	持有	12.51
002334	英威腾			2018-06-12	75.04	0	0.0	持有	75.04
002251	步 步 高			2018-06-12	62.57	0	0.0	持有	62.57
000096	广聚能源			2018-06-12	29.25	0	0.0	持有	29.25
600549	厦门钨业			2018-06-12	207.83	0	0.0	持有	207.83
603088	宁波精达			2018-06-11	22.71	1	0.0	持有	22.71
