code,name,open,high,low,close,volume,amount,MA_20,date
000530,大冷股份,83.11,83.91,82.03,83.26,10242626.0,117003873.0,83.155,2017-03-27
000595,宝塔实业,48.97,50.52,47.68,50.05,44813193.0,429972169.0,50.028,2017-03-27
002559,亚威股份,59.37,61.57,59.19,61.4,7906674.0,110774113.0,59.148,2017-03-27
002651,利君股份,40.72,44.77,40.1,44.77,52246779.0,772483531.0,42.8855,2017-03-27
002686,亿利达,71.81,73.47,71.48,73.47,3340187.0,52913246.0,72.4255,2017-03-27
300276,三丰智能,126.46,126.46,126.46,126.46,541906.0,10821863.0,116.0095,2017-03-27
300280,南通锻压,31.52,32.82,31.32,32.63,3067923.0,97432752.0,31.907,2017-03-27
300411,金盾股份,82.2,82.36,78.15,80.64,5281555.0,212915168.0,78.657,2017-03-27
002412,汉森制药,74.48,79.06,74.19,76.23,5214322.0,95842826.0,75.073,2017-03-27
600651,飞乐音响,56685.21,57721.8,56576.1,57012.56,8594003.0,90059599.0,56799.845,2017-03-27
300099,尤洛卡,158.19,175.82,157.78,175.82,46233678.0,584257150.0,163.4315,2017-03-27
300137,先河环保,42.64,43.32,42.53,43.22,4757092.0,74747965.0,42.9675,2017-03-27
601000,唐山港,15.72,16.33,15.69,16.26,90163079.0,410026333.0,15.8805,2017-03-27
601333,广深铁路,6.64,6.76,6.6,6.66,60507872.0,324620243.0,6.5725,2017-03-27
000768,中航飞机,198.79,202.68,197.13,200.86,33751695.0,813428952.0,197.783,2017-03-27
002163,中航三鑫,47.4,49.41,46.98,48.94,33930418.0,351483940.0,47.7695,2017-03-27
002482,广田股份,75.25,79.4,75.25,78.65,21719011.0,205093805.0,75.5225,2017-03-27
600280,中央商场,93.33,94.68,93.22,94.57,7062361.0,59092261.0,94.102,2017-03-27
600828,成商集团,79.47,84.31,79.29,82.61,18793125.0,172631321.0,79.71,2017-03-27
000705,浙江震元,70.39,70.83,70.06,70.83,2633875.0,34186413.0,70.4545,2017-03-27
000150,宜华健康,57.3,58.15,57.28,58.03,3392828.0,98917353.0,57.5545,2017-03-27
002614,蒙发利,70.62,72.96,70.53,71.89,4094267.0,63148523.0,71.0195,2017-03-27
300244,迪安诊断,293.25,299.77,291.74,297.88,4990956.0,156697925.0,295.0795,2017-03-27
300298,三诺生物,75.69,76.72,75.12,76.64,1393707.0,26488851.0,76.573,2017-03-27
600459,贵研铂业,70.06,73.57,69.72,72.44,14607039.0,373709108.0,70.76,2017-03-27
000400,许继电气,135.16,144.9,135.16,139.72,22899517.0,414147160.0,135.569,2017-03-27
002300,太阳电缆,76.23,84.47,75.12,84.47,51666137.0,825640671.0,78.1235,2017-03-27
600069,*ST银鸽,54.17,58.95,54.07,57.87,53293043.0,614290470.0,56.026,2017-03-27
600793,ST宜纸,70.28,72.99,69.77,72.51,2669234.0,111089956.0,71.44,2017-03-27
002078,太阳纸业,60.92,61.5,59.45,60.43,63191125.0,467469417.0,59.448,2017-03-27
002235,安妮股份,48.75,50.61,48.45,50.55,11416582.0,186287617.0,49.533,2017-03-27
300262,巴安水务,95.12,96.35,94.84,95.4,3287911.0,55852141.0,94.789,2017-03-27
000729,燕京啤酒,60.12,61.75,59.96,61.51,20373083.0,152451846.0,60.8455,2017-03-27
300447,全信股份,99.14,101.89,98.92,100.9,2489528.0,124746247.0,99.6765,2017-03-27
600037,歌华有线,74.98,76.01,74.78,75.96,12056316.0,185072812.0,75.5655,2017-03-27
002624,完美环球,62.8,65.9,62.13,65.29,4405525.0,137823549.0,63.555,2017-03-27
600078,澄星股份,48.65,50.2,48.58,49.81,20968940.0,160065640.0,48.887,2017-03-27
600319,亚星化学,17.19,17.81,16.95,17.74,15594621.0,185940312.0,17.66,2017-03-27
600328,兰太实业,34.58,35.17,34.44,35.14,7719060.0,95321070.0,34.82,2017-03-27
002226,江南化工,78.83,85.55,78.47,82.28,76721889.0,726241786.0,80.2615,2017-03-27
002341,新纶科技,73.88,77.97,73.83,76.98,15537937.0,288068976.0,75.4925,2017-03-27
002562,兄弟科技,61.45,61.45,57.94,59.19,34365917.0,507811460.0,57.4825,2017-03-27
300398,飞凯材料,116.14,126.41,112.38,126.41,53039214.0,1435771651.0,116.5065,2017-03-27
600663,陆家嘴,212.68,223.76,212.49,217.19,8489416.0,197899697.0,212.949,2017-03-27
000631,顺发恒业,83.26,84.27,82.75,83.6,8221860.0,40804611.0,83.074,2017-03-27
601288,农业银行,4.4,4.47,4.4,4.46,300351233.0,981747767.0,4.418,2017-03-27
601398,工商银行,7.28,7.42,7.26,7.4,157533741.0,743929161.0,7.3185,2017-03-27
601901,方正证券,8.6,8.74,8.54,8.66,43829245.0,368121231.0,8.6555,2017-03-27
601939,建设银行,9.11,9.28,9.09,9.25,94537124.0,558125385.0,9.2035,2017-03-27
300461,田中精机,73.11,73.97,70.38,73.5,809021.0,57951554.0,73.3245,2017-03-27
600330,天通股份,43.63,44.39,43.19,44.31,16238321.0,177788288.0,43.79,2017-03-27
600728,佳都科技,111.65,114.15,110.78,113.65,18175781.0,164338233.0,112.473,2017-03-27
002151,北斗星通,184.93,188.35,183.83,186.38,9508974.0,306006251.0,184.7215,2017-03-27
600295,鄂尔多斯,31.02,31.46,30.48,31.34,6493836.0,67720303.0,31.189,2017-03-27
000670,盈方微,84.62,86.82,83.25,85.77,25338770.0,204905293.0,83.0965,2017-03-27
002388,新亚制程,49.57,54.89,49.38,53.59,62821151.0,897731542.0,50.3145,2017-03-27
600644,*ST乐电,106.05,106.86,105.47,106.86,5108647.0,46872859.0,106.7295,2017-03-27
600480,凌云股份,33.13,35.01,33.11,34.91,24315059.0,439744029.0,33.433,2017-03-27
601258,庞大集团,14.21,14.41,14.21,14.36,72665103.0,209274370.0,14.31,2017-03-27
000951,中国重汽,44.72,45.5,44.45,45.44,4676127.0,72678654.0,44.9465,2017-03-27
