code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
300059,东方财富,1.09,695.4,,66.42,,184857.12,1015.45,10派1转8,03-19,东方财富,-5.519,21.4,22.7,22.97,21.36,22.65,99086487,4.26314,19.6330275229,13.0402568807,0.0282327114221
002323,雅百特,1.4,1097.09,,60.25,,26619.05,2020.7,10派1.08转20,03-25,雅百特,-3.768,15.58,16.23,16.25,14.9,16.19,38345819,14.66985,11.1285714286,6.70496428571,0.0101437178614
300033,同花顺,1.78,709.09,,57.81,,95722.28,1483.35,10派7.4,02-05,同花顺,-5.298,77.58,81.76,83.65,77.0,81.92,14220989,5.39448,43.5842696629,25.1960662921,0.0614650744799
603868,飞科电器,1.28,34.74,,55.23,1.08,50171.14,35.33,,03-28,飞科电器,-5.164,53.07,56.06,56.8,53.0,55.96,10396728,23.84571,41.4609375,22.8988757812,1.19346394646
600315,上海家化,3.31,147.01,,46.5,,220996.1,146.12,10派9.9,03-11,上海家化,-3.634,28.11,29.26,29.3,28.05,29.17,8989067,1.33951,8.49244712991,3.94898791541,0.0577678193994
002568,百润股份,0.56,55.56,,46.22,,50019.77,777.47,,03-17,百润股份,-5.764,22.89,24.2,24.59,22.89,24.29,9076606,4.16201,40.875,18.892425,0.735691144708
002127,南极电商,0.59,2850.0,,43.88,,17181.94,1549.34,,04-18,南极电商,-7.299,19.56,21.23,21.23,19.5,21.1,10816113,2.42267,33.1525423729,14.5473355932,0.011632471008
600894,广日股份,2.49,206.88,,39.86,,214472.3,217.89,,04-08,广日股份,-3.628,14.08,14.57,14.69,14.05,14.61,11743463,1.3656,5.6546184739,2.25393092369,0.0273328425846
600889,南京化纤,1.49,8177.78,,39.45,,45750.64,8271.56,10派0.35,03-22,南京化纤,-6.672,11.47,12.28,12.33,11.45,12.29,9170524,2.98647,7.69798657718,3.0368557047,0.000941329624566
000626,如意集团,1.52,32.34,,38.27,,30808.15,32.46,,03-01,如意集团,-8.814,56.8,61.8,61.9,56.8,62.29,11289843,5.58081,37.3684210526,14.3008947368,1.15548611789
002130,沃尔核材,1.0,316.67,,34.69,,56987.33,316.98,10派1.1,04-12,沃尔核材,-4.674,15.5,16.27,16.39,15.5,16.26,19562447,5.05348,15.5,5.37695,0.048946853191
000966,长源电力,1.72,37.96,,34.54,,95223.88,37.96,10派2.6转10,04-28,长源电力,-3.986,13.49,14.05,14.12,13.48,14.05,18045935,3.25655,7.84302325581,2.70898023256,0.206612836033
002736,国信证券,1.7,142.86,,33.86,,1394903.4,183.08,,04-18,国信证券,-3.576,15.1,15.72,15.76,15.1,15.66,14402305,0.65612,8.88235294118,3.00756470588,0.0621752270837
000048,康达尔,0.52,79.31,,33.05,,20398.44,79.25,10派1.066,04-26,康达尔,-3.118,36.04,37.19,37.79,35.93,37.2,4841966,1.2676,69.3076923077,22.9061923077,0.873883398155
002270,法因数控,0.72,620.0,,32.94,,20330.33,1006.41,10派0.8,04-15,法因数控,-6.808,15.88,17.03,17.1,15.81,17.04,9084426,6.51761,22.0555555556,7.2651,0.0355734767025
600452,涪陵电力,1.16,157.78,,30.85,,18610.36,158.62,10派3.5,03-30,涪陵电力,-5.361,33.19,35.1,35.44,33.04,35.07,2238161,1.39885,28.6120689655,8.82682327586,0.181341544971
000712,锦龙股份,1.02,136.33,,30.74,,91322.06,136.12,10派1,03-29,锦龙股份,-4.539,18.72,19.71,20.17,18.63,19.61,21788101,2.5739,18.3529411765,5.64169411765,0.134621441916
