code,name,open,high,low,close,volume,amount,MA_60,date,p_change
600871,石化油服,12.74,13.1,12.62,13.0,180079858.0,918037658.0,17.4175787079,2016-04-05,33.981374676
600375,华菱星马,24.01,24.49,23.43,24.42,44810025.0,293537756.0,32.6013721716,2016-04-05,33.5027525454
600490,鹏欣资源,120.53,122.07,118.84,121.51,51700538.0,445645976.0,156.015707101,2016-04-05,28.3974216949
300164,通源石油,47.86,48.52,47.2,48.4,12396376.0,99483336.0,61.8185146662,2016-04-05,27.7242038559
300135,宝利国际,63.6,66.39,62.87,65.91,49954756.0,266780736.0,84.0078541554,2016-04-05,27.4584344642
002568,百润股份,109.04,116.97,108.48,116.76,12802306.0,340504000.0,148.136119555,2016-04-05,26.8723189066
300028,金亚科技,54.65,54.65,54.65,54.65,2334500.0,52853080.0,67.8389292874,2016-04-05,24.1334479184
600170,上海建工,49.73,50.37,49.08,50.19,74233412.0,402125580.0,61.9894681866,2016-04-05,23.5095998936
600967,北方创业,53.42,55.03,53.06,54.88,28529617.0,298881715.0,67.3779294508,2016-04-05,22.7731950634
000958,东方能源,32.26,33.56,32.0,33.17,10189690.0,153908288.0,40.7191963839,2016-04-05,22.7591087848
600256,广汇能源,164.63,170.15,163.89,169.05,48780801.0,221844336.0,207.375720491,2016-04-05,22.6712336535
600277,亿利能源,22.84,24.05,22.56,23.9,45141963.0,269985716.0,29.3075189839,2016-04-05,22.6256024431
002005,德豪润达,59.96,61.88,59.76,61.67,33009882.0,199958272.0,75.4072225974,2016-04-05,22.2753731108
000712,锦龙股份,276.7,288.53,275.67,284.29,25046078.0,550906240.0,345.958155221,2016-04-05,21.6919888919
601618,中国中冶,4.5,4.7,4.46,4.63,148605675.0,639569835.0,5.56874345168,2016-04-05,20.2752365375
000837,秦川机床,37.6,38.93,37.6,38.69,23823460.0,226493120.0,46.5263736195,2016-04-05,20.2542610997
300397,天和防务,55.61,57.93,55.17,57.59,2262427.0,129162072.0,69.2487278813,2016-04-05,20.2443616622
