code,name,open,high,low,close,volume,amount,MA_60,date,p_change
600018,上港集团,6.89,6.92,6.69,6.69,25165168.0,130770976.0,11.9169795789,2016-09-26,78.1312343636
300028,金亚科技,32.51,32.51,30.34,30.41,17729266.0,229695627.0,42.0054293694,2016-09-26,38.1303169002
300299,富春通信,111.86,113.27,103.77,103.77,24555099.0,645674146.0,139.001262476,2016-09-26,33.9512985213
600381,青海春天,15.41,15.52,14.86,14.9,5310720.0,60283237.0,19.6414431179,2016-09-26,31.8217658917
002052,同洲电子,73.77,73.9,70.01,70.28,12692418.0,134029826.0,91.3560382693,2016-09-26,29.9886714134
000629,攀钢钒钛,18.99,18.99,18.36,18.36,72557912.0,173603115.0,23.547308575,2016-09-26,28.2533146789
000633,合金投资,69.2,69.73,66.21,67.71,11257812.0,101241461.0,85.5967273532,2016-09-26,26.4166701421
300392,腾信股份,136.9,136.9,130.04,130.34,3854704.0,85859044.0,162.35137318,2016-09-26,24.5598996317
002751,易尚展示,107.89,108.57,104.66,104.88,2897111.0,154130983.0,130.438124818,2016-09-26,24.3689214509
000520,长航凤凰,50.17,50.17,48.01,48.15,39770297.0,270344290.0,59.8725922994,2016-09-26,24.345986084
600745,中茵股份,51.76,51.78,48.83,48.94,9443187.0,201076542.0,60.4061749714,2016-09-26,23.429045712
601918,国投新集,6.07,6.08,5.87,5.9,19874491.0,78625946.0,7.27861741808,2016-09-26,23.3663969167
600650,锦江投资,99.72,100.16,95.65,96.01,4884093.0,120815537.0,118.196307375,2016-09-26,23.1083297308
300052,中青宝,53.18,53.37,50.48,50.51,6754463.0,131054995.0,62.111522393,2016-09-26,22.9687633994
002070,众和股份,81.9,82.23,78.62,78.71,14361386.0,246056752.0,96.5069658199,2016-09-26,22.6108065302
300333,兆日科技,62.02,62.12,60.43,60.46,8693872.0,163374739.0,74.0276093142,2016-09-26,22.4406373043
002192,*ST融捷,79.56,79.56,77.88,78.67,3375253.0,87038165.0,96.2667626473,2016-09-26,22.3678182881
300085,银之杰,265.01,267.43,257.99,258.1,10783504.0,257951351.0,315.678148797,2016-09-26,22.3084652448
300451,创业软件,113.23,120.17,110.53,110.77,2217251.0,84541801.0,135.334050914,2016-09-26,22.1757252994
000670,盈方微,85.56,85.56,82.42,82.73,12709563.0,101734332.0,101.038560753,2016-09-26,22.130497707
002015,*ST霞客,46.58,46.93,45.83,45.88,6939100.0,65075607.0,55.8168997487,2016-09-26,21.6584562962
002739,万达院线,137.18,137.2,130.46,130.48,10614781.0,698762858.0,158.302725536,2016-09-26,21.3233641445
000831,五矿稀土,48.38,48.38,46.8,46.84,10274792.0,117897948.0,56.8176281157,2016-09-26,21.3015117756
300162,雷曼股份,92.0,92.62,88.84,88.94,3198991.0,56129813.0,107.695887363,2016-09-26,21.0882475416
000762,西藏矿业,104.26,104.26,99.4,99.67,12698064.0,233188991.0,120.677343472,2016-09-26,21.0768972329
300419,浩丰科技,126.63,127.43,123.0,123.04,1964734.0,64406521.0,148.904948153,2016-09-26,21.0215768473
002416,爱施德,32.94,33.02,31.27,31.4,11977237.0,182245478.0,37.9030300464,2016-09-26,20.7102867718
