code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
000709,河北钢铁,0.05,2.13,,1.17,,50751.72,1.42,,10-29,河北钢铁,-0.595,3.34,3.36,3.38,3.32,3.36,95714629,0.90153,66.8,0.78156
600123,兰花科创,0.09,466.23,,1.04,,9960.45,466.79,,10-28,兰花科创,-0.127,7.89,7.89,7.93,7.81,7.9,16068512,1.40656,87.6666666667,0.911733333333
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-0.746,6.65,6.69,6.7,6.62,6.7,107692819,0.27437,9.5,1.00795
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,-0.164,12.14,12.18,12.25,12.05,12.16,22119974,0.36697,5.95098039216,1.04201666667
600308,华泰股份,0.06,3.51,,1.09,,6879.92,2.48,,10-24,华泰股份,1.22,5.81,5.78,5.84,5.74,5.74,14288804,1.22382,96.8333333333,1.05548333333
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,-0.114,8.76,8.8,8.87,8.69,8.77,22162519,1.27169,9.73333333333,1.06774666667
002545,东方铁塔,0.19,7.79,,1.68,,4825.49,7.78,,10-24,东方铁塔,-8.315,12.46,13.1,13.36,12.23,13.59,50509349,14.76882,65.5789473684,1.10172631579
000422,湖北宜化,0.04,90.0,,0.55,,3384.98,86.22,,10-27,湖北宜化,0.501,8.03,8.03,8.05,7.93,7.99,18973973,2.11335,200.75,1.104125
000488,晨鸣纸业,0.29,61.11,,3.76,,56132.56,64.52,,10-23,晨鸣纸业,-0.557,8.92,8.97,9.01,8.85,8.97,14211570,1.28607,30.7586206897,1.15652413793
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,0.532,9.44,9.42,9.47,9.33,9.39,122946337,0.41604,8.58181818182,1.24178909091
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,0.984,17.44,17.27,17.53,17.22,17.27,80822731,0.49953,8.07407407407,1.27166666667
601333,广深铁路,0.13,35.87,,3.27,,88281.66,35.86,,10-29,广深铁路,-0.963,5.14,5.16,5.19,5.1,5.19,22049517,0.3901,39.5384615385,1.29290769231
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,-0.131,7.64,7.61,7.69,7.57,7.65,67149613,0.21047,10.9142857143,1.30098285714
600000,浦发银行,1.99,6.75,14.49,14.37,15.8,3716200.0,6.79,,10-30,浦发银行,1.471,19.32,19.02,19.48,18.93,19.04,55427897,0.29715,9.70854271357,1.39511758794
600642,申能股份,0.44,39.3,,8.4,,198313.51,39.38,,10-30,申能股份,0.654,7.7,7.65,7.75,7.65,7.65,14989733,0.3293,17.5,1.47
002498,汉缆股份,0.23,27.78,,4.53,,24583.96,24.16,,10-28,汉缆股份,1.189,7.66,7.58,7.8,7.58,7.57,30546661,0.9187,33.3043478261,1.50868695652
000402,金融街,0.34,78.95,,4.18,,101339.44,74.56,,10-31,金 融 街,-1.464,12.79,12.9,13.12,12.42,12.98,98925278,3.31186,37.6176470588,1.57241764706
601186,中国铁建,0.67,9.84,,7.67,,811441.9,8.23,,10-31,中国铁建,1.239,13.89,13.78,13.92,13.63,13.72,18695190,0.18219,20.7313432836,1.59009402985
300193,佳士科技,0.32,18.52,8.87,3.63,0.36,7142.63,20.04,,10-24,佳士科技,0.286,14.04,13.94,14.14,13.87,14.0,11244507,3.31242,43.875,1.5926625
000830,鲁西化工,0.24,16.02,,5.45,,35030.39,15.94,,10-27,鲁西化工,1.286,7.09,6.96,7.14,6.92,7.0,30187276,2.062,29.5416666667,1.61002083333
601588,北辰实业,0.16,60.0,,4.81,,53252.21,65.91,,10-29,北辰实业,0.723,5.57,5.57,5.61,5.46,5.53,45036279,1.69309,34.8125,1.67448125
601009,南京银行,1.67,19.29,13.16,14.77,23.08,517819.1,24.48,,10-29,南京银行,-0.053,18.97,18.99,19.24,18.72,18.98,33380646,1.12433,11.3592814371,1.67776586826
600320,振华重工,0.04,100.0,,1.11,,16451.61,104.25,,10-31,振华重工,0.992,6.11,6.06,6.16,6.03,6.05,13905817,0.50232,152.75,1.695525
002526,山东矿机,0.01,171.43,,0.16,,303.93,171.21,,10-28,山东矿机,0.832,10.91,10.86,10.99,10.74,10.82,12574220,3.0131,1091.0,1.7456
002128,露天煤业,0.19,11.76,,3.7,,31509.23,37.09,,10-29,露天煤业,0.223,8.97,8.92,9.01,8.85,8.95,21400369,1.34744,47.2105263158,1.74678947368
000089,深圳机场,0.18,59.96,,3.79,,33688.5,75.59,,10-28,深圳机场,0.473,8.49,8.5,8.65,8.41,8.45,12676346,0.61815,47.1666666667,1.78761666667
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,0.447,8.98,8.93,9.02,8.89,8.94,11133778,0.10604,9.76086956522,1.796
000429,粤高速A,0.31,29.17,,7.83,,39329.06,30.66,,10-30,粤高速Ａ,4.38,7.15,6.82,7.32,6.82,6.85,19650667,4.19303,23.064516129,1.8059516129
600741,华域汽车,1.41,4.92,,14.91,,363407.92,4.89,,10-29,华域汽车,0.114,17.52,17.54,17.66,17.32,17.5,11335825,0.43883,12.4255319149,1.85264680851
601607,上海医药,0.81,13.92,,7.63,,217882.27,13.92,,10-30,上海医药,0.812,19.86,19.83,19.89,19.69,19.7,6379054,0.33174,24.5185185185,1.87076296296
600027,华电国际,0.68,24.13,,18.45,,606858.8,42.74,,10-28,华电国际,1.158,6.99,6.93,7.03,6.93,6.91,16393443,0.27598,10.2794117647,1.89655147059
600020,中原高速,0.49,106.63,,13.44,,109999.09,106.65,,10-28,中原高速,2.065,6.92,6.77,6.95,6.77,6.78,41942829,1.86631,14.1224489796,1.89805714286
600325,华发股份,0.38,14.8,,4.36,,30647.49,13.19,,10-31,华发股份,3.17,16.6,16.12,16.65,15.97,16.09,16859525,2.06347,43.6842105263,1.90463157895
000903,云内动力,0.17,10.39,,3.78,,13607.95,30.14,,10-23,云内动力,-0.917,8.64,8.72,8.77,8.54,8.72,10605934,1.3415,50.8235294118,1.92112941176
600089,特变电工,0.5,12.56,,8.0,,161472.74,17.07,,10-28,特变电工,-0.742,12.04,12.16,12.17,11.97,12.13,29878918,0.94014,24.08,1.9264
000623,吉林敖东,2.26,120.76,,13.76,,201805.95,120.77,,10-31,吉林敖东,1.376,31.67,31.25,31.84,31.25,31.24,22507277,2.78925,14.0132743363,1.92822654867
600048,保利地产,0.6,5.26,,10.16,,646972.86,6.42,,10-30,保利地产,1.064,11.4,11.25,11.65,11.23,11.28,80123295,0.74497,19.0,1.9304
002639,雪人股份,0.06,500.0,,0.91,,1045.71,774.22,,10-28,雪人股份,-1.432,13.08,13.32,13.45,12.9,13.27,30562191,8.43502,218.0,1.9838
600064,南京高科,0.93,62.72,,9.04,,72266.15,143.96,,10-24,南京高科,1.328,20.6,20.25,20.94,20.24,20.33,18383654,2.37414,22.1505376344,2.00240860215
600377,宁沪高速,0.49,19.29,,11.12,,246710.92,19.29,,10-31,宁沪高速,1.375,8.85,8.71,8.94,8.71,8.73,7037709,0.1853,18.0612244898,2.00840816327
600023,浙能电力,0.44,22.22,,11.55,,562677.3,32.5,,10-29,浙能电力,0.393,7.67,7.64,7.7,7.61,7.64,17973969,0.70369,17.4318181818,2.013375
600208,新湖中宝,0.07,2.82,,2.94,,59399.85,33.25,,10-24,新湖中宝,0.417,4.82,4.8,4.84,4.77,4.8,54900945,0.67471,68.8571428571,2.0244
600827,百联股份,0.68,33.33,,7.58,,117590.79,33.72,,10-30,百联股份,-0.6,18.21,18.27,18.39,18.17,18.32,9991272,0.64762,26.7794117647,2.02987941176
