code,name,open,high,low,close,volume,amount,MA_20,date
000404,华意压缩,32.21,32.82,32.0,32.72,11740272.0,111247391.0,32.549,2016-07-18
002097,山河智能,46.72,47.82,46.67,47.59,23928993.0,246310793.0,46.71,2016-07-18
002530,丰东股份,53.11,56.39,53.11,56.35,5763087.0,151231939.0,54.79,2016-07-18
300091,金通灵,89.32,91.87,88.81,90.91,5171037.0,73655024.0,90.7955,2016-07-18
300382,斯莱克,84.73,86.28,84.05,85.98,1197708.0,45028359.0,85.205,2016-07-18
300203,聚光科技,26.9,27.54,26.75,27.23,6265883.0,167457350.0,27.006,2016-07-18
603111,康尼机电,33.85,34.46,33.48,34.34,16868056.0,228334197.0,33.3685,2016-07-18
002183,怡 亚 通,202.4,209.25,201.24,206.92,56965959.0,803387965.0,205.0815,2016-07-18
300013,新宁物流,53.42,55.43,52.76,54.91,9299732.0,166411666.0,54.346,2016-07-18
300106,西部牧业,21.94,22.44,21.48,22.3,6774755.0,97567349.0,22.2625,2016-07-18
603017,中衡设计,77.55,79.2,77.51,78.52,2091452.0,40615442.0,77.9735,2016-07-18
002652,扬子新材,40.21,41.27,40.12,41.24,7642056.0,100267761.0,40.268,2016-07-18
002659,中泰桥梁,35.93,39.54,35.76,39.01,16441538.0,310256814.0,36.3195,2016-07-18
300344,太空板业,29.22,30.36,28.79,30.0,4985988.0,61298203.0,29.1705,2016-07-18
600136,道博股份,55.6,57.38,55.1,56.78,7002485.0,161138428.0,55.702,2016-07-18
600891,秋林集团,66.12,67.48,64.82,66.58,20477497.0,271496215.0,66.296,2016-07-18
000715,中兴商业,47.14,47.6,46.49,47.18,1976606.0,28435280.0,46.976,2016-07-18
300347,泰格医药,232.14,238.09,230.1,236.46,4351865.0,125524674.0,233.405,2016-07-18
000831,五矿稀土,56.43,57.64,56.43,57.1,19199123.0,264216771.0,56.259,2016-07-18
002350,北京科锐,42.51,45.85,41.09,45.85,6741682.0,132841295.0,43.0585,2016-07-18
300062,中能电气,49.83,54.39,48.54,54.39,7661094.0,191471138.0,51.2415,2016-07-18
600165,新日恒力,61.92,67.88,61.57,67.88,28451158.0,372378034.0,65.1675,2016-07-18
002395,双象股份,55.98,57.87,55.79,57.81,6811681.0,183739981.0,56.8285,2016-07-18
600053,中江地产,73.11,75.58,72.46,74.97,4424271.0,152078203.0,73.6485,2016-07-18
000517,荣安地产,50.39,52.75,49.74,51.89,29230642.0,140422052.0,51.278,2016-07-18
000608,阳光股份,57.94,63.45,57.82,63.45,34829901.0,188646232.0,58.6275,2016-07-18
200468,宁通信Ｂ,8.36,8.48,8.24,8.48,339301.0,2728734.0,8.408,2016-07-18
002312,三泰控股,220.72,231.3,220.72,228.75,55079100.0,688083102.0,225.5175,2016-07-18
300096,易联众,92.23,93.92,90.89,93.87,12641609.0,228928683.0,93.1815,2016-07-18
300130,新国都,110.25,113.19,109.63,111.72,4405285.0,134333535.0,110.9775,2016-07-18
600360,华微电子,79.3,84.69,77.66,82.44,72046303.0,855329627.0,77.648,2016-07-18
002579,中京电子,55.98,56.9,55.35,56.34,9522379.0,145042255.0,56.2165,2016-07-18
002724,海洋王,22.73,23.56,22.35,23.27,3201507.0,73018148.0,22.95,2016-07-18
300301,长方照明,46.02,47.3,45.46,46.63,10879012.0,90758052.0,46.1015,2016-07-18
601238,广汽集团,24.69,25.32,24.62,25.27,6405704.0,148183527.0,24.934,2016-07-18
601777,力帆股份,13.27,13.63,13.23,13.58,33803619.0,392125127.0,13.4425,2016-07-18
