code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,1.364,2.23,2.21,2.26,2.2,2.2,27808550,1.01438,61983438,31.857,0.5352,728706.895944,611338.81864,24.7777777778,0.495555555556
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,-1.916,7.68,7.84,7.86,7.67,7.83,6959722,0.3994,54007150,27.429,0.562176,1356051.31699,1338264.43699,15.36,1.76551724138
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,-1.916,7.68,7.84,7.86,7.67,7.83,6959722,0.3994,54007150,27.429,0.562176,1356051.31699,1338264.43699,15.36,1.76551724138
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,-1.916,7.68,7.84,7.86,7.67,7.83,6959722,0.3994,54007150,27.429,0.562176,1356051.31699,1338264.43699,15.36,1.76551724138
000903,云内动力,0.14,13.22,,2.95,,10956.45,13.72,,08-29,云内动力,-0.654,3.04,3.07,3.07,3.04,3.06,6379615,0.36649,19497107,10.857,0.640571428571,599123.460528,529176.36896,21.7142857143,1.64253295872
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,-0.622,4.79,4.86,4.87,4.77,4.82,33987776,0.41726,164024211,17.741,0.657920588235,5114652.37319,3901684.45058,14.0882352941,0.258262791826
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,-0.622,4.79,4.86,4.87,4.77,4.82,33987776,0.41726,164024211,17.741,0.657920588235,5114652.37319,3901684.45058,14.0882352941,0.258262791826
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,0.0,5.39,5.4,5.44,5.37,5.39,6109690,0.2233,33064832,12.303,0.663568888889,2173265.71208,1474721.71208,11.9777777778,0.0243193733813
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,-1.969,4.98,5.1,5.13,4.97,5.08,8031800,1.95803,40515376,10.165,0.701530434783,361760.6211,204278.413764,21.652173913,0.00711484270483
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,-1.969,4.98,5.1,5.13,4.97,5.08,8031800,1.95803,40515376,10.165,0.701530434783,361760.6211,204278.413764,21.652173913,0.00711484270483
002060,粤水电,0.09,0.95,,1.93,,5132.24,0.91,,08-19,粤 水 电,-0.296,3.37,3.4,3.42,3.36,3.38,3426100,0.28511,11585028,25.627,0.722677777778,405162.313546,404971.385859,37.4444444444,39.4152046784
600401,*ST海润,0.01,18.42,,0.85,,4246.44,18.71,,08-20,*ST海润,0.0,0.87,0.0,0.0,0.0,0.87,0,0.0,0,-3.486,0.7395,411069.358224,411069.358224,87.0,4.72312703583
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-0.113,8.81,8.82,8.88,8.8,8.82,9966567,0.07773,88110008,4.788,0.768002173913,11296786.9413,11296786.9413,9.57608695652,1.66540642722
300194,福安药业,0.3,200.0,9.01,3.86,0.4,8380.58,206.36,,08-27,福安药业,6.503,6.06,5.92,6.26,5.91,5.69,38122397,6.51182,235000553,25.25,0.77972,720965.703492,354772.887648,20.2,0.101
000709,河钢股份,0.04,14.71,,0.93,,40900.49,14.57,,08-31,河钢股份,-1.754,3.36,3.44,3.44,3.35,3.42,51406855,0.4842,174927345,22.4,0.7812,3567852.23827,3567277.63627,84.0,5.7104010877
002670,国盛金控,0.31,110.48,,1.65,,9840.46,239.28,,08-25,国盛金控,-2.508,15.16,15.56,15.75,15.08,15.55,7603048,1.54282,117031607,19.154,0.806903225806,2270671.4704,747090.092356,48.9032258065,0.442643245895
002670,国盛金控,0.31,110.48,,1.65,,9840.46,239.28,,08-25,国盛金控,-2.508,15.16,15.56,15.75,15.08,15.55,7603048,1.54282,117031607,19.154,0.806903225806,2270671.4704,747090.092356,48.9032258065,0.442643245895
600269,赣粤高速,0.32,77.78,,5.58,,73900.78,73.48,,08-09,赣粤高速,-0.422,4.72,4.75,4.76,4.71,4.74,6888870,0.29498,32635195,11.238,0.82305,1102312.11061,1102312.11061,14.75,0.18963743893
600269,赣粤高速,0.32,77.78,,5.58,,73900.78,73.48,,08-09,赣粤高速,-0.422,4.72,4.75,4.76,4.71,4.74,6888870,0.29498,32635195,11.238,0.82305,1102312.11061,1102312.11061,14.75,0.18963743893
002483,润邦股份,0.16,100.0,,2.81,,6667.97,146.44,,08-11,润邦股份,-0.636,4.69,4.76,4.8,4.68,4.72,2506400,0.43606,11875707,23.45,0.82368125,315377.99944,269572.939503,29.3125,0.293125
002638,勤上股份,0.1,100.0,,1.64,,3705.23,119.17,,08-19,勤上股份,0.0,5.07,5.16,5.19,5.06,5.07,9613914,0.98164,49121155,84.5,0.83148,769973.586018,496540.530174,50.7,0.507
300420,五洋停车,0.35,157.93,11.18,3.86,-0.16,3209.54,223.09,,08-03,五洋停车,0.788,7.67,8.03,8.3,7.61,7.61,11874770,4.74725,94028114,47.938,0.845891428571,392063.275045,191857.209726,21.9142857143,0.138759486572
002347,泰尔股份,0.05,27.86,,0.85,,1031.22,27.82,10转10,08-20,泰尔股份,0.971,5.2,5.13,5.3,5.13,5.15,5333500,1.62575,27951191,233.184,0.884,233662.29224,170592.7782,104.0,3.73295046662
002347,泰尔股份,0.05,27.86,,0.85,,1031.22,27.82,10转10,08-20,泰尔股份,0.971,5.2,5.13,5.3,5.13,5.15,5333500,1.62575,27951191,233.184,0.884,233662.29224,170592.7782,104.0,3.73295046662
