code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
002027,分众传媒,7.55,37650.0,,73.2,,338914.2,51318.56,10派2.5转10,04-22,分众传媒,1.24,30.2,29.56,31.3,29.56,29.83,9856260,4.81043,4.0,2.928,0.000106241699867
300059,东方财富,1.09,695.4,,66.42,,184857.12,1015.45,10派1转8,03-19,东方财富,-3.741,21.1,21.8,22.06,21.01,21.92,102267378,4.4,19.3577981651,12.8574495413,0.027836925748
002323,雅百特,1.4,1097.09,,60.25,,26619.05,2020.7,10派1.08转20,03-25,雅百特,-7.708,44.3,48.0,49.2,44.01,48.0,12899283,14.80453,31.6428571429,19.0648214286,0.0288425353826
300033,同花顺,1.78,709.09,,57.81,,95722.28,1483.35,10派7.4,02-05,同花顺,-3.317,71.7,73.38,74.5,71.5,74.16,9958736,3.77767,40.2808988764,23.2863876404,0.0568064686801
603868,飞科电器,1.28,34.74,,55.23,1.08,50171.14,35.33,,03-28,飞科电器,9.994,34.56,34.56,34.56,34.56,31.42,35000,0.08028,27.0,14.9121,0.777202072539
600315,上海家化,3.31,147.01,,46.5,,220996.1,146.12,10派9.9,03-11,上海家化,-0.646,29.21,29.38,29.52,29.14,29.4,6085300,0.9068,8.8247734139,4.10351963746,0.0600283886395
002127,南极电商,0.59,2850.0,,43.88,,17181.94,1549.34,10转10,04-18,南极电商,-0.473,18.93,18.81,19.45,18.61,19.02,4844291,1.08506,32.0847457627,14.0787864407,0.0112578055308
000963,华东医药,2.53,45.4,,42.98,,109691.24,44.97,10派12.5,03-18,华东医药,-0.118,68.0,68.1,68.36,67.5,68.08,1684566,0.3881,26.8774703557,11.5519367589,0.592014765545
600185,格力地产,2.37,338.89,,40.12,,137076.5,337.72,10派2转18,04-19,格力地产,-6.005,20.66,21.01,21.64,20.51,21.98,41344920,7.15705,8.71729957806,3.49738059072,0.0257230947448
600894,广日股份,2.49,206.88,,39.86,,214472.3,217.89,10派7.5,04-08,广日股份,-1.062,14.9,15.06,15.29,14.85,15.06,7400244,0.86055,5.98393574297,2.38519678715,0.0289246700646
000626,如意集团,1.52,32.34,,38.27,,30808.15,32.46,,03-01,如意集团,-0.501,61.54,61.0,63.38,60.8,61.85,6500521,3.21335,40.4868421053,15.4943144737,1.25191224815
002130,沃尔核材,1.0,316.67,,34.69,,56987.33,316.98,10派1.1,04-12,沃尔核材,-1.515,16.25,16.5,16.78,16.22,16.5,13465095,3.47838,16.25,5.637125,0.0513152493132
000018,神州长城,1.5,5805.51,,34.52,,34664.87,7978.68,10转28,04-15,神州长城,0.022,44.72,44.75,46.15,44.46,44.71,6038738,6.12645,29.8133333333,10.2915626667,0.00513535130132
002736,国信证券,1.7,142.86,,33.86,,1394903.4,183.08,10派6,04-18,国信证券,-0.968,15.35,15.45,15.7,15.31,15.5,13259300,0.60405,9.02941176471,3.05735882353,0.0632046182606
600074,保千里,0.18,520.69,,33.53,,37347.54,1313.6,,02-27,保千里,-4.608,14.49,14.95,15.24,14.41,15.19,38007528,4.242,80.5,26.99165,0.154602546621
000625,长安汽车,2.13,31.48,,33.14,,995271.42,31.63,10派6.4,04-19,长安汽车,-1.081,15.55,15.65,15.78,15.52,15.72,19094895,0.56368,7.30046948357,2.41937558685,0.231908179275
002270,法因数控,0.72,620.0,,32.94,,20330.33,1006.41,,04-15,法因数控,-2.235,17.5,17.57,17.99,17.11,17.9,15351976,11.01426,24.3055555556,8.00625,0.0392025089606
600753,东方银星,0.3,9966.67,,32.0,,3861.34,10714.27,,02-26,东方银星,-6.294,32.16,33.74,33.76,32.06,34.32,3549577,2.77311,107.2,34.304,0.0107558492455
300484,蓝海华腾,1.82,40.0,,31.97,,7093.91,39.95,10派3转10,04-19,蓝海华腾,0.158,170.97,174.2,187.57,170.02,170.7,6535672,50.2744,93.9395604396,30.0324774725,2.34848901099
600452,涪陵电力,1.16,157.78,,30.85,,18610.36,158.62,10派3.5,03-30,涪陵电力,-5.209,32.03,33.27,33.8,31.98,33.79,3364800,2.103,27.6120689655,8.51832327586,0.175003606069
000712,锦龙股份,1.02,136.33,,30.74,,91322.06,136.12,10派1,03-29,锦龙股份,-3.538,19.36,19.78,19.95,19.32,20.07,20081711,2.37232,18.9803921569,5.83457254902,0.139223884375
