		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
000916	华北高速			2016-05-27	8.77	556	104.9	持有	17.97
600438	通威股份			2017-02-22	63.67	406	75.34	持有	111.64
300411	金盾股份			2016-02-03	41.56	727	70.72	持有	70.95
600673	东阳光科			2016-08-15	85.96	597	69.13	持有	145.38
002460	赣锋锂业			2017-06-14	261.80	294	66.03	持有	434.67
601699	潞安环能			2016-01-06	36.61	819	52.91	持有	55.98
600315	上海家化			2017-06-12	150.15	296	45.64	持有	218.68
601877	正泰电器			2017-05-25	30.08	314	44.32	持有	43.41
300462	华铭智能			2018-02-22	35.72	29	39.39	持有	49.79
300226	上海钢联			2017-11-13	146.25	88	38.91	持有	203.16
300107	建新股份			2017-10-11	57.14	175	38.41	持有	79.09
300430	诚益通			2018-02-22	42.81	41	37.26	持有	58.76
002294	信立泰			2017-09-06	325.98	210	36.35	持有	444.48
002737	葵花药业			2017-12-15	63.58	110	36.28	持有	86.65
000532	力合股份			2017-12-13	52.50	100	35.71	持有	71.25
600083	博信股份			2017-05-05	14.06	280	33.71	持有	18.80
000790	华神集团			2018-02-02	59.68	61	32.26	持有	78.93
600600	青岛啤酒			2017-08-28	53.68	219	31.35	持有	70.51
002019	亿帆鑫富			2017-04-28	231.24	341	31.11	持有	303.17
002717	岭南园林			2018-01-23	93.69	71	30.74	持有	122.49
600789	鲁抗医药			2017-11-14	17.05	141	30.67	持有	22.28
002409	雅克科技			2018-02-23	61.72	40	30.35	持有	80.45
600282	南钢股份			2017-05-25	17.20	314	29.59	持有	22.29
002038	双鹭药业			2018-02-26	405.41	37	29.58	持有	525.34
000019	深深宝Ａ			2017-06-07	55.60	301	28.79	持有	71.61
002630	华西能源			2017-08-18	40.34	229	28.43	持有	51.81
603555	贵人鸟			2017-12-19	18.44	52	27.93	持有	23.59
603369	今世缘			2016-06-30	34.29	643	27.76	持有	43.81
002370	亚太药业			2017-05-16	51.40	323	26.83	持有	65.19
000936	华西股份			2018-02-26	39.52	37	26.82	持有	50.12
600008	首创股份			2016-06-01	29.12	672	26.34	持有	36.79
000681	视觉中国			2017-12-05	97.52	108	26.13	持有	123.00
300267	尔康制药			2018-02-26	59.22	37	26.07	持有	74.66
300409	道氏技术			2017-11-29	125.90	91	25.36	持有	157.83
600038	中直股份			2018-02-26	114.80	37	25.33	持有	143.88
600466	蓝光发展			2016-11-09	36.78	511	25.31	持有	46.09
600136	当代明诚			2018-01-25	32.42	69	24.89	持有	40.49
300260	新莱应材			2017-07-31	37.36	247	24.14	持有	46.38
002629	仁智油服			2018-02-14	19.38	49	23.84	持有	24.00
002341	新纶科技			2018-02-12	89.31	51	23.02	持有	109.87
000022	深赤湾Ａ			2015-12-07	78.68	711	21.86	持有	95.88
000736	中房地产			2017-08-01	24.95	234	21.48	持有	30.31
300146	汤臣倍健			2017-11-08	369.98	83	21.27	持有	448.69
