code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,0.166,12.1,12.09,12.14,12.01,12.08,15047062,0.24963,5.93137254902,1.03858333333
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,-0.289,17.24,17.23,17.33,17.11,17.29,97355406,0.60172,7.98148148148,1.25708333333
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,2.389,9.43,9.17,9.48,9.07,9.21,205522210,0.69546,8.57272727273,1.24047363636
600894,广日股份,2.33,278.02,,37.73,,200280.86,296.32,,10-29,广日股份,-0.821,20.53,20.7,20.84,20.38,20.7,10275993,1.19496,8.81115879828,3.32445021459
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-0.462,6.46,6.49,6.49,6.41,6.49,81941308,0.20876,9.22857142857,0.979151428571
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,0.116,8.6,8.59,8.65,8.52,8.59,21199420,1.21642,9.55555555556,1.04824444444
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,-0.114,8.8,8.82,8.84,8.72,8.81,11939082,0.11371,9.5652173913,1.76
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,0.137,7.32,7.27,7.33,7.22,7.31,44786607,0.14037,10.4571428571,1.24649142857
601009,南京银行,1.67,19.29,13.16,14.77,23.08,517819.1,24.48,,10-29,南京银行,-1.433,17.89,18.12,18.14,17.72,18.15,24260730,0.81715,10.7125748503,1.58224730539
601668,中国建筑,0.6,5.26,5.36,11.8,-0.52,1904355.2,12.67,,10-30,中国建筑,-0.464,6.43,6.46,6.48,6.37,6.46,104491860,0.34946,10.7166666667,1.26456666667
000966,长源电力,1.4,25.09,,29.14,,77793.68,25.09,,10-28,长源电力,1.072,15.09,14.98,15.09,14.85,14.93,7891932,1.42417,10.7785714286,3.14087571429
600104,上汽集团,1.93,4.16,,12.95,,2126200.08,4.18,,10-30,上汽集团,-0.281,21.32,21.34,21.64,21.05,21.38,10633957,0.09645,11.0466321244,1.4305388601
600177,雅戈尔,1.46,65.91,,18.32,,325243.25,65.81,,10-30,雅戈尔,-0.602,16.5,16.54,16.63,16.32,16.6,22785087,1.02331,11.301369863,2.0704109589
000625,长安汽车,1.45,23.93,,23.76,,674084.32,23.62,,10-31,长安汽车,-0.762,16.94,17.11,17.14,16.8,17.07,24150173,0.71292,11.6827586207,2.77582344828
000776,广发证券,1.51,196.08,,18.02,,1038601.72,241.58,,10-31,广发证券,-1.337,19.92,20.22,20.34,19.55,20.19,86707568,1.46483,13.1920529801,2.37720794702
601788,光大证券,1.73,564.58,,20.16,,599969.44,567.69,,10-31,光大证券,-0.729,23.14,23.45,23.49,22.68,23.31,35115210,1.02736,13.3757225434,2.69654566474
601211,国泰君安,1.75,173.44,,20.2,,1196111.1,204.08,,10-30,国泰君安,0.375,24.09,24.1,24.16,23.79,24.0,32562425,2.13524,13.7657142857,2.78067428571
000623,吉林敖东,2.26,120.76,,13.76,,201805.95,120.77,,10-31,吉林敖东,1.459,31.3,30.91,31.4,30.7,30.85,20368465,2.52419,13.8495575221,1.90569911504
600020,中原高速,0.49,106.63,,13.44,,109999.09,106.65,,10-28,中原高速,-0.426,7.02,7.03,7.13,6.95,7.05,38981505,1.73454,14.3265306122,1.92548571429
600999,招商证券,1.52,210.45,,19.54,,883344.09,248.67,,10-31,招商证券,0.229,21.88,21.88,22.02,21.48,21.83,26010361,0.54153,14.3947368421,2.81273157895
601688,华泰证券,1.38,193.62,,16.01,,863935.22,226.66,,10-31,华泰证券,-0.84,20.07,20.3,20.34,19.56,20.24,55454405,1.01869,14.5434782609,2.32841086957
002736,国信证券,1.35,237.5,,28.5,,1108258.26,302.67,,10-28,国信证券,-0.354,19.7,19.77,19.87,19.4,19.77,18380389,0.83735,14.5925925926,4.15888888889
600185,格力地产,1.44,336.36,,24.02,,82973.51,330.32,,10-31,格力地产,1.078,21.57,21.31,21.6,20.92,21.34,8173307,1.41488,14.9791666667,3.59799583333
