code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,-1.005,27.58,27.67,28.0,27.17,27.86,501514,0.13359,13818805,70.845,4.77743942308,1235045.85077,1035395.3643,13.2596153846,0.000159186700257
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,-0.323,12.35,12.39,12.46,12.2,12.39,28877348,0.49754,356172881,25.204,9.40795555556,15105985.1215,7168031.45422,27.4444444444,0.000488770159296
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-5.322,4.27,4.51,4.54,4.19,4.51,23370007,1.09167,101072445,18.565,0.830538461538,996482.544071,914105.131464,4.69230769231,0.000521367521368
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,0.0,5.46,0.0,0.0,0.0,5.46,0,0.0,0,-22.75,2.06115,310225.103916,310225.103916,45.5,0.0039224137931
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,0.0,5.46,0.0,0.0,0.0,5.46,0,0.0,0,-22.75,2.06115,310225.103916,310225.103916,45.5,0.0039224137931
002558,巨人网络,1.03,5050.0,,16.18,,49967.2,42634.19,10转20,08-18,巨人网络,-0.585,23.8,24.0,24.32,23.53,23.94,3571462,0.83619,85171724,37.188,3.73867961165,4818024.23816,1016520.2768,23.1067961165,0.00457560319139
002558,巨人网络,1.03,5050.0,,16.18,,49967.2,42634.19,10转20,08-18,巨人网络,-0.585,23.8,24.0,24.32,23.53,23.94,3571462,0.83619,85171724,37.188,3.73867961165,4818024.23816,1016520.2768,23.1067961165,0.00457560319139
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,-2.885,3.03,3.13,3.13,3.01,3.12,8207439,0.40975,25150297,40.891,0.790770588235,838107.939309,606925.335942,5.94117647059,0.00573057773869
002137,麦达数字,0.23,5971.05,2.76,9.12,,13037.66,7311.04,,08-23,麦达数字,-2.143,9.59,9.79,9.94,9.42,9.8,10495611,3.70739,101187681,73.318,3.80264347826,555590.69461,271492.63148,41.6956521739,0.00698296818381
600629,华建集团,0.26,6470.0,,11.96,,9436.39,6508.51,,08-10,华建集团,-2.744,12.76,13.17,13.21,12.75,13.12,631108,0.17443,8148741,20.597,5.8696,551497.576432,461673.80908,49.0769230769,0.00758530495779
