code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,-0.985,16.08,16.25,16.3,16.02,16.24,72284477,0.44676,7.44444444444,1.1725
601939,建设银行,0.77,1.32,5.5,14.59,,19155700.0,0.66,,10-30,建设银行,-1.375,5.74,5.81,5.86,5.72,5.82,48158376,0.50198,7.45454545455,1.08761818182
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,-1.25,8.69,8.79,8.82,8.68,8.8,53806872,0.18208,7.9,1.14313
601818,光大银行,0.51,2.0,4.21,12.62,,2387500.0,2.37,,10-31,光大银行,-2.309,4.23,4.31,4.36,4.23,4.33,139956180,0.35156,8.29411764706,1.04671764706
600036,招商银行,1.92,5.49,13.84,14.63,6.98,4850000.0,5.89,,10-30,招商银行,-0.176,17.03,17.03,17.06,16.9,17.06,46157831,0.22375,8.86979166667,1.29765052083
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-1.353,6.56,6.65,6.66,6.52,6.65,57855505,0.1474,9.37142857143,0.994308571429
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,-1.119,8.84,8.93,8.96,8.8,8.94,11047693,0.10522,9.60869565217,1.768
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,4.214,9.15,8.78,9.44,8.61,8.78,89730693,5.14875,10.1666666667,1.11528333333
600027,华电国际,0.68,24.13,,18.45,,606858.8,42.74,,10-28,华电国际,-0.86,6.92,6.92,7.04,6.83,6.98,28879558,0.48618,10.1764705882,1.87755882353
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,-3.435,7.31,7.52,7.52,7.3,7.57,72775884,0.2281,10.4428571429,1.24478857143
600104,上汽集团,1.93,4.16,,12.95,,2126200.08,4.18,,10-30,上汽集团,-0.916,20.56,20.67,20.95,20.46,20.75,15841678,0.14368,10.6528497409,1.37954404145
000333,美的集团,2.6,22.64,,25.46,,1101210.27,23.0,,10-29,美的集团,0.0,30.05,29.98,30.3,29.57,30.05,22226396,0.99253,11.5576923077,2.94258846154
000625,长安汽车,1.45,23.93,,23.76,,674084.32,23.62,,10-31,长安汽车,-0.763,16.9,17.03,17.06,16.73,17.03,32483634,0.95892,11.6551724138,2.76926896552
600741,华域汽车,1.41,4.92,,14.91,,363407.92,4.89,,10-29,华域汽车,-1.079,16.5,16.67,16.75,16.41,16.68,22831192,0.88383,11.7021276596,1.74478723404
601788,光大证券,1.73,564.58,,20.16,,599969.44,567.69,,10-31,光大证券,-3.604,24.61,25.15,25.57,24.51,25.53,72340863,2.11647,14.225433526,2.86784739884
601211,国泰君安,1.75,173.44,,20.2,,1196111.1,204.08,,10-30,国泰君安,-4.613,25.02,26.0,26.0,24.8,26.23,109062757,7.15166,14.2971428571,2.88802285714
002736,国信证券,1.35,237.5,,28.5,,1108258.26,302.67,,10-28,国信证券,-2.759,19.74,20.29,20.29,19.6,20.3,44074042,3.67284,14.6222222222,4.16733333333
600837,海通证券,1.06,103.85,,13.04,,1106492.21,123.58,,10-29,海通证券,-3.563,15.7,16.1,16.16,15.65,16.28,105142743,1.29932,14.8113207547,1.93139622642
601688,华泰证券,1.38,193.62,,16.01,,863935.22,226.66,,10-31,华泰证券,-2.792,20.54,20.93,21.0,20.3,21.13,66933925,1.22956,14.884057971,2.38293768116
