code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,2.135,28.7,28.11,28.79,27.54,28.1,545000,0.14521,15418160,17.265,4.97144711538,1285199.99699,1077195.47558,13.7980769231,0.000165651134785
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,2.135,28.7,28.11,28.79,27.54,28.1,545000,0.14521,15418160,17.265,4.97144711538,1285199.99699,1077195.47558,13.7980769231,0.000165651134785
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-2.418,4.44,4.5,4.5,4.42,4.55,14923627,0.69761,66530817,8.538,0.863604395604,1036155.15121,949832.408808,4.87912087912,0.000542124542125
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,0.0,5.46,0.0,0.0,0.0,5.46,0,0.0,0,74.795,2.06115,310225.103916,310225.103916,45.5,0.0039224137931
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,-0.25,3.99,3.93,4.02,3.92,4.0,7706642,0.38474,30679465,53.846,1.04131176471,1103647.0884,799218.511686,7.82352941176,0.00754620632917
600629,华建集团,0.26,6470.0,,11.96,,9436.39,6508.51,,08-10,华建集团,4.94,14.87,14.1,15.51,14.0,14.17,3820510,1.05593,56288138,22.118,6.8402,642693.492284,538016.42171,57.1923076923,0.00883961479016
002714,牧原股份,2.07,1970.0,,26.43,,107242.89,2189.93,,07-21,牧原股份,-3.346,45.35,46.85,46.89,44.65,46.92,5327797,0.89265,242510844,21.392,5.79034057971,5253631.77749,2706722.06495,21.9082125604,0.0111209200814
600246,万通地产,0.22,1684.43,,8.67,,26490.33,1689.53,,08-31,万通地产,-0.238,4.2,4.16,4.25,4.16,4.21,1653940,0.13593,6943540,59.49,1.65518181818,862683.90684,511056.0,19.0909090909,0.0113337503434
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,-1.384,10.69,10.8,10.84,10.63,10.84,4688985,0.6488,50391526,14.847,0.94072,772585.542,772585.542,26.725,0.0140657894737
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,-1.073,10.14,10.09,10.21,10.0,10.25,25458054,0.85894,257708942,6.985,1.47788982036,3005393.53631,3005393.53631,6.07185628743,0.0146737627478
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-0.25,15.97,16.18,16.38,15.72,16.01,1826671,0.4279,29249917,7.985,5.13159911504,889354.518168,681749.718,7.06637168142,0.016212480341
600724,宁波富达,0.26,719.68,,14.11,,37316.04,719.28,,08-23,宁波富达,-0.593,3.35,3.35,3.38,3.3,3.37,2141800,0.14823,7150244,38.025,1.81801923077,484155.758785,484055.79244,12.8846153846,0.017903256148
600724,宁波富达,0.26,719.68,,14.11,,37316.04,719.28,,08-23,宁波富达,-0.593,3.35,3.35,3.38,3.3,3.37,2141800,0.14823,7150244,38.025,1.81801923077,484155.758785,484055.79244,12.8846153846,0.017903256148
002067,景兴纸业,0.16,1500.0,,5.87,,17712.76,2718.83,,08-25,景兴纸业,-1.054,5.63,5.64,5.71,5.61,5.69,10038503,1.04535,56708845,19.414,2.06550625,635317.913,540649.463,35.1875,0.0234583333333
000687,华讯方舟,0.15,2990.0,,10.0,,11699.11,2985.21,,08-17,华讯方舟,-0.47,10.59,10.37,10.98,10.28,10.64,18118949,3.41122,193965410,49.788,7.06,811405.124358,562496.362242,70.6,0.0236120401338
601966,玲珑轮胎,0.56,1300.0,,11.95,,55673.7,1379.04,,08-24,玲珑轮胎,-1.706,17.29,17.3,17.52,17.19,17.59,2935219,0.74422,50883157,18.793,3.6895625,2074800.0,681917.6,30.875,0.02375
601966,玲珑轮胎,0.56,1300.0,,11.95,,55673.7,1379.04,,08-24,玲珑轮胎,-1.706,17.29,17.3,17.52,17.19,17.59,2935219,0.74422,50883157,18.793,3.6895625,2074800.0,681917.6,30.875,0.02375
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,-0.75,5.29,5.3,5.3,5.25,5.33,4646717,0.16983,24528628,11.095,0.651257777778,2132945.38347,1447361.38347,11.7555555556,0.02386817907
000863,三湘印象,0.48,380.0,,13.7,,46074.84,421.51,10派1.00419,08-30,三湘印象,-1.282,4.62,4.58,4.71,4.58,4.68,2586750,0.28217,11993196,7.966,1.318625,638369.698428,423537.298338,9.625,0.0253289473684
600077,宋都股份,0.08,1460.0,,2.72,,10447.83,1360.56,,08-30,宋都股份,-0.599,3.32,3.3,3.34,3.28,3.34,4376562,0.32658,14471731,27.667,1.1288,444920.612232,444920.612232,41.5,0.0284246575342
002270,华明装备,0.18,1400.0,,5.4,,9299.35,3952.71,,08-26,华明装备,-1.919,9.2,9.6,9.6,9.12,9.38,2985000,1.03782,27867820,19.574,2.76,465666.6664,264612.91344,51.1111111111,0.0365079365079
002092,中泰化学,0.18,1656.0,,2.81,,27223.92,1785.8,,08-19,中泰化学,-1.639,12.0,12.1,12.14,11.9,12.2,12187001,0.59905,146398247,10.722,1.87333333333,2575739.5176,2441261.9184,66.6666666667,0.0402576489533
002092,中泰化学,0.18,1656.0,,2.81,,27223.92,1785.8,,08-19,中泰化学,-1.639,12.0,12.1,12.14,11.9,12.2,12187001,0.59905,146398247,10.722,1.87333333333,2575739.5176,2441261.9184,66.6666666667,0.0402576489533
000667,美好置业,0.11,646.15,,4.54,,27323.28,648.7,,07-20,美好置业,-1.024,2.9,2.91,2.92,2.89,2.93,9099266,0.35825,26464096,11.162,1.19690909091,742281.77628,736576.31599,26.3636363636,0.0408011086646
002579,中京电子,0.26,766.67,,13.19,,9160.45,782.62,,08-20,中京电子,0.603,8.34,8.1,8.38,8.1,8.29,2325802,0.65992,19318194,26.903,4.23094615385,314888.7096,293930.786664,32.0769230769,0.041839282973
300073,当升科技,0.2,3226.67,6.98,2.9,-0.29,3652.6,3715.77,,08-23,当升科技,0.737,27.33,26.5,27.55,26.41,27.13,15420815,4.6252,419505695,50.378,3.96285,1000463.95332,911206.146546,136.65,0.0423501628614
300118,东方日升,0.74,365.64,5.34,14.71,-0.3,47999.22,365.72,,08-27,东方日升,-0.864,11.47,11.5,11.66,11.34,11.57,4830701,0.95276,55542126,10.821,2.28005,1037234.32633,581551.196744,15.5,0.0423914232578
002517,恺英网络,0.36,1100.0,,27.41,,24521.46,5254.02,,07-19,恺英网络,-2.617,17.12,17.18,17.29,16.94,17.58,19702986,3.56076,337477889,17.12,13.0349777778,2456740.12627,947311.452848,47.5555555556,0.0432323232323
300022,吉峰农机,0.06,1803.03,0.69,9.58,0.2,2387.51,1926.79,,08-26,吉峰农机,-0.207,4.82,4.8,4.85,4.74,4.83,6051801,1.88454,29126130,155.987,7.69593333333,183275.86316,154784.14185,80.3333333333,0.0445546293369
002105,信隆健康,0.05,2400.0,,3.94,,1824.42,2025.4,,08-18,信隆健康,-2.185,5.82,5.85,5.97,5.8,5.95,1940277,0.52653,11386253,75.584,4.58616,214467.0,214467.0,116.4,0.0485
600980,北矿科技,0.08,3452.17,,2.55,,1243.9,4009.09,,08-20,北矿科技,-0.764,14.28,14.15,14.65,14.01,14.39,2360113,1.64668,33905899,50.176,4.55175,217355.70864,204669.425184,178.5,0.0517066077279
600477,杭萧钢构,0.27,602.56,,12.65,,22126.56,683.03,,08-27,杭萧钢构,-0.116,8.61,8.48,8.75,8.41,8.62,10721378,0.8509,92509759,19.931,4.03394444444,1183376.15038,1084861.07281,31.8888888889,0.052922346138
600477,杭萧钢构,0.27,602.56,,12.65,,22126.56,683.03,,08-27,杭萧钢构,-0.116,8.61,8.48,8.75,8.41,8.62,10721378,0.8509,92509759,19.931,4.03394444444,1183376.15038,1084861.07281,31.8888888889,0.052922346138
600366,宁波韵升,1.38,216.3,,17.71,,74221.25,226.41,,08-31,宁波韵升,-0.612,16.24,16.3,16.49,16.16,16.34,3597061,0.66509,58787552,10.966,2.08413333333,904684.8062,878321.649296,11.768115942,0.0544064537311
300253,卫宁健康,0.53,394.77,2.71,26.23,-0.07,42345.27,624.16,,08-27,卫宁健康,-3.46,11.44,11.6,12.79,11.41,11.85,135585614,11.34662,1624806908,17.839,5.66172075472,1840886.1328,1367014.83204,21.5849056604,0.0546771681242
000059,华锦股份,0.57,281.08,,9.73,,90519.78,281.15,,08-27,华锦股份,-2.198,8.9,9.0,9.04,8.86,9.1,13580517,0.84908,121183727,7.876,1.51924561404,1423503.85793,1423500.78209,15.6140350877,0.055550146178
600644,乐山电力,0.31,345.43,,15.12,,16521.38,345.46,,08-24,乐山电力,-1.905,6.18,6.28,6.31,6.11,6.3,4102752,0.76203,25481235,15.733,3.01424516129,332731.607262,332731.607262,19.935483871,0.0577120802217
600644,乐山电力,0.31,345.43,,15.12,,16521.38,345.46,,08-24,乐山电力,-1.905,6.18,6.28,6.31,6.11,6.3,4102752,0.76203,25481235,15.733,3.01424516129,332731.607262,332731.607262,19.935483871,0.0577120802217
000587,金洲慈航,0.46,253.85,,6.26,,48933.42,581.92,,08-24,金洲慈航,0.0,7.04,6.98,7.14,6.95,7.04,12909195,1.06423,91046954,7.184,0.958052173913,1495119.52832,853960.3424,15.3043478261,0.0602889416037
002746,仙坛股份,0.48,700.0,,7.39,,7638.26,788.8,,08-13,仙坛股份,-3.462,21.75,22.19,22.37,21.75,22.53,2586368,1.8121,56950462,14.597,3.34859375,395502.437175,310432.749675,45.3125,0.0647321428571
300008,天海防务,0.34,314.46,7.42,6.41,-0.66,10171.56,389.61,,08-27,天海防务,-1.688,6.99,6.98,7.09,6.93,7.11,16998695,2.92722,119254645,16.408,1.31782058824,671051.313315,405916.624821,20.5588235294,0.0653781833283
000548,湖南投资,0.09,944.44,,3.11,,4690.77,973.91,,08-27,湖南投资,-1.746,6.19,6.21,6.25,6.15,6.3,3612800,0.72372,22375720,51.583,2.13898888889,309014.587009,309005.447474,68.7777777778,0.0728238721123
300131,英唐智控,0.09,911.83,1.66,5.81,-0.02,10068.59,2579.28,,07-29,英唐智控,-1.949,6.54,6.61,6.63,6.54,6.67,6347768,1.01109,41774392,50.308,4.22193333333,699470.282604,410590.832112,72.6666666667,0.0796932176685
601872,招商轮船,0.3,150.8,,10.75,,157217.12,181.58,,08-29,招商轮船,-2.128,3.68,3.74,3.75,3.68,3.76,5077581,0.10755,18807530,30.667,1.31866666667,1950200.58522,1737299.22571,12.2666666667,0.0813439434129
