code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,-0.741,12.05,12.18,12.24,12.01,12.14,24284481,0.40288,5.9068627451,1.03429166667
601939,建设银行,0.77,1.32,5.5,14.59,,19155700.0,0.66,,10-30,建设银行,-2.034,5.78,5.92,5.93,5.77,5.9,65670601,0.68452,7.50649350649,1.0951974026
601818,光大银行,0.51,2.0,4.21,12.62,,2387500.0,2.37,,10-31,光大银行,-2.765,4.22,4.34,4.35,4.21,4.34,202330024,0.50823,8.27450980392,1.04424313725
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,-3.178,9.14,9.4,9.42,9.09,9.44,184243753,0.62346,8.30909090909,1.20232545455
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-2.707,6.47,6.66,6.67,6.45,6.65,130048616,0.33133,9.24285714286,0.980667142857
600036,招商银行,1.92,5.49,13.84,14.63,6.98,4850000.0,5.89,,10-30,招商银行,-2.673,17.84,18.35,18.39,17.8,18.33,48737935,0.23626,9.29166666667,1.35937083333
600000,浦发银行,1.99,6.75,14.49,14.37,15.8,3716200.0,6.79,,10-30,浦发银行,-3.209,18.7,19.37,19.43,18.62,19.32,49980698,0.26794,9.39698492462,1.35034673367
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,-2.116,8.79,9.01,9.05,8.78,8.98,16780811,0.15982,9.55434782609,1.758
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,-1.826,8.6,8.8,8.89,8.6,8.76,26917720,1.54454,9.55555555556,1.04824444444
600027,华电国际,0.68,24.13,,18.45,,606858.8,42.74,,10-28,华电国际,-1.574,6.88,7.01,7.06,6.88,6.99,22758120,0.38313,10.1176470588,1.86670588235
000966,长源电力,1.4,25.09,,29.14,,77793.68,25.09,,10-28,长源电力,-1.884,14.58,14.94,15.07,14.58,14.86,11211120,2.02315,10.4142857143,3.03472285714
601668,中国建筑,0.6,5.26,5.36,11.8,-0.52,1904355.2,12.67,,10-30,中国建筑,-4.192,6.4,6.73,6.75,6.39,6.68,242863796,0.81224,10.6666666667,1.25866666667
601009,南京银行,1.67,19.29,13.16,14.77,23.08,517819.1,24.48,,10-29,南京银行,-5.008,18.02,18.96,18.96,17.96,18.97,51381853,1.73065,10.7904191617,1.59374491018
600104,上汽集团,1.93,4.16,,12.95,,2126200.08,4.18,,10-30,上汽集团,-2.929,21.21,21.91,22.0,21.11,21.85,16830054,0.15265,10.9896373057,1.42315803109
600177,雅戈尔,1.46,65.91,,18.32,,325243.25,65.81,,10-30,雅戈尔,-4.633,16.26,17.15,17.19,16.21,17.05,52342117,2.35075,11.1369863014,2.04029589041
600741,华域汽车,1.41,4.92,,14.91,,363407.92,4.89,,10-29,华域汽车,-3.196,16.96,17.58,17.68,16.93,17.52,18727498,0.72497,12.0283687943,1.79342978723
601788,光大证券,1.73,564.58,,20.16,,599969.44,567.69,,10-31,光大证券,-4.706,22.88,24.29,24.38,22.83,24.01,44004155,1.28742,13.225433526,2.66624739884
000623,吉林敖东,2.26,120.76,,13.76,,201805.95,120.77,,10-31,吉林敖东,-3.947,30.42,31.9,32.15,30.41,31.67,33132195,4.10596,13.4601769912,1.85212035398
601211,国泰君安,1.75,173.44,,20.2,,1196111.1,204.08,,10-30,国泰君安,-3.571,23.76,24.79,24.96,23.7,24.64,52418117,3.43725,13.5771428571,2.74258285714
600030,中信证券,1.4,141.38,,14.11,,1598595.8,151.16,,10-30,中信证券,-5.916,19.56,20.98,21.05,19.5,20.79,405044396,4.12693,13.9714285714,1.97136857143
600020,中原高速,0.49,106.63,,13.44,,109999.09,106.65,,10-28,中原高速,-1.012,6.85,6.95,7.26,6.83,6.92,84046694,3.73978,13.9795918367,1.87885714286
600999,招商证券,1.52,210.45,,19.54,,883344.09,248.67,,10-31,招商证券,-5.073,21.52,22.9,22.97,21.5,22.67,44465509,0.92577,14.1578947368,2.76645263158
002736,国信证券,1.35,237.5,,28.5,,1108258.26,302.67,,10-28,国信证券,-3.085,19.48,20.22,20.32,19.48,20.1,27529344,2.29411,14.4296296296,4.11244444444
600185,格力地产,1.44,336.36,,24.02,,82973.51,330.32,,10-31,格力地产,-5.218,21.07,22.24,22.34,21.01,22.23,12470565,2.15877,14.6319444444,3.51459305556
000686,东北证券,1.14,267.74,,22.99,,223248.7,270.65,,10-29,东北证券,-5.056,17.09,18.25,18.36,17.09,18.0,77863531,4.45226,14.9912280702,3.44648333333
