code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,-0.162,12.33,12.36,12.54,12.22,12.35,29902989,0.49609,6.04411764706,1.058325
601939,建设银行,0.77,1.32,5.5,14.59,,19155700.0,0.66,,10-30,建设银行,-0.676,5.88,5.9,5.93,5.84,5.92,63728943,0.66428,7.63636363636,1.11414545455
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,1.898,17.18,16.86,17.35,16.82,16.86,224835598,1.38962,7.9537037037,1.25270833333
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,-3.912,9.58,9.84,9.86,9.5,9.97,372075202,1.25906,8.70909090909,1.26020545455
600894,广日股份,2.33,278.02,,37.73,,200280.86,296.32,,10-29,广日股份,-0.463,21.48,21.67,21.79,21.21,21.58,12813796,1.49007,9.21888412017,3.47828497854
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-0.897,6.63,6.67,6.69,6.6,6.69,96636242,0.2462,9.47142857143,1.00491857143
600000,浦发银行,1.99,6.75,14.49,14.37,15.8,3716200.0,6.79,,10-30,浦发银行,-1.254,18.9,19.01,19.29,18.77,19.14,53122744,0.28479,9.49748743719,1.36478894472
600036,招商银行,1.92,5.49,13.84,14.63,6.98,4850000.0,5.89,,10-30,招商银行,0.219,18.27,18.14,18.32,18.06,18.23,94006477,0.4557,9.515625,1.3921359375
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,-0.543,9.15,9.2,9.26,9.06,9.2,19451145,0.18525,9.94565217391,1.83
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,0.109,9.15,9.15,9.19,9.02,9.14,41749468,2.39558,10.1666666667,1.11528333333
600027,华电国际,0.68,24.13,,18.45,,606858.8,42.74,,10-28,华电国际,-0.424,7.05,7.08,7.12,7.0,7.08,26874605,0.45243,10.3676470588,1.91283088235
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,-1.316,7.5,7.53,7.58,7.42,7.6,93634694,0.29348,10.7142857143,1.27714285714
000966,长源电力,1.4,25.09,,29.14,,77793.68,25.09,,10-28,长源电力,0.856,15.31,15.18,15.31,15.06,15.18,11452490,2.06671,10.9357142857,3.18666714286
601668,中国建筑,0.6,5.26,5.36,11.8,-0.52,1904355.2,12.67,,10-30,中国建筑,-1.042,6.65,6.73,6.77,6.58,6.72,215451067,0.72056,11.0833333333,1.30783333333
601009,南京银行,1.67,19.29,13.16,14.77,23.08,517819.1,24.48,,10-29,南京银行,0.76,18.57,18.41,18.91,18.37,18.43,42595584,1.43471,11.119760479,1.64238862275
600104,上汽集团,1.93,4.16,,12.95,,2126200.08,4.18,,10-30,上汽集团,-0.231,21.55,21.46,21.89,21.22,21.6,23325747,0.21156,11.1658031088,1.44597150259
600177,雅戈尔,1.46,65.91,,18.32,,325243.25,65.81,,10-30,雅戈尔,-0.179,16.77,16.7,16.98,16.43,16.8,51636106,2.31904,11.4863013699,2.10429041096
000625,长安汽车,1.45,23.93,,23.76,,674084.32,23.62,,10-31,长安汽车,0.744,17.6,17.45,17.7,17.2,17.47,43157121,1.274,12.1379310345,2.88397241379
600741,华域汽车,1.41,4.92,,14.91,,363407.92,4.89,,10-29,华域汽车,0.346,17.38,17.33,17.46,17.11,17.32,20651551,0.79946,12.3262411348,1.83784255319
000333,美的集团,2.6,22.64,,25.46,,1101210.27,23.0,,10-29,美的集团,1.82,32.45,31.88,32.88,31.62,31.87,27299101,1.21905,12.4807692308,3.17760384615
600020,中原高速,0.49,106.63,,13.44,,109999.09,106.65,,10-28,中原高速,0.0,6.94,6.91,6.97,6.77,6.94,51082528,2.27299,14.1632653061,1.90354285714
600030,中信证券,1.4,141.38,,14.11,,1598595.8,151.16,,10-30,中信证券,1.528,19.93,19.6,20.23,19.44,19.63,264728583,2.69728,14.2357142857,2.00865928571
000776,广发证券,1.51,196.08,,18.02,,1038601.72,241.58,,10-31,广发证券,0.418,21.64,21.48,21.86,21.22,21.55,77917282,1.31633,14.3311258278,2.58246887417
601788,光大证券,1.73,564.58,,20.16,,599969.44,567.69,,10-31,光大证券,0.526,24.83,24.7,24.98,24.5,24.7,40737620,1.19186,14.3526011561,2.89348439306
601211,国泰君安,1.75,173.44,,20.2,,1196111.1,204.08,,10-30,国泰君安,0.472,25.53,25.42,25.7,25.28,25.41,56022607,3.67361,14.5885714286,2.94689142857
