code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,-2.513,28.71,29.41,29.87,28.7,29.45,3395046,0.95923,13.8028846154,4.97317932692,0.000165708852951
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,-2.144,14.15,14.5,14.5,14.15,14.46,3694336,0.7286,31.4444444444,10.7791555556,0.000560007915306
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-0.139,7.18,7.14,7.33,7.12,7.19,31768917,2.72523,7.89010989011,1.39654945055,0.000876678876679
002714,牧原股份,2.07,1970.0,,26.43,,107242.89,2189.93,,07-21,牧原股份,-2.868,24.05,24.77,24.77,24.05,24.76,5789185,1.88542,11.6183574879,3.07073188406,0.00589764339488
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,-3.991,8.66,8.99,9.06,8.65,9.02,9007879,1.81386,72.1666666667,3.26915,0.00622126436782
002137,麦达数字,0.23,5971.05,2.76,9.12,,13037.66,7311.04,,08-23,麦达数字,0.0,14.79,14.73,15.14,14.73,14.79,5373522,2.10497,64.3043478261,5.86455652174,0.0107693534347
600629,华建集团,0.26,6470.0,,11.96,,9436.39,6508.51,,08-10,华建集团,1.976,19.61,19.37,19.96,19.31,19.23,3695662,1.06197,75.4230769231,9.0206,0.0116573534657
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,-2.685,10.15,10.41,10.51,10.14,10.43,6194062,0.85705,25.375,0.8932,0.0133552631579
002477,雏鹰农牧,0.14,2686.54,,9.83,,45423.2,8694.1,,08-12,雏鹰农牧,-1.679,5.27,5.36,5.36,5.26,5.36,28086050,1.47711,37.6428571429,3.70029285714,0.0140116496099
600246,万通地产,0.22,1684.43,,8.67,,26490.33,1689.53,,08-31,万通地产,-1.111,5.34,5.39,5.42,5.32,5.4,7621036,0.62632,24.2727272727,2.10444545455,0.014410054008
600129,太极集团,2.26,435.86,,72.62,,96442.98,435.83,,08-20,太极集团,-3.007,18.71,19.32,19.32,18.61,19.29,5098348,1.19429,8.27876106195,6.01203628319,0.0189940831045
600100,同方股份,1.67,413.79,,24.34,,495688.33,462.21,,08-30,同方股份,-4.653,13.73,14.39,14.39,13.69,14.4,52095866,2.37028,8.22155688623,2.00112694611,0.0198689114919
