code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,1.035,4.88,4.83,4.89,4.75,4.83,9534832,0.5452,46129013,12.513,0.357216,861519.77012,853447.76212,9.76,1.12183908046
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,1.035,4.88,4.83,4.89,4.75,4.83,9534832,0.5452,46129013,12.513,0.357216,861519.77012,853447.76212,9.76,1.12183908046
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,1.035,4.88,4.83,4.89,4.75,4.83,9534832,0.5452,46129013,12.513,0.357216,861519.77012,853447.76212,9.76,1.12183908046
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,1.035,4.88,4.83,4.89,4.75,4.83,9534832,0.5452,46129013,12.513,0.357216,861519.77012,853447.76212,9.76,1.12183908046
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,2.198,1.86,1.82,1.86,1.82,1.82,16781453,0.61214,30899035,26.571,0.4464,607800.370608,509905.919736,20.6666666667,0.413333333333
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,0.915,3.31,3.27,3.34,3.26,3.28,36735876,0.451,121281225,12.259,0.454638235294,3534342.24535,2696153.55562,9.73529411765,0.17846552003
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,0.915,3.31,3.27,3.34,3.26,3.28,36735876,0.451,121281225,12.259,0.454638235294,3534342.24535,2696153.55562,9.73529411765,0.17846552003
300292,吴通控股,0.41,64.0,7.92,5.3,-0.19,13040.17,125.59,10转30,08-27,吴通控股,3.399,3.65,3.54,3.65,3.5,3.53,10319724,1.25075,36981072,20.278,0.471829268293,465320.42374,301154.886565,8.90243902439,0.139100609756
300420,五洋停车,0.35,157.93,11.18,3.86,-0.16,3209.54,223.09,,08-03,五洋停车,0.23,4.36,4.33,4.39,4.26,4.35,2274560,0.64951,9828507,27.25,0.480845714286,312014.893204,152685.320404,12.4571428571,0.078877622093
000591,太阳能,0.2,183.67,,2.87,,22038.33,1059.61,,08-16,太阳能,-1.453,3.39,3.47,3.49,3.3,3.44,36272681,1.7806,122515107,12.649,0.486465,1019406.23285,690576.536931,16.95,0.0922850764959
600026,中远海能,0.45,492.52,,5.54,,182035.05,508.52,,08-30,中远海能,0.481,4.18,4.14,4.18,4.1,4.16,7222393,0.26397,29943155,9.541,0.514604444444,1685389.7359,1143661.7359,9.28888888889,0.0188599222141
002638,勤上股份,0.1,100.0,,1.64,,3705.23,119.17,,08-19,勤上股份,1.858,3.29,3.23,3.29,3.19,3.23,18899146,1.92973,61503532,54.833,0.53956,499647.553846,322212.691178,32.9,0.329
002354,天神娱乐,0.69,7.81,,4.01,,20196.94,41.5,,08-31,天神娱乐,2.426,9.29,9.05,9.32,8.95,9.07,13989499,2.52249,128531802,7.912,0.539897101449,870330.7701,515213.95207,13.4637681159,1.72391397131
000903,云内动力,0.14,13.22,,2.95,,10956.45,13.72,,08-29,云内动力,0.781,2.58,2.56,2.59,2.53,2.56,6628418,0.38079,17011004,17.315,0.543642857143,508466.621106,449103.62892,18.4285714286,1.39399178734
002670,国盛金控,0.31,110.48,,1.65,,9840.46,239.28,,08-25,国盛金控,0.0,10.68,10.52,10.68,10.5,10.68,2227545,0.34916,23646788,27.547,0.568451612903,2077670.68979,681358.19178,34.4516129032,0.31183574315
000900,现代投资,0.34,41.0,,4.81,,34238.88,43.29,,08-27,现代投资,0.978,4.13,4.08,4.14,4.02,4.09,5131015,0.3383,21026599,7.246,0.584273529412,626863.101942,626403.347864,12.1470588235,0.296269727403
600064,南京高科,0.99,48.13,,8.36,,76297.95,47.65,,07-28,南京高科,2.355,7.39,7.2,7.39,7.14,7.22,4445378,0.35967,32313191,6.033,0.624044444444,913372.140232,913372.140232,7.46464646465,0.155093423325
