code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,-0.435,2.29,2.29,2.3,2.27,2.3,16591664,0.60522,37843333,45.8,0.5496,748313.359512,627787.39672,25.4444444444,0.508888888889
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,-1.33,8.16,8.26,8.35,8.06,8.27,10716984,0.61502,87436360,29.143,0.597312,1440804.5243,1421905.9643,16.32,1.87586206897
000903,云内动力,0.14,13.22,,2.95,,10956.45,13.72,,08-29,云内动力,0.608,3.31,3.26,3.36,3.23,3.29,23242274,1.33522,76659988,11.821,0.697464285714,652335.083667,576175.58594,23.6428571429,1.78841582019
000903,云内动力,0.14,13.22,,2.95,,10956.45,13.72,,08-29,云内动力,0.608,3.31,3.26,3.36,3.23,3.29,23242274,1.33522,76659988,11.821,0.697464285714,652335.083667,576175.58594,23.6428571429,1.78841582019
300194,福安药业,0.3,200.0,9.01,3.86,0.4,8380.58,206.36,,08-27,福安药业,-1.792,5.48,5.55,5.58,5.4,5.58,3546900,0.60584,19436424,8.059,0.705093333333,651962.385336,320830.056784,18.2666666667,0.0913333333333
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,-1.692,5.23,5.29,5.31,5.19,5.32,55874192,0.68595,292642070,20.92,0.718355882353,5584474.30308,4260085.52746,15.3823529412,0.281986305063
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,-1.692,5.23,5.29,5.31,5.19,5.32,55874192,0.68595,292642070,20.92,0.718355882353,5584474.30308,4260085.52746,15.3823529412,0.281986305063
601992,金隅集团,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅集团,-1.692,5.23,5.29,5.31,5.19,5.32,55874192,0.68595,292642070,20.92,0.718355882353,5584474.30308,4260085.52746,15.3823529412,0.281986305063
000591,太阳能,0.2,183.67,,2.87,,22038.33,1059.61,,08-16,太阳能,-0.197,5.07,5.07,5.09,5.01,5.08,8641847,0.46746,43605188,9.657,0.727545,1524598.70222,937278.207762,25.35,0.138019273697
600401,*ST海润,0.01,18.42,,0.85,,4246.44,18.71,,08-20,*ST海润,0.0,0.87,0.0,0.0,0.0,0.87,0,0.0,0,-3.486,0.7395,411069.358224,411069.358224,87.0,4.72312703583
300292,吴通控股,0.41,64.0,7.92,5.3,-0.19,13040.17,125.59,10转30,08-27,吴通控股,-1.205,5.74,5.78,5.8,5.6,5.81,13602243,1.64859,77523567,44.154,0.742,731764.173224,473596.999694,14.0,0.21875
002060,粤水电,0.09,0.95,,1.93,,5132.24,0.91,,08-19,粤 水 电,-0.567,3.51,3.51,3.53,3.49,3.53,5007358,0.41668,17552632,15.67,0.7527,421993.982358,421801.765632,39.0,41.0526315789
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,-1.254,5.51,5.5,5.55,5.37,5.58,19840085,4.83671,108172349,11.247,0.776191304348,400261.24945,226018.887518,23.9565217391,0.00787204484008
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-0.323,9.26,9.27,9.3,9.2,9.29,14740229,0.11495,136273966,5.033,0.807230434783,11873807.8407,11873807.8407,10.0652173913,1.75047258979
002483,润邦股份,0.16,100.0,,2.81,,6667.97,146.44,,08-11,润邦股份,-1.899,4.65,4.72,4.73,4.6,4.74,2199900,0.38274,10245850,23.25,0.81665625,312688.2084,267273.809955,29.0625,0.290625
300420,五洋停车,0.35,157.93,11.18,3.86,-0.16,3209.54,223.09,,08-03,五洋停车,-2.427,7.64,7.72,7.86,7.4,7.83,11420074,4.56548,86797651,25.467,0.842582857143,390529.78114,191106.790392,21.8285714286,0.13821675064
002670,国盛金控,0.31,110.48,,1.65,,9840.46,239.28,,08-25,国盛金控,0.625,16.09,16.02,16.3,15.8,15.99,6315540,1.28155,101390362,20.328,0.856403225806,2409967.2796,792920.817019,51.9032258065,0.469797481956
000709,河钢股份,0.04,14.71,,0.93,,40900.49,14.57,,08-31,河钢股份,-0.779,3.82,3.84,3.85,3.8,3.85,39022365,0.36755,149080542,25.467,0.88815,4056308.19946,4055654.93171,95.5,6.49218218899
002638,勤上股份,0.1,100.0,,1.64,,3705.23,119.17,,08-19,勤上股份,1.661,5.51,5.32,5.51,5.22,5.42,24876247,2.54003,133077018,-12.699,0.90364,836795.751274,539631.427482,55.1,0.551
600266,北京城建,0.28,48.95,,2.25,,43486.71,48.96,,08-13,北京城建,-1.459,11.48,11.62,11.68,11.25,11.65,12681558,0.80927,144824256,12.478,0.9225,1798961.92,1798961.92,41.0,0.837589376915
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,-2.259,4.76,4.87,4.87,4.71,4.87,12328103,0.57628,59003334,9.154,0.925846153846,1110832.99995,1018288.79863,5.23076923077,0.000581196581197
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,-0.563,8.83,8.88,8.9,8.81,8.88,6955550,0.19421,61594029,5.848,0.957145038168,3162418.0127,3162418.0127,6.74045801527,8.75384157827
603118,共进股份,0.6,20.0,,7.49,,17945.79,31.83,,08-16,共进股份,-0.39,7.67,7.63,7.78,7.47,7.7,6691884,0.86265,50969052,7.236,0.957471666667,599653.632864,594987.465644,12.7833333333,0.639166666667
603118,共进股份,0.6,20.0,,7.49,,17945.79,31.83,,08-16,共进股份,-0.39,7.67,7.63,7.78,7.47,7.7,6691884,0.86265,50969052,7.236,0.957471666667,599653.632864,594987.465644,12.7833333333,0.639166666667
300362,天翔环境,0.15,4.06,11.92,1.26,-0.9,2108.55,43.77,,08-26,天翔环境,0.086,11.58,11.48,11.69,11.47,11.57,1418520,0.75022,16375897,38.155,0.97272,506045.06202,218953.99731,77.2,19.0147783251
601107,四川成渝,0.22,21.44,,5.25,,67544.57,21.44,,08-31,四川成渝,0.0,4.1,4.08,4.11,4.07,4.1,3283424,0.15182,13416668,11.974,0.978409090909,1253804.6,886723.4,18.6363636364,0.869233378562
002585,双星新材,0.11,22.22,,1.53,,8073.01,21.05,,08-24,双星新材,-0.972,7.13,7.13,7.32,7.01,7.2,6574988,0.94541,47200991,38.457,0.991718181818,824426.274605,495865.958914,64.8181818182,2.91710989281
002585,双星新材,0.11,22.22,,1.53,,8073.01,21.05,,08-24,双星新材,-0.972,7.13,7.13,7.32,7.01,7.2,6574988,0.94541,47200991,38.457,0.991718181818,824426.274605,495865.958914,64.8181818182,2.91710989281
002425,凯撒文化,0.1,156.41,,1.32,,4448.96,179.56,10派0.5,08-25,凯撒文化,-3.831,7.53,7.8,7.81,7.52,7.83,10823540,1.44007,82660636,23.531,0.99396,612749.557296,565954.489011,75.3,0.481427018733
