		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
600460	士兰微			2016-10-12	98.57	422	115.99	持有	212.90
600507	方大特钢			2017-04-28	67.95	224	115.67	持有	146.55
600782	新钢股份			2017-05-16	32.38	206	113.25	持有	69.05
000916	华北高速			2016-05-27	8.77	556	104.9	持有	17.97
600346	*ST橡塑			2016-05-20	39.86	565	96.66	持有	78.39
002517	恺英网络			2017-01-26	61.57	316	78.35	持有	109.81
600438	通威股份			2017-02-22	63.67	289	75.17	持有	111.53
300223	北京君正			2017-06-08	49.90	183	71.94	持有	85.80
300411	金盾股份			2016-02-03	41.56	674	71.49	持有	71.27
002460	赣锋锂业			2017-06-14	261.80	177	64.72	持有	431.24
600291	西水股份			2017-04-07	48.81	245	59.54	持有	77.87
600282	南钢股份			2017-05-25	17.20	197	55.81	持有	26.80
601699	潞安环能			2016-01-06	36.61	702	51.57	持有	55.49
600206	有研新材			2017-05-31	34.57	191	50.07	持有	51.88
002278	神开股份			2017-06-13	22.43	178	42.84	持有	32.04
600319	*ST亚星			2016-03-07	11.54	641	42.72	持有	16.47
002222	福晶科技			2017-08-04	36.49	126	41.44	持有	51.61
600148	长春一东			2016-02-02	49.04	675	41.07	持有	69.18
002049	紫光国芯			2016-05-20	152.85	567	38.02	持有	210.97
600970	中材国际			2016-02-03	73.97	674	37.66	持有	101.83
600083	博信股份			2017-05-05	14.06	217	34.64	持有	18.93
600690	青岛海尔			2017-08-22	528.66	108	34.26	持有	709.78
600703	三安光电			2017-08-11	405.86	119	33.1	持有	540.19
300101	振芯科技			2017-08-01	100.44	129	32.3	持有	132.88
002485	希努尔			2017-05-08	35.86	214	32.01	持有	47.34
600008	首创股份			2016-06-01	29.12	555	31.18	持有	38.20
601899	紫金矿业			2016-06-01	5.42	555	30.44	持有	7.07
601877	正泰电器			2017-05-25	30.08	197	30.39	持有	39.22
000709	河钢股份			2016-11-10	30.00	393	29.9	持有	38.97
600584	长电科技			2017-01-04	85.73	338	28.85	持有	110.46
002493	荣盛石化			2017-04-18	63.73	234	28.82	持有	82.10
600295	鄂尔多斯			2017-11-07	39.04	31	28.46	持有	50.15
600559	老白干酒			2016-10-11	83.51	423	28.45	持有	107.27
000513	丽珠集团			2017-08-14	232.63	116	28.15	持有	298.11
300229	拓尔思			2017-06-05	42.15	186	28.0	持有	53.95
002323	雅百特			2017-09-19	34.33	80	27.09	持有	43.63
002019	亿帆鑫富			2017-04-28	231.24	224	26.36	持有	292.20
002670	华声股份			2016-09-30	31.87	434	25.6	持有	40.03
