code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,pe,peg
000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31,宜华健康,-1.914,28.18,28.29,29.17,28.12,28.73,242301,0.06456,6861527,72.386,4.88137211538,1261914.14339,1057678.34501,13.5480769231,0.000162649790183
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,1.493,11.56,11.4,11.67,11.4,11.39,56364193,0.97111,650662070,23.592,8.80615111111,14139691.3364,6709509.60411,25.6888888889,0.000457504699713
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,1.493,11.56,11.4,11.67,11.4,11.39,56364193,0.97111,650662070,23.592,8.80615111111,14139691.3364,6709509.60411,25.6888888889,0.000457504699713
002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31,分众传媒,1.493,11.56,11.4,11.67,11.4,11.39,56364193,0.97111,650662070,23.592,8.80615111111,14139691.3364,6709509.60411,25.6888888889,0.000457504699713
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,4.733,5.09,5.01,5.12,4.9,4.86,52016319,2.4298,261613016,22.13,0.990032967033,1187844.53146,1089647.56889,5.59340659341,0.00062148962149
600784,鲁银投资,0.12,11600.0,,4.53,,6675.9,8204.15,,08-20,鲁银投资,0.0,5.46,0.0,0.0,0.0,5.46,0,0.0,0,-22.75,2.06115,310225.103916,310225.103916,45.5,0.0039224137931
002558,巨人网络,1.03,5050.0,,16.18,,49967.2,42634.19,10转20,08-18,巨人网络,0.547,25.72,25.65,25.9,25.43,25.58,2540573,0.59483,65327478,40.188,4.04028737864,5206705.1851,1098525.27392,24.9708737864,0.00494472748246
002558,巨人网络,1.03,5050.0,,16.18,,49967.2,42634.19,10转20,08-18,巨人网络,0.547,25.72,25.65,25.9,25.43,25.58,2540573,0.59483,65327478,40.188,4.04028737864,5206705.1851,1098525.27392,24.9708737864,0.00494472748246
300063,天龙集团,0.23,3043.24,7.35,3.24,0.35,6759.84,4473.88,,08-27,天龙集团,0.971,4.16,4.15,4.26,4.15,4.12,14511967,3.53413,60966399,-9.881,0.586017391304,302193.6112,170819.598144,18.0869565217,0.0059433224201
000536,华映科技,0.51,1036.75,,13.31,,39767.05,1035.8,,08-12,华映科技,-1.739,3.39,3.44,3.45,3.37,3.45,8780922,0.43838,29854786,45.749,0.884723529412,937685.120217,679035.276846,6.64705882353,0.00641143846012
