		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
002352	鼎泰新材			2016-03-03	37.36	146	275.67	持有	140.35
002709	天赐材料			2016-03-08	66.30	141	120.68	持有	146.31
002618	丹邦科技			2016-03-03	31.45	146	111.19	持有	66.42
000913	*ST钱江			2016-02-04	19.23	174	104.26	持有	39.28
002759	天际股份			2016-03-14	37.43	135	99.87	持有	74.81
000839	中信国安			2016-03-08	130.50	141	95.13	持有	254.65
000413	东旭光电			2016-05-25	32.57	63	83.21	持有	59.67
300327	中颖电子			2016-03-15	37.22	134	77.06	持有	65.90
600084	中葡股份			2016-06-01	41.13	56	72.23	持有	70.84
300076	GQY视讯			2016-03-14	74.89	135	63.36	持有	122.34
002340	格林美			2016-03-02	86.98	147	61.75	持有	140.69
600110	诺德股份			2016-02-02	86.76	150	59.77	持有	138.62
002686	亿利达			2016-03-03	47.02	146	57.51	持有	74.06
002656	摩登大道			2016-03-02	35.81	147	57.39	持有	56.36
300395	菲利华			2016-03-14	53.13	135	56.99	持有	83.41
300377	赢时胜			2016-02-01	109.65	177	54.39	持有	169.29
300264	佳创视讯			2016-03-08	35.09	141	53.49	持有	53.86
300386	飞天诚信			2016-02-02	83.98	176	52.56	持有	128.12
000568	泸州老窖			2016-03-02	629.09	147	51.57	持有	953.53
300411	金盾股份			2016-02-03	41.56	83	51.2	持有	62.84
000021	深科技			2016-02-01	121.76	177	50.43	持有	183.16
002156	通富微电			2016-03-14	24.59	135	49.13	持有	36.67
300323	华灿光电			2016-03-15	20.56	31	48.83	持有	30.60
002591	恒大高新			2016-03-03	39.74	42	48.79	持有	59.13
600119	长江投资			2016-05-25	41.70	63	48.13	持有	61.77
300353	东土科技			2016-03-03	97.29	111	47.06	持有	143.07
600702	沱牌舍得			2016-02-16	54.47	162	46.83	持有	79.98
601028	玉龙股份			2016-03-03	14.65	146	46.28	持有	21.43
000333	美的集团			2016-03-02	78.39	147	44.05	持有	112.92
603021	山东华鹏			2016-02-02	33.36	176	43.68	持有	47.93
300236	上海新阳			2016-05-26	51.58	62	43.1	持有	73.81
600768	宁波富邦			2016-02-03	55.73	56	42.62	持有	79.48
000785	武汉中商			2016-03-08	68.08	141	42.17	持有	96.79
300226	上海钢联			2016-02-03	146.91	175	41.74	持有	208.23
002639	雪人股份			2016-03-15	25.94	134	41.36	持有	36.67
000011	深物业A			2016-01-29	34.47	180	41.31	持有	48.71
300256	星星科技			2016-05-26	30.81	62	41.29	持有	43.53
000711	京蓝科技			2016-03-21	72.91	128	40.54	持有	102.47
300310	宜通世纪			2016-03-17	104.05	120	40.05	持有	145.72
300441	鲍斯股份			2016-03-17	69.23	14	39.19	持有	96.36
600590	泰豪科技			2016-03-08	39.75	141	39.14	持有	55.31
000607	华媒控股			2016-03-03	30.69	146	38.61	持有	42.54
002351	漫步者			2016-02-01	35.72	177	38.52	持有	49.48
002185	华天科技			2016-03-14	43.62	135	38.12	持有	60.25
300089	文化长城			2016-05-31	37.86	57	37.64	持有	52.11
002043	兔 宝 宝			2016-06-24	56.75	33	37.16	持有	77.84
300131	英唐智控			2016-03-07	146.88	142	36.72	持有	200.82
002370	亚太药业			2016-03-17	42.64	132	36.68	持有	58.28
002365	永安药业			2016-03-04	32.65	145	36.66	持有	44.62
002291	星期六			2016-03-07	17.54	25	36.66	持有	23.97
600188	兖州煤业			2016-02-18	22.49	160	36.37	持有	30.67
300400	劲拓股份			2016-05-24	42.13	64	34.94	持有	56.85
600882	华联矿业			2016-03-03	21.20	146	34.2	持有	28.45
300007	汉威电子			2016-03-02	75.93	147	33.39	持有	101.28
300066	三川智慧			2016-03-14	122.91	135	32.63	持有	163.02
300394	天孚通信			2016-03-14	71.66	135	32.29	持有	94.80
300283	温州宏丰			2016-03-04	42.52	145	32.22	持有	56.22
300099	尤洛卡			2016-03-03	101.89	146	32.0	持有	134.49
000768	中航飞机			2016-05-27	140.22	61	31.79	持有	184.79
300354	东华测试			2016-03-08	68.15	141	31.03	持有	89.30
300319	麦捷科技			2016-05-27	58.83	61	30.97	持有	77.05
002507	涪陵榨菜			2016-02-02	33.78	176	30.85	持有	44.20
300265	通光线缆			2016-03-02	28.98	147	29.99	持有	37.67
600732	*ST新梅			2016-02-05	28.55	41	29.98	持有	37.11
300026	红日药业			2016-03-07	205.66	142	29.83	持有	267.00
002314	南山控股			2016-02-03	12.41	175	29.81	持有	16.11
300114	中航电测			2016-03-03	83.25	146	29.8	持有	108.06
300065	海兰信			2016-05-23	115.31	65	29.4	持有	149.21
300009	安科生物			2016-03-10	123.35	139	29.25	持有	159.43
000739	普洛药业			2016-02-04	72.92	174	28.98	持有	94.05
300391	康跃科技			2016-03-03	39.90	146	28.85	持有	51.41
300242	明家联合			2016-03-15	69.40	52	28.85	持有	89.42
603338	浙江鼎力			2016-03-15	91.01	125	28.78	持有	117.20
300183	东软载波			2016-01-29	85.32	180	28.77	持有	109.87
600800	天津磁卡			2016-06-29	88.47	28	28.44	持有	113.63
300173	智慧松德			2016-01-29	67.28	70	27.68	持有	85.90
300193	佳士科技			2016-03-14	20.78	135	27.48	持有	26.49
603636	南威软件			2016-03-14	56.72	135	27.45	持有	72.29
000099	中信海直			2016-02-03	38.92	175	27.39	持有	49.58
002712	思美传媒			2016-03-17	90.65	22	27.14	持有	115.25
600729	重庆百货			2016-01-22	63.03	187	26.83	持有	79.94
002617	露笑科技			2016-03-14	63.85	53	26.83	持有	80.98
600741	华域汽车			2016-03-03	497.15	146	26.8	持有	630.39
600173	卧龙地产			2016-03-02	13.69	51	26.73	持有	17.35
300426	唐德影视			2016-03-09	112.20	140	26.7	持有	142.16
300370	安控科技			2016-05-24	81.00	64	26.56	持有	102.51
002115	三维通信			2016-05-30	46.67	58	26.53	持有	59.05
002455	百川股份			2016-03-02	42.25	147	26.49	持有	53.44
600318	新力金融			2016-02-01	33.42	51	26.48	持有	42.27
600826	兰生股份			2016-06-23	144.03	34	26.27	持有	181.87
600455	博通股份			2016-03-16	44.04	49	26.09	持有	55.53
603268	松发股份			2016-03-07	38.72	142	26.08	持有	48.82
601555	东吴证券			2016-05-25	12.20	63	26.07	持有	15.38
000627	天茂集团			2016-01-29	209.41	180	25.85	持有	263.55
002530	丰东股份			2016-06-16	46.01	35	25.78	持有	57.87
002023	海特高新			2016-03-14	134.05	135	25.66	持有	168.45
300397	天和防务			2016-05-23	51.76	65	25.6	持有	65.01
600588	用友网络			2016-06-22	464.99	35	25.54	持有	583.73
300153	科泰电源			2016-05-17	71.58	71	25.52	持有	89.85
600629	华建集团			2016-03-14	75.28	109	25.5	持有	94.48
600993	马应龙			2016-05-04	190.87	84	25.33	持有	239.21
002685	华东重机			2016-02-03	20.43	107	25.21	持有	25.58
000004	国农科技			2016-03-02	219.30	21	25.06	持有	274.25
300008	天海防务			2016-05-23	102.03	65	25.04	持有	127.58
600079	人福医药			2016-03-14	206.63	135	24.96	持有	258.20
300224	正海磁材			2016-02-04	48.73	174	24.71	持有	60.77
002479	富春环保			2016-02-02	31.85	176	24.68	持有	39.71
600149	廊坊发展			2016-02-03	32.60	175	24.42	持有	40.56
600468	百利电气			2016-06-20	73.11	37	24.2	持有	90.80
600530	交大昂立			2016-02-16	48.81	162	23.99	持有	60.52
002101	广东鸿图			2016-03-15	43.53	45	23.96	持有	53.96
002706	良信电器			2016-02-01	58.03	177	23.95	持有	71.93
601231	环旭电子			2016-03-08	18.42	141	23.89	持有	22.82
300201	海伦哲			2016-05-23	57.79	65	23.88	持有	71.59
600507	方大特钢			2016-06-27	46.16	30	23.83	持有	57.16
300465	高伟达			2016-03-08	48.15	141	23.51	持有	59.47
300142	沃森生物			2016-02-01	129.55	49	23.45	持有	159.93
600416	湘电股份			2016-05-30	36.21	58	23.45	持有	44.70
600355	精伦电子			2016-03-15	35.97	134	23.35	持有	44.37
600685	中船防务			2016-05-26	47.21	62	23.3	持有	58.21
300101	振芯科技			2016-02-03	168.52	175	23.21	持有	207.64
600722	金牛化工			2016-03-11	35.29	138	23.04	持有	43.42
002049	紫光国芯			2016-05-20	152.85	68	22.91	持有	187.87
000851	高鸿股份			2016-06-17	20.25	40	22.91	持有	24.89
000570	苏常柴Ａ			2016-02-03	41.34	175	22.71	持有	50.73
002275	桂林三金			2016-03-02	23.21	147	22.58	持有	28.45
300075	数字政通			2016-03-14	132.13	135	22.56	持有	161.94
600446	金证股份			2016-03-08	414.78	141	22.19	持有	506.84
600029	南方航空			2016-02-15	11.05	163	22.17	持有	13.50
300191	潜能恒信			2016-03-17	116.73	132	22.16	持有	142.60
300452	山河药辅			2016-03-14	77.86	135	22.09	持有	95.06
002040	南 京 港			2016-03-09	26.89	140	22.05	持有	32.82
000040	宝安地产			2016-06-16	53.35	39	21.89	持有	65.03
000923	河北宣工			2016-03-14	21.32	22	21.81	持有	25.97
002190	成飞集成			2016-03-15	82.17	134	21.78	持有	100.07
000819	岳阳兴长			2016-06-16	190.28	41	21.77	持有	231.71
600148	长春一东			2016-02-02	49.04	176	21.37	持有	59.52
603020	爱普股份			2016-03-02	40.78	147	21.33	持有	49.48
300054	鼎龙股份			2016-05-30	133.88	58	21.12	持有	162.16
300087	荃银高科			2016-01-22	57.83	187	20.89	持有	69.91
000687	华讯方舟			2016-03-15	54.48	134	20.76	持有	65.79
600844	丹化科技			2016-05-27	40.31	61	20.69	持有	48.65
300458	全志科技			2016-03-17	74.80	132	20.66	持有	90.25
600771	广誉远			2016-05-23	129.83	65	20.33	持有	156.22
300177	中海达			2016-03-14	102.94	135	20.3	持有	123.84
002462	嘉事堂			2016-03-15	52.27	134	20.28	持有	62.87
002604	龙力生物			2016-02-02	26.80	176	19.96	持有	32.15
000930	中粮生化			2016-06-28	62.61	29	19.92	持有	75.08
300082	奥克股份			2016-05-24	39.31	64	19.92	持有	47.14
600626	申达股份			2016-05-31	114.86	57	19.85	持有	137.66
600358	国旅联合			2016-03-14	39.15	18	19.8	持有	46.90
000566	海南海药			2016-02-02	104.41	176	19.7	持有	124.98
000933	*ST神火			2016-05-24	47.34	64	19.65	持有	56.64
600734	实达集团			2016-03-14	51.66	36	19.57	持有	61.77
002287	奇正藏药			2016-03-08	32.81	141	19.54	持有	39.22
002131	利欧股份			2015-12-23	203.04	217	19.28	持有	242.19
000821	京山轻机			2016-03-16	33.69	133	19.06	持有	40.11
300033	同花顺			2016-01-29	504.83	180	19.04	持有	600.94
300077	国民技术			2016-03-15	80.00	134	18.95	持有	95.16
002045	国光电器			2016-03-08	60.83	141	18.86	持有	72.30
002323	雅百特			2016-06-21	49.70	36	18.65	持有	58.97
000938	紫光股份			2016-03-14	143.68	135	18.65	持有	170.48
300401	花园生物			2016-05-23	46.02	60	18.64	持有	54.60
002366	台海核电			2016-03-17	49.35	132	18.58	持有	58.52
600196	复星医药			2016-05-25	245.57	63	18.48	持有	290.95
000531	穗恒运Ａ			2016-05-27	110.48	61	18.41	持有	130.82
600180	瑞茂通			2016-05-30	37.34	58	18.4	持有	44.21
002735	王子新材			2016-03-11	34.90	21	18.4	持有	41.32
002691	冀凯股份			2015-10-15	16.03	287	18.4	持有	18.98
600179	*ST黑化			2016-06-15	17.46	42	18.38	持有	20.67
002078	太阳纸业			2016-06-22	38.42	35	18.35	持有	45.47
603808	歌力思			2016-03-03	39.03	146	18.29	持有	46.17
000505	*ST珠江			2016-03-17	27.11	43	17.96	持有	31.98
600333	长春燃气			2016-06-17	22.21	40	17.87	持有	26.18
000599	青岛双星			2016-03-02	35.86	147	17.76	持有	42.23
002737	葵花药业			2016-02-04	70.72	174	17.63	持有	83.19
300012	华测检测			2016-03-16	93.14	133	17.61	持有	109.54
600195	中牧股份			2016-05-31	45.44	57	17.56	持有	53.42
000416	民生控股			2016-01-25	67.56	184	17.44	持有	79.34
600571	信雅达			2016-01-29	192.94	180	17.32	持有	226.36
601313	江南嘉捷			2016-03-02	22.06	147	17.27	持有	25.87
600998	XD九州通			2016-06-28	17.57	29	17.19	持有	20.59
603600	永艺股份			2016-05-25	43.77	63	17.18	持有	51.29
002421	达实智能			2016-06-21	88.68	36	17.14	持有	103.88
002414	高德红外			2016-05-30	45.34	58	17.14	持有	53.11
300406	九强生物			2016-05-30	77.33	58	17.07	持有	90.53
300467	迅游科技			2016-03-16	216.86	133	17.05	持有	253.83
000955	欣龙控股			2016-03-07	17.98	31	17.02	持有	21.04
600433	冠豪高新			2016-02-02	48.23	176	17.0	持有	56.43
300416	苏试试验			2016-03-08	53.66	141	16.98	持有	62.77
300140	启源装备			2016-05-30	67.38	58	16.96	持有	78.81
603199	九华旅游			2016-03-08	33.81	141	16.92	持有	39.53
603678	火炬电子			2016-05-31	57.87	57	16.9	持有	67.65
002592	八菱科技			2016-01-27	70.20	182	16.89	持有	82.06
000636	风华高科			2016-02-04	138.94	174	16.87	持有	162.38
600604	市北高新			2016-06-23	574.29	34	16.86	持有	671.10
600337	美克家居			2016-05-26	65.36	62	16.59	持有	76.20
002401	中海科技			2016-03-14	85.73	135	16.56	持有	99.93
600535	天士力			2016-03-02	263.11	147	16.55	持有	306.66
600480	凌云股份			2016-05-31	24.42	51	16.5	持有	28.45
601899	紫金矿业			2016-06-01	5.42	56	16.42	持有	6.31
300352	北信源			2016-03-08	119.46	141	16.36	持有	139.00
002499	科林环保			2016-05-30	48.04	58	16.32	持有	55.88
600730	中国高科			2016-03-09	63.09	140	16.25	持有	73.34
002597	金禾实业			2016-06-22	57.49	35	16.07	持有	66.73
000672	上峰水泥			2016-02-15	34.11	163	15.98	持有	39.56
002297	博云新材			2016-05-20	34.04	28	15.86	持有	39.44
000678	襄阳轴承			2016-03-03	31.30	146	15.78	持有	36.24
300237	美晨科技			2016-03-14	79.98	135	15.74	持有	92.57
600619	海立股份			2016-03-18	599.42	131	15.72	持有	693.67
601515	东风股份			2016-05-26	22.81	62	15.69	持有	26.39
601608	中信重工			2016-02-04	7.53	174	15.67	持有	8.71
600742	一汽富维			2016-02-04	120.34	174	15.64	持有	139.16
002574	明牌珠宝			2016-03-02	25.64	114	15.64	持有	29.65
002382	蓝帆医疗			2016-03-16	59.84	133	15.63	持有	69.19
002552	宝鼎科技			2016-03-22	40.69	127	15.63	持有	47.05
000783	长江证券			2016-02-17	49.85	161	15.59	持有	57.62
002417	三元达			2016-02-03	31.79	175	15.45	持有	36.70
300036	超图软件			2016-05-23	100.91	65	15.4	持有	116.45
300455	康拓红外			2016-05-25	40.54	63	15.19	持有	46.70
300334	津膜科技			2016-03-08	35.44	72	15.18	持有	40.82
600640	号百控股			2016-03-15	140.26	31	15.16	持有	161.52
000989	九 芝 堂			2016-06-23	90.81	34	15.06	持有	104.49
002285	世联行			2016-01-29	102.23	180	15.06	持有	117.63
000009	中国宝安			2016-05-27	75.64	61	14.99	持有	86.98
002249	大洋电机			2016-05-17	108.03	72	14.98	持有	124.21
002016	世荣兆业			2016-06-22	45.16	35	14.95	持有	51.91
300070	碧水源			2016-03-14	264.00	135	14.91	持有	303.37
300052	中青宝			2016-02-03	51.21	125	14.9	持有	58.84
601877	正泰电器			2016-02-01	29.54	177	14.83	持有	33.92
000488	晨鸣纸业			2016-03-07	38.99	142	14.82	持有	44.77
002670	华声股份			2016-03-07	27.69	142	14.81	持有	31.79
002558	世纪游轮			2016-03-22	146.56	112	14.79	持有	168.24
300345	红宇新材			2016-03-03	43.42	146	14.67	持有	49.79
300424	航新科技			2016-02-02	53.82	176	14.64	持有	61.70
600086	东方金钰			2016-01-29	78.34	180	14.58	持有	89.76
002745	木林森			2016-05-31	32.14	45	14.56	持有	36.82
600055	DR华润万			2016-03-04	150.93	145	14.5	持有	172.82
000937	冀中能源			2016-01-06	37.86	203	14.5	持有	43.35
600585	海螺水泥			2016-06-21	58.83	36	14.47	持有	67.34
600992	贵绳股份			2016-03-08	16.39	141	14.46	持有	18.76
002118	紫鑫药业			2016-05-31	86.33	57	14.4	持有	98.76
600308	华泰股份			2016-06-01	28.03	56	14.38	持有	32.06
600267	海正药业			2016-03-02	72.98	147	14.32	持有	83.43
600689	上海三毛			2016-06-27	37.40	30	14.28	持有	42.74
000547	航天发展			2016-03-15	152.47	34	14.08	持有	173.94
002003	伟星股份			2016-03-08	102.11	141	14.06	持有	116.47
600319	*ST亚星			2016-03-07	11.54	142	13.95	持有	13.15
600270	外运发展			2016-05-25	90.67	63	13.93	持有	103.30
002410	广联达			2016-06-01	157.03	56	13.87	持有	178.81
600833	第一医药			2016-06-27	137.40	30	13.84	持有	156.41
600152	维科精华			2016-02-04	28.15	174	13.82	持有	32.04
300125	易世达			2016-03-09	44.32	16	13.81	持有	50.44
002132	恒星科技			2016-06-21	23.71	36	13.71	持有	26.96
600373	中文传媒			2016-01-27	77.12	182	13.62	持有	87.62
002659	中泰桥梁			2016-05-24	33.57	64	13.61	持有	38.14
002175	东方网络			2016-02-03	100.81	93	13.6	持有	114.52
601633	长城汽车			2016-05-04	29.27	84	13.5	持有	33.22
000885	同力水泥			2016-01-20	22.14	189	13.41	持有	25.11
600725	*ST云维			2016-06-27	18.89	30	13.39	持有	21.42
300309	吉艾科技			2016-05-04	53.42	84	13.38	持有	60.57
002121	科陆电子			2016-02-16	141.47	162	13.32	持有	160.31
002066	瑞泰科技			2016-05-24	47.75	64	13.28	持有	54.09
000916	华北高速			2016-05-27	8.77	27	13.11	持有	9.92
000524	岭南控股			2016-03-11	53.14	21	13.1	持有	60.10
300349	金卡股份			2015-11-06	91.50	264	13.03	持有	103.42
603606	东方电缆			2016-02-02	26.37	176	13.01	持有	29.80
600999	招商证券			2016-05-25	22.78	63	12.95	持有	25.73
600677	航天通信			2016-03-15	118.48	134	12.93	持有	133.80
000659	珠海中富			2016-06-28	68.64	29	12.78	持有	77.41
600984	建设机械			2016-06-30	12.55	27	12.75	持有	14.15
600352	浙江龙盛			2016-05-24	145.10	64	12.74	持有	163.58
600240	华业资本			2016-05-31	74.48	57	12.71	持有	83.95
601939	建设银行			2016-05-05	7.00	83	12.71	持有	7.89
300225	金力泰			2016-03-02	48.95	147	12.69	持有	55.16
002054	德美化工			2016-05-24	30.36	64	12.48	持有	34.15
002320	海峡股份			2016-05-25	38.36	63	12.43	持有	43.13
000958	东方能源			2016-06-23	30.30	34	12.41	持有	34.06
600618	氯碱化工			2016-06-23	328.48	34	12.4	持有	369.20
300182	捷成股份			2016-03-09	319.85	140	12.34	持有	359.32
600594	益佰制药			2016-06-22	223.45	35	12.27	持有	250.86
600068	葛洲坝			2016-06-02	32.35	55	12.24	持有	36.31
601908	京运通			2016-05-31	26.46	57	12.24	持有	29.70
600317	营口港			2016-06-01	37.70	56	12.23	持有	42.31
000498	山东路桥			2016-03-02	15.38	147	12.22	持有	17.26
000902	新洋丰			2016-03-21	40.89	128	12.18	持有	45.87
000708	大冶特钢			2015-12-14	20.48	226	12.16	持有	22.97
000952	广济药业			2016-05-19	33.89	69	12.04	持有	37.97
002242	九阳股份			2016-06-28	74.31	29	11.95	持有	83.19
600648	外高桥			2016-03-18	123.88	131	11.93	持有	138.66
600161	天坛生物			2016-03-21	153.99	128	11.68	持有	171.98
002406	远东传动			2016-05-25	25.79	63	11.67	持有	28.80
002692	远程电缆			2016-06-01	31.56	56	11.66	持有	35.24
600769	祥龙电业			2016-05-31	49.20	57	11.61	持有	54.91
000792	盐湖股份			2016-03-03	93.90	146	11.58	持有	104.77
000728	国元证券			2016-01-29	24.78	180	11.54	持有	27.64
600889	南京化纤			2016-02-02	51.43	176	11.53	持有	57.36
002719	麦趣尔			2016-05-11	41.82	77	11.5	持有	46.63
600062	华润双鹤			2016-05-16	92.45	72	11.49	持有	103.07
002017	东信和平			2016-03-17	72.09	132	11.47	持有	80.36
300154	瑞凌股份			2016-01-29	41.31	180	11.45	持有	46.04
600830	香溢融通			2016-05-30	95.63	58	11.39	持有	106.52
600894	广日股份			2016-05-25	41.01	63	11.34	持有	45.66
000727	华东科技			2016-03-15	17.64	134	11.34	持有	19.64
002214	大立科技			2016-03-11	45.00	138	11.2	持有	50.04
000501	鄂武商Ａ			2016-06-01	89.87	56	11.06	持有	99.81
000030	富奥股份			2016-05-27	15.12	61	10.85	持有	16.76
002124	天邦股份			2016-06-27	73.92	30	10.84	持有	81.93
600444	国机通用			2016-03-14	33.72	135	10.77	持有	37.35
600819	耀皮玻璃			2016-06-28	20.41	29	10.73	持有	22.60
002473	圣莱达			2016-03-09	41.64	140	10.73	持有	46.11
002321	华英农业			2016-06-28	19.25	29	10.7	持有	21.31
600315	上海家化			2016-05-23	142.21	65	10.65	持有	157.35
600285	羚锐制药			2016-06-03	66.34	54	10.63	持有	73.39
300058	蓝色光标			2016-06-22	174.60	35	10.57	持有	193.06
600327	大东方			2016-05-30	63.11	58	10.52	持有	69.75
000519	江南红箭			2016-05-05	102.79	83	10.43	持有	113.51
600256	广汇能源			2016-06-22	152.10	35	10.41	持有	167.94
600021	上海电力			2016-02-04	19.64	174	10.39	持有	21.68
002674	兴业科技			2016-06-23	16.07	34	10.33	持有	17.73
300359	全通教育			2016-02-02	213.87	176	10.3	持有	235.90
300390	天华超净			2016-05-31	49.02	57	10.28	持有	54.06
600513	联环药业			2016-03-07	63.46	142	10.27	持有	69.98
000756	新华制药			2016-06-20	15.41	37	10.19	持有	16.98
300305	裕兴股份			2016-03-17	42.33	132	10.18	持有	46.64
002614	蒙发利			2016-03-02	54.67	147	10.15	持有	60.22
603001	奥康国际			2016-03-11	20.34	138	10.13	持有	22.40
600130	波导股份			2016-06-21	52.27	36	10.12	持有	57.56
000683	远兴能源			2016-03-02	18.20	147	10.11	持有	20.04
600004	白云机场			2016-01-29	20.42	180	10.09	持有	22.48
600228	昌九生化			2016-07-19	25.70	1	10.08	持有	28.29
600365	通葡股份			2016-06-14	32.29	43	10.03	持有	35.53
002505	大康农业			2016-03-04	49.09	145	10.02	持有	54.01
600276	恒瑞医药			2016-05-18	892.41	70	10.01	持有	981.71
002623	亚玛顿			2016-03-14	31.17	135	9.95	持有	34.27
002665	首航节能			2016-06-02	110.51	55	9.94	持有	121.50
600128	弘业股份			2016-03-03	34.51	146	9.94	持有	37.94
300332	天壕环境			2016-02-02	17.39	66	9.89	持有	19.11
000928	中钢国际			2016-03-08	13.41	141	9.84	持有	14.73
002556	辉隆股份			2016-02-02	42.51	176	9.79	持有	46.67
000338	潍柴动力			2016-06-15	64.67	42	9.71	持有	70.95
603558	健盛集团			2016-06-24	67.04	33	9.68	持有	73.53
601699	潞安环能			2016-01-06	36.61	203	9.67	持有	40.15
300195	长荣股份			2016-03-10	46.25	139	9.66	持有	50.72
000516	国际医学			2016-03-08	251.44	141	9.64	持有	275.69
600210	紫江企业			2016-05-25	34.58	63	9.6	持有	37.90
300039	上海凯宝			2016-03-07	78.70	142	9.59	持有	86.25
300166	东方国信			2016-02-02	290.79	126	9.57	持有	318.62
300155	安居宝			2016-02-01	95.25	177	9.55	持有	104.35
000712	锦龙股份			2016-05-20	231.55	68	9.54	持有	253.64
002431	棕榈股份			2016-06-01	107.87	56	9.52	持有	118.14
600298	安琪酵母			2016-06-03	119.76	54	9.49	持有	131.13
000088	盐 田 港			2016-03-02	45.59	147	9.48	持有	49.91
300269	联建光电			2016-03-15	91.88	134	9.44	持有	100.55
000899	赣能股份			2016-05-23	28.09	65	9.43	持有	30.74
000584	友利控股			2016-06-27	44.32	30	9.41	持有	48.49
002481	双塔食品			2016-05-31	129.77	57	9.4	持有	141.97
000886	海南高速			2016-02-04	15.44	174	9.39	持有	16.89
000529	广弘控股			2016-06-20	24.93	37	9.39	持有	27.27
601158	重庆水务			2016-02-04	7.89	174	9.38	持有	8.63
600720	祁连山			2016-05-27	65.44	61	9.35	持有	71.56
600763	通策医疗			2016-03-14	68.97	135	9.34	持有	75.41
300451	创业软件			2016-02-03	122.02	114	9.31	持有	133.38
600085	同仁堂			2016-03-07	309.80	142	9.31	持有	338.64
600804	鹏博士			2016-06-23	142.07	34	9.31	持有	155.30
000959	首钢股份			2016-05-27	8.49	61	9.19	持有	9.27
000608	阳光股份			2016-03-02	60.01	147	9.18	持有	65.52
000564	西安民生			2016-05-27	33.40	61	9.16	持有	36.46
002338	奥普光电			2016-03-14	79.06	135	9.09	持有	86.25
001896	豫能控股			2016-05-31	11.43	57	9.01	持有	12.46
601088	中国神华			2016-06-22	17.85	35	8.91	持有	19.44
600475	华光股份			2016-03-15	33.27	63	8.87	持有	36.22
300412	迦南科技			2016-06-01	69.84	56	8.85	持有	76.02
600978	宜华生活			2016-06-28	53.92	29	8.85	持有	58.69
002259	升达林业			2016-02-03	18.02	175	8.82	持有	19.61
600247	ST成城			2016-06-23	54.54	34	8.76	持有	59.32
000908	景峰医药			2016-02-02	32.22	176	8.75	持有	35.04
002555	三七互娱			2016-02-01	188.50	37	8.72	持有	204.94
600370	三房巷			2016-06-28	32.76	29	8.67	持有	35.60
002014	永新股份			2016-03-08	77.77	141	8.67	持有	84.51
603123	翠微股份			2016-03-02	9.11	147	8.67	持有	9.90
000014	沙河股份			2016-06-24	160.08	33	8.6	持有	173.84
600785	新华百货			2016-02-04	107.17	174	8.58	持有	116.36
002503	搜于特			2016-06-29	213.02	28	8.49	持有	231.11
600643	爱建集团			2016-01-21	76.22	186	8.49	持有	82.69
600239	云南城投			2016-05-27	54.55	61	8.41	持有	59.14
600780	通宝能源			2016-06-17	54.56	40	8.38	持有	59.13
600527	江南高纤			2016-01-21	68.03	188	8.32	持有	73.69
600630	龙头股份			2016-03-14	53.97	135	8.26	持有	58.43
002433	太安堂			2016-03-03	39.19	146	8.24	持有	42.42
000889	茂业通信			2016-05-31	37.53	57	8.21	持有	40.61
300013	新宁物流			2016-01-29	44.21	180	8.19	持有	47.83
601058	赛轮金宇			2016-06-17	15.89	40	8.12	持有	17.18
603519	立霸股份			2016-03-15	41.10	3	8.08	持有	44.42
002392	北京利尔			2016-02-02	41.29	176	7.99	持有	44.59
000031	中粮地产			2016-06-27	167.45	30	7.94	持有	180.74
600825	新华传媒			2016-05-26	94.94	62	7.86	持有	102.40
600728	佳都科技			2016-04-14	110.00	104	7.85	持有	118.64
300357	我武生物			2016-05-24	55.70	64	7.79	持有	60.04
300303	聚飞光电			2016-06-22	63.15	35	7.78	持有	68.06
000993	闽东电力			2016-05-27	14.99	61	7.67	持有	16.14
600676	交运股份			2016-06-01	126.12	56	7.67	持有	135.79
000042	中洲控股			2016-04-11	201.84	107	7.66	持有	217.30
600175	美都能源			2016-06-30	79.09	27	7.65	持有	85.14
002230	科大讯飞			2016-03-10	242.90	140	7.63	持有	261.43
000650	仁和药业			2016-06-01	169.59	56	7.62	持有	182.51
300027	华谊兄弟			2016-03-09	178.84	140	7.6	持有	192.44
000611	*ST蒙发			2016-03-08	35.97	141	7.59	持有	38.70
002027	分众传媒			2016-03-17	104.08	132	7.56	持有	111.95
002651	利君股份			2016-01-22	27.82	187	7.51	持有	29.91
600089	特变电工			2016-05-31	281.16	57	7.39	持有	301.93
000837	秦川机床			2016-05-25	32.63	63	7.39	持有	35.04
000815	美利纸业			2016-06-27	74.09	30	7.37	持有	79.55
601616	广电电气			2016-03-16	11.12	133	7.37	持有	11.94
600406	国电南瑞			2016-06-29	332.11	28	7.36	持有	356.55
002732	燕塘乳业			2016-06-01	25.16	56	7.31	持有	27.00
002363	隆基机械			2016-03-14	28.24	135	7.29	持有	30.30
000748	长城信息			2016-04-28	136.97	90	7.28	持有	146.94
600617	国新能源			2016-02-05	465.07	173	7.24	持有	498.72
000990	诚志股份			2016-03-11	42.94	138	7.17	持有	46.02
002383	合众思壮			2016-05-04	52.35	84	7.05	持有	56.04
