		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
2352	鼎泰新材			2016-03-03	37.36	113	238.22	持有	126.36
2709	天赐材料			2016-03-08	66.30	108	162.5	持有	174.04
300327	中颖电子			2016-03-15	37.22	101	110.56	持有	78.37
2590	万安科技			2016-03-14	67.29	102	107.64	持有	139.72
2618	丹邦科技			2016-03-03	31.45	113	96.76	持有	61.88
300258	精锻科技			2016-03-08	35.75	108	91.08	持有	68.31
300377	赢时胜			2016-02-01	109.65	144	89.85	持有	208.17
300429	强力新材			2016-03-14	75.59	102	88.79	持有	142.71
300373	扬杰科技			2016-02-02	69.16	143	82.46	持有	126.19
2340	格林美			2016-03-02	86.98	114	79.16	持有	155.83
300256	星星科技			2016-05-26	30.81	29	74.46	持有	53.75
300386	飞天诚信			2016-02-02	83.98	143	69.27	持有	142.15
2643	万润股份			2016-03-21	71.68	95	68.3	持有	120.64
300279	和晶科技			2016-03-09	57.63	107	66.25	持有	95.81
300236	上海新阳			2016-05-26	51.58	29	66.25	持有	85.75
2169	智光电气			2016-03-15	53.02	101	65.71	持有	87.86
2691	石中装备			2015-10-15	16.03	130	62.38	持有	26.03
300348	长亮科技			2016-03-09	106.22	107	60.85	持有	170.85
913	钱江摩托			2016-02-04	19.23	141	60.69	持有	30.90
603609	禾丰牧业			2016-03-04	15.21	112	60.62	持有	24.43
300153	科泰电源			2016-05-17	71.58	38	58.84	持有	113.70
2156	通富微电			2016-03-14	24.59	102	57.95	持有	38.84
300458	全志科技			2016-03-17	74.80	99	56.86	持有	117.33
300395	菲利华			2016-03-14	53.13	102	52.89	持有	81.23
2351	漫步者			2016-02-01	35.72	144	52.55	持有	54.49
600110	中科英华			2016-02-02	86.76	143	52.18	持有	132.03
300310	宜通世纪			2016-03-17	104.05	99	51.23	持有	157.36
300411	金盾股份			2016-02-03	41.56	83	51.2	持有	62.84
300066	三川股份			2016-03-14	122.91	102	49.52	持有	183.78
2239	金 飞 达			2016-03-02	34.90	114	49.28	持有	52.10
600198	大唐电信			2016-03-14	26.00	102	48.92	持有	38.72
300323	华灿光电			2016-03-15	20.56	31	48.83	持有	30.60
2591	恒大高新			2016-03-03	39.74	42	48.79	持有	59.13
839	中信国安			2016-03-08	130.50	108	48.39	持有	193.65
