code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
002027,分众传媒,7.55,37650.0,,73.2,,338914.2,51318.56,10派2.5转10,04-22,分众传媒,-7.166,28.37,29.99,29.99,28.1,30.56,8521058,4.15877,3.75761589404,2.75057483444,9.98038750077e-05
600894,广日股份,2.49,206.88,,39.86,,214472.3,217.89,,04-08,广日股份,-4.119,13.5,14.06,14.06,13.46,14.08,8364671,0.9727,5.42168674699,2.16108433735,0.0262069158304
601328,交通银行,0.9,1.12,7.0,13.46,,6652800.0,1.03,10派2.7,03-30,交通银行,-1.308,5.28,5.35,5.35,5.26,5.35,72738196,0.18532,5.86666666667,0.789653333333,5.2380952381
601166,兴业银行,2.63,6.48,15.1,18.89,42.97,5020700.0,6.51,10派6.1,04-28,兴业银行,-1.311,15.81,16.01,16.04,15.78,16.02,68260834,0.35828,6.01140684411,1.13555475285,0.927686241374
600027,华电国际,0.84,14.4,,21.0,,769388.0,30.36,10派3,03-25,华电国际,-2.486,5.1,5.23,5.23,5.08,5.23,17620603,0.29664,6.07142857143,1.275,0.421626984127
601668,中国建筑,0.84,12.0,,16.0,,2606189.8,15.47,,04-19,中国建筑,-2.385,5.32,5.45,5.47,5.29,5.45,105062339,0.35137,6.33333333333,1.01333333333,0.527777777778
601998,中信银行,0.88,1.15,6.49,14.55,-0.43,4115800.0,1.15,,03-24,中信银行,-3.608,5.61,5.82,5.82,5.54,5.82,37737931,0.11828,6.375,0.9275625,5.54347826087
000625,长安汽车,2.13,31.48,,33.14,,995271.42,31.63,10派6.4,04-19,长安汽车,-2.187,14.31,14.5,14.54,14.26,14.63,34535573,1.01949,6.71830985915,2.22644788732,0.21341517977
600889,南京化纤,1.49,8177.78,,39.45,,45750.64,8271.56,10派0.35,03-22,南京化纤,-7.934,10.56,11.43,11.46,10.48,11.47,7160038,2.33173,7.08724832215,2.79591946309,0.000866646977804
600104,上汽集团,2.7,6.5,,17.91,,2979379.07,6.51,10派13.6,04-22,上汽集团,-0.404,19.71,19.83,19.83,19.55,19.79,11924388,0.10815,7.3,1.30743,1.12307692308
600177,雅戈尔,1.96,38.03,,23.96,,437149.74,38.23,10派8,04-29,雅戈尔,-2.378,14.37,14.73,14.73,14.32,14.72,18792185,0.84398,7.33163265306,1.75665918367,0.192785502316
601788,光大证券,2.14,252.9,,23.67,,764651.61,269.7,,02-27,光大证券,-4.0,16.08,16.54,16.6,16.02,16.75,31833340,0.93134,7.51401869159,1.7785682243,0.029711422268
600741,华域汽车,1.85,7.36,,18.89,,478338.23,7.35,10派8.1,03-25,华域汽车,-2.295,14.05,14.35,14.36,13.96,14.38,16063523,0.62185,7.59459459459,1.43461891892,1.03187426557
601009,南京银行,2.21,16.93,14.01,17.59,25.58,700057.6,24.82,10派4转8,04-28,南京银行,0.237,16.9,16.91,17.1,16.76,16.86,21368074,0.71972,7.64705882353,1.34511764706,0.451686876759
600048,保利地产,1.15,0.88,,18.63,,1234757.9,1.21,,04-15,保利地产,-2.21,8.85,9.01,9.02,8.8,9.05,42786400,0.39776,7.69565217391,1.4337,8.74505928854
600578,京能电力,0.57,3.64,,17.27,,261496.42,2.51,10派2,04-09,京能电力,-5.376,4.4,4.65,4.65,4.38,4.65,15307893,0.33153,7.71929824561,1.33312280702,2.12068633121
000966,长源电力,1.72,37.96,,34.54,,95223.88,37.96,10派2.6转10,04-28,长源电力,0.371,13.54,13.5,13.85,13.34,13.49,15818943,2.85467,7.87209302326,2.71902093023,0.207378636018
601211,国泰君安,2.21,99.1,12.5,23.65,,1570029.1,132.32,10派5.2,04-25,国泰君安,-3.224,17.41,17.83,17.83,17.34,17.99,25868267,1.69628,7.8778280543,1.86310633484,0.0794937240595
600185,格力地产,2.37,338.89,,40.12,,137076.5,337.72,10派2转18,04-19,格力地产,-4.399,18.69,19.48,19.48,18.52,19.55,12595861,2.18042,7.88607594937,3.16389367089,0.0232703117512
