date,open,high,close,low,volume,amount
2015-06-10,11.51,12.67,12.67,11.51,14700.0,186128.0
2015-06-11,13.94,13.94,13.94,13.94,2200.0,30668.0
2015-06-12,15.33,15.33,15.33,15.33,2100.0,32193.0
2015-06-15,16.86,16.86,16.86,16.86,3671.0,61893.0
2015-06-16,18.55,18.55,18.55,18.55,5200.0,96460.0
2015-06-17,20.41,20.41,20.41,20.41,19700.0,402077.0
2015-06-18,22.45,22.45,22.45,22.45,12900.0,289605.0
2015-06-19,24.7,24.7,24.7,24.7,94019.0,2322269.0
2015-06-23,27.17,27.17,27.17,27.17,30700.0,834119.0
2015-06-24,29.89,29.89,29.89,29.89,18029.0,538887.0
2015-06-25,32.88,32.88,32.88,32.88,20200.0,664176.0
2015-06-26,36.17,36.17,36.17,30.22,24561276.0,869213568.0
2015-06-29,32.6,34.8,32.55,32.55,4994500.0,165065328.0
2015-06-30,29.3,34.99,30.83,29.3,17497450.0,532841056.0
2015-07-01,30.25,33.4,28.92,28.01,16049342.0,494869120.0
2015-07-02,27.5,28.39,26.03,26.03,8309216.0,222246784.0
2015-07-03,24.3,25.9,23.43,23.43,7507241.0,179451776.0
2015-07-06,25.77,25.77,21.85,21.09,10763661.0,253838320.0
2015-07-07,20.8,20.8,19.67,19.67,3470087.0,69197720.0
2015-07-08,17.7,19.0,17.7,17.7,9765586.0,174932240.0
2015-07-09,17.7,19.47,19.47,17.61,4977453.0,94462840.0
2015-07-10,21.42,21.42,21.42,21.42,344857.0,7386837.0
2015-07-13,23.56,23.56,23.56,23.56,218638.0,5151112.0
2015-07-14,25.92,25.92,25.92,25.22,6389546.0,165282480.0
2015-07-15,26.69,26.85,23.33,23.33,12886096.0,320615840.0
2015-07-16,21.4,24.96,23.75,21.2,8339842.0,195679328.0
2015-07-17,24.01,26.05,25.6,23.9,7897550.0,198651824.0
2015-07-20,25.6,26.2,25.09,24.41,7792986.0,197836592.0
2015-07-21,24.5,26.66,26.32,23.91,8698353.0,223737280.0
2015-07-22,26.02,26.5,26.0,25.21,7431629.0,192002640.0
2015-07-23,25.92,28.6,28.6,25.77,9135276.0,249076608.0
2015-07-24,29.5,30.98,28.38,27.7,14328369.0,426822720.0
2015-07-27,27.39,29.77,25.54,25.54,9419503.0,262445392.0
2015-07-28,24.0,26.6,25.0,23.1,7374251.0,182570048.0
2015-07-29,26.0,27.5,27.5,24.45,7317780.0,189939808.0
2015-07-30,27.78,29.82,27.85,26.5,11622596.0,333856256.0
2015-07-31,27.0,30.64,30.64,26.88,17612668.0,523006688.0
2015-08-03,30.0,33.7,33.7,28.58,20295804.0,638001088.0
2015-08-04,32.99,35.47,30.65,30.33,19418860.0,615005248.0
2015-08-05,29.8,33.72,33.72,29.5,19062634.0,619352576.0
2015-08-06,32.98,35.99,34.4,30.5,19034560.0,626699648.0
2015-08-07,33.02,36.36,34.47,32.62,16537817.0,573004352.0
2015-08-10,34.01,35.99,35.46,33.66,14371002.0,500076128.0
2015-08-11,35.29,39.01,39.01,34.85,15814455.0,608364992.0
2015-08-12,40.0,40.5,36.6,36.51,20670856.0,793891072.0
2015-08-13,34.96,37.6,36.05,34.5,13417060.0,479657472.0
2015-08-14,36.14,36.61,35.02,34.86,9926320.0,353153056.0
2015-08-17,34.25,34.59,32.08,32.01,9250141.0,302906944.0
2015-08-18,31.62,33.66,29.22,28.87,9453285.0,298611616.0
2015-08-19,28.88,30.75,30.27,26.88,8649565.0,253222272.0
2015-08-20,29.89,30.2,28.24,28.1,5210477.0,151935552.0
2015-08-21,27.28,28.7,26.47,26.45,4759333.0,131373160.0
2015-08-24,25.05,25.2,23.82,23.82,3201407.0,77016808.0
2015-08-25,21.44,24.98,21.44,21.44,7207548.0,161947408.0
2015-08-26,21.93,23.58,22.71,21.07,12548746.0,286372192.0
2015-08-27,23.29,23.62,23.33,21.0,9563448.0,216382656.0
2015-08-28,23.4,24.98,24.49,22.45,9747356.0,229105024.0
2015-08-31,23.89,23.9,22.04,22.04,5603952.0,128973976.0
2015-09-01,21.3,21.35,19.84,19.84,4730327.0,95906128.0
2015-09-02,18.45,20.84,18.22,18.13,4823250.0,93875632.0
2015-09-07,19.0,20.02,18.9,18.3,5038771.0,96590496.0
2015-09-08,18.81,20.79,20.79,18.32,7043710.0,142008784.0
2015-09-09,21.56,22.39,22.18,21.35,9177325.0,201031360.0
2015-09-10,21.3,21.97,21.22,21.13,5337976.0,114806608.0
2015-09-11,21.37,22.17,22.11,21.3,4927846.0,107039824.0
2015-09-14,22.0,22.19,19.9,19.9,4437460.0,92909536.0
2015-09-15,19.0,19.7,18.04,18.0,4090457.0,75961360.0
2015-09-16,18.29,19.84,19.84,18.29,4532963.0,86504400.0
2015-09-17,19.91,20.52,19.39,19.25,5302938.0,106186376.0
2015-09-18,19.61,20.0,19.79,19.36,3329675.0,65410920.0
2015-09-21,19.5,21.1,21.05,19.3,4597038.0,93832968.0
2015-09-22,21.42,21.68,21.26,20.55,5676631.0,120463824.0
2015-09-23,20.63,23.39,23.39,20.6,10062985.0,231515584.0
2015-09-24,24.48,24.49,22.92,22.61,12931381.0,303447456.0
2015-09-25,22.5,23.41,21.19,21.0,6851895.0,151571776.0
2015-09-28,21.48,22.65,22.45,21.3,4646770.0,102144208.0
2015-09-29,21.94,22.3,21.69,21.36,3662105.0,79944504.0
2015-09-30,21.8,21.99,21.55,21.01,2732839.0,58973404.0
2015-10-08,22.26,23.15,22.71,22.05,4741675.0,107167616.0
2015-10-09,22.52,22.98,22.8,22.39,4100632.0,93314256.0
2015-10-12,22.9,24.28,24.0,22.9,6866001.0,162740048.0
2015-10-13,23.77,24.0,23.79,23.42,4750449.0,112711104.0
2015-10-14,23.51,24.5,23.39,23.39,5703252.0,136060624.0
2015-10-15,23.3,24.4,24.3,22.91,6090944.0,144919920.0
2015-10-16,24.3,24.55,24.24,23.52,6893366.0,165527280.0
2015-10-19,24.25,24.7,24.09,23.5,6492223.0,156943328.0
2015-10-20,23.91,24.95,24.95,23.75,7537670.0,184439760.0
2015-10-21,24.99,27.45,24.99,24.03,15194240.0,393097120.0
2015-10-22,25.26,26.46,26.13,24.18,10901813.0,278553568.0
2015-10-23,26.0,27.1,26.65,25.42,10156173.0,265230864.0
2015-10-26,27.2,27.22,26.72,26.0,7537661.0,200144672.0
2015-10-27,26.3,26.72,26.72,25.18,5830116.0,151669280.0
2015-10-28,26.38,27.18,27.07,25.9,7482387.0,199692768.0
2015-10-29,27.5,28.35,27.38,26.8,7003450.0,191693200.0
2015-10-30,27.01,27.98,27.09,26.77,6901100.0,188269344.0
2015-11-02,26.07,28.38,27.21,25.8,9541818.0,261714480.0
2015-11-03,26.65,27.9,27.51,26.57,7011407.0,190948512.0
2015-11-04,27.71,29.27,28.8,27.71,8366307.0,237530224.0
2015-11-05,28.83,29.88,28.65,28.3,7088659.0,205192832.0
2015-11-06,28.8,30.48,30.37,28.52,7660249.0,227052432.0
2015-11-09,30.0,32.08,31.33,29.35,8359237.0,258383024.0
2015-11-10,31.35,32.63,32.3,30.6,7554603.0,239780800.0
2015-11-11,31.87,35.35,34.98,31.5,8218540.0,277624512.0
2015-11-12,34.7,37.9,37.3,34.01,9733621.0,350150144.0
2015-11-13,36.2,36.73,33.57,33.57,11577788.0,396680320.0
2015-11-16,31.6,33.48,32.85,31.4,5722256.0,185459680.0
2015-11-17,33.08,33.63,31.01,31.01,5967661.0,194457568.0
2015-11-18,31.0,31.48,29.71,29.62,4480853.0,135808896.0
2015-11-19,29.6,31.28,31.25,29.6,4068213.0,124127344.0
2015-11-20,31.25,32.56,31.61,30.8,4202611.0,132502920.0
2015-11-23,31.6,32.5,31.5,31.01,3432368.0,108878688.0
2015-11-24,31.67,33.27,33.23,31.35,10065554.0,325138656.0
2015-11-25,33.2,33.22,32.9,32.3,6462342.0,211761024.0
2015-11-26,32.95,34.33,32.97,32.72,6785515.0,227100784.0
2015-11-27,32.65,32.97,30.15,29.68,6364182.0,199929088.0
2015-11-30,29.7,32.14,31.92,29.65,6828645.0,210168272.0
2015-12-01,31.9,33.29,31.87,30.85,6442227.0,207940752.0
2015-12-02,31.57,31.71,30.55,29.18,3587469.0,109427248.0
2015-12-03,30.84,32.73,32.73,30.62,4774645.0,151641696.0
2015-12-04,32.5,33.33,32.28,31.86,5798891.0,189526768.0
2015-12-07,32.4,32.7,32.3,31.87,3445974.0,111188272.0
2015-12-08,32.38,33.29,32.6,32.0,5503262.0,179771872.0
2015-12-09,32.4,32.5,31.11,30.87,4908148.0,154403856.0
2015-12-10,31.11,31.43,30.5,30.15,3317354.0,101888176.0
2015-12-11,30.6,32.65,31.86,29.9,5601704.0,175981360.0
2015-12-14,31.22,32.88,32.87,31.2,3990786.0,128190736.0
2015-12-15,32.4,33.4,32.41,32.38,3872706.0,127143648.0
2015-12-16,32.3,33.95,33.1,32.3,5487967.0,182818064.0
2015-12-17,33.5,34.38,34.33,33.16,6418387.0,217245584.0
2015-12-18,33.93,34.69,33.43,33.22,4981232.0,168321408.0
2015-12-21,33.43,33.68,33.24,32.7,2874960.0,94982200.0
2015-12-22,34.01,35.5,34.29,34.01,5712567.0,197932592.0
2015-12-23,33.8,35.28,34.1,33.48,5856037.0,202768720.0
2015-12-24,33.83,34.77,34.77,32.9,4559817.0,153778848.0
2015-12-25,34.81,35.81,35.25,34.26,6915581.0,242945408.0
2015-12-28,35.0,35.48,33.09,33.01,5853445.0,200211600.0
2015-12-29,32.98,33.6,33.55,32.9,2551603.0,84960608.0
2015-12-30,33.45,33.96,33.64,33.2,2635055.0,88363712.0
2015-12-31,33.55,33.77,31.54,31.31,3685362.0,119806792.0
2016-01-04,31.6,31.8,28.39,28.39,3090345.0,92288976.0
2016-01-05,26.2,28.31,26.71,25.6,4080675.0,110151304.0
2016-01-06,26.8,27.97,27.8,26.76,3355522.0,91956208.0
2016-01-07,27.2,27.24,25.02,25.02,887800.0,23051040.0
2016-01-08,25.8,26.25,24.98,22.6,3533247.0,88712496.0
2016-01-11,24.45,24.45,22.49,22.48,3068488.0,71763632.0
2016-01-12,22.7,23.49,23.0,22.28,2166927.0,49709660.0
2016-01-13,23.2,23.63,22.7,22.66,1827779.0,42330412.0
2016-01-14,22.5,24.18,24.07,22.0,2911769.0,67596984.0
2016-01-15,24.07,24.34,23.2,22.83,2683043.0,63413128.0
2016-01-18,23.03,24.4,23.93,22.85,2718130.0,64786576.0
2016-01-19,23.7,24.9,24.71,23.7,3005720.0,73104680.0
2016-01-20,24.5,25.0,24.43,24.23,3016457.0,74185104.0
2016-01-21,24.1,25.0,23.09,23.0,2541673.0,62043992.0
2016-01-22,23.6,23.95,23.69,23.0,2108879.0,49451516.0
2016-01-25,24.3,24.46,23.93,23.69,1592888.0,38431600.0
